Till statsrådet Lars-Erik Lövdén ;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 23//RG|NOM//nummod//4 juni//NN|UTR|SIN|IND|NOM//obj//1 1999//RG|NOM//nummod//4 att//IE//mark//7 tillkalla//VB|INF|AKT//acl//4 en//DT|UTR|SIN|IND//det//9 expertgrupp//NN|UTR|SIN|IND|NOM//obj//7 (//PAD//punct//9 dir//NN|AN//appos//9 .//MAD//punct//4
5.1 Systemet i Danmark / Statsbidragen;De//DT|UTR/NEU|PLU|DEF//det//2 danska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 statsbidragen//NN|NEU|PLU|DEF|NOM//nsubj//3 består//VB|PRS|AKT//ROOT//3 dels//KN//advmod//8 av//PP//case//8 ett//DT|NEU|SIN|IND//det//8 generellt//JJ|POS|NEU|SIN|IND|NOM//amod//8 statsbidrag//NN|NEU|SIN|IND|NOM//obl//3 ,//MID//punct//15 dels//KN//advmod//15 av//PP//case//15 ett//DT|NEU|SIN|IND//det//13 antal//NN|NEU|SIN|IND|NOM//nmod//15 kompletterande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//15 statsbidrag//NN|NEU|SIN|IND|NOM//obl//3  //_SP////15 som//HP|-|-|-//nsubj//21 i//PP//case//20 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 fall//NN|NEU|PLU|IND|NOM//obl//21 har//VB|PRS|AKT//acl:relcl//15 en//DT|UTR|SIN|IND//det//24 utjämnande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//24 funktion//NN|UTR|SIN|IND|NOM//obj//21 .//MAD//punct//3
5.1 Systemet i Danmark / Statsbidragen;Det//DT|NEU|SIN|DEF//det//28 generella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//28 statsbidraget//NN|NEU|SIN|DEF|NOM//nsubj:pass//29 fördelas//VB|PRS|SFO//parataxis//3 på//PP//case//31 kommuner//NN|UTR|PLU|IND|NOM//obl//29 och//KN//cc//33 amtskommuner//NN|UTR|PLU|IND|NOM//conj//31 efter//PP//case//36 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//36 andel//NN|UTR|SIN|IND|NOM//obl//29 av//PP//case//40 det//DT|NEU|SIN|DEF//det//40 samlade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//40 skatteunderlaget//NN|NEU|SIN|DEF|NOM//nmod//36 .//MID//punct//3
5.1 Systemet i Danmark / Statsbidragen;Det//DT|NEU|SIN|DEF//det//44 generella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//44 statsbidraget//NN|NEU|SIN|DEF|NOM//nsubj//45 verkar//VB|PRS|AKT//parataxis//3 med//PP//case//48 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//48 ord//NN|NEU|PLU|IND|NOM//obl//45 i//PP//case//51 motsatt//PC|PRF|UTR|SIN|IND|NOM//amod//51 riktning//NN|UTR|SIN|IND|NOM//obl//45 mot//PP//case//55 den//DT|UTR|SIN|DEF//det//55 inomkommunala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//55 skatteutjämningen//NN|UTR|SIN|DEF|NOM//nmod//51 .//MAD//punct//3
5.1 Systemet i Danmark / Statsbidragen;Ett//PN|NEU|SIN|IND|SUB/OBJ//nsubj:pass//7 av//PP//case//6 de//DT|UTR/NEU|PLU|DEF//det//6 ovan//AB//advmod//4 nämnda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//6 kompletterande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 statsbidragen//NN|NEU|PLU|DEF|NOM//nmod//0 ges//VB|PRS|SFO//ROOT//7 till//PP//case//9 kommuner//NN|UTR|PLU|IND|NOM//obl//7 med//PP//case//13 särskilt//AB//advmod//12 svagt//JJ|POS|NEU|SIN|IND|NOM//amod//13 skatteunderlag//NN|NEU|SIN|IND|NOM//obl//7 .//MID//punct//7
5.1 Systemet i Danmark / Statsbidragen;Detta//DT|NEU|SIN|DEF//det//16 bidrag//NN|NEU|SIN|IND|NOM//nsubj:pass//17 beräknas//VB|PRS|SFO//parataxis//7 på//PP//case//19 skillnaden//NN|UTR|SIN|DEF|NOM//obl//17 mellan//PP//case//23 kommunens//NN|UTR|SIN|DEF|GEN//nmod:poss//23 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//23 skattekraft//NN|UTR|SIN|IND|NOM//nmod//19 och//KN//cc//26 90//RG|NOM//nummod//26 %//NN|AN//conj//23 av//PP//case//30 den//DT|UTR|SIN|DEF//det//30 genomsnittliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//30 skattekraften//NN|UTR|SIN|DEF|NOM//nmod//26 .//MAD//punct//34
5.1 Systemet i Danmark / Statsbidragen;Denna//DT|UTR|SIN|DEF//det//33 mellanskillnad//NN|UTR|SIN|IND|NOM//nsubj:pass//34 multipliceras//VB|PRS|SFO//conj//17 sedan//AB//advmod//34 med//PP//case//39 den//DT|UTR|SIN|DEF//det//39 genomsnittliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//39 skattetrycksfaktorn//NN|UTR|SIN|DEF|NOM//obl//34 för//PP//case//41 kommunerna//NN|UTR|PLU|DEF|NOM//nmod//39 och//KN//cc//44 en//DT|UTR|SIN|IND//det//44 utjämningskvot//NN|UTR|SIN|IND|NOM//conj//41 på//PP//case//46 0,40//RG|NOM//nmod//44 .//MAD//punct//7
5.1 Systemet i Danmark / Statsbidragen;Kommuner//NN|UTR|PLU|IND|NOM//nsubj//57 som//HP|-|-|-//nsubj//50 uppfyller//VB|PRS|AKT//acl:relcl//48 kraven//NN|NEU|PLU|DEF|NOM//obj//50 för//PP//case//54 detta//DT|NEU|SIN|DEF//det//54 statsbidrag//NN|NEU|SIN|IND|NOM//nmod//51 kan//VB|PRS|AKT//aux//57 också//AB//advmod//57 erhålla//VB|INF|AKT//parataxis//7 ett//DT|NEU|SIN|IND//det//59 arbetsmarknadsstöd//NN|NEU|SIN|IND|NOM//obj//57 från//PP//case//61 staten//NN|UTR|SIN|DEF|NOM//nmod//59 för//PP//case//63 medfinansiering//NN|UTR|SIN|IND|NOM//obl//57 av//PP//case//66 regionala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//66 EU-projekt//NN|NEU|PLU|IND|NOM//nmod//63 .//MAD//punct//57
5.1 Systemet i Danmark / Statsbidragen;Vidare//AB|KOM//advmod//76 kan//VB|PRS|AKT//aux//76 kommuner//NN|UTR|PLU|IND|NOM//nsubj//76 på//PP//case//72 öar//NN|UTR|PLU|IND|NOM//nmod//70 utan//PP//cc//76 fast//JJ|POS|UTR|SIN|IND|NOM//advmod//76 förbindelse//NN|UTR|SIN|IND|NOM//fixed//74 få//VB|INF|AKT//conj//57 ett//DT|NEU|SIN|IND//det//78 bidrag//NN|NEU|SIN|IND|NOM//obj//76 till//PP//case//80 stöd//NN|NEU|SIN|IND|NOM//nmod//78 för//PP//case//82 skolungdomar//NN|UTR|PLU|IND|NOM//nmod//78 som//HP|-|-|-//nsubj:pass//84 tvingas//VB|PRS|SFO//acl:relcl//82 flytta//VB|INF|AKT//xcomp//84 för//PP//mark//89 att//IE//mark//89 kunna//VB|INF|AKT//aux//89 genomföra//VB|INF|AKT//advcl//85 sin//PS|UTR|SIN|DEF//nmod:poss//91 skolgång//NN|UTR|SIN|IND|NOM//obj//89 .//MAD//punct//57
5.1 Systemet i Danmark / Statsbidragen;Kommuner//NN|UTR|PLU|IND|NOM//nsubj//10 och//KN//cc//2 amtskommuner//NN|UTR|PLU|IND|NOM//conj//0 kan//VB|PRS|AKT//aux//10 dessutom//AB//advmod//8 från//PP//case//8 och//KN//fixed//5 med//PP//fixed//5 bidragsåret//NN|NEU|SIN|DEF|NOM//obl//10 1996//RG|NOM//nummod//8 få//VB|INF|AKT//ROOT//10 ett//DT|NEU|SIN|IND//det//13 särskilt//PC|PRF|NEU|SIN|IND|NOM//amod//13 bidrag//NN|NEU|SIN|IND|NOM//obj//10 för//PP//mark//16 att//IE//mark//16 täcka//VB|INF|AKT//advcl//10 eventuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 förluster//NN|UTR|PLU|IND|NOM//obj//16 som//HP|-|-|-//nsubj//20 uppkommit//VB|SUP|AKT//acl:relcl//18 i//PP//case//26 samband//NN|NEU|SIN|IND|NOM//fixed//21 med//PP//fixed//21 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//25 års//NN|NEU|PLU|IND|GEN//nmod:poss//26 lagändringar//NN|UTR|PLU|IND|NOM//obl//20 rörande//PP//case//28 utjämnings-//NN|UTR|-|-|SMS//obl//20 och//KN//cc//30 bostadsbidragssystemet//NN|NEU|SIN|DEF|NOM//conj//28 .//MID//punct//10
5.1 Systemet i Danmark / Statsbidragen;Ett//DT|NEU|SIN|IND//det//33 villkor//NN|NEU|SIN|IND|NOM//parataxis//10 för//PP//case//35 bidrag//NN|NEU|SIN|IND|NOM//nmod//33 är//VB|PRS|AKT//cop//33 dock//AB//advmod//33 att//SN//mark//46 kommunens//NN|UTR|SIN|DEF|GEN//nmod:poss//40 förlust//NN|UTR|SIN|IND|NOM//nsubj//46 på//PP//case//45 grund//NN|UTR|SIN|IND|NOM//fixed//41 av//PP//fixed//41 dessa//DT|UTR/NEU|PLU|DEF//det//45 förändringar//NN|UTR|PLU|IND|NOM//nmod//40 överstiger//VB|PRS|AKT//acl//33 0,2//RG|NOM//nummod//48 %//NN|AN//obj//46 av//PP//case//50 beskattningsunderlaget//NN|NEU|SIN|DEF|NOM//nmod//48 .//MAD//punct//10
5.1 Systemet i Danmark / Statsbidragen;Tre//RG|NOM//nsubj//18 av//PP//case//3 de//DT|UTR/NEU|PLU|DEF//det//3 bidrag//NN|NEU|PLU|IND|NOM//nmod//0 som//HP|-|-|-//nsubj//9 i//PP//case//8 det//DT|NEU|SIN|DEF//det//8 danska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//8 systemet//NN|NEU|SIN|DEF|NOM//obl//9 sorterar//VB|PRS|AKT//acl:relcl//3 under//PP//case//12 kompletterande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//12 statsbidrag//NN|NEU|SIN|IND|NOM//obl//9  //_SP////12 är//VB|PRS|AKT//cop//18 i//PP//case//16 realiteten//NN|UTR|SIN|DEF|NOM//obl//14 en//DT|UTR|SIN|IND//det//18 del//NN|UTR|SIN|IND|NOM//ROOT//18 av//PP//case//22 den//DT|UTR|SIN|DEF//det//22 inomkommunala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//22 utjämningen//NN|UTR|SIN|DEF|NOM//nmod//18 .//MAD//punct//18
5.1 Systemet i Danmark / Statsbidragen;Kommuner//NN|UTR|PLU|IND|NOM//nsubj//33 i//PP//case//26 huvudstadsområdet//NN|NEU|SIN|DEF|NOM//nmod//24 med//PP//case//31 särskilt//AB//advmod//29 svåra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 problem//NN|NEU|PLU|IND|NOM//nmod//26 kan//VB|PRS|AKT//aux//33 få//VB|INF|AKT//parataxis//18 ett//DT|NEU|SIN|IND//det//35 bidrag//NN|NEU|SIN|IND|NOM//obj//33 som//HP|-|-|-//nsubj:pass//37 finansieras//VB|PRS|SFO//acl:relcl//35 av//PP//case//40 alla//DT|UTR/NEU|PLU|IND/DEF//det//40 kommuner//NN|UTR|PLU|IND|NOM//obl:agent//37 i//PP//case//42 huvudstadsområdet//NN|NEU|SIN|DEF|NOM//nmod//40 .//MAD//punct//33
5.1 Systemet i Danmark / Statsbidragen;Bidrag//NN|NEU|PLU|IND|NOM//nsubj:pass//1 lämnas//VB|PRS|SFO//ROOT//1 också//AB//advmod//1 för//PP//mark//5 att//IE//mark//5 täcka//VB|INF|AKT//advcl//1 kommunernas//NN|UTR|PLU|DEF|GEN//nmod:poss//7 merkostnader//NN|UTR|PLU|IND|NOM//obj//5 för//PP//case//9 flyktingar//NN|UTR|PLU|IND|NOM//obl//5 och//KN//cc//11 asylsökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//9 .//MAD//punct//1
5.1 Systemet i Danmark / Statsbidragen;Storleken//NN|UTR|SIN|DEF|NOM//nsubj//16 på//PP//case//15 bidraget//NN|NEU|SIN|DEF|NOM//nmod//13 beror//VB|PRS|AKT//parataxis//1 på//PP//case//19 antalet//NN|NEU|SIN|DEF|NOM//nmod//19 flyktingar//NN|UTR|PLU|IND|NOM//obl//16 och//KN//cc//21 asylsökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//19 i//PP//case//23 kommunen//NN|UTR|SIN|DEF|NOM//nmod//21 ,//MID//punct//19 vilken//HD|UTR|SIN|IND//det//26 ålderskategori//NN|UTR|SIN|IND|NOM//obj//28 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//28 tillhör//VB|PRS|AKT//acl:relcl//19 och//KN//cc//33 hur//HA//advmod//33 länge//AB|POS//advmod//33 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//33 haft//VB|SUP|AKT//conj//28 uppehållstillstånd//NN|NEU|SIN|IND|NOM//obj//33 i//PP//case//36 Danmark//PM|NOM//obl//33 .//MAD//punct//1
5.1 Systemet i Danmark / Statsbidragen;Bidraget//NN|NEU|SIN|DEF|NOM//nsubj:pass//39 betalas//VB|PRS|SFO//parataxis//1 av//PP//case//42 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//42 kommuner//NN|UTR|PLU|IND|NOM//obl:agent//39 genom//PP//case//45 en//DT|UTR|SIN|IND//det//45 avgift//NN|UTR|SIN|IND|NOM//nmod//42 baserad//PC|PRF|UTR|SIN|IND|NOM//acl//45 på//PP//case//49 kommunens//NN|UTR|SIN|DEF|GEN//nmod:poss//49 andel//NN|UTR|SIN|IND|NOM//obl//46 av//PP//case//53 det//DT|NEU|SIN|DEF//det//53 totala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//53 skatteunderlaget//NN|NEU|SIN|DEF|NOM//nmod//49 .//MAD//punct//1
5.1 Systemet i Danmark / Statsbidragen;Dessutom//AB//advmod//1 betalar//VB|PRS|AKT//ROOT//1 amtskommuner//NN|UTR|PLU|IND|NOM//nsubj//1 vars//HS|DEF//nmod:poss//4 utgiftsbehov//NN|NEU|PLU|IND|NOM//nsubj//8 för//PP//case//6 AIDSbehandling//NN|UTR|SIN|IND|NOM//nmod//4 är//VB|PRS|AKT//cop//8 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//ccomp//1 än//KN//case//10 genomsnittet//NN|NEU|SIN|DEF|NOM//obl//8 i//PP//case//12 landet//NN|NEU|SIN|DEF|NOM//nmod//10 ett//DT|NEU|SIN|IND//det//14 bidrag//NN|NEU|SIN|IND|NOM//obj//1 till//PP//case//17 de//DT|UTR/NEU|PLU|DEF//det//17 amtskommuner//NN|UTR|PLU|IND|NOM//nmod//14 som//HP|-|-|-//nsubj//19 har//VB|PRS|AKT//acl:relcl//17 ett//DT|NEU|SIN|IND//det//22 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//22 utgiftsbehov//NN|NEU|SIN|IND|NOM//obj//19 för//PP//case//25 detta//DT|NEU|SIN|DEF//det//25 ändamål//NN|NEU|SIN|IND|NOM//obl//19 .//MAD//punct//1
5.1 Systemet i Danmark / Statsbidragen;Bidraget//NN|NEU|SIN|DEF|NOM//nsubj:pass//30 eller//KN//cc//29 avgiften//NN|UTR|SIN|DEF|NOM//conj//27 beräknas//VB|PRS|SFO//parataxis//1 som//KN//mark//32 skillnaden//NN|UTR|SIN|DEF|NOM//obl//30 mellan//PP//case//36 det//DT|NEU|SIN|DEF//det//36 egna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//36 utgiftsbehovet//NN|NEU|SIN|DEF|NOM//nmod//32 för//PP//case//38 AIDS-behandling//NN|UTR|SIN|IND|NOM//nmod//36 och//KN//cc//42 det//DT|NEU|SIN|DEF//det//42 genomsnittliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//42 utgiftsbehovet//NN|NEU|SIN|DEF|NOM//conj//36 i//PP//case//46 landets//NN|NEU|SIN|DEF|GEN//nmod:poss//46 alla//DT|UTR/NEU|PLU|IND/DEF//det//46 amtskommuner//NN|UTR|PLU|IND|NOM//nmod//42 ,//MID//punct//48 multiplicerat//PC|PRF|NEU|SIN|IND|NOM//conj//30 med//PP//case//51 en//DT|UTR|SIN|IND//det//51 utjämningskvot//NN|UTR|SIN|IND|NOM//obl//48 på//PP//case//53 0,85//RG|NOM//nmod//51 .//MAD//punct//1

5.2 Systemet i Finland;Finland//PM|NOM//nsubj//1 skiljer//VB|PRS|AKT//ROOT//1 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//1 från//PP//case//7 de//DT|UTR/NEU|PLU|DEF//det//7 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 nordiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 länderna//NN|NEU|PLU|DEF|NOM//obl//1 genom//PP//mark//12 att//SN//mark//12 man//PN|UTR|SIN|IND|SUB//nsubj//12 inte//AB//advmod//12 har//VB|PRS|AKT//advcl//1 några//DT|UTR/NEU|PLU|IND//det//14 landstingskommuner//NN|UTR|PLU|IND|NOM//obj//12 .//MAD//punct//1
5.2 Systemet i Finland;Finland//PM|NOM//nsubj//17 har//VB|PRS|AKT//parataxis//1 i//PP//advmod//20 stället//NN|NEU|SIN|DEF|NOM//fixed//18 samkommuner//NN|UTR|PLU|IND|NOM//obl//17 (//PAD//punct//17 motsvarar//VB|PRS|AKT//conj//17 kommunalförbund//NN|NEU|SIN|IND|NOM//nsubj//22 i//PP//case//25 Sverige//PM|NOM//obl//22 )//PAD//punct//22 som//HP|-|-|-//nsubj//28 ansvarar//VB|PRS|AKT//advcl//17 för//PP//case//32 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 specifika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 verksamheter//NN|UTR|PLU|IND|NOM//obl//28 ,//MID//punct//36 som//KN//case//36 t.ex.//AB|AN//advmod//36 specialsjukvård//NN|UTR|SIN|IND|NOM//conj//17 ,//MID//punct//38 yrkesutbildning//NN|UTR|SIN|IND|NOM//conj//36 eller//KN//cc//41 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//41 verksamheter//NN|UTR|PLU|IND|NOM//conj//36 som//HP|-|-|-//nsubj//43 kräver//VB|PRS|AKT//acl:relcl//41 ett//DT|NEU|SIN|IND//det//46 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//46 befolkningsunderlag//NN|NEU|SIN|IND|NOM//obj//43 .//MAD//punct//1
5.2 Systemet i Finland;Samkommunerna//NN|UTR|PLU|DEF|NOM//nsubj//49 har//VB|PRS|AKT//parataxis//1 inte//AB//advmod//49 någon//DT|UTR|SIN|IND//det//52 beskattningsrätt//NN|UTR|SIN|IND|NOM//obj//49 .//MAD//punct//1
5.2 Systemet i Finland;Antalet//NN|NEU|SIN|DEF|NOM//nmod//1 kommuner//NN|UTR|PLU|IND|NOM//nsubj//6 i//PP//case//3 Finland//PM|NOM//nmod//1 har//VB|PRS|AKT//aux//6 konstant//AB|POS//advmod//6 minskat//VB|SUP|AKT//ROOT//6 under//PP//case//11 de//DT|UTR/NEU|PLU|DEF//det//11 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//11 fyrtio//RG|NOM//nummod//11 åren//NN|NEU|PLU|DEF|NOM//obl//6 .//MAD//punct//6
5.2 Systemet i Finland;År//NN|NEU|SIN|IND|NOM//nmod//14 1955//RG|NOM//obl//15 fanns//VB|PRT|SFO//parataxis//6 det//PN|NEU|SIN|DEF|SUB/OBJ//det//18 547//RG|NOM//nummod//18 kommuner//NN|UTR|PLU|IND|NOM//nsubj//15 .//MAD//punct//15
5.2 Systemet i Finland;I//PP//advmod//22 dag//NN|UTR|SIN|IND|NOM//fixed//20 uppgår//VB|PRS|AKT//conj//15 antalet//NN|NEU|SIN|DEF|NOM//nsubj//22 till//PP//case//26 452//RG|NOM//nummod//26 stycken//NN|UTR|PLU|IND|NOM//nmod//23 och//KN//cc//30 kommer//VB|PRS|AKT//aux//30 att//IE//mark//30 sjunka//VB|INF|AKT//conj//22 ytterligare//AB|KOM//advmod//30 i//PP//case//37 och//KN//fixed//32 med//PP//fixed//32 en//DT|UTR|SIN|IND//det//37 planerad//PC|PRF|UTR|SIN|IND|NOM//amod//37 kommunsammanslagning//NN|UTR|SIN|IND|NOM//obl//30 under//PP//case//40 år//NN|NEU|SIN|IND|NOM//nmod//40 2001//RG|NOM//nmod//37 .//MAD//punct//6
5.2 Systemet i Finland;En//DT|UTR|SIN|IND//det//2 viktig//JJ|POS|UTR|SIN|IND|NOM//amod//2 del//NN|UTR|SIN|IND|NOM//nsubj:pass//6 av//PP//case//5 kommunernas//NN|UTR|PLU|DEF|GEN//nmod:poss//5 inkomster//NN|UTR|PLU|IND|NOM//nmod//2 utgörs//VB|PRS|SFO//ROOT//6 av//PP//case//10 de//DT|UTR/NEU|PLU|DEF//det//10 s.k.//AB|AN//amod//10 statsandelarna//NN|UTR|PLU|DEF|NOM//obl:agent//6 (//PAD//punct//12 statsbidrag//NN|NEU|PLU|IND|NOM//appos//10 )//PAD//punct//12 .//MAD//punct//10
5.2 Systemet i Finland;Systemet//NN|NEU|SIN|DEF|NOM//nsubj//18 med//PP//case//17 statsandelar//NN|UTR|PLU|IND|NOM//nmod//15 innebär//VB|PRS|AKT//parataxis//6 att//SN//mark//21 staten//NN|UTR|SIN|DEF|NOM//nsubj//21 betalar//VB|PRS|AKT//ccomp//18 kommunerna//NN|UTR|PLU|DEF|NOM//iobj//21 en//DT|UTR|SIN|IND//det//25 viss//JJ|POS|UTR|SIN|IND|NOM//amod//25 del//NN|UTR|SIN|IND|NOM//obj//21 av//PP//case//27 kostnaderna//NN|UTR|PLU|DEF|NOM//nmod//25 för//PP//case//29 uppgifter//NN|UTR|PLU|IND|NOM//nmod//27 som//HP|-|-|-//obl//32 staten//NN|UTR|SIN|DEF|NOM//nsubj//32 ålagt//VB|SUP|AKT//acl:relcl//29 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//32 att//IE//mark//35 sköta//VB|INF|AKT//advcl//32 .//MAD//punct//18
5.2 Systemet i Finland;Syftet//NN|NEU|SIN|DEF|NOM//nsubj//66 med//PP//case//40 detta//DT|NEU|SIN|DEF//det//40 statsbidragssystem//NN|NEU|SIN|IND|NOM//nmod//37 är//VB|PRS|AKT//cop//37 att//IE//mark//43 utjämna//VB|INF|AKT//acl//37 förutsättningarna//NN|UTR|PLU|DEF|NOM//obj//43 för//PP//case//46 kommunerna//NN|UTR|PLU|DEF|NOM//obl//43 att//IE//mark//49 kunna//VB|INF|AKT//aux//49 erbjuda//VB|INF|AKT//acl//37 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//51 invånare//NN|UTR|PLU|IND|NOM//amod//53 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 tjänster//NN|UTR|PLU|IND|NOM//obj//49 till//PP//case//57 en//DT|UTR|SIN|IND//det//57 rimlig//JJ|POS|UTR|SIN|IND|NOM//amod//57 utdebiteringsnivå//NN|UTR|SIN|IND|NOM//obl//49 ,//MID//punct//60 oavsett//PP//case//60 inkomst-//NN|UTR|-|-|SMS//conj//37 och//KN//cc//62 utgiftsförhållanden//NN|UTR|SIN|DEF|NOM//conj//60 .//MAD//punct//60
5.2 Systemet i Finland;Även//AB//advmod//65 samkommunerna//NN|UTR|PLU|DEF|NOM//nsubj//66 erhåller//VB|PRS|AKT//parataxis//18 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//68 statsbidrag//NN|NEU|PLU|IND|NOM//obj//66 .//MAD//punct//66
5.2 Systemet i Finland;Statsbidragen//NN|UTR|SIN|DEF|NOM//nsubj//71 fördelar//VB|PRS|AKT//parataxis//66 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//71 på//PP//case//76 ett//DT|NEU|SIN|IND//det//76 allmänt//JJ|POS|NEU|SIN|IND|NOM//amod//76 statsbidrag//NN|NEU|SIN|IND|NOM//obl//71 ,//MID//punct//80 ett//DT|NEU|SIN|IND//det//80 uppgiftsbaserat//PC|PRF|NEU|SIN|IND|NOM//amod//80 statsbidrag//NN|NEU|SIN|IND|NOM//conj//71  //_SP////80 (//PAD//punct//80 för//PP//case//84 sektorerna//NN|NEU|PLU|DEF|NOM//nmod//85 social-//JJ|POS|UTR|-|-|SMS//appos//80 och//KN//cc//87 hälsovård//NN|UTR|SIN|IND|NOM//conj//85 samt//KN//cc//89 undervisnings-//NN|UTR|-|-|SMS//conj//85 och//KN//cc//91 kulturverksamhet//NN|UTR|SIN|IND|NOM//conj//89 )//PAD//punct//80 och//KN//cc//95 ett//DT|NEU|SIN|IND//det//95 finansieringsunderstöd//NN|NEU|SIN|IND|NOM//conj//71 ,//MID//punct//95 som//HP|-|-|-//nsubj:pass//98 ges//VB|PRS|SFO//acl:relcl//95 efter//PP//case//101 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//101 prövning//NN|UTR|SIN|IND|NOM//obl//98 .//MAD//punct//18
5.2 Systemet i Finland;Finansieringsunderstöd//NN|NEU|SIN|IND|NOM//nsubj:pass//1 ges//VB|PRS|SFO//ROOT//1 i//PP//advmod//1 första//RO|NOM//fixed//2 hand//NN|UTR|SIN|IND|NOM//fixed//2 till//PP//case//6 kommuner//NN|UTR|PLU|IND|NOM//obl//1 som//HP|-|-|-//nsubj//8 befinner//VB|PRS|AKT//acl:relcl//6 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//8 i//PP//case//14 en//DT|UTR|SIN|IND//det//14 svår//JJ|POS|UTR|SIN|IND|NOM//amod//14 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//14 situation//NN|UTR|SIN|IND|NOM//obl//8 .//MAD//punct//1
5.2 Systemet i Finland;Understödet//NN|NEU|SIN|DEF|NOM//nsubj//22 kan//VB|PRS|AKT//aux//22 också//AB//advmod//22 vara//VB|INF|AKT//cop//22 avhängigt//AB|POS//amod//22 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 villkor//NN|NEU|PLU|IND|NOM//parataxis//1 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//24 sanering//NN|UTR|SIN|IND|NOM//nmod//22 av//PP//case//27 kommunens//NN|UTR|SIN|DEF|GEN//nmod:poss//27 ekonomi//NN|UTR|SIN|IND|NOM//nmod//24 .//MAD//punct//22
5.2 Systemet i Finland;Finansieringsunderstödet//NN|NEU|SIN|DEF|NOM//nsubj:pass//31 kan//VB|PRS|AKT//aux//31 jämföras//VB|INF|SFO//conj//1 med//PP//case//36 den//DT|UTR|SIN|DEF//det//36 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//36 s.k.//AB|AN//amod//36 kommunakuten//NN|UTR|SIN|DEF|NOM//obl//31 .//MAD//punct//1
