SVEN  -  ERIC LIEDMAN  ,  professor idéhistoria, Göteborg, samtalsledare ;THOMAS//PM|NOM//ROOT//0 ÖSTROS//PM|NOM//nsubj//0  //_SP////1 ,//MID//punct//5  //_SP////3 utbildningsminister//NN|UTR|PLU|IND|NOM//conj//1
Orden för kunskap;Kunnandet//NN|NEU|SIN|DEF|NOM//nsubj//3 och//KN//cc//2 kännandet//NN|NEU|SIN|DEF|NOM//conj//0 beﬁnner//VB|PRS|AKT//ROOT//3 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//3 ännu//AB//advmod//6 långt//AB|POS//advmod//3 från//PP//case//9 lärda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//9 abstraktioner//NN|UTR|PLU|IND|NOM//obl//3 .//MAD//punct//3
Orden för kunskap;Snarare//AB|KOM//advmod//14 kan//VB|PRS|AKT//aux//14 man//PN|UTR|SIN|IND|SUB//nsubj//14 se//VB|INF|AKT//parataxis//3 framför//PP//case//16 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//14 grottmänniskan//NN|UTR|SIN|DEF|NOM//obj//14 –//PAD//punct//21 vår//PS|UTR|SIN|DEF//nmod:poss//21 avlägsne//NN|UTR|SIN|IND|GEN//amod//21 anfader//NN|UTR|SIN|IND|NOM//appos//17 för//PP//case//27 trettio//RG|NOM//nummod//26 eller//KN//cc//25 fyrtio//RG|NOM//conj//23 tusen//RG|NOM//nummod//27 år//NN|NEU|PLU|IND|NOM//nmod//21 sedan//AB//fixed//27 –//RG|NOM//punct//31 som//HP|-|-|-//nsubj//31 trevar//VB|PRS|AKT//conj//17 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//31 fram//PL//advmod//31 i//PP//case//35 halvdunklet//NN|NEU|SIN|DEF|NOM//obl//31 ,//MID//punct//31 sniffande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl//17 efter//PP//case//42 lockande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//42 eller//KN//cc//41 främmande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//39 lukter//NN|UTR|PLU|IND|NOM//obl//37 och//KN//cc//45 med//PP//case//45 ögon//NN|NEU|PLU|IND|NOM//conj//17 och//KN//cc//47 öron//NN|NEU|PLU|IND|NOM//conj//45 på//PP//case//49 helspänn//NN|-|-|-|-//nmod//17 .//MAD//punct//14
Orden för kunskap;Kunskap//NN|UTR|SIN|IND|NOM//nsubj//55 är//VB|PRS|AKT//cop//55 en//DT|UTR|SIN|IND//det//55 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//55 kategori//NN|UTR|SIN|IND|NOM//parataxis//14 för//PP//case//58 mänskligt//JJ|POS|NEU|SIN|IND|NOM//amod//58 liv//NN|NEU|SIN|IND|NOM//nmod//55 ,//MID//punct//61 inte//AB//advmod//61 något//PN|NEU|SIN|IND|SUB/OBJ//conj//55 som//HP|-|-|-//nsubj//64 enbart//AB//advmod//64 präglar//VB|PRS|AKT//acl:relcl//61 tiden//NN|UTR|SIN|DEF|NOM//obj//64 kring//PP//case//68 år//NN|NEU|SIN|IND|NOM//nmod//68 2000//RG|NOM//obl//64 .//MAD//punct//3
Orden för kunskap;Ordet//NN|NEU|SIN|DEF|NOM//nmod//2 ”//PAD//punct//2 kunskap//NN|UTR|SIN|IND|NOM//nsubj//4 ”//PM|NOM//punct//2 rymmer//VB|PRS|AKT//ROOT//4 den//DT|UTR|SIN|DEF//det//7 intressanta//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//7 bestämningen//NN|UTR|SIN|DEF|NOM//obj//4 ”//PM|NOM//punct//4 -skap//NN|UTR|SIN|IND|NOM//obl//4 ”//RG|NOM//punct//4 .//MAD//punct//4
Orden för kunskap;Enligt//PP//case//13 språkhistorikerna//NN|UTR|PLU|DEF|NOM//obl//18 ska//VB|PRS|AKT//aux//18 denna//DT|UTR|SIN|DEF//det//16 ändelse//NN|UTR|SIN|IND|NOM//nsubj//18 sannolikt//AB|POS//advmod//18 ha//VB|INF|AKT//parataxis//4 med//PP//case//20 skapande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//18 att//IE//mark//22 göra//VB|INF|AKT//acl//20 .//MAD//punct//4
Orden för kunskap;Tar//VB|PRS|AKT//parataxis//4 man//PN|UTR|SIN|IND|SUB//nsubj//24 denna//DT|UTR|SIN|DEF//det//27 innebörd//NN|UTR|SIN|IND|NOM//obj//24 på//PP//case//29 allvar//NN|NEU|SIN|IND|NOM//obl//24 ,//MID//punct//33 kan//VB|PRS|AKT//aux//33 man//PN|UTR|SIN|IND|SUB//nsubj//33 säga//VB|INF|AKT//conj//4 att//SN//mark//37 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//37 är//VB|PRS|AKT//cop//37 jag//PN|UTR|SIN|DEF|SUB//ccomp//33 själv//JJ|POS|UTR|SIN|IND|NOM//amod//37 som//HP|-|-|-//nsubj//43 genom//PP//case//42 min//PS|UTR|SIN|DEF//nmod:poss//42 läroprocess//NN|UTR|SIN|IND|NOM//obl//43 frambringar//VB|PRS|AKT//acl:cleft//37 min//PS|UTR|SIN|DEF//nmod:poss//45 kunskap//NN|UTR|SIN|IND|NOM//nsubj:pass//43 .//MAD//punct//33
Orden för kunskap;I//PP//case//51 samband//NN|NEU|SIN|IND|NOM//fixed//47 med//PP//fixed//47 ordet//NN|NEU|SIN|DEF|NOM//nmod//51 kunskap//NN|UTR|SIN|IND|NOM//obl//4 ,//MID//punct//4 använder//VB|PRS|AKT//parataxis//4 vi//PN|UTR|PLU|DEF|SUB//nsubj//53 ofta//AB|POS//advmod//53 ett//DT|NEU|SIN|IND//det//58 annat//JJ|POS|NEU|SIN|IND|NOM//amod//58 ord//NN|NEU|SIN|IND|NOM//obj//53 ://MID//punct//58
Orden för kunskap;vetande//NN|NEU|SIN|IND|NOM//appos//58 .//MAD//punct//4
Orden för kunskap;Vetandet//NN|NEU|SIN|DEF|NOM//nsubj//65 är//VB|PRS|AKT//cop//65 däremot//AB//advmod//65 resultatet//NN|NEU|SIN|DEF|NOM//parataxis//4 av//PP//case//67 läroprocessen//NN|UTR|SIN|DEF|NOM//nmod//65 ,//MID//punct//72 och//KN//cc//72 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//72 kan//VB|PRS|AKT//aux//72 mätas//VB|INF|SFO//conj//65 och//KN//cc//74 jämföras//VB|INF|SFO//conj//72 med//PP//case//77 annat//JJ|POS|NEU|SIN|IND|NOM//amod//77 vetande//NN|NEU|SIN|IND|NOM//obl//74 .//MAD//punct//4
Orden för kunskap;På//PP//case//2 det//DT|NEU|SIN|DEF//det//2 sättet//NN|NEU|SIN|DEF|NOM//obl//3 blir//VB|PRS|AKT//ROOT//3 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//3 möjligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//3 att//IE//mark//7 skilja//VB|INF|AKT//xcomp//3 mellan//PP//case//9 orden//NN|NEU|PLU|DEF|NOM//obl//7 ”//RG|NOM//punct//11 kunskap//NN|UTR|SIN|IND|NOM//appos//9 ”//RG|NOM//punct//11 och//KN//cc//15 ”//PAD//punct//15 vetande//NN|NEU|SIN|IND|NOM//conj//9 ”//PAD//punct//3 .//MID//punct//3
Orden för kunskap;Det//DT|NEU|SIN|DEF//det//20 vanliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//20 språkbruket//NN|NEU|SIN|DEF|NOM//nsubj//25 är//VB|PRS|AKT//cop//25 visserligen//AB//advmod//25 betydligt//AB//advmod//24 mer//AB|KOM//advmod//25 svävande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//3 och//KN//cc//27 mångskiftande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//25 än//KN//mark//29 så//AB//advcl//25 .//MAD//punct//3
Orden för kunskap;Men//KN//cc//35 en//DT|UTR|SIN|IND//det//34 tydlig//JJ|POS|UTR|SIN|IND|NOM//amod//34 distinktion//NN|UTR|SIN|IND|NOM//nsubj//35 bringar//VB|PRS|AKT//conj//3 en//DT|UTR|SIN|IND//det//38 viss//JJ|POS|UTR|SIN|IND|NOM//amod//38 klarhet//NN|UTR|SIN|IND|NOM//nmod//35 och//KN//cc//40 reda//NN|UTR|SIN|IND|NOM//conj//38 i//PP//case//42 sammanhangen//NN|NEU|PLU|DEF|NOM//obl//40 ,//MID//punct//35 och//KN//cc//46 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//46 öppnar//VB|PRS|AKT//conj//3 också//AB//advmod//46 vägen//NN|UTR|SIN|DEF|NOM//obj//46 för//PP//case//52 ett//DT|NEU|SIN|IND//det//52 intressant//JJ|POS|NEU|SIN|IND|NOM//amod//52 sätt//NN|NEU|SIN|IND|NOM//obl//46 att//IE//mark//54 bruka//VB|INF|AKT//acl//52 ordet//NN|NEU|SIN|DEF|NOM//obj//54 ”//PAD//punct//57 vetenskap//NN|UTR|SIN|IND|NOM//obl//54 ”//PAD//punct//57 .//MAD//punct//3
Orden för kunskap;Vetenskapen//NN|UTR|SIN|DEF|NOM//nsubj//8 ,//MID//punct//0 som//HP|-|-|-//obl//5 vi//PN|UTR|PLU|DEF|SUB//nsubj//5 numera//AB//advmod//5 fattar//VB|PRS|AKT//acl:relcl//0 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//5 ,//MID//punct//0 innebär//VB|PRS|AKT//ROOT//8 väsentligen//AB//advmod//8 frambringandet//NN|NEU|SIN|DEF|NOM//obj//8 av//PP//case//13 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//13 vetande//NN|NEU|SIN|IND|NOM//nmod//10 .//MAD//punct//8
Orden för kunskap;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//18 bör//VB|PRS|AKT//aux//18 vara//VB|INF|AKT//cop//18 möjligt//JJ|POS|NEU|SIN|IND|NOM//parataxis//8 att//IE//mark//20 reservera//VB|INF|AKT//csubj//18 ordet//NN|NEU|SIN|DEF|NOM//obj//20 för//PP//mark//25 själva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//24 detta//DT|NEU|SIN|DEF//det//25 frambringande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//20 ,//MID//punct//28 denna//DT|UTR|SIN|DEF//det//28 verksamhet//NN|UTR|SIN|IND|NOM//conj//18 .//MAD//punct//18
Orden för kunskap;Vetenskap//NN|UTR|SIN|IND|NOM//nsubj//31 åstadkommer//VB|PRS|AKT//conj//8 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//33 vetande//NN|NEU|SIN|IND|NOM//obj//31 som//HP|-|-|-//nsubj//37 kan//VB|PRS|AKT//aux//37 ska//VB|PRS|AKT//aux//37 ta//VB|INF|AKT//acl:relcl//33 ställning//NN|UTR|SIN|IND|NOM//obj//37 till//PP//case//37 .//MAD//punct//31
Orden för kunskap;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//42 gäller//VB|PRS|AKT//conj//8 också//AB//advmod//42 kännedom//NN|UTR|SIN|IND|NOM//obj//42 om//PP//case//49 själva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//49 det//DT|NEU|SIN|DEF//det//49 politiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//49 spelet//NN|NEU|SIN|DEF|NOM//obl//42 ,//MID//punct//54 både//KN//cc//54 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//54 formella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//54 regler//NN|UTR|PLU|IND|NOM//obl//42 och//KN//cc//60 den//DT|UTR|SIN|DEF//det//60 betydligt//AB//advmod//58 mer//AB|KOM//advmod//59 svårfångade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//60 typ//NN|UTR|SIN|IND|NOM//conj//54 av//PP//case//62 kunskap//NN|UTR|SIN|IND|NOM//nmod//60 som//HP|-|-|-//nsubj:pass//66 på//PP//case//65 tyska//NN|UTR|SIN|IND|NOM//obl//66 kallas//VB|PRS|SFO//acl:relcl//60 Fingerspitzgefühl//AB//xcomp//66 ,//MID//punct//69 ﬁngertoppskänsla//NN|UTR|SIN|IND|NOM//conj//67 ,//MID//punct//54 alltså//AB//advmod//72 känslan//NN|UTR|SIN|DEF|NOM//appos//54 för//PP//case//74 vad//HP|NEU|SIN|IND//dislocated//77 som//HP|-|-|-//nsubj//77 är//VB|PRS|AKT//cop//77 genomförbart//JJ|POS|NEU|SIN|IND|NOM//acl:relcl//72 ,//MID//punct//83 hur//HA//advmod//83 man//PN|UTR|SIN|IND|SUB//nsubj//83 ska//VB|PRS|AKT//aux//83 kunna//VB|INF|AKT//aux//83 övertyga//VB|INF|AKT//conj//77 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//obj//83 ,//MID//punct//89 inte//AB//advmod//89 minst//AB|SUV//advmod//89 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//89 väljare//NN|UTR|PLU|IND|NOM//conj//83 ,//MID//punct//83 och//KN//cc//97 hur//HA//advmod//97 ett//DT|NEU|SIN|IND//det//94 beslut//NN|NEU|SIN|IND|NOM//nsubj:pass//97 ska//VB|PRS|AKT//aux//97 kunna//VB|INF|AKT//aux//97 förverkligas//VB|INF|SFO//conj//83 .//MAD//punct//42
Orden för kunskap;För//PP//case//101 det//DT|NEU|SIN|DEF//det//101 tredje//RO|NOM//obl//105 måste//VB|PRS|AKT//aux//105 politiker//NN|UTR|SIN|IND|NOM//nsubj//105 också//AB//advmod//105 veta//VB|INF|AKT//parataxis//42 något//PN|NEU|SIN|IND|SUB/OBJ//obj//105 om//PP//case//110 de//DT|UTR/NEU|PLU|DEF//det//110 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//110 alternativ//NN|NEU|PLU|IND|NOM//obl//105 som//HP|-|-|-//obl//129 ﬁnns//VB|PRS|SFO//obl//129 i//PP//case//121 form//NN|UTR|SIN|IND|NOM//fixed//113 av//PP//fixed//113 mer//AB|KOM//advmod//119 eller//KN//fixed//116 mindre//AB|KOM//conj//116 klart//AB|POS//advmod//120 utmejslade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//121 ideologier//NN|UTR|PLU|IND|NOM//nmod//112 ,//MID//punct//121 där//HA//advmod//124 värderingar//NN|UTR|PLU|IND|NOM//nsubj//129 ,//MID//punct//126 verklighetspåståenden//NN|NEU|PLU|IND|NOM//conj//124 och//KN//cc//128 normer//NN|UTR|PLU|IND|NOM//conj//124 beﬁnner//VB|PRS|AKT//acl:relcl//110 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//129 i//PP//case//134 ett//DT|NEU|SIN|IND//det//134 intrikat//JJ|POS|NEU|SIN|IND|NOM//amod//134 samspel//NN|NEU|SIN|IND|NOM//obl//129 .//MAD//punct//8
Orden för kunskap;På//PP//case//2 samma//DT|UTR/NEU|SIN/PLU|IND//det//2 sätt//NN|NEU|SIN|IND|NOM//obl//3 behöver//VB|PRS|AKT//ROOT//3 en//DT|UTR|SIN|IND//det//5 konstnär//NN|UTR|SIN|IND|NOM//nmod//7 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 typer//NN|UTR|PLU|IND|NOM//obj//3 av//PP//case//9 kunnande//NN|NEU|SIN|IND|NOM//nmod//7 –//PAD//punct//3 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//12 gäller//VB|PRS|AKT//parataxis//3 tekniken//NN|UTR|SIN|DEF|NOM//obj//12 ,//MID//punct//3 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//16 gäller//VB|PRS|AKT//parataxis//3 en//DT|UTR|SIN|IND//det//24 viss//JJ|POS|UTR|SIN|IND|NOM//amod//24 ,//MID//punct//20 mer//AB|KOM//advmod//18 eller//KN//cc//22 mindre//AB|KOM//advmod//23 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//24 kännedom//NN|UTR|SIN|IND|NOM//obj//16 om//PP//case//26 traditioner//NN|UTR|PLU|IND|NOM//nmod//24 och//KN//cc//28 stilar//NN|UTR|PLU|IND|NOM//conj//26 ,//MID//punct//32 och//KN//cc//32 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//32 gäller//VB|PRS|AKT//conj//3 något//DT|NEU|SIN|IND//det//35 mer//AB|KOM//advmod//35 svårfångat//PC|PRF|NEU|SIN|IND|NOM//nsubj//32 ,//MID//punct//38 en//DT|UTR|SIN|IND//det//38 förmåga//NN|UTR|SIN|IND|NOM//appos//35 att//IE//mark//40 förverkliga//VB|INF|AKT//acl//38 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//42 avsikter//NN|UTR|PLU|IND|NOM//obj//40 i//PP//case//44 konstverket//NN|NEU|SIN|DEF|NOM//obl//40 och//KN//cc//47 där//AB//advmod//47 uttrycka//VB|INF|AKT//conj//40 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//47 på//PP//case//51 ett//DT|NEU|SIN|IND//det//51 sätt//NN|NEU|SIN|IND|NOM//obl//47 som//HP|-|-|-//nsubj//54 är//VB|PRS|AKT//cop//54 tillgängligt//JJ|POS|NEU|SIN|IND|NOM//advmod//55 åtminstone//AB//advmod//47 för//PP//case//57 kännaren//NN|UTR|SIN|DEF|NOM//obl//55 .//MAD//punct//3
Orden för kunskap;Läkaren//NN|UTR|SIN|DEF|NOM//nsubj//6 ,//MID//punct//0 sjuksköterskan//NN|UTR|SIN|DEF|NOM//conj//0 eller//KN//cc//4 sjukgymnasten//NN|UTR|SIN|DEF|NOM//conj//0 är//VB|PRS|AKT//cop//6 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//ROOT//6 i//PP//case//8 behov//NN|NEU|SIN|IND|NOM//nmod//6 av//PP//case//12 såväl//KN//advmod//12 en//DT|UTR|SIN|IND//det//12 uppsättning//NN|UTR|SIN|IND|NOM//nmod//14 teoretiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 verktyg//NN|NEU|PLU|IND|NOM//nmod//8 ,//MID//punct//18 ett//DT|NEU|SIN|IND//det//18 praktiskt//JJ|POS|NEU|SIN|IND|NOM//amod//18 kunnande//NN|NEU|SIN|IND|NOM//conj//14 och//KN//cc//24 återigen//AB//advmod//24 en//DT|UTR|SIN|IND//det//24 mer//AB|KOM//advmod//23 subtil//JJ|POS|UTR|SIN|IND|NOM//amod//24 färdighet//NN|UTR|SIN|IND|NOM//conj//14 som//HP|-|-|-//nsubj//26 kommer//VB|PRS|AKT//acl:relcl//24 till//PP//case//28 uttryck//NN|NEU|SIN|IND|NOM//obl//26 i//PP//case//30 mötet//NN|NEU|SIN|DEF|NOM//nmod//28 med//PP//case//32 patienter//NN|UTR|PLU|IND|NOM//nmod//30 .//MAD//punct//6
Orden för kunskap;Karin//PM|NOM//nmod//2 Grävare//PM|NOM//nmod//2 Silbernagel//PM|NOM//nsubj//4 kan//VB|PRS|AKT//aux//4 intyga//VB|INF|AKT//ROOT//4 att//SN//mark//7 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//7 stämmer//VB|PRS|AKT//ccomp//4 .//MAD//punct//7 –//RG|NOM//punct//12
Orden för kunskap;Som//KN//case//11 sjukgymnast//NN|UTR|SIN|IND|NOM//obl//12 behöver//VB|PRS|AKT//conj//4 man//PN|UTR|SIN|IND|SUB//nsubj//12 mycket//AB|POS//amod//15 teori//NN|UTR|SIN|IND|NOM//obj//12 ,//MID//punct//12 man//PN|UTR|SIN|IND|SUB//nsubj//18 behöver//VB|PRS|AKT//conj//12 bred//JJ|POS|UTR|SIN|IND|NOM//amod//20 baskunskap//NN|UTR|SIN|IND|NOM//obj//18 inom//PP//case//22 anatomi//NN|UTR|SIN|IND|NOM//nmod//20 ,//MID//punct//24 fysiologi//NN|UTR|SIN|IND|NOM//conj//22 ,//MID//punct//26 psykologi//NN|UTR|SIN|IND|NOM//conj//22 och//KN//cc//28 neurologi//NN|UTR|SIN|IND|NOM//conj//22 .//MAD//punct//12
Orden för kunskap;Förutom//PP//case//32 denna//DT|UTR|SIN|DEF//det//32 teori//NN|UTR|SIN|IND|NOM//obl//35 och//KN//cc//34 baskunskap//NN|UTR|SIN|IND|NOM//conj//32 behöver//VB|PRS|AKT//parataxis//12 man//PN|UTR|SIN|IND|SUB//nsubj//35 praktisk//JJ|POS|UTR|SIN|IND|NOM//amod//38 erfarenhet//NN|UTR|SIN|IND|NOM//obj//35 .//MAD//punct//12
Orden för kunskap;Man//PN|UTR|SIN|IND|SUB//nsubj//44 behöver//VB|PRS|AKT//aux//44 praktiskt//AB|POS//advmod//44 kunna//VB|INF|AKT//aux//44 klara//VB|INF|AKT//parataxis//12 av//PL//case//47 en//DT|UTR|SIN|IND//det//47 undersökning//NN|UTR|SIN|IND|NOM//obl//44 av//PP//case//50 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//50 leder//VB|PRS|AKT//nmod//47 för//PP//mark//53 att//IE//mark//53 bedöma//VB|INF|AKT//advcl//44 hur//HA//advmod//57 man//PN|UTR|SIN|IND|SUB//nsubj//57 ska//VB|PRS|AKT//aux//57 behandla//VB|INF|AKT//ccomp//53 en//DT|UTR|SIN|IND//det//59 patient//NN|UTR|SIN|IND|NOM//obj//57 .//MAD//punct//12
Orden för kunskap;Man//PN|UTR|SIN|IND|SUB//nsubj//62 behöver//VB|PRS|AKT//parataxis//12 också//AB//advmod//62 ganska//AB//advmod//65 stor//JJ|POS|UTR|SIN|IND|NOM//amod//66 kunskap//NN|UTR|SIN|IND|NOM//obj//62 i//PP//mark//70 att//IE//mark//70 kunna//VB|INF|AKT//aux//70 förstå//VB|INF|AKT//acl//66 hur//HA//advmod//73 kroppen//NN|UTR|SIN|DEF|NOM//nsubj//73 reagerar//VB|PRS|AKT//ccomp//70 när//HA//mark//76 man//PN|UTR|SIN|IND|SUB//nsubj//76 doserar//VB|PRS|AKT//advcl//73 övning//NN|UTR|SIN|IND|NOM//obj//76 och//KN//cc//79 träning//NN|UTR|SIN|IND|NOM//conj//77 .//MID//punct//12
Orden för kunskap;Den//DT|UTR|SIN|DEF//det//83 här//AB//fixed//81 kunskapen//NN|UTR|SIN|DEF|NOM//nsubj//87 kan//VB|PRS|AKT//aux//87 man//PN|UTR|SIN|IND|SUB//nsubj//87 delvis//AB//advmod//87 läsa//VB|INF|AKT//parataxis//12 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//87 till//PP//compound:prt//87 ,//MID//punct//12 men//KN//cc//93 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//93 kräver//VB|PRS|AKT//conj//12 också//AB//advmod//93 erfarenhet//NN|UTR|SIN|IND|NOM//obj//93 ,//MID//punct//12 man//PN|UTR|SIN|IND|SUB//nsubj//99 måste//VB|PRS|AKT//aux//99 integrera//VB|INF|AKT//conj//12 baskunskapen//NN|UTR|SIN|DEF|NOM//obj//99 med//PP//case//103 klinisk//JJ|POS|UTR|SIN|IND|NOM//amod//103 erfarenhet//NN|UTR|SIN|IND|NOM//nmod//100 .//MAD//punct//4
Orden för kunskap;Men//KN//cc//3 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//3 här//AB//advmod//3 räcker//VB|PRS|AKT//ROOT//3 inte//AB//advmod//3 .//MAD//punct//3
Orden för kunskap;Jag//PN|UTR|SIN|DEF|SUB//nsubj//10 måste//VB|PRS|AKT//aux//10 även//AB//advmod//10 kunna//VB|INF|AKT//aux//10 involvera//VB|INF|AKT//parataxis//3 och//KN//cc//12 få//VB|INF|AKT//conj//10 information//NN|UTR|SIN|IND|NOM//obj//12 från//PP//case//15 patienten//NN|UTR|SIN|DEF|NOM//nmod//13 ,//MID//punct//21 för//PP//mark//21 att//IE//mark//21 inte//AB//advmod//21 bara//AB//advmod//21 behandla//VB|INF|AKT//conj//10 ett//DT|NEU|SIN|IND//det//23 knä//NN|NEU|SIN|IND|NOM//obj//21 utan//KN//cc//25 ge//VB|INF|AKT//conj//21 individen//NN|UTR|SIN|DEF|NOM//iobj//25 en//DT|UTR|SIN|IND//det//31 bra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//31 och//KN//cc//30 effektiv//JJ|POS|UTR|SIN|IND|NOM//conj//28 behandling//NN|UTR|SIN|IND|NOM//obj//25 .//MAD//punct//3
Orden för kunskap;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//3 här//AB//fixed//0 är//VB|PRS|AKT//cop//3 viktigt//JJ|POS|NEU|SIN|IND|NOM//ROOT//3 då//HA//mark//6 vi//PN|UTR|PLU|DEF|SUB//nsubj//6 pratar//VB|PRS|AKT//advcl//3 om//PP//case//8 utbildning//NN|UTR|SIN|IND|NOM//obl//6 inom//PP//case//10 sjukvården//NN|UTR|SIN|DEF|NOM//nmod//8 idag//AB//advmod//6 .//MAD//punct//3
Orden för kunskap;Vi//PN|UTR|PLU|DEF|SUB//nsubj//14 lägger//VB|PRS|AKT//parataxis//3 mycket//JJ|POS|NEU|SIN|IND|NOM//amod//16 tid//NN|UTR|SIN|IND|NOM//obj//14 på//PP//case//18 baskunskapen//NN|UTR|SIN|DEF|NOM//obl//14 ,//MID//punct//14 vi//PN|UTR|PLU|DEF|SUB//nsubj//22 behöver//VB|PRS|AKT//aux//22 kunna//VB|INF|AKT//conj//14 mycket//AB|POS//advmod//22 ,//MID//punct//14 vi//PN|UTR|PLU|DEF|SUB//nsubj//26 håller//VB|PRS|AKT//conj//14 mycket//AB|POS//advmod//26 på//PL//compound:prt//26 med//PP//case//31 vetenskaplig//JJ|POS|UTR|SIN|IND|NOM//amod//31 forskning//NN|UTR|SIN|IND|NOM//obl//26 .//MAD//punct//14
Orden för kunskap;Men//KN//cc//37 vi//PN|UTR|PLU|DEF|SUB//nsubj//37 får//VB|PRS|AKT//aux//37 inte//AB//advmod//37 glömma//VB|INF|AKT//conj//14 att//SN//mark//42 vi//PN|UTR|PLU|DEF|SUB//nsubj//42 även//AB//advmod//42 måste//VB|PRS|AKT//aux//42 ha//VB|INF|AKT//ccomp//37 klinisk//JJ|POS|UTR|SIN|IND|NOM//amod//44 erfarenhet//NN|UTR|SIN|IND|NOM//obj//42 .//MAD//punct//14
Orden för kunskap;Jag//PN|UTR|SIN|DEF|SUB//nsubj//1 föreläser//VB|PRS|AKT//ROOT//1 på//PP//case//3 sjukgymnastutbildningen//NN|UTR|SIN|DEF|NOM//obl//1 och//KN//cc//8 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//8 är//VB|PRS|AKT//cop//8 väl//AB|POS//advmod//8 ansett//PC|PRF|NEU|SIN|IND|NOM//conj//1 .//MAD//punct//1
Orden för kunskap;Jag//PN|UTR|SIN|DEF|SUB//nsubj//11 får//VB|PRS|AKT//conj//1 bra//AB|POS//amod//13 betalt//PC|PRF|NEU|SIN|IND|NOM//obj//11 om//SN//mark//16 jag//PN|UTR|SIN|DEF|SUB//nsubj//16 föreläser//VB|PRS|AKT//advcl//11 några//DT|UTR/NEU|PLU|IND//det//18 timmar//NN|UTR|PLU|IND|NOM//obj//16 .//MAD//punct//11
