SVEN  -  ERIC LIEDMAN  ,  professor idéhistoria, Göteborg, samtalsledare ;THOMAS//PM|NOM//ROOT//0 ÖSTROS//PM|NOM//nsubj//0  //_SP////1 ,//MID//punct//5  //_SP////3 utbildningsminister//NN|UTR|PLU|IND|NOM//conj//1
Orden för kunskap;Har//VB|PRS|AKT//advmod//1 jag//PN|UTR|SIN|DEF|SUB//nsubj//20 däremot//AB//advmod//20 en//DT|UTR|SIN|IND//det//24 elev//NN|UTR|SIN|IND|NOM//obj//20 i//PP//case//27 sex//RG|NOM//nummod//27 veckor//NN|UTR|PLU|IND|NOM//nmod//24 får//VB|PRS|AKT//conj//1 jag//PN|UTR|SIN|DEF|SUB//nsubj//28 ingen//DT|UTR|SIN|IND//obj//28 –//RG|NOM//punct//36 eller//KN//cc//36 minimal//JJ|POS|UTR|SIN|IND|NOM//amod//36 –//RG|NOM//punct//36 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//36 kompensation//NN|UTR|SIN|IND|NOM//conj//1 .//MID//punct//36
Orden för kunskap;Jag//PN|UTR|SIN|DEF|SUB//nsubj//40 är//VB|PRS|AKT//cop//40 rädd//JJ|POS|UTR|SIN|IND|NOM//conj//1 att//SN//mark//45 den//DT|UTR|SIN|DEF//det//44 praktiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//44 erfarenheten//NN|UTR|SIN|DEF|NOM//nsubj//45 försvinner//VB|PRS|AKT//ccomp//40 ,//MID//punct//45 att//SN//mark//49 man//PN|UTR|SIN|IND|SUB//nsubj//49 glömmer//VB|PRS|AKT//ccomp//45 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//49 .//MAD//punct//1
Orden för kunskap;Se//VB|IMP|AKT//ROOT//0 på//PP//case//2 sjukgymnasten//NN|UTR|SIN|DEF|NOM//obl//0 Eva//PM|NOM//nmod:poss//5 Roos//PM|NOM//flat:name//3 forskning//NN|UTR|SIN|IND|NOM//obj//0 ,//MID//punct//0 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//9 är//VB|PRS|AKT//cop//9 sensationell//JJ|POS|UTR|SIN|IND|NOM//parataxis//0 och//KN//cc//11 diskuteras//VB|PRS|SFO//conj//9 mycket//AB|POS//advmod//11 .//MID//punct//0
Orden för kunskap;Hon//PN|UTR|SIN|DEF|SUB//nsubj//17 har//VB|PRS|AKT//aux//17 faktiskt//AB|POS//advmod//17 frågat//VB|SUP|AKT//parataxis//0 patienterna//NN|UTR|PLU|DEF|NOM//obj//17 hur//HA//advmod//21 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//21 mår//VB|PRS|AKT//ccomp//17 .//MAD//punct//0
Orden för kunskap;Läkarna//NN|UTR|PLU|DEF|NOM//nsubj//24 följer//VB|PRS|AKT//parataxis//0 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//27 objektiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 tester//NN|UTR|PLU|IND|NOM//obj//24 –//PAD//punct//33 i//PP//case//32 det//DT|NEU|SIN|DEF//det//32 här//AB//fixed//30 fallet//NN|NEU|SIN|DEF|NOM//obl//33 handlar//VB|PRS|AKT//conj//24 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//33 om//PP//case//36 knäpatienter//NN|UTR|PLU|IND|NOM//obl//33 –//RG|NOM//punct//39 och//KN//cc//39 säger//VB|PRS|AKT//conj//24 att//SN//mark//42 knäet//NN|NEU|SIN|DEF|NOM//nsubj//42 ser//VB|PRS|AKT//ccomp//39 bra//AB|POS//advmod//42 ut//AB//compound:prt//42 .//MAD//punct//0
Orden för kunskap;Men//KN//cc//50 när//HA//mark//50 Eva//PM|NOM//nsubj//50 Roos//PM|NOM//flat//48 frågade//VB|PRT|AKT//conj//0 patienterna//NN|UTR|PLU|DEF|NOM//nsubj//50 hur//HA//advmod//54 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//54 upplevde//VB|PRT|AKT//ccomp//50 knäet//NN|NEU|SIN|DEF|NOM//obj//54 och//KN//cc//62 hur//HA//advmod//62 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//59 livskvalitet//NN|UTR|SIN|IND|NOM//nsubj//62 var//VB|PRT|AKT//nmod//59 ,//MID//punct//62 stämde//VB|PRT|AKT//conj//54 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//62 inte//AB//advmod//62 överens//PL//compound:prt//62 med//PP//case//69 den//DT|UTR|SIN|DEF//det//69 objektiva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//69 uppfattningen//NN|UTR|SIN|DEF|NOM//obl//62 .//MAD//punct//0
Orden för kunskap;Vi//PN|UTR|PLU|DEF|SUB//nsubj//3 får//VB|PRS|AKT//aux//3 inte//AB//advmod//3 glömma//VB|INF|AKT//ROOT//3 individen//NN|UTR|SIN|DEF|NOM//obj//3 bara//AB//advmod//3 för//PP//mark//9 att//SN//mark//9 forskningen//NN|UTR|SIN|DEF|NOM//nsubj//9 säger//VB|PRS|AKT//advcl//3 hur//HA//advmod//11 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 procent//NN|UTR|PLU|IND|NOM//obj//23 som//HP|-|-|-//nsubj//14 blir//VB|PRS|AKT//acl:relcl//12 bra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//14 och//KN//cc//18 hur//HA//advmod//18 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//conj//12 som//HP|-|-|-//nsubj//21 är//VB|PRS|AKT//cop//21 dåliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//18 ,//MID//punct//12 menar//VB|PRS|AKT//ccomp//9 Karin//PM|NOM//nsubj//23 Grävare//PM|NOM//nmod//26 Silbernagel//PM|NOM//flat//24 .//MAD//punct//3
Orden för kunskap;Forskningen//NN|UTR|SIN|DEF|NOM//nsubj//29 ger//VB|PRS|AKT//parataxis//3 oss//PN|UTR|PLU|DEF|OBJ//iobj//29 sällan//AB//advmod//29 kunskap//NN|UTR|SIN|IND|NOM//obj//29 om//PP//mark//38 hur//HA//advmod//38 varje//DT|UTR/NEU|SIN|IND//det//37 enskild//JJ|POS|UTR|SIN|IND|NOM//amod//37 patient//NN|UTR|SIN|IND|NOM//nsubj//38 reagerar//VB|PRS|AKT//advcl//29 .//MAD//punct//29 –//RG|NOM//punct//42
Orden för kunskap;Kanske//AB//advmod//42 tillhör//VB|PRS|AKT//parataxis//29 detta//PN|NEU|SIN|DEF|SUB/OBJ//det//44 kunskaperna//NN|UTR|PLU|DEF|NOM//obj//42 som//HP|-|-|-//obj//49 man//PN|UTR|SIN|IND|SUB//nsubj//49 inte//AB//advmod//49 kan//VB|PRS|AKT//aux//49 se//VB|INF|AKT//acl:relcl//44 ger//VB|PRS|AKT//xcomp//49 pengar//NN|UTR|PLU|IND|NOM//obj//50 ,//MID//punct//53 kunskaper//NN|UTR|PLU|IND|NOM//conj//42 som//HP|-|-|-//obj//56 man//PN|UTR|SIN|IND|SUB//nsubj//56 tycker//VB|PRS|AKT//acl:relcl//53 att//SN//mark//60 man//PN|UTR|SIN|IND|SUB//nsubj//60 kan//VB|PRS|AKT//aux//60 rationalisera//VB|INF|AKT//ccomp//56 bort//PL//compound:prt//60 ,//MID//punct//63 säger//VB|PRS|AKT//conj//42  //_SP////63 Sven-Eric//PM|NOM//obl//63 Liedman//PM|NOM//flat//65 .//MAD//punct//42
Orden för kunskap;Att//IE//mark//69 lära//VB|INF|AKT//advcl//42 in//PL//compound:prt//69 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obj//69 i//PP//case//73 jobbet//NN|NEU|SIN|DEF|NOM//obl//69 ,//MID//punct//77 som//HP|-|-|-//obl//77 du//PN|UTR|SIN|DEF|SUB//nsubj//77 talar//VB|PRS|AKT//acl:relcl//69 om//PP//obl//77 ,//MID//punct//42 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//81 tycker//VB|PRS|AKT//parataxis//42 man//PN|UTR|SIN|IND|SUB//nsubj//81 kanske//AB//advmod//81 att//SN//mark//87 man//PN|UTR|SIN|IND|SUB//nsubj//87 kan//VB|PRS|AKT//aux//87 hoppa//VB|INF|AKT//ccomp//81 över//PL//compound:prt//87 .//MAD//punct//29
Orden för kunskap;Risken//NN|UTR|SIN|DEF|NOM//nmod//91 ﬁnns//VB|PRS|SFO//obj//29 då//AB//mark//95 att//SN//mark//95 vi//PN|UTR|PLU|DEF|SUB//nsubj//95 får//VB|PRS|AKT//acl//91 den//DT|UTR|SIN|DEF//det//99 här//AB//fixed//96 väldigt//AB|POS//advmod//99 instrumentella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obj//95 ,//MID//punct//102 maskinella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//102 synen//NN|UTR|SIN|DEF|NOM//obl//95 på//PP//case//104 människor//NN|UTR|PLU|IND|NOM//nmod//102 och//KN//cc//107 på//PP//case//107 kunskap//NN|UTR|SIN|IND|NOM//conj//104 .//MAD//punct//29 –//PAD//punct//113
Orden för kunskap;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//113 är//VB|PRS|AKT//cop//113 ofta//AB|POS//advmod//113 svårt//JJ|POS|NEU|SIN|IND|NOM//parataxis//29 med//PP//case//115 samhällsdebatt//NN|UTR|SIN|IND|NOM//nmod//113 ,//MID//punct//117 inﬂikar//VB|PRS|AKT//conj//113 Thomas//PM|NOM//nsubj//117 Östros//PM|NOM//advmod//117 .//MAD//punct//117
Orden för kunskap;När//HA//mark//123 man//PN|UTR|SIN|IND|SUB//nsubj//123 ändrar//VB|PRS|AKT//advcl//113 en//DT|UTR|SIN|IND//det//125 aning//NN|UTR|SIN|IND|NOM//obj//123 på//PP//case//127 tyngdpunkten//NN|UTR|SIN|DEF|NOM//nmod//125 i//PP//case//129 debatten//NN|UTR|SIN|DEF|NOM//nmod//127 ,//MID//punct//113 så//AB//advcl//132 välter//VB|PRS|AKT//conj//29 ofta//AB|POS//advmod//132 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//135 samhällsdebatten//NN|UTR|SIN|DEF|NOM//obj//132 .//MID//punct//29
Orden för kunskap;Ta//VB|IMP|AKT//conj//29 t//PM|NOM//obj//137 ex//NN|AN//flat//138 vår//PS|UTR|SIN|DEF//nmod:poss//141 högskoleutbildning//NN|UTR|SIN|IND|NOM//obj//137 .//MAD//punct//29
Orden för kunskap;Vad//HP|NEU|SIN|IND//obj//146 har//VB|PRS|AKT//aux//146 vi//PN|UTR|PLU|DEF|SUB//nsubj//146 satsat//VB|SUP|AKT//advcl//29 på//PP//compound:prt//146 i//PP//case//149 tjugo//RG|NOM//obl//146 –//NN|AN//punct//146 trettio//RG|NOM//nummod//152 år//NN|NEU|PLU|IND|NOM//appos//146 i//PP//case//154 Sverige//PM|NOM//nmod//152 ?//MID//punct//152
Orden för kunskap;Samhällsvetenskap//NN|UTR|SIN|IND|NOM//appos//152 i//PP//case//160 mycket//AB|POS//advmod//159 stor//JJ|POS|UTR|SIN|IND|NOM//amod//160 utsträckning//NN|UTR|SIN|IND|NOM//nmod//156 och//KN//cc//163 också//AB//advmod//163 humaniora//NN|UTR|PLU|IND|NOM//conj//156 ,//MID//punct//29 men//KN//cc//168 vi//PN|UTR|PLU|DEF|SUB//nsubj//168 har//VB|PRS|AKT//aux//168 hållit//VB|SUP|AKT//conj//29 tillbaka//PL//compound:prt//168 mycket//PN|NEU|SIN|IND|SUB/OBJ//advmod//168 av//PP//case//173 de//DT|UTR/NEU|PLU|DEF//det//173 krav//NN|NEU|PLU|IND|NOM//obl//168 som//HP|-|-|-//nsubj//175 ﬁnns//VB|PRS|SFO//acl//173 i//PP//case//177 samhället//NN|NEU|SIN|DEF|NOM//nmod//175 på//PP//case//179 naturvetenskap//NN|UTR|SIN|IND|NOM//nmod//177 och//KN//cc//181 teknik//NN|UTR|SIN|IND|NOM//conj//179 .//MAD//punct//29
Orden för kunskap;Nu//AB//advmod//184 ser//VB|PRS|AKT//parataxis//29 vi//PN|UTR|PLU|DEF|SUB//nsubj//184 att//SN//mark//191 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//191 ju//AB//advmod//191 också//AB//advmod//191 är//VB|PRS|AKT//cop//191 viktigt//JJ|POS|NEU|SIN|IND|NOM//ccomp//184 och//KN//cc//194 ville//VB|PRT|AKT//aux//194 låta//VB|INF|AKT//conj//191 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//194 spela//VB|INF|AKT//xcomp//194 en//DT|UTR|SIN|IND//det//199 viktig//JJ|POS|UTR|SIN|IND|NOM//amod//199 roll//NN|UTR|SIN|IND|NOM//obj//196 när//HA//mark//202 vi//PN|UTR|PLU|DEF|SUB//nsubj//202 bygger//VB|PRS|AKT//advcl//196 ut//PL//compound:prt//202 .//MAD//punct//184
Orden för kunskap;Då//AB//advmod//206 händer//VB|PRS|AKT//parataxis//184 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//206 som//KN//nsubj//211 så//AB//advmod//210 ofta//AB|POS//advmod//211 händer//VB|PRS|AKT//acl:relcl//207 i//PP//case//213 diskussioner//NN|UTR|PLU|IND|NOM//obl//211 ,//MID//punct//206 då//AB//advmod//216 får//VB|PRS|AKT//parataxis//206 jag//PN|UTR|SIN|DEF|SUB//nsubj//216 frågan//NN|UTR|SIN|DEF|NOM//obj//216 om//SN//mark//223 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//223 är//VB|PRS|AKT//cop//223 helt//AB|POS//advmod//223 värdelöst//JJ|POS|NEU|SIN|IND|NOM//advcl//216 med//PP//case//225 humaniora//NN|UTR|SIN|IND|NOM//obl//223 och//KN//cc//227 samhällsvetenskap//NN|UTR|SIN|IND|NOM//conj//225 .//MAD//punct//184
Orden för kunskap;Nej//IN//discourse//232 ,//MID//punct//229 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//232 är//VB|PRS|AKT//cop//305 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//232 inte//AB//advmod//232 ,//MID//punct//232 men//KN//cc//241 vi//PN|UTR|PLU|DEF|SUB//nsubj//241 måste//VB|PRS|AKT//aux//241 ju//AB//advmod//241 också//AB//advmod//241 ta//VB|INF|AKT//conj//232 med//PL//case//245 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//245 viktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//245 sektorer//NN|UTR|PLU|IND|NOM//obl//241 .//MAD//punct//232 –//PAD//punct//248
Orden för kunskap;Det//PN|NEU|SIN|DEF|SUB/OBJ//discourse//305 som//HP|-|-|-//obj//251 jag//PN|UTR|SIN|DEF|SUB//nsubj//251 ser//VB|PRS|AKT//acl:cleft//248 som//KN//case//254 en//DT|UTR|SIN|IND//det//254 framtid//NN|UTR|SIN|IND|NOM//obl//251 är//VB|PRS|AKT//cop//248 att//SN//mark//259 man//PN|UTR|SIN|IND|SUB//nsubj//259 skulle//VB|PRT|AKT//aux//259 göra//VB|INF|AKT//csubj//248 överklivningar//NN|UTR|PLU|IND|NOM//obj//259 mellan//PP//case//263 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//263 områden//NN|NEU|PLU|IND|NOM//obl//259 ,//MID//punct//265 säger//VB|PRS|AKT//conj//248  //_SP////265 Sven-Eric//PM|NOM//obl//265 Liedman//PM|NOM//flat//267 ,//MID//punct//265 för//KN//mark//272 jag//PN|UTR|SIN|DEF|SUB//nsubj//272 tror//VB|PRS|AKT//acl:cleft//248 att//SN//mark//282 gränsdragningarna//NN|UTR|PLU|DEF|NOM//nsubj//282 som//HP|-|-|-//obj//278 vi//PN|UTR|PLU|DEF|SUB//nsubj//278 annars//AB//advmod//278 gör//VB|PRS|AKT//acl:relcl//274 kan//VB|PRS|AKT//aux//282 vara//VB|INF|AKT//cop//282 felaktigt//JJ|POS|NEU|SIN|IND|NOM//advmod//282 styrande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ccomp//272 .//MAD//punct//248
Orden för kunskap;"Vi//PN|UTR|PLU|DEF|SUB//nsubj//286 har//VB|PRS|AKT//aux//286 fått//VB|SUP|AKT//parataxis//248 indelningen//NN|UTR|SIN|DEF|NOM//obj//286 från//PP//case//291 den//DT|UTR|SIN|DEF//det//291 gamla//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//291 latinskolan//NN|UTR|SIN|DEF|NOM//obl//286 på//PP//case//293 1800-talet//NN|NEU|SIN|DEF|NOM//obl//286 ;//MID//punct//296"
Orden för kunskap;antingen//KN//cc//296 naturvetenskap//NN|UTR|SIN|IND|NOM//conj//248 eller//KN//cc//298 humaniora//NN|UTR|PLU|IND|NOM//conj//296 eller//KN//cc//300 samhällsvetenskaper//NN|UTR|PLU|IND|NOM//conj//296 .//MAD//punct//248
Orden för kunskap;Egentligen//AB//advmod//305 är//VB|PRS|AKT//cop//305 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//305 viktigt//JJ|POS|NEU|SIN|IND|NOM//conj//3 att//IE//mark//307 ﬁnna//VB|INF|AKT//csubj//305 de//DT|UTR/NEU|PLU|DEF//det//310 här//AB//fixed//308 kombinationerna//NN|UTR|PLU|DEF|NOM//obj//307 .//MAD//punct//3
Orden för kunskap;Faran//NN|UTR|SIN|DEF|NOM//nsubj//8 med//PP//case//6 all//DT|UTR|SIN|IND/DEF//det//6 den//DT|UTR|SIN|DEF//det//6 här//AB//fixed//3 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//6 kunskapen//NN|UTR|SIN|DEF|NOM//nmod//0 ,//MID//punct//0 menar//VB|PRS|AKT//ROOT//8 Karin//PM|NOM//nsubj//8 Grävare//PM|NOM//flat:name//9 Silbernagel//PM|NOM//flat:name//9 ,//MID//punct//8 är//VB|PRS|AKT//conj//8 att//SN//mark//16 man//PN|UTR|SIN|IND|SUB//nsubj//16 ökar//VB|PRS|AKT//ccomp//13 längden//NN|UTR|SIN|DEF|NOM//obj//16 på//PP//case//19 utbildningen//NN|UTR|SIN|DEF|NOM//obl//16 eller//KN//cc//21 tar//VB|PRS|AKT//conj//16 bort//PL//compound:prt//21 någon//DT|UTR|SIN|IND//det//24 kunskap//NN|UTR|SIN|IND|NOM//obj//21 .//MAD//punct//8
Orden för kunskap;I//PP//case//27 USA//PM|NOM//obl//39 är//VB|PRS|AKT//cop//39 utbildningen//NN|UTR|SIN|DEF|NOM//nsubj//39 för//PP//case//31 sjukgymnaster//NN|UTR|PLU|IND|NOM//nmod//29 fyra//RG|NOM//nummod//35 till//PP//case//35 sex//RG|NOM//nummod//35 år//NN|NEU|PLU|IND|NOM//nmod//31 .//MAD//punct//29
Orden för kunskap;Jag//PN|UTR|SIN|DEF|SUB//nsubj//39 är//VB|PRS|AKT//cop//39 rädd//JJ|POS|UTR|SIN|IND|NOM//conj//8 att//SN//mark//43 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//43 man//PN|UTR|SIN|IND|SUB//nsubj//43 tar//VB|PRS|AKT//ccomp//39 bort//PL//compound:prt//43 är//VB|PRS|AKT//cop//46 baskunskaperna//NN|UTR|PLU|DEF|NOM//obj//43 ,//MID//punct//49 samt//KN//cc//49 ämnen//NN|NEU|PLU|IND|NOM//conj//46 som//KN//mark//51 sociologi//NN|UTR|SIN|IND|NOM//dislocated//58 ,//MID//punct//53 psykologi//NN|UTR|SIN|IND|NOM//conj//51 och//KN//cc//55 beteendevetenskap//NN|UTR|SIN|IND|NOM//conj//51 som//HP|-|-|-//nsubj//58 är//VB|PRS|AKT//cop//58 tänkta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//49 som//KN//case//61 en//DT|UTR|SIN|IND//det//61 hjälp//NN|UTR|SIN|IND|NOM//obl//58 i//PP//case//63 arbetet//NN|NEU|SIN|DEF|NOM//nmod//61 med//PP//case//66 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//66 individer//NN|UTR|PLU|IND|NOM//nmod//63 .//MAD//punct//39 –//PAD//punct//72
Orden för kunskap;Jag//PN|UTR|SIN|DEF|SUB//nsubj//72 skulle//VB|PRT|AKT//aux//72 vilja//VB|INF|AKT//aux//72 använda//VB|INF|AKT//parataxis//39 ditt//PS|NEU|SIN|DEF//nmod:poss//74 exempel//NN|NEU|SIN|IND|NOM//obj//72 ,//MID//punct//72 med//PP//case//77 läkaren//NN|UTR|SIN|DEF|NOM//obl//72 som//HP|-|-|-//nsubj//80 bara//AB//advmod//80 tittade//VB|PRT|AKT//acl:relcl//77 på//PP//case//82 knäet//NN|NEU|SIN|DEF|NOM//obl//80 ,//MID//punct//84 säger//VB|PRS|AKT//parataxis//72 Lars//PM|NOM//nsubj//84 Å//PM|NOM//flat:name//85 Hanson//PM|NOM//flat//85 .//MAD//punct//72
Orden för kunskap;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//93 är//VB|PRS|AKT//cop//93 tyvärr//AB//advmod//93 ett//DT|NEU|SIN|IND//det//93 exempel//NN|NEU|SIN|IND|NOM//conj//72 på//PP//mark//99 att//SN//mark//99 medicinarutbildningen//NN|UTR|SIN|DEF|NOM//nsubj//99 inte//AB//advmod//99 har//VB|PRS|AKT//aux//99 insett//VB|SUP|AKT//acl//93 att//SN//mark//103 man//PN|UTR|SIN|IND|SUB//nsubj//103 måste//VB|PRS|AKT//aux//103 ha//VB|INF|AKT//ccomp//99 med//PP//case//107 en//DT|UTR|SIN|IND//det//107 humanistisk//JJ|POS|UTR|SIN|IND|NOM//amod//107 sida//NN|UTR|SIN|IND|NOM//obl//103 .//MID//punct//93
Orden för kunskap;Inte//AB//advmod//115 förrän//SN//advmod//115 ganska//AB//advmod//112 nyligen//AB//advmod//115 har//VB|PRS|AKT//aux//115 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//115 lyckats//VB|SUP|SFO//conj//93 oss//PN|UTR|PLU|DEF|OBJ//obj//115 att//IE//mark//118 få//VB|INF|AKT//xcomp//115 in//PL//compound:prt//118 etik//NN|UTR|SIN|IND|NOM//obj//118 i//PP//case//122 läkarutbildningen//NN|UTR|SIN|DEF|NOM//obl//118 .//MAD//punct//72
Orden för kunskap;I//PP//case//3 de//DT|UTR/NEU|PLU|DEF//det//3 ﬂesta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 yrken//NN|NEU|PLU|IND|NOM//obl//7 måste//VB|PRS|AKT//aux//7 sålunda//AB//advmod//7 utövaren//NN|UTR|SIN|DEF|NOM//nsubj//7 besitta//VB|INF|AKT//ROOT//7 en//DT|UTR|SIN|IND//det//9 rad//NN|UTR|SIN|IND|NOM//nmod//11 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 kompetenser//NN|UTR|PLU|IND|NOM//obj//7 ,//MID//punct//11 mer//AB|KOM//advmod//16 eller//KN//fixed//13 mindre//AB|KOM//fixed//13 lätta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//7 att//IE//mark//18 precisera//VB|INF|AKT//xcomp//16 och//KN//cc//20 förverkliga//VB|INF|AKT//conj//18 i//PP//case//24 en//DT|UTR|SIN|IND//det//24 formell//JJ|POS|UTR|SIN|IND|NOM//amod//24 utbildning//NN|UTR|SIN|IND|NOM//obl//20 ,//MID//punct//26 fortsätter//VB|PRS|AKT//parataxis//7 SvenEric//PM|NOM//nmod//28 Liedman//PM|NOM//obj//26 .//MAD//punct//26
Orden för kunskap;Många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 verksamhetsområden//NN|NEU|PLU|IND|NOM//nsubj//33 kan//VB|PRS|AKT//aux//33 rymma//VB|INF|AKT//conj//7 ﬂera//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 grupper//NN|UTR|PLU|IND|NOM//obj//33 av//PP//case//38 specialister//NN|UTR|PLU|IND|NOM//nmod//36 men//KN//cc//41 också//AB//advmod//41 amatörer//NN|UTR|PLU|IND|NOM//conj//38 eller//KN//cc//46 på//PP//case//45 annat//JJ|POS|NEU|SIN|IND|NOM//amod//45 sätt//NN|NEU|SIN|IND|NOM//obl//46 aktiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//38 .//MAD//punct//7
Orden för kunskap;Politikern//NN|UTR|SIN|DEF|NOM//nsubj:pass//50 får//VB|PRS|AKT//aux//50 samsas//VB|INF|SFO//parataxis//7 med//PP//case//52 statsvetaren//NN|UTR|SIN|DEF|NOM//obl//50 och//KN//cc//56 den//DT|UTR|SIN|DEF//det//56 politiske//JJ|POS|MAS|SIN|DEF|NOM//amod//56 kommentatorn//NN|UTR|SIN|DEF|NOM//conj//50 på//PP//case//59 politikens//NN|UTR|SIN|DEF|GEN//nmod:poss//59 fält//NN|NEU|SIN|IND|NOM//obl//56 ,//MID//punct//56 var//PN|UTR|SIN|IND|SUB/OBJ//obl//50 och//KN//fixed//61 en//PN|UTR|SIN|IND|SUB/OBJ//fixed//61 med//PP//case//67 sin//PS|UTR|SIN|DEF//nmod:poss//67 speciella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//67 infallsvinkel//NN|UTR|SIN|IND|NOM//obl//50 och//KN//cc//69 uppgift//NN|UTR|SIN|IND|NOM//conj//67 ,//MID//punct//50 och//KN//cc//73 därutanför//AB//advmod//73 ﬁnns//VB|PRS|SFO//conj//50 i//PP//case//76 en//DT|UTR|SIN|IND//det//76 demokrati//NN|UTR|SIN|IND|NOM//nmod//73 alla//DT|UTR/NEU|PLU|IND/DEF//det//79 de//DT|UTR/NEU|PLU|DEF//det//79 medborgare//NN|UTR|PLU|IND|NOM//nmod//73 som//HP|-|-|-//nsubj//85 är//VB|PRS|AKT//cop//85 mer//AB|KOM//advmod//85 eller//KN//fixed//82 mindre//AB|KOM//advmod//85 aktiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//79 ,//MID//punct//87 mer//AB|KOM//advmod//90 eller//KN//fixed//87 mindre//AB|KOM//advmod//90 kunniga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//85 men//KN//cc//94 som//HP|-|-|-//obj//94 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//94 har//VB|PRS|AKT//conj//85 sin//PS|UTR|SIN|DEF//nmod:poss//96 rösträtt//NN|UTR|SIN|IND|NOM//obj//94 med//PP//case//98 vad//HP|NEU|SIN|IND//obl//94 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//103 åtminstone//AB//advmod//103 enligt//PP//case//102 idealet//NN|NEU|SIN|DEF|NOM//obl//103 förutsätter//VB|PRS|AKT//acl:relcl//98 av//PP//case//106 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//106 insikter//NN|UTR|PLU|IND|NOM//obl//103 .//MAD//punct//73
Orden för kunskap;På//PP//case//2 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 sätt//NN|NEU|SIN|IND|NOM//obl//3 har//VB|PRS|AKT//ROOT//3 konsten//NN|UTR|SIN|DEF|NOM//nsubj//3 både//KN//cc//7 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//7 utforskare//NN|UTR|PLU|IND|NOM//conj//4 och//KN//cc//10 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//10 kritiker//NN|UTR|PLU|IND|NOM//conj//7 ,//MID//punct//13 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//13 amatörer//NN|UTR|PLU|IND|NOM//conj//7 och//KN//cc//16 sin//PS|UTR|SIN|DEF//nmod:poss//16 publik//NN|UTR|SIN|IND|NOM//conj//13 .//MAD//punct//3
