
Pågående förstudier Avslutade förstudier;-//MID//punct//4 Nej//IN//cc//4 till//PP//case//4 fortsatta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//4 undersökningar//NN|UTR|PLU|IND|NOM//ROOT//4
13.7 Lokal utvärdering;Regionala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//67 förstudier//NN|NEU|PLU|IND|NOM//nsubj//77 där//HA//advmod//72 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//70 kommuner//NN|UTR|PLU|IND|NOM//nsubj//72 kan//VB|PRS|AKT//aux//72 ingå//VB|INF|AKT//acl:relcl//67 skulle//VB|PRT|AKT//aux//77 därför//AB//advmod//77 vara//VB|INF|AKT//cop//77 mer//AB|KOM//advmod//77 ändamålsenliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//parataxis//3 .//MAD//punct//3


14.1 Allmänt om kommunen;Nyköpings//PM|GEN//det//1 kommun//NN|UTR|SIN|IND|NOM//nsubj//2 ligger//VB|PRS|AKT//ROOT//2 i//PP//case//6 den//DT|UTR|SIN|DEF//det//6 sydöstra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//6 delen//NN|UTR|SIN|DEF|NOM//obl//2 av//PP//case//9 Södermanlands//PM|GEN//nmod:poss//9 län//NN|NEU|SIN|IND|NOM//nmod//6 .//MAD//punct//2
14.1 Allmänt om kommunen;Ytan//NN|UTR|SIN|DEF|NOM//nsubj//15 är//VB|PRS|AKT//cop//15 1//RG|NOM//nummod//14 560//RG|NOM//nummod//15 km//NN|AN//parataxis//2 och//KN//cc//17 antalet//NN|NEU|SIN|DEF|NOM//conj//15 invånare//NN|UTR|PLU|IND|NOM//nsubj//19 uppgår//VB|PRS|AKT//acl:relcl//17 till//PP//case//23 ca//AB|AN//advmod//22 48//RG|NOM//nummod//23 700//RG|NOM//obl//19 .//MAD//punct//2
14.1 Allmänt om kommunen;Av//PP//case//26 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//obl//2 bor//VB|PRS|AKT//advcl//2 ca//AB|AN//advmod//29 27//RG|NOM//nummod//30 000//RG|NOM//obj//27 i//PP//case//33 tätorten//NN|UTR|SIN|DEF|NOM//nmod//33 Nyköping//PM|NOM//obl//27 ,//MID//punct//33 som//HP|-|-|-//nsubj//37 är//VB|PRS|AKT//cop//37 residensstad//NN|UTR|SIN|IND|NOM//acl:relcl//33 i//PP//case//39 länet//NN|NEU|SIN|DEF|NOM//obl//37 .//MAD//punct//2
14.1 Allmänt om kommunen;Till//PP//case//1 kommundelningen//NN|UTR|SIN|DEF|NOM//obl//4 år//NN|NEU|SIN|IND|NOM//nmod//3 1992//RG|NOM//nmod//1 ingick//VB|PRT|AKT//ROOT//4 Gnesta//PM|NOM//nsubj//4 och//KN//cc//7 Trosa//PM|GEN//conj//5 kommuner//NN|UTR|PLU|IND|NOM//nsubj//4 i//PP//case//11 Nyköpings//PM|GEN//nmod:poss//11 kommun//NN|UTR|SIN|IND|NOM//nmod//8 .//MID//punct//4
14.1 Allmänt om kommunen;Dessa//DT|UTR/NEU|PLU|DEF//det//15 tre//RG|NOM//nummod//15 kommuner//NN|UTR|PLU|IND|NOM//nsubj//19 jämte//PP//case//18 Oxelösunds//PM|GEN//nmod:poss//18 kommun//NN|UTR|SIN|IND|NOM//nmod//15 brukar//VB|PRS|AKT//parataxis//4 i//PP//case//22 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 sammanhang//NN|NEU|PLU|IND|NOM//obl//19 ses//VB|PRS|SFO//advcl//19 som//KN//case//26 en//DT|UTR|SIN|IND//det//26 region//NN|UTR|SIN|IND|NOM//obl//23 ,//MID//punct//28 Ö//PM|NOM//nummod//30 stra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//30 Södermanland//PM|NOM//appos//26 .//MAD//punct//4
14.1 Allmänt om kommunen;Befolkningen//NN|UTR|SIN|DEF|NOM//nsubj//3 i//PP//case//2 kommunen//NN|UTR|SIN|DEF|NOM//nmod//0 har//VB|PRS|AKT//aux//7 sedan//PP//advmod//3 år//NN|NEU|SIN|IND|NOM//nmod//6 1970//RG|NOM//obl//3 ökat//VB|SUP|AKT//ROOT//7 med//PP//case//11 knappt//AB|POS//advmod//10 5//RG|NOM//nummod//11 %//NN|AN//obl//7 ,//MID//punct//15 vilket//HP|NEU|SIN|IND//nsubj//15 är//VB|PRS|AKT//cop//15 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//7 än//KN//case//17 riksgenomsnittet//NN|NEU|SIN|DEF|NOM//obl//15 ca//AB|AN//advmod//19 10//RG|NOM//nummod//20 %//NN|AN//nmod//17 .//MAD//punct//7
14.1 Allmänt om kommunen;Sysselsättningen//NN|UTR|SIN|DEF|NOM//nsubj//26 har//VB|PRS|AKT//aux//26 under//PP//case//25 perioden//NN|UTR|SIN|DEF|NOM//obl//26 minskat//VB|SUP|AKT//parataxis//7 starkt//AB|POS//advmod//26 ,//MID//punct//26 särskilt//AB//advmod//30 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//26 på//PP//case//32 neddragningar//NN|UTR|PLU|IND|NOM//obl//30 inom//PP//case//34 industrin//NN|UTR|SIN|DEF|NOM//obl//30 .//MAD//punct//26
14.1 Allmänt om kommunen;Tjänstesektorn//NN|UTR|SIN|DEF|NOM//nsubj//37 svarar//VB|PRS|AKT//conj//26 nu//AB//advmod//37 för//PP//case//42 ca//AB|AN//advmod//41 60//RG|NOM//nummod//42 %//NN|AN//obl//37 av//PP//case//44 arbetsplatserna//NN|UTR|PLU|DEF|NOM//nmod//42 ,//MID//punct//37 med//PP//case//47 kommunen//NN|UTR|SIN|DEF|NOM//obl//37 och//KN//cc//49 landstinget//NN|NEU|SIN|DEF|NOM//conj//47 som//HP|-|-|-//mark//55 de//DT|UTR/NEU|PLU|DEF//det//55 två//RG|NOM//nummod//55 helt//AB|POS//advmod//54 dominerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//55 arbetsgivarna//NN|UTR|PLU|DEF|NOM//conj//47 .//MAD//punct//26
14.1 Allmänt om kommunen;Endast//AB//advmod//63 ca//AB|AN//advmod//59 12//RG|NOM//nummod//60 %//NN|AN//nsubj//63 av//PP//case//62 arbetsplatserna//NN|UTR|PLU|DEF|NOM//nmod//60 finns//VB|PRS|SFO//conj//26 inom//PP//case//67 den//DT|UTR|SIN|DEF//det//67 tillverkande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//67 industrin//NN|UTR|SIN|DEF|NOM//obl//63 .//MAD//punct//26
14.1 Allmänt om kommunen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//70 finns//VB|PRS|SFO//parataxis//26 en//DT|UTR|SIN|IND//det//74 livaktig//JJ|POS|UTR|SIN|IND|NOM//amod//74 privat//JJ|POS|UTR|SIN|IND|NOM//amod//74 tjänstesektor//NN|UTR|SIN|IND|NOM//nsubj//70 med//PP//case//81 ganska//AB//advmod//77 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//81 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//81 och//KN//cc//80 medelstora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//78 företag//NN|NEU|PLU|IND|NOM//nmod//74 .//MAD//punct//70
14.1 Allmänt om kommunen;Trots//PP//mark//86 att//SN//fixed//83 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//86 saknas//VB|PRS|SFO//advcl//93 högskola//NN|UTR|SIN|IND|NOM//nsubj:pass//86 inom//PP//case//89 kommunen//NN|UTR|SIN|DEF|NOM//obl//86 är//VB|PRS|AKT//cop//93 utbildningsnivån//NN|UTR|SIN|DEF|NOM//nsubj//93 relativt//AB|POS//advmod//93 hög//JJ|POS|UTR|SIN|IND|NOM//conj//70 .//MAD//punct//7
14.1 Allmänt om kommunen;På//PP//case//1 Studsviksområdet//NN|NEU|SIN|DEF|NOM//obl//10 vid//PP//case//3 Ö//PM|NOM//nmod//1 stersjökusten//NN|UTR|SIN|DEF|NOM//flat//3 ca//AB|AN//advmod//6 25//RG|NOM//nummod//7 km//NN|AN//nmod//1 från//PP//case//9 Nyköping//PM|NOM//nmod//7 uppfördes//VB|PRT|SFO//ROOT//10 i//PP//case//12 slutet//NN|NEU|SIN|DEF|NOM//obl//10 av//PP//case//14 1950-talet//NN|NEU|SIN|DEF|NOM//nmod//12 en//DT|UTR|SIN|IND//det//16 forskningsstation//NN|UTR|SIN|IND|NOM//nsubj:pass//10 för//PP//case//21 det//DT|NEU|SIN|DEF//det//21 dåvarande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//21 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//21 kärnenergiprogrammet//NN|NEU|SIN|DEF|NOM//nmod//16 .//MID//punct//10
14.1 Allmänt om kommunen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//24 förekommer//VB|PRS|AKT//parataxis//10 fortfarande//AB//advmod//24 viss//JJ|POS|UTR|SIN|IND|NOM//amod//28 kärnteknisk//JJ|POS|UTR|SIN|IND|NOM//amod//28 verksamhet//NN|UTR|SIN|IND|NOM//obj//24 på//PP//case//30 platsen//NN|UTR|SIN|DEF|NOM//nmod//28 ,//MID//punct//24 bl.a.//AB|AN//advmod//33 drift//NN|UTR|SIN|IND|NOM//appos//24 av//PP//case//36 en//DT|UTR|SIN|IND//det//36 forskningsreaktor//NN|UTR|SIN|IND|NOM//nmod//33 .//MAD//punct//24
14.1 Allmänt om kommunen;Huvudman//NN|UTR|SIN|DEF|NOM//parataxis//24 är//VB|PRS|AKT//cop//41 numera//AB//advmod//41 Studsvikskoncernen//NN|UTR|SIN|DEF|NOM//nsubj//24 ,//MID//punct//41 med//PP//case//46 ca//AB|AN//advmod//45 330//RG|NOM//nummod//46 anställda//NN|UTR|PLU|IND|NOM//acl//41 inom//PP//case//48 området//NN|NEU|SIN|DEF|NOM//nmod//46 .//MAD//punct//41
14.1 Allmänt om kommunen;I//PP//case//51 Studsvik//PM|NOM//obl//52 finns//VB|PRS|SFO//conj//10 också//AB//advmod//52 ett//DT|NEU|SIN|IND//det//55 antal//NN|NEU|SIN|IND|NOM//nmod//58 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//58 högteknologiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//58 företag//NN|NEU|PLU|IND|NOM//nsubj//52 som//HP|-|-|-//nsubj//61 gemensamt//AB|POS//advmod//61 utnyttjar//VB|PRS|AKT//acl:relcl//58 områdets//NN|NEU|SIN|DEF|GEN//nmod:poss//63 infrastruktur//NN|UTR|SIN|IND|NOM//obj//61 .//MAD//punct//52
14.1 Allmänt om kommunen;Sammanlagt//PC|PRF|NEU|SIN|IND|NOM//nsubj//70 ca//AB|AN//advmod//67 600//RG|NOM//nummod//68 personer//NN|UTR|PLU|IND|NOM//nsubj//70 är//VB|PRS|AKT//cop//70 verksamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//csubj//83 inom//PP//case//72 området//NN|NEU|SIN|DEF|NOM//obl//70 .//MAD//punct//70
14.1 Allmänt om kommunen;Sett//PC|PRF|NEU|SIN|IND|NOM//conj//70 som//KN//case//77 en//DT|UTR|SIN|IND//det//77 enhet//NN|UTR|SIN|IND|NOM//obl//74 är//VB|PRS|AKT//cop//83 Studsvik//PM|NOM//advmod//78 därmed//AB//advmod//79 kommunens//NN|UTR|SIN|DEF|GEN//nmod:poss//83 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//83 arbetsplats//NN|UTR|SIN|IND|NOM//parataxis//52 utanför//PP//case//86 tätorten//NN|UTR|SIN|DEF|NOM//nmod//86 Nyköping//PM|NOM//nmod//83 .//MAD//punct//10
14.1 Allmänt om kommunen;Den//DT|UTR|SIN|DEF//det//2 sjunkande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 sysselsättningen//NN|UTR|SIN|DEF|NOM//nsubj//4 har//VB|PRS|AKT//aux//4 inneburit//VB|SUP|AKT//ROOT//4 påfrestningar//NN|UTR|PLU|IND|NOM//obj//4 för//PP//case//9 den//DT|UTR|SIN|DEF//det//9 kommunala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//9 ekonomin//NN|UTR|SIN|DEF|NOM//nmod//5 .//MAD//punct//4
14.1 Allmänt om kommunen;Stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 ansträngningar//NN|UTR|PLU|IND|NOM//nsubj:pass//13 görs//VB|PRS|SFO//parataxis//4 för//PP//mark//16 att//IE//mark//16 främja//VB|INF|AKT//advcl//13 näringslivets//NN|NEU|SIN|DEF|GEN//nmod:poss//18 utveckling//NN|UTR|SIN|IND|NOM//obj//16 i//PP//case//20 samverkan//NN|UTR|SIN|IND|NOM//nmod//18 med//PP//case//23 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 kommuner//NN|UTR|PLU|IND|NOM//nmod//20 inom//PP//case//25 regionen//NN|UTR|SIN|DEF|NOM//nmod//23 .//MAD//punct//13
14.1 Allmänt om kommunen;I//PP//case//30 ett//DT|NEU|SIN|IND//det//30 näringspolitiskt//JJ|POS|NEU|SIN|IND|NOM//amod//30 program//NN|NEU|SIN|IND|NOM//obl//36 som//HP|-|-|-//obj//35 kommunen//NN|UTR|SIN|DEF|NOM//nsubj//35 nyligen//AB//advmod//35 har//VB|PRS|AKT//aux//35 antagit//VB|SUP|AKT//acl:relcl//30 läggs//VB|PRS|SFO//conj//13 stor//JJ|POS|UTR|SIN|IND|NOM//amod//38 vikt//NN|UTR|SIN|IND|NOM//obj//36 vid//PP//case//41 att//SN//mark//41 Nyköping//PM|NOM//obl//36 ,//MID//punct//41 bl.a.//AB|AN//advmod//46 genom//PP//case//46 gynnsamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//46 boendevillkor//NN|UTR|PLU|IND|NOM//obl//52 och//KN//cc//49 god//JJ|POS|UTR|SIN|IND|NOM//amod//49 miljö//NN|UTR|SIN|IND|NOM//conj//46 ,//MID//punct//52 skall//VB|PRS|AKT//aux//52 framstå//VB|INF|AKT//acl:relcl//41 som//KN//case//56 en//DT|UTR|SIN|IND//det//56 attraktiv//JJ|POS|UTR|SIN|IND|NOM//amod//56 kommun//NN|UTR|SIN|IND|NOM//obl//52 för//PP//case//58 etablering//NN|UTR|SIN|IND|NOM//nmod//56 av//PP//case//60 företag//NN|NEU|PLU|IND|NOM//nmod//58 .//MAD//punct//52
14.1 Allmänt om kommunen;Kommunen//NN|UTR|SIN|DEF|NOM//nsubj//1 ligger//VB|PRS|AKT//ROOT//1 mellan//PP//case//5 två//RG|NOM//nummod//5 expansiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 regioner//NN|UTR|PLU|IND|NOM//obl//1 –//PM|NOM//punct//7 Stockholm//PM|NOM//appos//5 ///MID//cc//9 Södertälje//PM|NOM//conj//7 och//KN//cc//11 Linköping//PM|NOM//conj//9 ///MID//cc//13 Norrköping//PM|NOM//conj//7 –//RG|NOM//punct//18 med//PP//case//18 relativt//AB|POS//advmod//17 korta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 avstånd//NN|NEU|PLU|IND|NOM//conj//5 och//KN//cc//21 goda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 kommunikationer//NN|UTR|PLU|IND|NOM//conj//18 till//PP//case//23 dem//PN|UTR/NEU|PLU|DEF|OBJ//nmod//21 bägge//DT|UTR/NEU|PLU|DEF//conj//5 (//PAD//punct//5 södra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//27 stambanan//NN|UTR|SIN|DEF|NOM//appos//5 och//KN//cc//29 motorväg//NN|UTR|SIN|IND|NOM//conj//27 )//PAD//punct//5 .//MAD//punct//1
14.1 Allmänt om kommunen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//33 förekommer//VB|PRS|AKT//conj//1 en//DT|UTR|SIN|IND//det//36 betydande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//36 arbetspendling//NN|UTR|SIN|IND|NOM//nsubj//33 till//PP//case//39 dessa//DT|UTR/NEU|PLU|DEF//det//39 regioner//NN|UTR|PLU|IND|NOM//obl//33 .//MAD//punct//33
14.1 Allmänt om kommunen;I//PP//case//42 Oxelösund//PM|NOM//obl//43 finns//VB|PRS|SFO//parataxis//33 en//DT|UTR|SIN|IND//det//45 djuphamn//NN|UTR|SIN|IND|NOM//nsubj//43 ,//MID//punct//50 och//KN//cc//50 även//AB//advmod//49 Studsvik//PM|NOM//nsubj//50 har//VB|PRS|AKT//conj//43 en//DT|UTR|SIN|IND//det//52 hamn//NN|UTR|SIN|IND|NOM//obj//50 som//HP|-|-|-//nsubj//55 kan//VB|PRS|AKT//aux//55 ta//VB|INF|AKT//acl:relcl//52 emot//PL//compound:prt//55 fartyg//NN|NEU|PLU|IND|NOM//obj//55 av//PP//case//61 M/S//PM|NOM//amod//61 Sigyns//PM|GEN//nmod:poss//61 storlek//NN|UTR|SIN|IND|NOM//nmod//57 .//MAD//punct//50
14.1 Allmänt om kommunen;Nära//PM|NOM//case//64 Nyköping//PM|NOM//obl//65 finns//VB|PRS|SFO//parataxis//50 Skavsta//PM|GEN//amod//67 flygplats//NN|UTR|SIN|IND|NOM//xcomp//65 ,//MID//punct//67 med//PP//case//71 huvudsakligen//AB//advmod//71 frakt-//NN|UTR|-|-|SMS//advcl//65 och//KN//cc//73 chartertrafik//NN|UTR|SIN|IND|NOM//conj//71 .//MAD//punct//33
14.1 Allmänt om kommunen;Vid//PP//case//3 1994//RG|NOM//nummod//2 års//NN|NEU|SIN|IND|GEN//nmod:poss//3 val//NN|NEU|SIN|IND|NOM//obl//4 fick//VB|PRT|AKT//ROOT//4 socialdemokraterna//NN|UTR|PLU|DEF|NOM//nsubj//4 majoritet//NN|UTR|SIN|IND|NOM//obj//4 i//PP//case//8 kommunfullmäktige//NN|UTR|PLU|DEF|NOM//obl//4 .//MAD//punct//4
14.1 Allmänt om kommunen;Trots//PP//mark//13 att//SN//mark//13 majoriteten//NN|UTR|SIN|DEF|NOM//nsubj:pass//13 förlorades//VB|PRT|SFO//advcl//21 vid//PP//case//15 valet//NN|NEU|SIN|DEF|NOM//obl//13 år//NN|NEU|SIN|IND|NOM//nmod//17 1998//RG|NOM//nmod//15 har//VB|PRS|AKT//aux//21 partiet//NN|NEU|SIN|DEF|NOM//nsubj//21 kunnat//VB|SUP|AKT//aux//21 behålla//VB|INF|AKT//parataxis//4 en//DT|UTR|SIN|IND//det//24 dominerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//24 ställning//NN|UTR|SIN|IND|NOM//obj//21 .//MAD//punct//21
14.1 Allmänt om kommunen;De//DT|UTR/NEU|PLU|DEF//det//28 61//RG|NOM//nummod//28 mandaten//NN|NEU|PLU|DEF|NOM//appos//21 i//PP//case//30 kommunfullmäktige//NN|UTR|PLU|DEF|NOM//nmod//28 är//VB|PRS|AKT//aux:pass//33 nu//AB//advmod//33 fördelade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//4 enligt//PP//case//35 följande//NN|NEU|SIN|IND|NOM//obl//33 ://MID//punct//35
14.1 Allmänt om kommunen;s//NN|AN//case//38 25//RG|NOM//nmod//35 ,//MID//punct//38 m//NN|AN//nmod//41 13//RG|NOM//nmod//38 ,//MID//punct//38 kd//PM|NOM//conj//38 6//RG|NOM//nummod//43 ,//MID//punct//38 v//NN|AN//nmod//47 6//RG|NOM//nmod//38 ,//MID//punct//38 c//NN|AN//case//50 5//RG|NOM//nmod//38 ,//MID//punct//38 fp//PM|NOM//nmod//53 3//RG|NOM//nummod//38 ,//MID//punct//38 mp//NN|AN//conj//38 3//RG|NOM//nummod//55 .//MAD//punct//4
14.1 Allmänt om kommunen;Vid//PP//case//1 kärnkraftsomröstningen//NN|UTR|SIN|DEF|NOM//obl//4 år//NN|NEU|SIN|IND|NOM//nmod//3 1980//RG|NOM//nummod//1 fick//VB|PRT|AKT//ROOT//4 nejsidan//NN|UTR|SIN|DEF|NOM//nsubj//4 36,0//RG|NOM//nummod//7 %//NN|AN//obj//4 av//PP//case//9 rösterna//NN|UTR|PLU|DEF|NOM//nmod//7 ,//MID//punct//4 vilket//HP|NEU|SIN|IND//nsubj//12 låg//VB|PRT|AKT//appos//4 något//PN|NEU|SIN|IND|SUB/OBJ//nsubj//12 under//PP//case//15 riksgenomsnittet//NN|NEU|SIN|DEF|NOM//obl//12 .//MAD//punct//4

14.2 En förstudie påbörjas;Som//HA//mark//2 tidigare//AB|KOM//advmod//2 nämnts//VB|SUP|SFO//advcl//7 (//PAD//punct//2 avsnitt//NN|NEU|SIN|IND|NOM//nmod//5 8.1//RG|NOM//appos//2 )//PAD//punct//2 gjorde//VB|PRT|AKT//ROOT//7 SKB//PM|NOM//nsubj//7 våren//NN|UTR|SIN|DEF|NOM//nmod//10 1995//RG|NOM//obl//7 en//DT|UTR|SIN|IND//det//13 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//13 studie//NN|UTR|SIN|IND|NOM//obj//7 av//PP//case//15 möjligheterna//NN|UTR|PLU|DEF|NOM//nmod//13 att//IE//mark//17 förlägga//VB|INF|AKT//acl//15 ett//DT|NEU|SIN|IND//det//19 djupförvar//NN|NEU|SIN|IND|NOM//obj//17 i//PP//case//21 någon//PN|UTR|SIN|IND|SUB/OBJ//obl//17 av//PP//case//24 de//DT|UTR/NEU|PLU|DEF//det//24 kommuner//NN|UTR|PLU|IND|NOM//nmod//21 där//HA//advmod//27 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//27 bedrivs//VB|PRS|SFO//acl:relcl//24 kärnteknisk//JJ|POS|UTR|SIN|IND|NOM//amod//29 verksamhet//NN|UTR|SIN|IND|NOM//obj//27 .//MAD//punct//7
14.2 En förstudie påbörjas;Studien//NN|UTR|SIN|DEF|NOM//nsubj//32 resulterade//VB|PRT|AKT//parataxis//7 i//PP//mark//36 att//SN//mark//36 förutsättningarna//NN|UTR|PLU|DEF|NOM//nsubj//36 bedömdes//VB|PRT|SFO//advcl//32 särskilt//AB//advmod//38 gynnsamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//36 i//PP//case//40 Nyköpings//PM|GEN//nmod//38 ,//MID//punct//42 Oskarshamns//PM|NOM//conj//40 och//KN//cc//44 Ö//PM|NOM//conj//40 sthammars//NN|UTR|PLU|IND|GEN//nmod:poss//46 kommuner//NN|UTR|PLU|IND|NOM//obj//36 .//MAD//punct//32
14.2 En förstudie påbörjas;I//PP//case//2 ett//DT|NEU|SIN|IND//det//2 brev//NN|NEU|SIN|IND|NOM//obl//22 till//PP//case//4 kommunstyrelsen//NN|UTR|SIN|DEF|NOM//nmod//2 i//PP//case//7 Nyköpings//PM|GEN//nmod:poss//7 kommun//NN|UTR|SIN|IND|NOM//nmod//4 i//PP//case//9 maj//NN|UTR|SIN|IND|NOM//nmod//7 1995//RG|NOM//nummod//9 redovisade//VB|PRT|AKT//amod//12 SKB//PM|NOM//nmod//7 sitt//PS|NEU|SIN|DEF//nmod:poss//14 intresse//NN|NEU|SIN|IND|NOM//nmod//2 för//PP//case//17 en//DT|UTR|SIN|IND//det//17 förstudie//NN|UTR|SIN|IND|NOM//nmod//14 inom//PP//case//19 kommunen//NN|UTR|SIN|DEF|NOM//nmod//17 .//MAD//punct//2
14.2 En förstudie påbörjas;Kommunledningen//NN|UTR|SIN|DEF|NOM//nsubj//22 svarade//VB|PRT|AKT//ROOT//22 att//SN//mark//28 kommunen//NN|UTR|SIN|DEF|NOM//nsubj//28 inte//AB//advmod//28 formellt//AB|POS//advmod//28 kunde//VB|PRT|AKT//aux//28 hindra//VB|INF|AKT//ccomp//22 SKB//PM|NOM//obj//28 från//PP//mark//32 att//IE//mark//32 genomföra//VB|INF|AKT//advcl//28 en//DT|UTR|SIN|IND//det//34 förstudie//NN|UTR|SIN|IND|NOM//obj//32 inom//PP//case//36 kommunen//NN|UTR|SIN|DEF|NOM//nmod//34 .//MAD//punct//22
14.2 En förstudie påbörjas;Samtidigt//AB//advmod//39 framhölls//VB|PRT|SFO//parataxis//22 att//SN//mark//45 kommunen//NN|UTR|SIN|DEF|NOM//nsubj:pass//45 inte//AB//advmod//45 var//VB|PRT|AKT//aux:pass//45 negativt//AB|POS//advmod//45 inställd//PC|PRF|UTR|SIN|IND|NOM//ccomp//39 till//PP//case//48 en//DT|UTR|SIN|IND//det//48 förstudie//NN|UTR|SIN|IND|NOM//obl//45 .//MID//punct//39
14.2 En förstudie påbörjas;Om//SN//mark//53 SKB//PM|NOM//nsubj//53 ville//VB|PRT|AKT//aux//53 genomföra//VB|INF|AKT//advcl//57 förstudien//NN|UTR|SIN|DEF|NOM//obj//53 var//VB|PRT|AKT//cop//57 kommunen//NN|UTR|SIN|DEF|NOM//nsubj//57 beredd//PC|PRF|UTR|SIN|IND|NOM//parataxis//39 att//IE//mark//59 bilda//VB|INF|AKT//advcl//57 arbetsgrupper//NN|UTR|PLU|IND|NOM//obj//59 för//PP//mark//63 att//IE//mark//63 följa//VB|INF|AKT//advcl//59 och//KN//cc//65 granska//VB|INF|AKT//conj//63 arbetet//NN|NEU|SIN|DEF|NOM//obj//65 och//KN//cc//69 att//IE//mark//69 bistå//VB|INF|AKT//conj//63 SKB//PM|NOM//obj//69 med//PP//case//72 material//NN|NEU|SIN|IND|NOM//obl//69 .//MAD//punct//22
14.2 En förstudie påbörjas;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//2 kan//VB|PRS|AKT//aux//2 noteras//VB|INF|SFO//ROOT//2 att//SN//mark//6 kommunen//NN|UTR|SIN|DEF|NOM//nsubj//6 inte//AB//advmod//6 tog//VB|PRT|AKT//dep//2 direkt//AB|POS//amod//8 ställning//NN|UTR|SIN|IND|NOM//obj//6 till//PP//case//10 förstudien//NN|UTR|SIN|DEF|NOM//obl//6 .//MAD//punct//2
14.2 En förstudie påbörjas;Frågan//NN|UTR|SIN|DEF|NOM//nsubj:pass//13 fördes//VB|PRT|SFO//parataxis//2 heller//AB//advmod//13 inte//AB//advmod//13 upp//PL//compound:prt//13 till//PP//case//18 fullmäktige//NN|UTR|PLU|DEF|NOM//obl//13 .//MAD//punct//13
14.2 En förstudie påbörjas;Till//PP//advmod//32 skillnad//NN|UTR|SIN|IND|NOM//fixed//20 från//PP//case//23 vad//HP|NEU|SIN|IND//fixed//20 som//HP|-|-|-//nsubj//27 tidigare//AB|KOM//advmod//27 varit//VB|SUP|AKT//cop//27 fallet//NN|NEU|SIN|DEF|NOM//acl:relcl//23 i//PP//case//29 Storuman//PM|NOM//nmod//27 och//KN//cc//31 Malå//PM|NOM//conj//27 valde//VB|PRT|AKT//conj//13 kommunen//NN|UTR|SIN|DEF|NOM//obj//32 att//IE//mark//36 inte//AB//advmod//36 engagera//VB|INF|AKT//xcomp//32 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//36 i//PP//case//39 ledningen//NN|UTR|SIN|DEF|NOM//obl//36 av//PP//case//41 projektet//NN|NEU|SIN|DEF|NOM//nmod//39 .//MID//punct//13
