
Pågående förstudier Avslutade förstudier;-//MID//punct//4 Nej//IN//cc//4 till//PP//case//4 fortsatta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//4 undersökningar//NN|UTR|PLU|IND|NOM//ROOT//4
4.2 Miljöbalken;Bland//PP//case//13 de//DT|UTR/NEU|PLU|DEF//det//13 organisationer//NN|UTR|PLU|IND|NOM//obl//18 som//HP|-|-|-//nsubj//17 kan//VB|PRS|AKT//aux//17 vara//VB|INF|AKT//cop//17 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//18 nämns//VB|PRS|SFO//parataxis//6 miljö-//NN|UTR|-|-|SMS//obj//18 och//KN//cc//21 naturvårdsorganisationer//NN|UTR|PLU|IND|NOM//conj//19 ,//MID//punct//19 särskilt//AB//advmod//24 sådana//PN|UTR/NEU|PLU|IND|SUB/OBJ//xcomp//18 som//HP|-|-|-//nsubj//27 är//VB|PRS|AKT//cop//27 verksamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//24 på//PP//case//30 den//DT|UTR|SIN|DEF//det//30 ort//NN|UTR|SIN|IND|NOM//obl//27 där//HA//advmod//33 verksamheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//33 planeras//VB|PRS|SFO//acl:relcl//30 .//MAD//punct//6
4.2 Miljöbalken;Samrådet//NN|NEU|SIN|DEF|NOM//nsubj//37 skall//VB|PRS|AKT//aux//37 ske//VB|INF|AKT//parataxis//6 så//AB//advmod//39 tidigt//AB|POS//advmod//37 att//IE//mark//46 i//PP//case//42 praktiken//NN|UTR|SIN|DEF|NOM//obl//44 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//44 förändringar//NN|UTR|PLU|IND|NOM//nsubj//46 är//VB|PRS|AKT//cop//46 möjliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advcl//37 ,//MID//punct//46 t.ex.//AB|AN//mark//54 att//SN//fixed//48 den//DT|UTR|SIN|DEF//det//52 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//52 lokaliseringen//NN|UTR|SIN|DEF|NOM//nsubj:pass//54 kan//VB|PRS|AKT//aux//54 ändras//VB|INF|SFO//advcl//46 .//MAD//punct//6
4.2 Miljöbalken;Miljöbalken//NN|UTR|SIN|DEF|NOM//nsubj//1 innehåller//VB|PRS|AKT//ROOT//1 bestämmelser//NN|UTR|PLU|IND|NOM//obj//1 om//PP//mark//8 vad//HP|NEU|SIN|IND//obj//8 en//DT|UTR|SIN|IND//det//6 miljökonsekvensbeskrivning//NN|UTR|SIN|IND|NOM//nsubj//8 skall//VB|PRS|AKT//aux//8 innehålla//VB|INF|AKT//acl//2 .//MAD//punct//13
4.2 Miljöbalken;Förutom//PP//case//13 alla//DT|UTR/NEU|PLU|IND/DEF//det//13 de//DT|UTR/NEU|PLU|DEF//det//13 uppgifter//NN|UTR|PLU|IND|NOM//obj//8 som//HP|-|-|-//nsubj:pass//15 behövs//VB|PRS|SFO//acl:relcl//13 för//PP//case//19 en//DT|UTR|SIN|IND//det//19 samlad//PC|PRF|UTR|SIN|IND|NOM//amod//19 bedömning//NN|UTR|SIN|IND|NOM//obl//15 av//PP//case//23 den//DT|UTR|SIN|DEF//det//23 planerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//23 verksamhetens//NN|UTR|SIN|DEF|GEN//nmod:poss//26 eller//KN//cc//25 åtgärdens//NN|UTR|SIN|DEF|GEN//conj//23 effekter//NN|UTR|PLU|IND|NOM//nmod//19 på//PP//case//28 miljön//NN|UTR|SIN|DEF|NOM//nmod//26 och//KN//cc//31 på//PP//case//31 hushållningen//NN|UTR|SIN|DEF|NOM//conj//26 med//PP//case//33 resurser//NN|UTR|PLU|IND|NOM//nmod//31 krävs//VB|PRS|SFO//conj//1 en//DT|UTR|SIN|IND//det//36 redovisning//NN|UTR|SIN|IND|NOM//nsubj:pass//34 av//PP//case//39 alternativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 platser//NN|UTR|PLU|IND|NOM//nmod//36 och//KN//cc//42 alternativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 utformningar//NN|UTR|PLU|IND|NOM//conj//39 .//MAD//punct//1
4.2 Miljöbalken;Sökanden//NN|UTR|SIN|DEF|NOM//nsubj//47 måste//VB|PRS|AKT//aux//47 också//AB//advmod//47 motivera//VB|INF|AKT//parataxis//1 varför//HA//advmod//53 ett//DT|NEU|SIN|IND//det//51 visst//JJ|POS|NEU|SIN|IND|NOM//amod//51 alternativ//NN|NEU|SIN|IND|NOM//nsubj:pass//53 har//VB|PRS|AKT//aux//53 valts//VB|SUP|SFO//ccomp//47 och//KN//cc//55 beskriva//VB|INF|AKT//conj//53 konsekvenserna//NN|UTR|PLU|DEF|NOM//obj//55 av//PP//mark//63 att//SN//mark//63 verksamheten//NN|UTR|SIN|DEF|NOM//nsubj//63 eller//KN//cc//61 åtgärden//NN|UTR|SIN|DEF|NOM//conj//59 inte//AB//advmod//63 kommer//VB|PRS|AKT//acl//56 till//PP//compound:prt//63 stånd//NN|NEU|SIN|IND|NOM//obj//63 (//PAD//punct//47 brukar//VB|PRS|AKT//conj//47 benämnas//VB|INF|SFO//xcomp//67 nollalternativet//NN|NEU|SIN|DEF|NOM//nsubj:pass//68 )//PAD//punct//47 .//MAD//punct//1
4.2 Miljöbalken;Motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//1 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//2 fanns//VB|PRT|SFO//ROOT//2 tidigare//AB|KOM//advmod//2 i//PP//case//6 en//DT|UTR|SIN|IND//det//6 förordning//NN|UTR|SIN|IND|NOM//obl//2 knuten//PC|PRF|UTR|SIN|IND|NOM//acl//6 till//PP//case//9 naturresurslagen//NN|UTR|SIN|DEF|NOM//obl//7 .//MAD//punct//2
4.2 Miljöbalken;I//PP//case//14 en//DT|UTR|SIN|IND//det//14 ny//JJ|POS|UTR|SIN|IND|NOM//amod//14 förordning//NN|UTR|SIN|IND|NOM//obl//20 (//PAD//punct//16 1998:905//RG|NOM//appos//14 )//PAD//punct//16 om//PP//case//19 miljökonsekvensbeskrivningar//NN|UTR|PLU|IND|NOM//obl//20 finns//VB|PRS|SFO//parataxis//2 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//20 bl.a.//AB|AN//advmod//20 om//PP//mark//29 hur//HA//advmod//29 en//DT|UTR|SIN|IND//det//27 upprättad//PC|PRF|UTR|SIN|IND|NOM//amod//27 miljökonsekvensbeskrivning//NN|UTR|SIN|IND|NOM//nsubj:pass//29 skall//VB|PRS|AKT//aux//29 kungöras//VB|INF|SFO//advcl//20 och//KN//cc//31 hållas//VB|INF|SFO//conj//29 tillgänglig//JJ|POS|UTR|SIN|IND|NOM//xcomp//31 .//MAD//punct//20
4.2 Miljöbalken;I//PP//case//36 en//DT|UTR|SIN|IND//det//36 bilaga//NN|UTR|SIN|IND|NOM//obl//39 till//PP//case//38 förordningen//NN|UTR|SIN|DEF|NOM//nmod//36 finns//VB|PRS|SFO//parataxis//20 en//DT|UTR|SIN|IND//det//41 förteckning//NN|UTR|SIN|IND|NOM//nsubj//39 över//PP//case//43 verksamheter//NN|UTR|PLU|IND|NOM//nmod//41 som//HP|-|-|-//nsubj:pass//47 alltid//AB//advmod//47 skall//VB|PRS|AKT//aux//47 antas//VB|INF|SFO//acl:relcl//43 medföra//VB|INF|AKT//xcomp//47 betydande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//50 miljöpåverkan//NN|UTR|SIN|IND|NOM//obj//48 .//MAD//punct//39
4.2 Miljöbalken;För//PP//case//54 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//54 verksamheter//NN|UTR|PLU|IND|NOM//obl//55 blir//VB|PRS|AKT//advcl//39 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//55 automatiskt//AB|POS//advmod//55 fråga//NN|UTR|SIN|IND|NOM//xcomp//55 om//PP//case//61 utökat//PC|PRF|NEU|SIN|IND|NOM//amod//61 samråd//NN|NEU|SIN|IND|NOM//obl//55 med//PP//case//63 miljökonsekvensbedömning//NN|UTR|SIN|IND|NOM//nmod//61 (//PAD//punct//55 se//VB|IMP|AKT//parataxis//55 ovan//AB//advmod//65 )//PAD//punct//55 när//HA//mark//72 en//DT|UTR|SIN|IND//det//70 miljökonsekvensbeskrivning//NN|UTR|SIN|IND|NOM//nsubj:pass//72 skall//VB|PRS|AKT//aux//72 upprättas//VB|INF|SFO//advcl//55 .//MAD//punct//55
4.2 Miljöbalken;Till//PP//case//76 denna//DT|UTR|SIN|DEF//det//76 kategori//NN|UTR|SIN|IND|NOM//obl//77 räknas//VB|PRS|SFO//parataxis//55 bl.a.//AB|AN//advmod//77 anläggningar//NN|UTR|PLU|IND|NOM//nsubj:pass//77 för//PP//case//81 förvaring//NN|UTR|SIN|IND|NOM//nmod//79 av//PP//case//83 kärnavfall//NN|NEU|SIN|IND|NOM//nmod//81 .//MAD//punct//2
4.2 Miljöbalken;Miljöbalkens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 MKB-regler//NN|UTR|PLU|IND|NOM//nsubj:pass//3 skall//VB|PRS|AKT//aux//3 tillämpas//VB|INF|SFO//ROOT//3 även//AB//advmod//3 på//PP//case//6 miljökonsekvensbeskrivningar//NN|UTR|PLU|IND|NOM//obl//3 enligt//PP//case//9 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 lagar//NN|UTR|PLU|IND|NOM//nmod//6 ,//MID//punct//3 t.ex.//AB|AN//advmod//12 kärntekniklagen//NN|UTR|SIN|DEF|NOM//appos//3 och//KN//cc//14 strålskyddslagen//NN|UTR|SIN|DEF|NOM//conj//12 .//MAD//punct//3
4.2 Miljöbalken;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//17 gäller//VB|PRS|AKT//parataxis//3 både//KN//advmod//22 i//PP//case//22 fråga//NN|UTR|SIN|IND|NOM//fixed//19 om//PP//fixed//19 innehållet//NN|NEU|SIN|DEF|NOM//obl//17 i//PP//case//25 en//DT|UTR|SIN|IND//det//25 miljökonsekvensbeskrivning//NN|UTR|SIN|IND|NOM//nmod//22 och//KN//cc//27 förfarandet//NN|NEU|SIN|DEF|NOM//conj//25 när//HA//mark//30 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//30 upprättas//VB|PRS|SFO//advcl//17 .//MAD//punct//17
4.2 Miljöbalken;Miljöbalkens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//10 om//PP//case//4 miljöfarlig//JJ|POS|UTR|SIN|IND|NOM//amod//4 verksamhet//NN|UTR|SIN|IND|NOM//nmod//1  //_SP////4 (//PAD//punct//4 9//RG|NOM//nummod//8 kap.//NN|AN//appos//4 )//PAD//punct//1 bygger//VB|PRS|AKT//csubj//20 huvudsakligen//AB//advmod//10 på//PP//case//13 miljöskyddslagen//NN|UTR|SIN|DEF|NOM//obl//10 .//MAD//punct//10
4.2 Miljöbalken;Som//HA//mark//16 nämnts//VB|SUP|SFO//advcl//10 är//VB|PRS|AKT//cop//20 en//DT|UTR|SIN|IND//det//20 viktig//JJ|POS|UTR|SIN|IND|NOM//amod//20 skillnad//NN|UTR|SIN|IND|NOM//ROOT//20 att//SN//mark//29 definitionen//NN|UTR|SIN|DEF|NOM//nsubj:pass//29 av//PP//case//25 miljöfarlig//JJ|POS|UTR|SIN|IND|NOM//amod//25 verksamhet//NN|UTR|SIN|IND|NOM//nmod//22 i//PP//case//27 balken//NN|UTR|SIN|DEF|NOM//nmod//25 har//VB|PRS|AKT//aux//29 vidgats//VB|SUP|SFO//acl//20 så//AB//mark//33 att//SN//fixed//30 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//33 omfattar//VB|PRS|AKT//advcl//29 även//AB//advmod//33 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//36 verksamhet//NN|UTR|SIN|IND|NOM//obj//33 som//HP|-|-|-//nsubj//39 kan//VB|PRS|AKT//aux//39 medföra//VB|INF|AKT//acl:relcl//36 olägenheter//NN|UTR|PLU|IND|NOM//obj//39 för//PP//case//42 omgivningen//NN|UTR|SIN|DEF|NOM//nmod//40 genom//PP//case//45 joniserande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//45 strålning//NN|UTR|SIN|IND|NOM//obl//39 .//MAD//punct//20
4.2 Miljöbalken;Liksom//AB//mark//1 hittills//AB//advmod//4 skall//VB|PRS|AKT//aux//4 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//4 få//VB|INF|AKT//aux//5 föreskriva//VB|INF|AKT//ROOT//5 tillståndsplikt//NN|UTR|SIN|IND|NOM//obj//5 för//PP//case//9 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 slag//NN|NEU|PLU|IND|NOM//obl//5 av//PP//case//12 miljöfarlig//JJ|POS|UTR|SIN|IND|NOM//amod//12 verksamhet//NN|UTR|SIN|IND|NOM//nmod//9 .//MID//punct//5
4.2 Miljöbalken;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//16 har//VB|PRS|AKT//aux//16 skett//VB|SUP|AKT//parataxis//5 i//PP//case//18 förordningen//NN|UTR|SIN|DEF|NOM//obl//16 (//PAD//punct//20 1998:899//RG|NOM//appos//18 )//PAD//punct//20 om//PP//case//24 miljöfarlig//JJ|POS|UTR|SIN|IND|NOM//amod//24 verksamhet//NN|UTR|SIN|IND|NOM//obl//16 och//KN//cc//26 hälsoskydd//NN|NEU|SIN|IND|NOM//conj//24 .//MAD//punct//16
4.2 Miljöbalken;Att//IE//mark//29 uppföra//VB|INF|AKT//advcl//16 en//DT|UTR|SIN|IND//det//31 anläggning//NN|UTR|SIN|IND|NOM//obj//29 för//PP//case//33 förvaring//NN|UTR|SIN|IND|NOM//obl//29 av//PP//case//35 kärnavfall//NN|NEU|SIN|IND|NOM//nmod//33 hör//VB|PRS|AKT//conj//5 till//PP//case//39 de//DT|UTR/NEU|PLU|DEF//det//39 verksamheter//NN|UTR|PLU|IND|NOM//obl//36 som//HP|-|-|-//nsubj//45 i//PP//case//42 bilaga//NN|UTR|SIN|IND|NOM//fixed//40 till//PP//case//44 förordningen//NN|UTR|SIN|DEF|NOM//obl//45 står//VB|PRS|AKT//acl:relcl//39 i//PP//case//49 den//DT|UTR|SIN|DEF//det//49 s.k.//AB|AN//amod//49 A-listan//NN|UTR|SIN|DEF|NOM//obl//45 och//KN//cc//54 som//HP|-|-|-//nsubj:pass//54 därmed//AB//advmod//54 skall//VB|PRS|AKT//aux//54 prövas//VB|INF|SFO//conj//45 av//PP//case//56 miljödomstol//NN|UTR|SIN|IND|NOM//obl:agent//54 .//MAD//punct//5
4.2 Miljöbalken;De//DT|UTR/NEU|PLU|DEF//det//1 delar//NN|UTR|PLU|IND|NOM//nsubj:pass//9 av//PP//case//3 vattenlagen//NN|UTR|SIN|DEF|NOM//nmod//1 som//HP|-|-|-//nsubj//5 har//VB|PRS|AKT//acl:relcl//1 miljörättslig//JJ|POS|UTR|SIN|IND|NOM//amod//7 karaktär//NN|UTR|SIN|IND|NOM//obj//5 har//VB|PRS|AKT//aux//9 arbetats//VB|SUP|SFO//ROOT//9 in//PL//advmod//9 i//PP//case//12 miljöbalken//NN|UTR|SIN|DEF|NOM//obl//9 (//PAD//punct//9 11//RG|NOM//nummod//15 kap.//NN|AN//appos//9 )//PAD//punct//9 .//MAD//punct//9
4.2 Miljöbalken;Hit//AB//advmod//19 hör//VB|PRS|AKT//conj//9 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//19 om//PP//case//22 vattenverksamhet//NN|UTR|SIN|IND|NOM//nmod//20 ,//MID//punct//19  //_SP////23 som//HP|-|-|-//nsubj//26 omfattar//VB|PRS|AKT//acl:relcl//19 bl.a.//AB|AN//advmod//26 ingrepp//NN|NEU|PLU|IND|NOM//obj//26 i//PP//case//30 grundvattenförhållanden//NN|NEU|PLU|IND|NOM//obl//26 .//MAD//punct//19
4.2 Miljöbalken;En//DT|UTR|SIN|IND//det//33 vattenverksamhet//NN|UTR|SIN|IND|NOM//nsubj:pass//35 får//VB|PRS|AKT//aux//35 bedrivas//VB|INF|SFO//parataxis//19 endast//AB//advmod//35 om//SN//case//39 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//39 fördelar//NN|UTR|PLU|IND|NOM//obl//35 från//PP//case//44 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//44 och//KN//cc//43 enskild//JJ|POS|UTR|SIN|IND|NOM//conj//41 synpunkt//NN|UTR|SIN|IND|NOM//nmod//39 överväger//VB|PRS|AKT//conj//35 kostnaderna//NN|UTR|PLU|DEF|NOM//obj//45 samt//KN//cc//48 skadorna//NN|UTR|PLU|DEF|NOM//conj//46 och//KN//cc//50 olägenheterna//NN|UTR|PLU|DEF|NOM//conj//46 av//PP//case//52 den//PN|UTR|SIN|DEF|SUB/OBJ//nmod//50 .//MAD//punct//35
4.2 Miljöbalken;I//PP//advmod//58 regel//NN|UTR|SIN|IND|NOM//fixed//54 är//VB|PRS|AKT//cop//58 vattenverksamhet//NN|UTR|SIN|IND|NOM//nsubj//58 tillståndspliktig//JJ|POS|UTR|SIN|IND|NOM//appos//35 ,//MID//punct//35 och//KN//cc//64 ansökan//NN|UTR|SIN|IND|NOM//nsubj:pass//64 om//PP//case//63 tillstånd//NN|NEU|SIN|IND|NOM//nmod//61 prövas//VB|PRS|SFO//conj//35 av//PP//case//66 miljödomstol//NN|UTR|SIN|IND|NOM//obl:agent//64 .//MAD//punct//19
4.2 Miljöbalken;Bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//14 om//PP//case//4  //_SP////1 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 tillåtlighetsprövning//NN|UTR|SIN|IND|NOM//nmod//0 –//RG|NOM//punct//4 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//8 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//8 bestämmelser//NN|UTR|PLU|IND|NOM//appos//4 i//PP//case//12 4//RG|NOM//nummod//11 kap.//NN|AN//nmod//12 naturresurslagen//NN|UTR|SIN|DEF|NOM//nmod//8 –//RG|NOM//punct//0 finns//VB|PRS|SFO//ROOT//14 i//PP//case//18 17//RG|NOM//nummod//17 kap.//NN|AN//nmod//18 miljöbalken//NN|UTR|SIN|DEF|NOM//obl//14 .//MAD//punct//14
4.2 Miljöbalken;Sådan//JJ|POS|UTR|SIN|IND|NOM//amod//21 prövning//NN|UTR|SIN|IND|NOM//nsubj//23 är//VB|PRS|AKT//cop//23 obligatorisk//JJ|POS|UTR|SIN|IND|NOM//parataxis//14 för//PP//case//27 ett//DT|NEU|SIN|IND//det//26 antal//NN|NEU|SIN|IND|NOM//nmod//27 verksamheter//NN|UTR|PLU|IND|NOM//obl//23 inom//PP//case//30  //_SP////28 industri-//NN|UTR|-|-|SMS//obl//23 ,//MID//punct//33  //_SP////31 energi-//NN|UTR|-|-|SMS//conj//30 och//KN//cc//35 trafikområdena//NN|NEU|PLU|DEF|NOM//conj//33 ,//MID//punct//33 bl.a.//AB|AN//advmod//38 anläggningar//NN|UTR|PLU|IND|NOM//conj//30 för//PP//case//41 kärnteknisk//JJ|POS|UTR|SIN|IND|NOM//amod//41 verksamhet//NN|UTR|SIN|IND|NOM//nmod//38 .//MAD//punct//23
4.2 Miljöbalken;Liksom//PP//mark//44 tidigare//AB|KOM//advmod//54 skall//VB|PRS|AKT//aux//54 alltså//AB//advmod//47 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//54 som//KN//mark//51 ett//DT|NEU|SIN|IND//det//50 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//51 led//NN|NEU|SIN|IND|NOM//acl:relcl//47 i//PP//case//53 prövningskedjan//NN|UTR|SIN|DEF|NOM//obl//51 pröva//VB|INF|AKT//parataxis//23 verksamheter//NN|UTR|PLU|IND|NOM//obj//54 som//HP|-|-|-//nsubj//57 har//VB|PRS|AKT//acl:relcl//55 stor//JJ|POS|UTR|SIN|IND|NOM//amod//59 påverkan//NN|UTR|SIN|IND|NOM//obj//57 på//PP//case//61 miljön//NN|UTR|SIN|DEF|NOM//obl//57 eller//KN//cc//63 hushållningen//NN|UTR|SIN|DEF|NOM//conj//61 med//PP//case//65 mark-//NN|UTR|-|-|SMS//nmod//63 och//KN//cc//67 vattenresurser//NN|UTR|PLU|IND|NOM//conj//65 .//MAD//punct//23
4.2 Miljöbalken;Samma//DT|UTR/NEU|SIN/PLU|IND//det//70 miljökrav//NN|NEU|SIN|IND|NOM//nsubj//72 skall//VB|PRS|AKT//aux//72 gälla//VB|INF|AKT//parataxis//23 vid//PP//case//75 denna//DT|UTR|SIN|DEF//det//75 prövning//NN|UTR|SIN|IND|NOM//obl//72 som//HP|-|-|-//nsubj//84 vid//PP//case//79 annan//JJ|POS|UTR|SIN|IND|NOM//amod//79 prövning//NN|UTR|SIN|IND|NOM//obl//84 enligt//PP//case//81 miljöbalken//NN|UTR|SIN|DEF|NOM//nmod//79 ,//MID//punct//84 vilket//HP|NEU|SIN|IND//nsubj//84 innebär//VB|PRS|AKT//acl:relcl//75 att//SN//mark//91 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//91 vid//PP//case//89 sin//PS|UTR|SIN|DEF//nmod:poss//89 prövning//NN|UTR|SIN|IND|NOM//nmod//86 skall//VB|PRS|AKT//aux//91 iaktta//VB|INF|AKT//ccomp//84 bl.a.//AB|AN//advmod//91 de//DT|UTR/NEU|PLU|DEF//det//95 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//95 hänsynsregler//NN|UTR|PLU|IND|NOM//obj//91 som//HP|-|-|-//nsubj//97 finns//VB|PRS|SFO//acl:relcl//95 i//PP//case//101 2//RG|NOM//nummod//100 kap.//NN|AN//nmod//101 balken//NN|UTR|SIN|DEF|NOM//obl//97 .//MAD//punct//14
4.2 Miljöbalken;I//PP//case//1 propositionen//NN|UTR|SIN|DEF|NOM//obl//2 anges//VB|PRS|SFO//ROOT//2 som//KN//mark//4 motiv//NN|NEU|SIN|IND|NOM//obl//2 för//PP//case//7 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//7 tillåtlighetsprövning//NN|UTR|SIN|IND|NOM//obl//2 att//SN//mark//11 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//11 bör//VB|PRS|AKT//aux//11 finnas//VB|INF|SFO//advcl//2 ett//DT|NEU|SIN|IND//det//14 politiskt//JJ|POS|NEU|SIN|IND|NOM//amod//14 ansvar//NN|NEU|SIN|IND|NOM//obj//11 för//PP//case//22 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 eller//KN//cc//20 på//PP//case//20 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 sätt//NN|NEU|PLU|IND|NOM//conj//16 viktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 verksamheter//NN|UTR|PLU|IND|NOM//nmod//14 som//HP|-|-|-//nsubj//24 har//VB|PRS|AKT//acl:relcl//22 betydelse//NN|UTR|SIN|IND|NOM//obj//24 för//PP//case//27 samhällsplaneringen//NN|UTR|SIN|DEF|NOM//obl//24 i//PP//advmod//24 stort//JJ|POS|NEU|SIN|IND|NOM//fixed//28 .//MAD//punct//2
4.2 Miljöbalken;Vid//PP//case//32 prövningen//NN|UTR|SIN|DEF|NOM//obl//33 blir//VB|PRS|AKT//conj//2 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//33 ofta//AB|POS//advmod//33 fråga//NN|UTR|SIN|IND|NOM//xcomp//33 om//PP//case//39 en//DT|UTR|SIN|IND//det//39 sammanvägning//NN|UTR|SIN|IND|NOM//obl//33 av//PP//case//44 konkurrerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//44 eller//KN//cc//43 motstridiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//41 intressen//NN|NEU|PLU|IND|NOM//nmod//39 som//HP|-|-|-//nsubj:pass//47 bör//VB|PRS|AKT//aux//47 göras//VB|INF|SFO//acl:relcl//44 utifrån//PP//case//51 ett//DT|NEU|SIN|IND//det//51 nationellt//JJ|POS|NEU|SIN|IND|NOM//amod//51 perspektiv//NN|NEU|SIN|IND|NOM//obl//47 .//MAD//punct//2
4.2 Miljöbalken;Vidare//AB|KOM//advmod//1 sägs//VB|PRS|SFO//ROOT//1 att//SN//mark//6 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 prövning//NN|UTR|SIN|IND|NOM//nsubj//6 bör//VB|PRS|AKT//aux//6 ske//VB|INF|AKT//csubj//1 i//PP//case//11 ett//DT|NEU|SIN|IND//det//11 förhållandevis//AB//advmod//10 tidigt//JJ|POS|NEU|SIN|IND|NOM//amod//11 skede//NN|NEU|SIN|IND|NOM//obl//6 i//PP//case//13 processen//NN|UTR|SIN|DEF|NOM//nmod//11 och//KN//cc//18 att//SN//mark//18 prövningen//NN|UTR|SIN|DEF|NOM//nsubj//18 skall//VB|PRS|AKT//aux//18 gälla//VB|INF|AKT//conj//1 främst//AB|SUV//advmod//18 tillåtligheten//NN|UTR|SIN|DEF|NOM//obj//18 ,//MID//punct//20 dvs.//AB|AN//advmod//25 om//SN//case//25 en//DT|UTR|SIN|IND//det//25 verksamhet//NN|UTR|SIN|IND|NOM//obl//28 skall//VB|PRS|AKT//aux//28 få//VB|INF|AKT//aux//28 komma//VB|INF|AKT//conj//18 till//PP//compound:prt//28 stånd//NN|NEU|SIN|IND|NOM//fixed//29 .//MAD//punct//1
4.2 Miljöbalken;I//PP//case//33 frågan//NN|UTR|SIN|DEF|NOM//obl//36 om//PP//case//35 tillåtlighet//NN|UTR|SIN|IND|NOM//nmod//33 ingår//VB|PRS|AKT//parataxis//1 verksamhetens//NN|UTR|SIN|DEF|GEN//nmod:poss//38 lokalisering//NN|UTR|SIN|IND|NOM//nsubj//36 .//MAD//punct//36
4.2 Miljöbalken;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//44 bör//VB|PRS|AKT//aux//44 även//AB//advmod//44 kunna//VB|INF|AKT//aux//44 bestämma//VB|INF|AKT//conj//1 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//46 villkor//NN|NEU|PLU|IND|NOM//obj//44 för//PP//mark//49 att//IE//mark//49 tillgodose//VB|INF|AKT//advcl//44 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//51 intressen//NN|NEU|PLU|IND|NOM//obj//49 .//MAD//punct//44
4.2 Miljöbalken;I//PP//case//54 underlaget//NN|NEU|SIN|DEF|NOM//obl//59 för//PP//case//57 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//57 beslut//NN|NEU|SIN|IND|NOM//nmod//54 skall//VB|PRS|AKT//aux//59 ingå//VB|INF|AKT//conj//44 en//DT|UTR|SIN|IND//det//61 miljökonsekvensbeskrivning//NN|UTR|SIN|IND|NOM//obj//59 .//MAD//punct//44
