
FoU;Delbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 från//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 ”//PAD//punct//0 Översyn//NN|UTR|SIN|IND|NOM//appos//0 av//PP//case//6 forskning//NN|UTR|SIN|IND|NOM//nmod//4 och//KN//cc//8 utveckling//NN|UTR|SIN|IND|NOM//conj//6 inom//PP//case//10 totalförsvaret//NN|NEU|SIN|DEF|NOM//nmod//8 ”//RG|NOM//punct//0
6 Ledning och samordning av totalförsvarets FoU-verksamhet / Studiehierarki;Resursutveckling//NN|UTR|SIN|IND|NOM//ROOT//0 Operationer//NN|UTR|PLU|IND|NOM//nsubj//0
6 Ledning och samordning av totalförsvarets FoU-verksamhet / Studiehierarki;Taktik//NN|UTR|SIN|IND|NOM//ROOT//0
6 Ledning och samordning av totalförsvarets FoU-verksamhet / Studiehierarki;I//PP//case//3 den//DT|UTR|SIN|DEF//det//3 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//3 ledningsorganisationen//NN|UTR|SIN|DEF|NOM//obl//4 har//VB|PRS|AKT//ROOT//4 den//DT|UTR|SIN|DEF//det//7 strategiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//7 ledningen//NN|UTR|SIN|DEF|NOM//obj//4 (//PAD//punct//7 STRA//PM|NOM//appos//7 )//PAD//punct//7 ansvar//NN|NEU|SIN|IND|NOM//appos//7 för//PP//case//13 studier//NN|UTR|PLU|IND|NOM//nmod//11 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//4 såväl//KN//fixed//14 den//DT|UTR|SIN|DEF//det//18 samlade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//18 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//19 utveckling//NN|UTR|SIN|IND|NOM//obj//4 på//PP//case//24 kort//JJ|POS|UTR|SIN|IND|NOM//amod//24 och//KN//cc//23 lång//JJ|POS|UTR|SIN|IND|NOM//conj//21 sikt//NN|UTR|SIN|IND|NOM//nmod//19 som//KN//mark//26 inriktning//NN|UTR|SIN|IND|NOM//nmod//19 av//PP//case//30 den//DT|UTR|SIN|DEF//det//30 operativa//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//30 planeringen//NN|UTR|SIN|DEF|NOM//nmod//26 .//MAD//punct//4
6 Ledning och samordning av totalförsvarets FoU-verksamhet / Studiehierarki;Genomförandet//NN|NEU|SIN|DEF|NOM//nsubj//36 av//PP//case//35 operativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 studier//NN|UTR|PLU|IND|NOM//nmod//32 åvilar//VB|PRS|AKT//parataxis//4 den//DT|UTR|SIN|DEF//det//39 operativa//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//39 insatsledningen//NN|UTR|SIN|DEF|NOM//obj//36 (//PAD//punct//39 OPIL//PM|NOM//appos//39 )//PAD//punct//39 .//MAD//punct//36
6 Ledning och samordning av totalförsvarets FoU-verksamhet / Studiehierarki;Den//DT|UTR|SIN|DEF//det//46 strategiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//46 ledningen//NN|UTR|SIN|DEF|NOM//nsubj//47 har//VB|PRS|AKT//conj//36 också//AB//advmod//47 ansvar//NN|NEU|SIN|IND|NOM//obj//47 för//PP//mark//52 att//IE//mark//52 leda//VB|INF|AKT//advcl//47 den//DT|UTR|SIN|DEF//det//55 samlade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//55 studieverksamheten//NN|UTR|SIN|DEF|NOM//obj//52 inom//PP//case//57 Försvarsmakten//NN|UTR|SIN|DEF|NOM//obl//52 .//MAD//punct//36
6 Ledning och samordning av totalförsvarets FoU-verksamhet / Studiehierarki;Studier//NN|UTR|PLU|IND|NOM//nsubj//3 vid//PP//case//2 Krigsförbandsledningen//PM|NOM//nmod//0 omfattar//VB|PRS|AKT//ROOT//3 stöd//NN|NEU|SIN|IND|NOM//obj//3 åt//PP//case//6 perspektivplanering//NN|UTR|SIN|IND|NOM//obl//3 samt//KN//cc//8 studier//NN|UTR|PLU|IND|NOM//conj//6 och//KN//cc//10 studiesamordning//NN|UTR|SIN|IND|NOM//conj//6 på//PP//case//13 underliggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//13 system-//NN|UTR|-|-|SMS//nmod//10 och//KN//cc//15 tekniknivåer//NN|UTR|PLU|IND|NOM//conj//13 .//MAD//punct//3
6 Ledning och samordning av totalförsvarets FoU-verksamhet / Studiehierarki;Vid//PP//case//4 de//DT|UTR/NEU|PLU|DEF//det//4 tre//RG|NOM//nummod//4 taktiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 kommandona//NN|NEU|PLU|DEF|NOM//obl//12 (//PAD//punct//4 armé//NN|UTR|SIN|IND|NOM//appos//4 ,//MID//punct//8 marin//NN|UTR|SIN|IND|NOM//conj//6 och//KN//cc//10 flyg//NN|NEU|SIN|IND|NOM//conj//6 )//PAD//punct//4 samlas//VB|PRS|SFO//ROOT//12 ansvaret//NN|NEU|SIN|DEF|NOM//obj//12 för//PP//mark//16 att//IE//mark//16 genomföra//VB|INF|AKT//advcl//12 systemstudier//NN|NEU|PLU|IND|NOM//obj//16 samt//KN//cc//19 ansvaret//NN|NEU|SIN|DEF|NOM//conj//17 för//PP//case//26 taktisk//JJ|POS|UTR|SIN|IND|NOM//amod//26 ,//MID//punct//23 teknisk//JJ|POS|UTR|SIN|IND|NOM//conj//21 och//KN//cc//25 stridsteknisk//JJ|POS|UTR|SIN|IND|NOM//conj//21 utveckling//NN|UTR|SIN|IND|NOM//nmod//19 av//PP//case//28 krigsförband//NN|NEU|PLU|IND|NOM//nmod//26 .//MAD//punct//12
6 Ledning och samordning av totalförsvarets FoU-verksamhet / Studiehierarki;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//31 innebär//VB|PRS|AKT//parataxis//12 studier//NN|UTR|PLU|IND|NOM//obj//31 på//PP//case//34 förbands-//NN|UTR|-|-|SMS//nmod//32 och//KN//cc//36 systemnivån//NN|UTR|SIN|DEF|NOM//conj//34 ,//MID//punct//41 såväl//KN//advmod//41 i//PP//case//41 framtidssom//HA//fixed//39 närtidsperspektivet//NN|NEU|SIN|DEF|NOM//advcl//31 .//MID//punct//31
6 Ledning och samordning av totalförsvarets FoU-verksamhet / Studiehierarki;En//DT|UTR|SIN|IND//det//45 stor//JJ|POS|UTR|SIN|IND|NOM//amod//45 del//NN|UTR|SIN|IND|NOM//nsubj:pass//48 av//PP//case//47 studierna//NN|UTR|PLU|DEF|NOM//nmod//45 läggs//VB|PRS|SFO//conj//31 vidare//AB|KOM//compound:prt//48 ut//AB//advmod//48 på//PP//case//53 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 myndigheter//NN|UTR|PLU|IND|NOM//obl//48 och//KN//cc//55 skolor//NN|UTR|PLU|IND|NOM//conj//53 .//MAD//punct//12
6 Ledning och samordning av totalförsvarets FoU-verksamhet / Studiehierarki;Kapaciteten//NN|UTR|SIN|DEF|NOM//nsubj//3 i//PP//case//2 studieorganisationen//NN|UTR|SIN|DEF|NOM//nmod//0 har//VB|PRS|AKT//ROOT//3 successivt//AB|POS//advmod//5 krympt//VB|SUP|AKT//xcomp//3 .//MAD//punct//3
6 Ledning och samordning av totalförsvarets FoU-verksamhet / Studiehierarki;På//PP//case//8 60-//RG|SMS//obl//11 och//KN//cc//10 70-talet//NN|NEU|SIN|DEF|NOM//conj//8 byggdes//VB|PRT|SFO//conj//3 en//DT|UTR|SIN|IND//det//13 organisation//NN|UTR|SIN|IND|NOM//nsubj:pass//11 med//PP//case//21 allsidigt//JJ|POS|NEU|SIN|IND|NOM//amod//21 och//KN//cc//20 från//PP//case//19 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//19 myndigheter//NN|UTR|PLU|IND|NOM//obl//20 sammansatta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//15 studiegrupper//NN|UTR|PLU|IND|NOM//nmod//13 upp//AB//advmod//11 i//PP//case//26 en//DT|UTR|SIN|IND//det//26 sammanhängande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//26 studiehierarki//NN|UTR|SIN|IND|NOM//obl//11 från//PP//case//28 teknisk//JJ|POS|UTR|SIN|IND|NOM//obl//11 till//PP//case//31 operativ//JJ|POS|UTR|SIN|IND|NOM//amod//31 nivå//NN|UTR|SIN|IND|NOM//nmod//28 som//KN//mark//33 komplement//NN|NEU|SIN|IND|NOM//acl//31 till//PP//case//36 linjeorganisationens//NN|UTR|SIN|DEF|GEN//nmod:poss//36 studieavdelningar//NN|UTR|PLU|IND|NOM//obl//33 .//MAD//punct//11
6 Ledning och samordning av totalförsvarets FoU-verksamhet / Studiehierarki;I//PP//advmod//40 dag//NN|UTR|SIN|IND|NOM//fixed//38 finns//VB|PRS|SFO//parataxis//11 ingen//DT|UTR|SIN|IND//det//44 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//44 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//44 studieorganisation//NN|UTR|SIN|IND|NOM//nsubj//40 kvar//PL//advmod//40 och//KN//cc//48 den//DT|UTR|SIN|DEF//det//48 studieorganisation//NN|UTR|SIN|IND|NOM//conj//40 som//HP|-|-|-//nsubj//50 fanns//VB|PRT|SFO//acl:relcl//48 i//PP//case//52 linjen//NN|UTR|SIN|DEF|NOM//obl//50 är//VB|PRS|AKT//cop//54 reducerad//PC|PRF|UTR|SIN|IND|NOM//xcomp//40 och//KN//cc//59 till//PP//case//58 stor//JJ|POS|UTR|SIN|IND|NOM//amod//58 del//NN|UTR|SIN|IND|NOM//obl//59 utflyttad//PC|PRF|UTR|SIN|IND|NOM//conj//54 från//PP//case//61 Högkvarteret//NN|NEU|SIN|DEF|NOM//obl//59 .//MAD//punct//3
6 Ledning och samordning av totalförsvarets FoU-verksamhet / Studiehierarki;Flertalet//NN|NEU|SIN|DEF|NOM//nsubj:pass//3 av//PP//case//2 studierna//NN|UTR|PLU|DEF|NOM//nmod//0 bedrivs//VB|PRS|SFO//ROOT//3 som//HP|-|-|-//nsubj:pass//5 nämnts//VB|SUP|SFO//advcl//3 av//PP//case//7 myndigheter//NN|UTR|PLU|IND|NOM//obl//5 och//KN//cc//9 skolor//NN|UTR|PLU|IND|NOM//conj//7 utanför//PP//case//11 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nmod//9 .//MAD//punct//3
6 Ledning och samordning av totalförsvarets FoU-verksamhet / Studiehierarki;Kapaciteten//NN|UTR|SIN|DEF|NOM//nsubj//24 att//IE//mark//15 följa//VB|INF|AKT//acl//13 upp//PL//compound:prt//15 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//obj//15 och//KN//cc//19 ta//VB|INF|AKT//conj//15 om//PL//compound:prt//19 hand//NN|UTR|SIN|IND|NOM//obl//19 resultaten//NN|NEU|PLU|DEF|NOM//obj//19 är//VB|PRS|AKT//cop//24 begränsad//PC|PRF|UTR|SIN|IND|NOM//parataxis//3 i//PP//case//26 Högkvarteret//NN|NEU|SIN|DEF|NOM//obl//24 .//MAD//punct//24
6 Ledning och samordning av totalförsvarets FoU-verksamhet / Studiehierarki;En//DT|UTR|SIN|IND//det//29 koppling//NN|UTR|SIN|IND|NOM//appos//24 mellan//PP//case//31 studieverksamheten//NN|UTR|SIN|DEF|NOM//nmod//29 och//KN//cc//33 insatser//NN|UTR|PLU|IND|NOM//conj//31 för//PP//mark//36 att//IE//mark//36 följa//VB|INF|AKT//advcl//29 såväl//KN//advmod//40 den//DT|UTR|SIN|DEF//det//40 tekniska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//40 utvecklingen//NN|UTR|SIN|DEF|NOM//obj//36 som//HA//mark//50 resultaten//NN|NEU|PLU|DEF|NOM//nsubj//50 från//PP//case//44 forsknings-//NN|UTR|-|-|SMS//nmod//42 och//KN//cc//46 teknikutvecklingsverksamheten//NN|UTR|SIN|DEF|NOM//conj//44 (//PAD//punct//42 FoT//PM|NOM//nmod//42 )//PAD//punct//48 finns//VB|PRS|SFO//acl:relcl//40 inom//PP//case//55 ramen//NN|UTR|SIN|DEF|NOM//fixed//51 för//PP//case//55 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//55 projektorganisation//NN|UTR|SIN|IND|NOM//obl//50 för//PP//case//57 FoT-verksamheten//NN|UTR|SIN|DEF|NOM//nmod//55 .//MAD//punct//29
6 Ledning och samordning av totalförsvarets FoU-verksamhet / Studiehierarki;Studieverksamhetens//NN|UTR|SIN|DEF|GEN//nmod:poss//60 koppling//NN|UTR|SIN|IND|NOM//nsubj//70 till//PP//case//64 den//DT|UTR|SIN|DEF//det//64 övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//64 beslutsprocessen//NN|UTR|SIN|DEF|NOM//nmod//60 är//VB|PRS|AKT//cop//70 däremot//AB//advmod//70 inte//AB//advmod//70 lika//AB//advmod//69 väl//AB|POS//advmod//70 utvecklad//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//29 .//MAD//punct//3
6 Ledning och samordning av totalförsvarets FoU-verksamhet / Studiehierarki;En//DT|UTR|SIN|IND//det//1 tendens//NN|UTR|SIN|IND|NOM//nsubj//42 under//PP//case//4 senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//4 år//NN|NEU|PLU|IND|NOM//nmod//1 är//VB|PRS|AKT//cop//1 att//IE//mark//7 lägga//VB|INF|AKT//csubj//1 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//9 uppdrag//NN|NEU|PLU|IND|NOM//obj//7 på//PP//case//11 FOA//PM|NOM//nmod//9 ,//MID//punct//13 FMV//PM|NOM//conj//11 och//KN//cc//15 FHS//PM|NOM//conj//11 att//IE//mark//17 driva//VB|INF|AKT//acl//9 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//19 studier//NN|UTR|PLU|IND|NOM//obj//17 i//PP//case//21 samverkan//NN|UTR|SIN|IND|NOM//obl//17 och//KN//cc//24 med//PP//case//24 medverkan//NN|UTR|SIN|IND|NOM//conj//21 från//PP//case//26 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nmod//24 .//MAD//punct//1
6 Ledning och samordning av totalförsvarets FoU-verksamhet / Studiehierarki;Exempelvis//AB//advmod//29 har//VB|PRS|AKT//aux//42 FOA//PM|NOM//obj//29 i//PP//case//32 samverkan//NN|UTR|SIN|IND|NOM//obl//42 med//PP//case//34 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nmod//32 och//KN//cc//36 FMV//PM|NOM//conj//34 och//KN//cc//39 med//PP//case//39 medverkan//NN|UTR|SIN|IND|NOM//conj//34 från//PP//case//41 industrin//NN|UTR|SIN|DEF|NOM//nmod//39 bedrivit//VB|SUP|AKT//ROOT//42 en//DT|UTR|SIN|IND//det//45 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//45 studie//NN|UTR|SIN|IND|NOM//obj//42 inom//PP//case//49 ledningsområdet//NN|NEU|SIN|DEF|NOM//nmod:poss//49 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//49 teknik//NN|UTR|SIN|IND|NOM//nmod//45 för//PP//case//51 informationsöverläge//NN|NEU|SIN|IND|NOM//nmod//49 .//MAD//punct//42
6 Ledning och samordning av totalförsvarets FoU-verksamhet / Studiehierarki;Denna//DT|UTR|SIN|DEF//det//54 studie//NN|UTR|SIN|IND|NOM//nsubj:pass//55 kompletterades//VB|PRT|SFO//parataxis//42 nyligen//AB//advmod//55 med//PP//case//59 en//DT|UTR|SIN|IND//det//59 studie//NN|UTR|SIN|IND|NOM//obl//55 av//PP//case//62 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//62 teknik//NN|UTR|SIN|IND|NOM//nmod//59 för//PP//case//64 insats-/bekämpningsförmåga//AB|AN//nmod//62 .//MAD//punct//55
6 Ledning och samordning av totalförsvarets FoU-verksamhet / Studiehierarki;Som//KN//case//67 fortsättning//NN|UTR|SIN|IND|NOM//obj//72 på//PP//case//69 ledningsstudien//NN|UTR|SIN|DEF|NOM//nmod//67 har//VB|PRS|AKT//aux//72 FMV//PM|NOM//nsubj//72 fått//VB|SUP|AKT//conj//42 uppdrag//NN|NEU|SIN|IND|NOM//obj//72 att//IE//mark//80 i//PP//case//76 samverkan//NN|UTR|SIN|IND|NOM//obl//80 med//PP//case//79 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//79 parter//NN|UTR|PLU|IND|NOM//nmod//76 vidareutveckla//VB|INF|AKT//acl//73 den//DT|UTR|SIN|DEF//det//83 tekniska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//83 realiseringen//NN|UTR|SIN|DEF|NOM//obj//80 av//PP//case//85 det//DT|NEU|SIN|DEF//det//88 så//AB//advmod//87 kallade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//88 DBA-konceptet//NN|NEU|SIN|DEF|NOM//obl//80 (//PAD//punct//88 DBA//NN|AN//nmod//94 =//MID//punct//93 Dominant//PM|NOM//amod//93 Battlespace//PM|NOM//compound//94 Awareness//PM|NOM//appos//88 )//PAD//punct//88 .//MAD//punct//99
6 Ledning och samordning av totalförsvarets FoU-verksamhet / Studiehierarki;Detta//DT|NEU|SIN|DEF//det//98 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//99 utgör//VB|PRS|AKT//parataxis//42 ett//DT|NEU|SIN|IND//det//101 viktigt//JJ|POS|NEU|SIN|IND|NOM//obj//99 led//NN|NEU|SIN|IND|NOM//advcl//99 i//PP//case//104 framtagning//NN|UTR|SIN|IND|NOM//obl//102 av//PP//case//107 en//DT|UTR|SIN|IND//det//107 demonstration//NN|UTR|SIN|IND|NOM//nmod//104 av//PP//case//112 ett//DT|NEU|SIN|IND//det//112 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//112 operativt//JJ|POS|NEU|SIN|IND|NOM//amod//112 ledningssystem//NN|NEU|SIN|IND|NOM//nmod//107 med//PP//case//114 förmåga//NN|UTR|SIN|IND|NOM//nmod//112 till//PP//case//116 informations-//NN|UTR|-|-|SMS//nmod//114 och//KN//cc//118 ledningsöverläge//NN|NEU|SIN|IND|NOM//conj//116 i//PP//case//121 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//121 konfliktnivåer//NN|UTR|PLU|IND|NOM//nmod//114 .//MAD//punct//99
6 Ledning och samordning av totalförsvarets FoU-verksamhet / Studiehierarki;Inom//PP//case//124 FHS//PM|NOM//obl//125 pågår//VB|PRS|AKT//parataxis//99 sedan//PP//case//128 några//DT|UTR/NEU|PLU|IND//det//128 år//NN|NEU|PLU|IND|NOM//obl//125 ,//MID//punct//125 på//PP//case//131 uppdrag//NN|NEU|SIN|IND|NOM//obl//125 från//PP//case//133 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nmod//131 ,//MID//punct//136 ett//DT|NEU|SIN|IND//det//136 arbete//NN|NEU|SIN|IND|NOM//conj//131 inom//PP//case//138 området//NN|NEU|SIN|DEF|NOM//nmod//141 Rörlig//JJ|POS|UTR|SIN|IND|NOM//amod//141 Operativ//JJ|POS|UTR|SIN|IND|NOM//amod//141 Ledningsfunktion//NN|UTR|SIN|IND|NOM//nmod//136 ,//MID//punct//125 det//DT|NEU|SIN|DEF//det//145 s.k.//AB|AN//amod//145 ROLF-projektet//NN|NEU|SIN|DEF|NOM//appos//125 .//MAD//punct//42
6 Ledning och samordning av totalförsvarets FoU-verksamhet / Studiehierarki;Projektet//NN|NEU|SIN|DEF|NOM//nsubj//148 syftar//VB|PRS|AKT//parataxis//42 till//PP//mark//151 att//IE//mark//151 ge//VB|INF|AKT//advcl//148 underlag//NN|NEU|SIN|IND|NOM//obj//151 för//PP//case//160 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//160 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//160 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//160 och//KN//cc//158 rörliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//156 operativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//160 ledningsenheter//NN|UTR|PLU|IND|NOM//obl//151 genom//PP//mark//163 att//IE//mark//163 utveckla//VB|INF|AKT//advcl//151 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//165 arbetssätt//NN|NEU|PLU|IND|NOM//obj//163 och//KN//cc//167 utnyttja//VB|INF|AKT//conj//148 modern//JJ|POS|UTR|SIN|IND|NOM//amod//169 informationsteknologi//NN|UTR|SIN|IND|NOM//obj//167 .//MAD//punct//148
6 Ledning och samordning av totalförsvarets FoU-verksamhet / Studiehierarki;Projektet//NN|NEU|SIN|DEF|NOM//nsubj//174 har//VB|PRS|AKT//aux//174 hittills//AB//advmod//174 resulterat//VB|SUP|AKT//parataxis//148 i//PP//case//179 en//DT|UTR|SIN|IND//det//178 första//RO|NOM//amod//178 generationens//NN|UTR|SIN|DEF|GEN//nmod:poss//179 demonstrationsplattform//NN|UTR|SIN|IND|NOM//obl//174 ,//MID//punct//179 som//HP|-|-|-//nsubj:pass//183 skall//VB|PRS|AKT//aux//183 prövas//VB|INF|SFO//acl:relcl//179 och//KN//cc//185 utvärderas//VB|INF|SFO//conj//183 av//PP//case//187 OPIL//PM|NOM//obl:agent//185 .//MAD//punct//174
6 Ledning och samordning av totalförsvarets FoU-verksamhet / Studiehierarki;Parallellt//AB|POS//advmod//190 pågår//VB|PRS|AKT//parataxis//174 utveckling//NN|UTR|SIN|IND|NOM//nsubj//190 av//PP//case//195 nästa//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//194 generation//NN|UTR|SIN|IND|NOM//nmod:poss//195 ledningsenheter//NN|UTR|PLU|IND|NOM//nmod//191 ,//MID//punct//199 där//HA//advmod//199 tredimensionell//JJ|POS|UTR|SIN|IND|NOM//amod//199 teknik//NN|UTR|SIN|IND|NOM//appos//191 som//KN//mark//201 stöd//NN|NEU|SIN|IND|NOM//acl//199 för//PP//case//203 beslutsfattarna//NN|UTR|PLU|DEF|NOM//nmod//201 avses//VB|PRS|SFO//advcl//190 införas//VB|INF|SFO//xcomp//204 .//MAD//punct//174
6 Ledning och samordning av totalförsvarets FoU-verksamhet / Studiehierarki;6.2.3//RG|NOM//nummod//208 Ledning//NN|UTR|SIN|IND|NOM//parataxis//174 och//KN//cc//210 inriktning//NN|UTR|SIN|IND|NOM//conj//208 av//PP//case//212 FoU//NN|AN//nmod//210 för//PP//case//216 det//DT|NEU|SIN|DEF//det//216 militära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//216 försvaret//NN|NEU|SIN|DEF|NOM//nmod//210
6 Ledning och samordning av totalförsvarets FoU-verksamhet / Studiehierarki;Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 ledning//NN|UTR|SIN|IND|NOM//nsubj//12 och//KN//cc//3 inriktning//NN|UTR|SIN|IND|NOM//conj//1 av//PP//case//5 forskning//NN|UTR|SIN|IND|NOM//nmod//3 och//KN//cc//7 utveckling//NN|UTR|SIN|IND|NOM//conj//5 för//PP//case//11 det//DT|NEU|SIN|DEF//det//11 militära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//11 försvaret//NN|NEU|SIN|DEF|NOM//nmod//7 syftar//VB|PRS|AKT//ROOT//12 till//PP//mark//16 att//IE//mark//16 långsiktigt//AB|POS//advmod//16 skapa//VB|INF|AKT//advcl//12 den//DT|UTR|SIN|DEF//det//18 kunskap//NN|UTR|SIN|IND|NOM//obj//16 ,//MID//punct//20 kompetens//NN|UTR|SIN|IND|NOM//conj//18 och//KN//cc//22 teknik//NN|UTR|SIN|IND|NOM//conj//18 som//HP|-|-|-//nsubj:pass//24 erfordras//VB|PRS|SFO//acl:relcl//22 för//PP//mark//27 att//IE//mark//27 utveckla//VB|INF|AKT//advcl//24 förband//NN|NEU|PLU|IND|NOM//obj//27 och//KN//cc//30 funktioner//NN|UTR|PLU|IND|NOM//conj//28 med//PP//case//33 rätt//JJ|POS|UTR|SIN|IND|NOM//amod//33 kvalitet//NN|UTR|SIN|IND|NOM//obl//27 och//KN//cc//36 anpassad//PC|PRF|UTR|SIN|IND|NOM//amod//36 beredskap//NN|UTR|SIN|IND|NOM//conj//33 .//MAD//punct//12
6 Ledning och samordning av totalförsvarets FoU-verksamhet / Studiehierarki;Den//DT|UTR|SIN|DEF//det//40 förvärvade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//40 kunskapen//NN|UTR|SIN|DEF|NOM//nsubj:pass//43 och//KN//cc//42 kompetensen//NN|UTR|SIN|DEF|NOM//conj//40 utnyttjas//VB|PRS|SFO//parataxis//12 successivt//AB|POS//advmod//43 i//PP//case//46 studier//NN|UTR|PLU|IND|NOM//obl//43 ,//MID//punct//49 vid//PP//case//49 materielanskaffning//NN|UTR|SIN|IND|NOM//obl//43 ,//MID//punct//52 i//PP//case//52 utbildning//NN|UTR|SIN|IND|NOM//conj//49 och//KN//cc//58 i//PP//case//58 den//DT|UTR|SIN|DEF//det//58 löpande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//57 operativa//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//58 verksamheten//NN|UTR|SIN|DEF|NOM//conj//52 .//MAD//punct//12
6 Ledning och samordning av totalförsvarets FoU-verksamhet / Studiehierarki;Det//DT|NEU|SIN|DEF//det//2 övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 lednings-//NN|UTR|-|-|SMS//nsubj//11 och//KN//cc//4 inriktningsansvaret//NN|NEU|SIN|DEF|NOM//conj//2 för//PP//case//10 det//DT|NEU|SIN|DEF//det//8 militära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//8 försvarets//NN|NEU|SIN|DEF|GEN//nmod:poss//10 totala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 FoU-verksamhet//NN|UTR|SIN|IND|NOM//nmod//4 åvilar//VB|PRS|AKT//ROOT//11 i//PP//case//15 den//DT|UTR|SIN|DEF//det//15 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//15 ledningsorganisationen//NN|UTR|SIN|DEF|NOM//obl//11 för//PP//case//17 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nmod//15 den//DT|UTR|SIN|DEF//det//20 strategiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//20 ledningen//NN|UTR|SIN|DEF|NOM//obj//11 (//PAD//punct//20 STRA//PM|NOM//appos//20 )//PAD//punct//20 .//MAD//punct//11
