
FoU;Delbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 från//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 ”//PAD//punct//0 Översyn//NN|UTR|SIN|IND|NOM//appos//0 av//PP//case//6 forskning//NN|UTR|SIN|IND|NOM//nmod//4 och//KN//cc//8 utveckling//NN|UTR|SIN|IND|NOM//conj//6 inom//PP//case//10 totalförsvaret//NN|NEU|SIN|DEF|NOM//nmod//8 ”//RG|NOM//punct//0
8 Förändringsfaktorer;Skillnaden//NN|UTR|SIN|DEF|NOM//nsubj//7 i//PP//case//59 volym//NN|UTR|SIN|IND|NOM//nmod//57 eller//KN//cc//61 vikt//NN|UTR|SIN|IND|NOM//conj//59 mellan//PP//case//64 en//DT|UTR|SIN|IND//det//64 lösning//NN|UTR|SIN|IND|NOM//nmod//57 av//PP//case//68 en//DT|UTR|SIN|IND//det//68 viss//JJ|POS|UTR|SIN|IND|NOM//amod//68 uppgift//NN|UTR|SIN|IND|NOM//nmod//64 med//PP//case//70 militärspecifik//NN|UTR|SIN|IND|NOM//nmod//68 respektive//AB//advmod//7 med//PP//case//74 kommersiell//JJ|POS|UTR|SIN|IND|NOM//amod//74 teknologi//NN|UTR|SIN|IND|NOM//obl//7 ger//VB|PRS|AKT//conj//7 möjlighet//NN|UTR|SIN|IND|NOM//obj//75 att//IE//mark//78 höja//VB|INF|AKT//acl//76 den//DT|UTR|SIN|DEF//det//81 kommersiella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//81 lösningens//NN|UTR|SIN|DEF|GEN//nmod:poss//82 miljötålighet//NN|UTR|SIN|IND|NOM//obj//78 ,//MID//punct//78 t.ex.//AB|AN//advmod//86 genom//PP//case//86 inkapsling//NN|UTR|SIN|IND|NOM//obl//78 ,//MID//punct//90 eller//KN//cc//90 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//90 driftsäkerhet//NN|UTR|SIN|IND|NOM//conj//78 genom//PP//case//92 redundans//NN|UTR|SIN|IND|NOM//nmod//90 .//MAD//punct//7
8 Förändringsfaktorer;På//PP//case//96 detta//DT|NEU|SIN|DEF//det//96 sätt//NN|NEU|SIN|IND|NOM//obl//97 blir//VB|PRS|AKT//parataxis//7 nischen//NN|UTR|SIN|DEF|NOM//xcomp//97 för//PP//case//101 militärspecifik//NN|UTR|SIN|IND|NOM//nmod:poss//101 elektronik//NN|UTR|SIN|IND|NOM//nmod//98 successivt//AB|POS//advmod//104 allt//AB//advmod//104 mindre//AB|KOM//xcomp//97 .//MAD//punct//7
8 Förändringsfaktorer;För//PP//case//1 metoden//NN|UTR|SIN|DEF|NOM//obl//17 att//IE//mark//3 låta//VB|INF|AKT//acl//1 massmarknader//NN|UTR|PLU|IND|NOM//obj//3 driva//VB|INF|AKT//xcomp//3 teknikutvecklingen//NN|UTR|SIN|DEF|NOM//obj//5 även//AB//advmod//11 för//PP//case//11 kvalificerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//10 nischmarknaders//NN|UTR|PLU|IND|GEN//nmod:poss//11 behov//NN|NEU|PLU|IND|NOM//obl//5 ,//MID//punct//11 exempelvis//AB//advmod//14 försvarets//NN|NEU|SIN|DEF|GEN//appos//11 ,//MID//punct//17 har//VB|PRS|AKT//aux//17 myntats//VB|SUP|SFO//ROOT//17 begreppet//NN|NEU|SIN|DEF|NOM//nmod//19 spin-on//VB|PRS|AKT//nsubj:pass//17 .//MAD//punct//17
8 Förändringsfaktorer;Även//AB//advmod//22 alternativet//NN|NEU|SIN|DEF|NOM//nmod//23 spin-in//NN|NEU|SIN|IND|NOM//nsubj//25   //_SP////23 förekommer//VB|PRS|AKT//parataxis//17 .//MAD//punct//17
8 Förändringsfaktorer;I//PP//mark//4 båda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nsubj//4 de//DT|UTR/NEU|PLU|DEF//det//3 ovan//AB//advmod//4 diskuterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//6 fallen//NN|NEU|PLU|DEF|NOM//nsubj//4 handlar//VB|PRS|AKT//ROOT//6 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//6 ofta//AB|POS//advmod//6 om//PP//mark//11 att//IE//mark//11 uppnå//VB|INF|AKT//advcl//6 en//DT|UTR|SIN|IND//det//14 given//PC|PRF|UTR|SIN|IND|NOM//amod//14 funktionalitet//NN|UTR|SIN|IND|NOM//obj//11 till//PP//case//17 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//17 kostnad//NN|UTR|SIN|IND|NOM//obl//11 .//MAD//punct//6
8 Förändringsfaktorer;Ibland//AB//advmod//24 kan//VB|PRS|AKT//aux//24 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//24 också//AB//advmod//24 vara//VB|INF|AKT//cop//24 aktuellt//JJ|POS|NEU|SIN|IND|NOM//parataxis//6 att//IE//mark//26 göra//VB|INF|AKT//csubj//24 visst//JJ|POS|NEU|SIN|IND|NOM//amod//28 avkall//NN|NEU|SIN|IND|NOM//obj//26 på//PP//case//30 funktionalitet//NN|UTR|SIN|IND|NOM//obl//26 eller//KN//cc//32 prestanda//NN|UTR|PLU|IND|NOM//conj//30 för//PP//mark//39 att//IE//mark//39 genom//PP//case//37 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//37 styckekostnad//NN|UTR|SIN|IND|NOM//obl//39 kunna//VB|INF|AKT//aux//39 anskaffa//VB|INF|AKT//advcl//26 ett//DT|NEU|SIN|IND//det//41 objekt//NN|NEU|SIN|IND|NOM//obj//39 i//PP//case//44 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//44 exemplar//NN|NEU|PLU|IND|NOM//obl//39 ,//MID//punct//48 och//KN//cc//48 därmed//AB//advmod//48 få//VB|INF|AKT//conj//6 sammantaget//AB//obj//48 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//51 operativ//JJ|POS|UTR|SIN|IND|NOM//amod//52 effekt//NN|UTR|SIN|IND|NOM//obj//48 .//MAD//punct//6
8 Förändringsfaktorer;En//DT|UTR|SIN|IND//det//2 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 aspekt//NN|UTR|SIN|IND|NOM//nsubj//3 handlar//VB|PRS|AKT//ROOT//3 om//PP//case//5 möjligheterna//NN|UTR|PLU|DEF|NOM//obl//3 att//IE//mark//7 vidmakthålla//VB|INF|AKT//acl//5 ett//DT|NEU|SIN|IND//det//9 system//NN|NEU|SIN|IND|NOM//obj//7 över//PP//case//11 tiden//NN|UTR|SIN|DEF|NOM//nmod//9 .//MAD//punct//3
8 Förändringsfaktorer;Med//PP//case//15 militärspecifika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 lösningar//NN|UTR|PLU|IND|NOM//obl//18 måste//VB|PRS|AKT//aux//18 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//18 ske//VB|INF|AKT//parataxis//3 helt//AB|POS//advmod//18 genom//PP//case//23 försvarets//NN|NEU|SIN|DEF|GEN//nmod:poss//23 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 insatser//NN|UTR|PLU|IND|NOM//obl//18 .//MAD//punct//18
8 Förändringsfaktorer;För//PP//case//26 COTS-produkter//NN|UTR|PLU|IND|NOM//obl//3 svarar//VB|PRS|AKT//advcl//3 däremot//AB//advmod//27 en//DT|UTR|SIN|IND//det//30 leverantörsindustri//NN|UTR|SIN|IND|NOM//obj//27 med//PP//case//35 bred//JJ|POS|UTR|SIN|IND|NOM//amod//35 och//KN//cc//34 differentierad//PC|PRF|UTR|SIN|IND|NOM//conj//32 kundbas//NN|UTR|SIN|IND|NOM//nmod//30 för//PP//case//39 en//DT|UTR|SIN|IND//det//39 stor//JJ|POS|UTR|SIN|IND|NOM//amod//39 del//NN|UTR|SIN|IND|NOM//nmod//35 av//PP//case//42 dessa//DT|UTR/NEU|PLU|DEF//det//42 insatser//NN|UTR|PLU|IND|NOM//nmod//39 ,//MID//punct//3 och//KN//cc//45 erbjuder//VB|PRS|AKT//conj//3 möjligheter//NN|UTR|PLU|IND|NOM//obj//45 att//IE//mark//49 successivt//AB|POS//advmod//49 uppgradera//VB|INF|AKT//acl//46 systemets//NN|NEU|SIN|DEF|GEN//nmod:poss//51 egenskaper//NN|UTR|PLU|IND|NOM//obj//49 vart//VB|PRT|AKT//advmod//58 eftersom//SN//mark//58 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//55 generationer//NN|UTR|PLU|IND|NOM//nsubj:pass//58 av//PP//case//57 COTSkomponenter//NN|UTR|PLU|IND|NOM//nmod//55 introduceras//VB|PRS|SFO//advcl//49 på//PP//case//60 marknaden//NN|UTR|SIN|DEF|NOM//obl//58 .//MAD//punct//3
8 Förändringsfaktorer;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//63 innebär//VB|PRS|AKT//parataxis//3 att//SN//mark//67 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//67 kan//VB|PRS|AKT//aux//67 finnas//VB|INF|SFO//ccomp//63 skäl//NN|NEU|PLU|IND|NOM//obj//67 att//IE//mark//70 välja//VB|INF|AKT//acl//68 en//DT|UTR|SIN|IND//det//72 COTS-lösning//NN|UTR|SIN|IND|NOM//obj//70 ,//MID//punct//78 även//AB//mark//78 om//SN//fixed//74 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//78 initialt//AB|POS//advmod//78 innebär//VB|PRS|AKT//advcl//67 avkall//NN|NEU|SIN|IND|NOM//obj//78 på//PP//case//81 förmåga//NN|UTR|SIN|IND|NOM//obl//78 jämfört//PC|PRF|NEU|SIN|IND|NOM//case//86 med//PP//fixed//82 en//DT|UTR|SIN|IND//det//86 specialbyggd//PC|PRF|UTR|SIN|IND|NOM//amod//86 lösning//NN|UTR|SIN|IND|NOM//obl//78 .//MID//punct//78
8 Förändringsfaktorer;Ett//DT|NEU|SIN|IND//det//89 system//NN|NEU|SIN|IND|NOM//nsubj:pass//93 bör//VB|PRS|AKT//aux//93 ju//AB//advmod//93 inte//AB//advmod//93 värderas//VB|INF|SFO//parataxis//78 endast//AB//advmod//97 utifrån//PP//case//97 sin//PS|UTR|SIN|DEF//nmod:poss//97 förmåga//NN|UTR|SIN|IND|NOM//obl//93 som//KN//mark//99 nyanskaffat//NN|UTR|SIN|IND|NOM//acl//97 utan//KN//cc//103 över//PP//case//103 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//103 livscykeln//NN|UTR|SIN|DEF|NOM//obl//93 .//MAD//punct//63
8 Förändringsfaktorer;Ett//DT|NEU|SIN|IND//det//1 problem//NN|NEU|SIN|IND|NOM//ROOT//1 med//PP//mark//4 att//IE//mark//4 använda//VB|INF|AKT//acl//1 COTS//PM|NOM//obj//4 i//PP//case//8 militära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 system//NN|NEU|PLU|IND|NOM//nmod//5 är//VB|PRS|AKT//cop//1 att//SN//mark//14 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//14 i//PP//advmod//14 regel//NN|UTR|SIN|IND|NOM//fixed//12 har//VB|PRS|AKT//csubj//1 en//DT|UTR|SIN|IND//det//18 mycket//AB|POS//advmod//17 kortare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 produktlivslängd//NN|UTR|SIN|IND|NOM//obj//14 än//KN//mark//22 de//DT|UTR/NEU|PLU|DEF//det//22 militära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 systemen//NN|NEU|PLU|DEF|NOM//obl//14 .//MAD//punct//1
8 Förändringsfaktorer;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//25 blir//VB|PRS|AKT//parataxis//1 därför//AB//advmod//27 nödvändigt//JJ|POS|NEU|SIN|IND|NOM//xcomp//25 att//IE//mark//29 konstruera//VB|INF|AKT//acl//27 de//DT|UTR/NEU|PLU|DEF//det//32 militära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 systemen//NN|NEU|PLU|DEF|NOM//obj//29 i//PP//case//35 kortare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//35 cykler//NN|UTR|PLU|IND|NOM//obl//29 och//KN//cc//25 så//AB//mark//43 att//SN//fixed//37 utbyten//NN|NEU|PLU|IND|NOM//nsubj:pass//43 och//KN//cc//41 uppgraderingar//NN|UTR|PLU|IND|NOM//conj//39 kan//VB|PRS|AKT//aux//43 göras//VB|INF|SFO//advcl//25 på//PP//case//45 komponentnivå//NN|UTR|SIN|IND|NOM//obl//43 .//MAD//punct//25
8 Förändringsfaktorer;8.3.3//RG|NOM//parataxis//25 Materielförsörjning//NN|UTR|SIN|IND|NOM//nsubj//47 i//PP//case//50 nätverksekonomin//NN|UTR|SIN|DEF|NOM//nmod//48 ://MID//punct//47
8 Förändringsfaktorer;generella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 utvecklingstendenser//NN|UTR|PLU|IND|NOM//appos//47 i//PP//case//56 högteknologisk//JJ|POS|UTR|SIN|IND|NOM//amod//56 verksamhet//NN|UTR|SIN|IND|NOM//nmod//53
8 Förändringsfaktorer;Ett//DT|NEU|SIN|IND//det//2 tredje//RO|NOM//amod//2 skedet//NN|NEU|SIN|DEF|NOM//nsubj:pass//15 i//PP//case//7 den//DT|UTR|SIN|DEF//det//6 kommersiella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//6 teknologins//NN|UTR|SIN|DEF|GEN//nmod:poss//7 utmaning//NN|UTR|SIN|IND|NOM//nmod//2 av//PP//case//13 det//DT|NEU|SIN|DEF//det//11 kalla//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//11 krigets//NN|NEU|SIN|DEF|GEN//nmod:poss//13 militärindustriella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//13 mönster//NN|NEU|SIN|IND|NOM//nmod//7 kan//VB|PRS|AKT//aux//15 sammankopplas//VB|INF|SFO//ROOT//15 med//PP//case//18 centrala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 egenskaper//NN|UTR|PLU|IND|NOM//obl//15 i//PP//case//20 vad//HP|NEU|SIN|IND//nmod//18 som//HP|-|-|-//nsubj//22 brukar//VB|PRS|AKT//acl:relcl//20 benämnas//VB|INF|SFO//xcomp//22 den//DT|UTR|SIN|DEF//det//26 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//26 ekonomin//NN|UTR|SIN|DEF|NOM//nsubj:pass//23 ,//MID//punct//28 nätverksekonomin//NN|UTR|SIN|DEF|NOM//conj//26 och//KN//cc//30 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//26 .//MAD//punct//15
8 Förändringsfaktorer;Nätverksekonomin//PM|NOM//nsubj//37 är//VB|PRS|AKT//cop//37 en//DT|UTR|SIN|IND//det//37 särskilt//AB//advmod//36 adekvat//JJ|POS|UTR|SIN|IND|NOM//amod//37 benämning//NN|UTR|SIN|IND|NOM//parataxis//15 eftersom//SN//mark//43 nätverk//NN|NEU|PLU|IND|NOM//nsubj//43 är//VB|PRS|AKT//cop//43 en//DT|UTR|SIN|IND//det//43 viktig//JJ|POS|UTR|SIN|IND|NOM//amod//43 aspekt//NN|UTR|SIN|IND|NOM//acl//37 på//PP//case//46 det//DT|NEU|SIN|DEF//det//46 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//nmod//43 både//KN//cc//52 på//PP//case//52 teknisk//JJ|POS|UTR|SIN|IND|NOM//amod//52 och//KN//cc//51 affärsorganisatorisk//JJ|POS|UTR|SIN|IND|NOM//conj//49 nivå//NN|UTR|SIN|IND|NOM//conj//46 .//MAD//punct//37
8 Förändringsfaktorer;Att//IE//mark//1 åstadkomma//VB|INF|AKT//csubj//6 fungerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//3 kommunikation//NN|UTR|SIN|IND|NOM//obj//1 mellan//PP//case//5 delsystem//NN|NEU|PLU|IND|NOM//nmod//3 har//VB|PRS|AKT//ROOT//6 alltsedan//PP//nsubj//6 tillkomsten//NN|UTR|SIN|DEF|NOM//obj//6 av//PP//case//10 informationsteknologin//NN|UTR|SIN|DEF|NOM//nmod//8 ,//MID//punct//25 och//KN//cc//25 de//DT|UTR/NEU|PLU|DEF//det//15 komplexa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 tilllämpningar//NN|UTR|PLU|IND|NOM//nsubj//25 den//DT|UTR|SIN|DEF//nsubj//17 möjliggjorde//PC|PRF|MAS|SIN|DEF|NOM//amod//25 ,//MID//punct//25 varit//VB|SUP|AKT//cop//25 ett//DT|NEU|SIN|IND//det//25 centralt//JJ|POS|NEU|SIN|IND|NOM//amod//25 och//KN//cc//24 ofta//AB|POS//advmod//24 avgörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//25 utvecklingshinder//NN|UTR|PLU|IND|NOM//conj//6 .//MAD//punct//6
8 Förändringsfaktorer;Genom//PP//mark//35 att//SN//mark//35 IT-utvecklingen//NN|UTR|SIN|DEF|NOM//nsubj//35 under//PP//case//34 de//DT|UTR/NEU|PLU|DEF//det//34 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//34 två//RG|NOM//nummod//34 årtiondena//NN|NEU|PLU|DEF|NOM//nmod//29 gått//VB|SUP|AKT//advcl//6 mot//PP//case//42 ett//DT|NEU|SIN|IND//det//39 litet//JJ|POS|NEU|SIN|IND|NOM//amod//39 antal//NN|NEU|SIN|IND|NOM//nmod//40 standardplattformar//NN|UTR|PLU|IND|NOM//obl//42 spridda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advmod//42 globalt//AB|POS//obl//35 och//KN//cc//49 i//PP//case//46 alla//DT|UTR/NEU|PLU|IND/DEF//det//46 tillämpningar//NN|UTR|PLU|IND|NOM//obl//49 har//VB|PRS|AKT//aux//49 vi//PN|UTR|PLU|DEF|SUB//nsubj//49 fått//VB|SUP|AKT//conj//35 radikalt//AB|POS//advmod//51 förbättrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//52 möjligheter//NN|UTR|PLU|IND|NOM//obj//49 att//IE//mark//54 kommunicera//VB|INF|AKT//acl//52 över//PP//case//62 både//KN//cc//57 tekniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//62 ,//MID//punct//59 organisatoriska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//62 och//KN//cc//61 geografiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//59 gränser//NN|UTR|PLU|IND|NOM//obl//54 .//MID//punct//35
8 Förändringsfaktorer;Särskilt//AB//advmod//65 viktigt//JJ|POS|NEU|SIN|IND|NOM//appos//35 är//VB|PRS|AKT//cop//65 att//SN//mark//70 1990-talets//NN|NEU|SIN|DEF|GEN//nmod:poss//69 Internetrevolution//NN|UTR|SIN|IND|NOM//nsubj//70 gav//VB|PRT|AKT//csubj//65 en//DT|UTR|SIN|IND//det//73 enhetlig//JJ|POS|UTR|SIN|IND|NOM//amod//73 nätverksstandard//NN|UTR|SIN|IND|NOM//obj//70 för//PP//case//77 nästan//AB//advmod//76 alla//DT|UTR/NEU|PLU|IND/DEF//det//77 tillämpningsområden//NN|NEU|PLU|IND|NOM//obl//70 .//MAD//punct//6
8 Förändringsfaktorer;Denna//DT|UTR|SIN|DEF//det//1 utveckling//NN|UTR|SIN|IND|NOM//nsubj//3 har//VB|PRS|AKT//aux//3 skapat//VB|SUP|AKT//ROOT//3 en//DT|UTR|SIN|IND//det//5 förändringspotential//NN|UTR|SIN|IND|NOM//obj//3 som//HP|-|-|-//nsubj//11 ännu//AB//advmod//11 till//PP//case//10 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//10 del//NN|UTR|SIN|IND|NOM//obl//11 återstår//VB|PRS|AKT//acl:relcl//5 att//IE//mark//13 utnyttja//VB|INF|AKT//csubj//11 .//MID//punct//3
8 Förändringsfaktorer;Inte//AB//advmod//16 minst//AB|SUV//advmod//17 gäller//VB|PRS|AKT//parataxis//3 detta//PN|NEU|SIN|DEF|SUB/OBJ//det//19 möjligheter//NN|UTR|PLU|IND|NOM//obj//17 att//IE//mark//22 snabbt//AB|POS//advmod//22 ta//VB|INF|AKT//acl//19 fram//PL//compound:prt//22 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 produkter//NN|UTR|PLU|IND|NOM//obj//22 och//KN//cc//27 tjänster//NN|UTR|PLU|IND|NOM//conj//25 .//MAD//punct//3
8 Förändringsfaktorer;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//34 kan//VB|PRS|AKT//aux//34 förstås//VB|INF|SFO//advmod//34 på//PP//case//34 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//34 sätt//NN|NEU|SIN|IND|NOM//parataxis//3 .//MAD//punct//34
8 Förändringsfaktorer;Att//IE//mark//1 kombinera//VB|INF|AKT//csubj//13 redan//AB//advmod//3 existerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//4 element//NN|NEU|PLU|IND|NOM//obj//1 på//PP//case//7 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 sätt//NN|NEU|PLU|IND|NOM//nmod//4 har//VB|PRS|AKT//aux//13 alltid//AB//advmod//13 varit//VB|SUP|AKT//cop//13 en//DT|UTR|SIN|IND//det//13 central//JJ|POS|UTR|SIN|IND|NOM//amod//13 metod//NN|UTR|SIN|IND|NOM//ROOT//13 för//PP//case//15 innovation//NN|UTR|SIN|IND|NOM//obl//13 .//MAD//punct//13
8 Förändringsfaktorer;IT-utvecklingen//NN|UTR|SIN|DEF|NOM//nsubj//22 har//VB|PRS|AKT//aux//22 på//PP//case//21 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//21 sätt//NN|NEU|PLU|IND|NOM//obl//22 gjort//VB|SUP|AKT//parataxis//13 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//22 väsentligt//AB|POS//advmod//25 mer//AB|KOM//advmod//26 lättframkomligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//22 .//MAD//punct//22
8 Förändringsfaktorer;För//PP//case//2 det//DT|NEU|SIN|DEF//det//2 första//RO|NOM//obl//3 gäller//VB|PRS|AKT//ROOT//3 det//DT|NEU|SIN|DEF//det//6 ökade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//6 möjligheter//NN|UTR|PLU|IND|NOM//obj//3 att//IE//mark//8 simulera//VB|INF|AKT//acl//6 tänkbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//11 systemlösningar//NN|UTR|PLU|IND|NOM//obj//8 genom//PP//mark//16 att//IE//mark//16 med//PP//case//15 nätverksteknologi//NN|UTR|SIN|IND|NOM//obl//16 länka//VB|INF|AKT//advcl//8 ihop//PL//compound:prt//16 moduler//NN|UTR|PLU|IND|NOM//obj//16 som//HP|-|-|-//nsubj//20 beskriver//VB|PRS|AKT//acl:relcl//18 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 möjliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 delsystem//NN|NEU|PLU|IND|NOM//obj//20 ,//MID//punct//20 att//IE//mark//26 experimentera//VB|INF|AKT//advcl//20 med//PP//case//29 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 systemutformningar//NN|UTR|PLU|IND|NOM//obl//26 och//KN//cc//31 ta//VB|INF|AKT//conj//26 fram//PL//compound:prt//31 underlag//NN|NEU|SIN|IND|NOM//obj//31 för//PP//case//35 realisering//NN|UTR|SIN|IND|NOM//nmod//33 av//PP//case//39 ett//DT|NEU|SIN|IND//det//39 ev.//AB|AN//amod//39 system//NN|NEU|SIN|IND|NOM//nmod//35 .//MAD//punct//3
8 Förändringsfaktorer;Simuleringarna//NN|UTR|PLU|DEF|NOM//nsubj//44 kan//VB|PRS|AKT//aux//44 också//AB//advmod//44 omfatta//VB|INF|AKT//parataxis//3 utveckling//NN|UTR|SIN|IND|NOM//obj//44 av//PP//case//50 –//RG|NOM//punct//50 och//KN//cc//50 senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//50 utbildning//NN|UTR|SIN|IND|NOM//obl//44 på//PP//case//50 –//RG|NOM//punct//53 användningssätt//NN|NEU|PLU|IND|NOM//nmod//50 för//PP//case//55 systemet//NN|NEU|SIN|DEF|NOM//nmod//53 ,//MID//punct//57 typiskt//JJ|POS|NEU|SIN|IND|NOM//amod//53 i//PP//case//59 samverkan//NN|UTR|SIN|IND|NOM//obl//57 med//PP//case//62 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//62 system//NN|NEU|PLU|IND|NOM//nmod//59 (//PAD//punct//53 militärt//AB|POS//appos//53 i//PP//case//66 form//NN|UTR|SIN|IND|NOM//nmod//64 av//PP//case//71 taktiskt//JJ|POS|NEU|SIN|IND|NOM//amod//71 eller//KN//cc//70 operativt//JJ|POS|NEU|SIN|IND|NOM//conj//68 koncept//NN|NEU|SIN|IND|NOM//nmod//66 )//PAD//punct//53 .//MAD//punct//44
8 Förändringsfaktorer;För//PP//case//2 det//DT|NEU|SIN|DEF//det//2 andra//RO|NOM//obl//3 gäller//VB|PRS|AKT//ROOT//3 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//3 att//IE//mark//11 över//PP//case//10 organisatoriska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 och//KN//cc//9 geografiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//7 gränser//NN|UTR|PLU|IND|NOM//obl//11 hålla//VB|INF|AKT//csubj//3 samman//PL//compound:prt//11 utveckling//NN|UTR|SIN|IND|NOM//obj//11 och//KN//cc//15 realisering//NN|UTR|SIN|IND|NOM//conj//13 –//RG|NOM//punct//11 i//PP//case//20 form//NN|UTR|SIN|IND|NOM//fixed//17 av//PP//fixed//17 dataprogram//NN|NEU|SIN|IND|NOM//obl//11 ,//MID//punct//23 kemisk//JJ|POS|UTR|SIN|IND|NOM//amod//23 substans//NN|UTR|SIN|IND|NOM//conj//20 ,//MID//punct//26 mekanisk//JJ|POS|UTR|SIN|IND|NOM//amod//26 konstruktion//NN|UTR|SIN|IND|NOM//conj//20 etc.//AB|AN//nmod//26 –//PAD//punct//31 av//PP//case//31 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 delsystem//NN|NEU|PLU|IND|NOM//conj//20 ,//MID//punct//37 och//KN//cc//37 att//IE//mark//37 snabbt//AB|POS//advmod//37 kunna//VB|INF|AKT//aux//37 sätta//VB|INF|AKT//conj//11 samman//PL//compound:prt//37 de//DT|UTR/NEU|PLU|DEF//det//41 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//41 delsystemen//NN|NEU|PLU|DEF|NOM//obj//37 till//PP//case//45 en//DT|UTR|SIN|IND//det//45 fungerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//45 helhet//NN|UTR|SIN|IND|NOM//obl//37 .//MAD//punct//3
