Frågor och svar;2014-06-26//RG|NOM//ROOT//0
Svar:;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//7 finns//VB|PRS|SFO//parataxis//0 inga//DT|UTR/NEU|PLU|IND//det//9 uppgifter//NN|UTR|PLU|IND|NOM//nsubj//7 om//PP//mark//15 hur//HA//advmod//12 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 konsumenter//NN|UTR|PLU|IND|NOM//dislocated//15 som//HP|-|-|-//nsubj//15 gör//VB|PRS|AKT//acl//9 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//15 ,//MID//punct//7 och//KN//cc//27 hur//HA//advmod//27 i//PP//case//23 hur//HA//advmod//22 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 fall//NN|NEU|PLU|IND|NOM//obl//27 som//HP|-|-|-//advmod//26 konsumenten//NN|UTR|SIN|DEF|NOM//nsubj//26 lyckas//VB|PRS|SFO//acl:relcl//23 få//VB|INF|AKT//conj//7 rättelse//NN|UTR|SIN|IND|NOM//obj//27 av//PP//case//30 näringsidkare//NN|UTR|PLU|IND|NOM//nmod//28 genom//PP//case//33 tvångsvis//AB//amod//33 verkställighet//NN|UTR|SIN|IND|NOM//obl//27 .//MAD//punct//7
Svar:;Men//KN//cc//46 enligt//PP//case//38 muntliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//38 uppgifter//NN|UTR|PLU|IND|NOM//obl//46 från//PP//case//40 Danmark//PM|NOM//nmod//38 och//KN//cc//42 Norge//PM|NOM//conj//40 är//VB|PRS|AKT//cop//46 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//46 relativt//AB|POS//advmod//46 ovanligt//JJ|POS|NEU|SIN|IND|NOM//conj//7 .//MAD//punct//7
Svar:;Uppgifterna//NN|UTR|PLU|DEF|NOM//nsubj//5 från//PP//case//2 Danmark//PM|NOM//nmod//0 och//KN//cc//4 Norge//PM|NOM//conj//2 ger//VB|PRS|AKT//ROOT//5 alltså//AB//advmod//5 inget//DT|NEU|SIN|IND//det//8 stöd//NN|NEU|SIN|IND|NOM//obj//5 för//PP//mark//19 att//SN//mark//19 en//DT|UTR|SIN|IND//det//12 reform//NN|UTR|SIN|IND|NOM//nsubj//19 till//PP//case//15 bindande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//15 beslut//NN|NEU|SIN|IND|NOM//nmod//12 från//PP//case//17 ARN//PM|NOM//nmod//15 skulle//VB|PRT|AKT//aux//19 leda//VB|INF|AKT//advcl//5 till//PP//mark//24 att//SN//mark//24 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//23 näringsidkare//NN|UTR|PLU|IND|NOM//nsubj//24 följde//VB|PRT|AKT//advcl//19 ARN//PM|NOM//obj//24 ://MID//punct//25 s//PM|GEN//amod//28 beslut//NN|NEU|SIN|IND|NOM//obj//24 .//MAD//punct//5
Svar:;Vad//HP|NEU|SIN|IND//obj//35 vi//PN|UTR|PLU|DEF|SUB//nsubj//30 däremot//AB//advmod//30 med//PP//case//34 säkerhet//NN|UTR|SIN|IND|NOM//nmod//30 vet//VB|PRS|AKT//ccomp//5 är//VB|PRS|AKT//cop//35 att//SN//mark//49 de//DT|UTR/NEU|PLU|DEF//det//40 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 kostnaderna//NN|UTR|PLU|DEF|NOM//nsubj//49 för//PP//case//42 tvistlösningen//NN|UTR|SIN|DEF|NOM//nmod//40 i//PP//case//44 Danmark//PM|NOM//nmod//42 och//KN//cc//46 Norge//PM|NOM//conj//44 är//VB|PRS|AKT//cop//49 betydligt//AB//advmod//49 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//ccomp//35 än//KN//case//53 det//DT|NEU|SIN|DEF//det//52 allmännas//JJ|POS|UTR/NEU|SIN|DEF|GEN//nmod:poss//53 kostnader//NN|UTR|PLU|IND|NOM//obl//49 för//PP//case//55 tvistlösningen//NN|UTR|SIN|DEF|NOM//nmod//53 vid//PP//case//57 ARN//PM|NOM//nmod//55 och//KN//cc//64 att//SN//mark//64 systemen//NN|NEU|PLU|DEF|NOM//nsubj//64 där//AB//advmod//64 är//VB|PRS|AKT//cop//64 mer//AB|KOM//advmod//64 formella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//49 ,//MID//punct//64 bl.a.//AB|AN//advmod//68 med//PP//case//68 delgivning//NN|UTR|SIN|IND|NOM//obl//64 av//PP//case//70 handlingar//NN|UTR|PLU|IND|NOM//nmod//68 .//MAD//punct//35
Svar:;En//DT|UTR|SIN|IND//det//73 jämförelse//NN|UTR|SIN|IND|NOM//nsubj//80 med//PP//case//75 kostnaderna//NN|UTR|PLU|DEF|NOM//nmod//73 i//PP//case//77 Danmark//PM|NOM//nmod//75 och//KN//cc//79 Norge//PM|NOM//conj//77 visar//VB|PRS|AKT//conj//35 att//SN//mark//90 en//DT|UTR|SIN|IND//det//83 övergång//NN|UTR|SIN|IND|NOM//nsubj//90 till//PP//case//86 bindande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//86 beslut//NN|NEU|SIN|IND|NOM//nmod//83 från//PP//case//88 ARN//PM|NOM//nmod//86 skulle//VB|PRT|AKT//aux//90 medföra//VB|INF|AKT//ccomp//80 att//SN//mark//94 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//93 statens//NN|UTR|SIN|DEF|GEN//nmod:poss//94 kostnader//NN|UTR|PLU|IND|NOM//nsubj:pass//100 för//PP//case//96 tvistlösningen//NN|UTR|SIN|DEF|NOM//nmod//94 vid//PP//case//98 ARN//PM|NOM//nmod//96 skulle//VB|PRT|AKT//aux//100 fördubblas//VB|INF|SFO//ccomp//90 ,//MID//punct//106 eller//KN//cc//106 till//AB//advmod//106 och//KN//fixed//103 med//AB//fixed//103 tredubblas//VB|PRS|SFO//conj//100 .//MAD//punct//5
Svar:;9//RG|NOM//nummod//2 .//MAD//punct//0
Svar:;Fråga//NN|UTR|SIN|IND|NOM//ROOT//2 ://MID//punct//2
Svar:; //_SP////3 Varför//HA//advmod//13 kan//VB|PRS|AKT//aux//13 inte//AB//advmod//13 ARN//PM|NOM//nsubj//13 eller//KN//cc//12 någon//DT|UTR|SIN|IND//det//12 annan//JJ|POS|UTR|SIN|IND|NOM//amod//12 myndighet//NN|UTR|SIN|IND|NOM//conj//8 publicera//VB|INF|AKT//parataxis//2 en//DT|UTR|SIN|IND//det//15 lista//NN|UTR|SIN|IND|NOM//obj//13 med//PP//case//17 namn//NN|NEU|SIN|IND|NOM//nmod//15 på//PP//case//19 näringsidkare//NN|UTR|PLU|IND|NOM//obl//13 som//HP|-|-|-//nsubj//22 inte//AB//advmod//22 följer//VB|PRS|AKT//acl:relcl//19 ARN//PM|NOM//obj//22 ://MID//punct//13 s//PP//nummod//26 rekommendationer//NN|UTR|PLU|IND|NOM//appos//13 ,//MID//punct//29 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//29 tidningen//NN|UTR|SIN|DEF|NOM//conj//26 Råd//NN|NEU|PLU|IND|NOM//conj//26 &//KN|AN//cc//32 Rön//PM|NOM//conj//30 ://MID//punct//26
Svar:;"s//NN|AN//nummod//37 ""//PAD//punct//37 Svarta//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//37 lista//NN|UTR|SIN|IND|NOM//appos//26 ""//PAD//punct//37 ?//MAD//punct//2"
Svar:;Svar//NN|NEU|SIN|IND|NOM//ROOT//0 ://MID//punct//0
Svar:; //_SP////1 Vi//PN|UTR|PLU|DEF|SUB//nsubj//4 anser//VB|PRS|AKT//parataxis//0 att//SN//mark//9 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//9 skulle//VB|PRT|AKT//aux//9 vara//VB|INF|AKT//cop//9 olämpligt//JJ|POS|NEU|SIN|IND|NOM//ccomp//4 och//KN//cc//11 strida//VB|INF|AKT//conj//9 mot//PP//case//15 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 offentligrättsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 principer//NN|UTR|PLU|IND|NOM//obl//11 om//PP//case//17 objektivitet//NN|NEU|SIN|IND|NOM//nmod//15 och//KN//cc//19 likabehandling//NN|UTR|SIN|IND|NOM//conj//17 om//PP//case//22 en//DT|UTR|SIN|IND//det//22 myndighet//NN|UTR|SIN|IND|NOM//nsubj//23 publicerade//VB|PRT|AKT//conj//9 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 näringsidkare//NN|UTR|PLU|IND|NOM//obj//23 med//PP//case//27 namn//NN|NEU|SIN|IND|NOM//nmod//25 på//PP//case//30 det//DT|NEU|SIN|DEF//det//30 sättet//NN|NEU|SIN|DEF|NOM//obl//23 .//MAD//punct//4
Svar:;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//35 är//VB|PRS|AKT//cop//35 däremot//AB//advmod//35 mycket//PN|NEU|SIN|IND|SUB/OBJ//parataxis//4 som//HP|-|-|-//nsubj//37 talar//VB|PRS|AKT//acl:cleft//35 för//PP//mark//53 att//SN//mark//53 tidningen//NN|UTR|SIN|DEF|NOM//nmod//41 Råd//PP//nsubj//53 &//KN|AN//cc//43 Rön//PM|NOM//conj//41 ://MID//punct//41
Svar:;"s//NN|NEU|SIN|IND|GEN//nummod//46 publicering//NN|UTR|SIN|IND|NOM//appos//41 av//PP//case//50 ""//PAD//punct//50 Svarta//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//50 listan//NN|UTR|SIN|DEF|NOM//nmod//46 ""//PAD//punct//46 ,//MID//punct//41 bidrar//VB|PRS|AKT//advcl//37 positivt//AB|POS//obj//53 till//PP//case//56 efterlevnaden//NN|UTR|SIN|DEF|NOM//obl//53 av//PP//case//58 ARN//PM|NOM//nmod//56 ://MID//punct//58 s//PM|GEN//case//61 beslut//NN|NEU|SIN|IND|NOM//nmod//56 .//MAD//punct//4"
Svar:;Vi//PN|UTR|PLU|DEF|SUB//nsubj//64 tycker//VB|PRS|AKT//parataxis//4 därför//AB//advmod//64 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//68 är//VB|PRS|AKT//cop//68 bra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ccomp//64 att//SN//mark//81 Råd//NN|NEU|PLU|IND|NOM//nsubj//81 &//KN|AN//cc//72 Rön//PM|NOM//conj//70 ,//MID//punct//76 under//PP//case//76 sitt//PS|NEU|SIN|DEF//nmod:poss//76 publicistiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//conj//70 och//KN//cc//79 pressetiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//79 ansvar//NN|NEU|SIN|IND|NOM//conj//76 ,//MID//punct//70 fortsätter//VB|PRS|AKT//csubj//68 att//IE//mark//83 publicera//VB|INF|AKT//xcomp//81 listan//NN|UTR|SIN|DEF|NOM//obj//83 .//MAD//punct//64
Svar:;Konsumentverket//NN|NEU|SIN|DEF|NOM//parataxis//64 bör//VB|PRS|AKT//aux//92 också//AB//advmod//92 ,//MID//punct//88 såsom//HA//mark//92 redan//AB//advmod//92 görs//VB|PRS|SFO//conj//4 ,//MID//punct//94 upplysa//VB|INF|AKT//conj//4 om//PP//case//96 Råd//NN|NEU|PLU|IND|NOM//obl//94 &//KN|AN//cc//98 Rön//NN|NEU|PLU|IND|NOM//conj//96 ://MID//punct//96
Svar:;s//NN|AN//nummod//101 lista//NN|UTR|SIN|IND|NOM//appos//96 på//PP//case//104 sin//PS|UTR|SIN|DEF//nmod:poss//104 webbsida//NN|UTR|SIN|IND|NOM//nmod//101 och//KN//cc//108 i//PP//case//108 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//108 sammanhang//NN|NEU|PLU|IND|NOM//conj//101 ,//MID//punct//108 t.ex.//AB|AN//advmod//114 via//PP//case//114 den//DT|UTR|SIN|DEF//det//114 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//114 konsumentupplysningstjänsten//NN|UTR|SIN|DEF|NOM//nmod//108 som//HP|-|-|-//nsubj//117 ska//VB|PRS|AKT//aux//117 starta//VB|INF|AKT//acl:relcl//114 nästa//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//119 år//NN|NEU|SIN|IND|NOM//obl//117 .//MAD//punct//4
Svar:;10//RG|NOM//discourse//2 .//MAD//punct//0
Svar:;Fråga//NN|UTR|SIN|IND|NOM//ROOT//2 ://MID//punct//2
Svar:; //_SP////3 Vad//HP|NEU|SIN|IND//obj//6 har//VB|PRS|AKT//acl:relcl//2 utredningen//NN|UTR|SIN|DEF|NOM//obj//6 för//PP//case//9 förslag//NN|NEU|SIN|IND|NOM//obl//6 för//PP//case//14 att//IE//fixed//10 ytterligare//AB|KOM//advmod//13 förbättra//VB|INF|AKT//amod//14 följsamheten//NN|UTR|SIN|DEF|NOM//nmod//9 till//PP//case//16 ARN//PM|NOM//nmod//14 ://MID//punct//6 s//JJ|AN//amod//19 beslut//NN|NEU|SIN|IND|NOM//nmod//2 ?//MAD//punct//2
Svar:;Svar//NN|NEU|SIN|IND|NOM//nsubj//11 ://MID//punct//0
Svar:; //_SP////1 Följsamheten//NN|UTR|SIN|DEF|NOM//appos//0 till//PP//case//5 ARN//PM|NOM//nmod//3 ://MID//punct//3 s//JJ|AN//nummod//8 beslut//NN|NEU|SIN|IND|NOM//nmod//3 är//VB|PRS|AKT//cop//11 redan//AB//advmod//11 god//JJ|POS|UTR|SIN|IND|NOM//ROOT//11 .//MAD//punct//11
Svar:;De//DT|UTR/NEU|PLU|DEF//det//15 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//15 åren//NN|NEU|PLU|DEF|NOM//appos//11 har//VB|PRS|AKT//aux//19 följsamheten//NN|UTR|SIN|DEF|NOM//nsubj//19 slutligt//AB|POS//advmod//19 legat//VB|SUP|AKT//conj//11 på//PP//case//23 cirka//AB//advmod//22 80//RG|NOM//nummod//23 procent//NN|UTR|PLU|IND|NOM//obl//19 .//MAD//punct//19
Svar:;Cirka//AB//advmod//26 75//RG|NOM//nummod//27 procent//NN|UTR|PLU|IND|NOM//parataxis//19 (//PAD//punct//27 76//RG|NOM//nummod//30 procent//NN|UTR|PLU|IND|NOM//appos//27 2012//RG|NOM//nummod//30 och//KN//cc//35 74//RG|NOM//nummod//34 procent//NN|UTR|PLU|IND|NOM//nmod//35 2013//RG|NOM//nummod//27 )//PAD//punct//27 av//PP//case//38 näringsidkarna//NN|UTR|PLU|DEF|NOM//obl//19 följer//VB|PRS|AKT//conj//11 ARN//PM|NOM//nsubj//39 ://MID//punct//39 s//PP//nummod//43 rekommendationer//NN|UTR|PLU|IND|NOM//appos//11 efter//PP//case//46 nämndens//NN|UTR|SIN|DEF|GEN//nmod:poss//46 avgörande//NN|NEU|SIN|IND|NOM//nmod//43 .//MAD//punct//43
Svar:;Efter//PP//case//50 tidningen//NN|UTR|SIN|DEF|NOM//nmod//50 Råd//NN|NEU|PLU|IND|NOM//nmod//43 &//KN|AN//cc//52 Rön//PM|NOM//conj//50 ://MID//punct//50
Svar:;"s//NN|NEU|SIN|IND|GEN//nummod//55 uppföljning//NN|UTR|SIN|IND|NOM//nmod//43 -//MID//punct//55 som//HP|-|-|-//nsubj//59 bl.a.//AB|AN//advmod//59 innebär//VB|PRS|AKT//acl:relcl//55 att//SN//mark//62 tidningen//NN|UTR|SIN|DEF|NOM//nsubj//62 kontaktar//VB|PRS|AKT//ccomp//59 näringsidkare//NN|UTR|PLU|IND|NOM//obj//62 som//HP|-|-|-//nsubj//66 inte//AB//advmod//66 följt//VB|SUP|AKT//acl:relcl//63 beslutet//NN|NEU|SIN|DEF|NOM//obj//66 och//KN//cc//69 informerar//VB|PRS|AKT//conj//62 om//PP//compound:prt//69 att//SN//mark//76 näringsidkarens//NN|UTR|SIN|DEF|GEN//nmod:poss//73 namn//NN|NEU|SIN|IND|NOM//nsubj:pass//76 kommer//VB|PRS|AKT//aux//76 att//IE//mark//76 publiceras//VB|INF|SFO//ccomp//69 på//PP//case//80 ""//PAD//punct//80 Svarta//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//80 listan//NN|UTR|SIN|DEF|NOM//obl//76 ""//PAD//punct//55 -//MID//punct//83 väljer//VB|PRS|AKT//conj//11 ytterligare//AB|KOM//advmod//85 5-7//RG|NOM//nummod//86 procent//NN|UTR|PLU|IND|NOM//nsubj//83 av//PP//case//88 näringsidkarna//NN|UTR|PLU|DEF|NOM//nmod//86 att//IE//mark//90 följa//VB|INF|AKT//advcl//83 rekommendationen//NN|UTR|SIN|DEF|NOM//obj//90 .//MAD//punct//11"
Svar:;För//PP//mark//6 att//SN//fixed//0 ännu//AB//advmod//3 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//4 näringsidkare//NN|UTR|PLU|IND|NOM//nsubj//6 ska//VB|PRS|AKT//aux//6 följa//VB|INF|AKT//advcl//11 ARN//PM|NOM//obj//6 ://MID//punct//7 s//JJ|AN//case//10 beslut//NN|NEU|SIN|IND|NOM//obj//6 föreslår//VB|PRS|AKT//ROOT//11 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//11 att//SN//mark//16 ARN//PM|NOM//nsubj//16 ska//VB|PRS|AKT//aux//16 vidta//VB|INF|AKT//ccomp//11 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 förtroendeskapande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//19 åtgärder//NN|UTR|PLU|IND|NOM//obj//16 gentemot//PP//case//21 näringslivet//NN|NEU|SIN|DEF|NOM//obl//16 .//MAD//punct//11
Svar:;Exempelvis//AB//advmod//26 ska//VB|PRS|AKT//aux//26 ARN//PM|NOM//nsubj//26 kontakta//VB|INF|AKT//parataxis//11 branscher//NN|UTR|PLU|IND|NOM//obj//26 där//HA//advmod//33 följsamheten//NN|UTR|SIN|DEF|NOM//nsubj//33 inte//AB//advmod//33 är//VB|PRS|AKT//cop//33 så//AB//advmod//33 hög//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//27 och//KN//cc//35 förklara//VB|INF|AKT//conj//33 hur//HA//advmod//41 ARN//PM|NOM//nsubj//41 ://MID//punct//37 s//NN|NEU|SIN|IND|GEN//nummod//40 prövning//NN|UTR|SIN|IND|NOM//obl//41 går//VB|PRS|AKT//ccomp//35 till//PL//compound:prt//41 ,//MID//punct//41 särskilt//AB//advmod//41 att//SN//mark//48 prövningen//NN|UTR|SIN|DEF|NOM//nsubj//48 är//VB|PRS|AKT//cop//48 opartisk//JJ|POS|UTR|SIN|IND|NOM//ccomp//41 och//KN//cc//50 saklig//JJ|POS|UTR|SIN|IND|NOM//conj//48 .//MAD//punct//26
Svar:;Vi//PN|UTR|PLU|DEF|SUB//nsubj//53 bedömer//VB|PRS|AKT//parataxis//26 också//AB//advmod//53 att//SN//mark//60 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//57 konsumenter//NN|UTR|PLU|IND|NOM//nsubj//60 kommer//VB|PRS|AKT//aux//60 att//IE//mark//60 få//VB|INF|AKT//ccomp//53 rättelse//NN|UTR|SIN|IND|NOM//obj//60 av//PP//case//63 näringsidkare//NN|UTR|PLU|IND|NOM//nmod//61 genom//PP//mark//67 att//SN//mark//67 ARN//PM|NOM//nsubj//67 får//VB|PRS|AKT//advcl//60 i//PP//mark//71 uppgift//NN|UTR|SIN|IND|NOM//fixed//68 att//IE//mark//71 verka//VB|INF|AKT//xcomp//67 för//PP//mark//76 att//SN//mark//76 parter//NN|UTR|PLU|IND|NOM//nsubj//76 ska//VB|PRS|AKT//aux//76 komma//VB|INF|AKT//advcl//67 överens//PL//compound:prt//76 ,//MID//punct//67 dvs.//AB|AN//advmod//80 bedriva//VB|INF|AKT//appos//67 aktiv//JJ|POS|UTR|SIN|IND|NOM//amod//82 förlikningsverksamhet//NN|UTR|SIN|IND|NOM//obj//80 .//MAD//punct//11
Svar:;11//RG|NOM//discourse//2 .//MAD//punct//0
Svar:;Fråga//VB|IMP|AKT//ROOT//2 ://MID//punct//2
Svar:;Vad//HP|NEU|SIN|IND//dislocated//7 är//VB|PRS|AKT//cop//7 det//DT|NEU|SIN|DEF//det//7 viktigaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//appos//2 med//PP//case//11 den//DT|UTR|SIN|DEF//det//11 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//11 EU-lagstiftningen//NN|UTR|SIN|DEF|NOM//obl//7
Svar:;Svar//NN|NEU|SIN|IND|NOM//ROOT//0 ://MID//punct//0
Svar:;De//DT|UTR/NEU|PLU|DEF//det//4 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 EU-rättsakterna//NN|UTR|PLU|DEF|NOM//nsubj//5 innebär//VB|PRS|AKT//parataxis//0 att//SN//mark//12 alla//DT|UTR/NEU|PLU|IND/DEF//det//8 konsumenter//NN|UTR|PLU|IND|NOM//nsubj//12 inom//PP//case//10 EU//PM|NOM//nmod//8 ska//VB|PRS|AKT//aux//12 få//VB|INF|AKT//ccomp//5 tillgång//NN|UTR|SIN|IND|NOM//obj//12 till//PP//case//18 rättsäker//JJ|POS|UTR|SIN|IND|NOM//fixed//14 och//KN//cc//18 oberoende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 tvistlösning//NN|UTR|SIN|IND|NOM//nmod//13 av//PP//case//21 hög//JJ|POS|UTR|SIN|IND|NOM//amod//21 kvalitet//NN|UTR|SIN|IND|NOM//nmod//18 .//MID//punct//5
Svar:;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//24 blir//VB|PRS|AKT//parataxis//5 också//AB//advmod//24 lättare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//24 att//IE//mark//28 klaga//VB|INF|AKT//acl//26 på//PP//case//31 en//DT|UTR|SIN|IND//det//31 näringsidkare//NN|UTR|SIN|IND|NOM//obl//28 i//PP//case//35 ett//DT|NEU|SIN|IND//det//35 annat//JJ|POS|NEU|SIN|IND|NOM//amod//35 land//NN|NEU|SIN|IND|NOM//nmod//31 via//PP//case//40 en//DT|UTR|SIN|IND//det//40 ny//JJ|POS|UTR|SIN|IND|NOM//amod//40 elektronisk//JJ|POS|UTR|SIN|IND|NOM//amod//40 EU-plattform//NN|UTR|SIN|IND|NOM//nmod//35 som//HP|-|-|-//nsubj:pass//42 inrättas//VB|PRS|SFO//acl:relcl//40 av//PP//case//44 EU-kommissionen//NN|UTR|SIN|DEF|NOM//obl:agent//42 ,//MID//punct//51 där//HA//advmod//51 konsumenten//NN|UTR|SIN|DEF|NOM//nsubj//51 bl.a.//AB|AN//advmod//51 kommer//VB|PRS|AKT//aux//51 att//IE//mark//51 få//VB|INF|AKT//acl:relcl//44 hjälp//NN|UTR|SIN|IND|NOM//obj//51 med//PP//case//54 översättning//NN|UTR|SIN|IND|NOM//obl//51 av//PP//case//57 sitt//PS|NEU|SIN|DEF//nmod:poss//57 krav//NN|NEU|SIN|IND|NOM//nmod//54 .//MAD//punct//5
Svar:;De//DT|UTR/NEU|PLU|DEF//det//2 viktigaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//2 följderna//NN|UTR|PLU|DEF|NOM//nsubj//5 för//PP//case//4 Sverige//PM|NOM//nmod//2 blir//VB|PRS|AKT//ROOT//5 att//IE//punct//5 ://MAD//punct//5
Svar:;?//MID//punct//5
Svar:;ARN//PM|NOM//nsubj:pass//5 ://MID//punct//1 s//NN|NEU|SIN|IND|GEN//amod//4 kompetensområde//NN|NEU|SIN|IND|NOM//nsubj:pass//5 utvidgas//VB|INF|SFO//ROOT//5 till//PP//case//9 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 områden//NN|NEU|PLU|IND|NOM//obl//5 ,//MID//punct//9 t.ex.//AB|AN//advmod//13 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 telefonitvister//NN|UTR|PLU|IND|NOM//appos//9 (//PAD//punct//13 förbrukning//NN|UTR|SIN|IND|NOM//appos//13 av//PP//case//17 samtalstid//NN|UTR|SIN|IND|NOM//nmod//15 o.d.//AB|AN//conj//15 )//PAD//punct//13 ,//MID//punct//22 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 eltvister//NN|UTR|PLU|IND|NOM//parataxis//5 (//PAD//punct//22 förbrukning//NN|UTR|SIN|IND|NOM//appos//22 av//PP//case//27 el//NN|UTR|SIN|IND|NOM//cc//27 o.d.//AB|AN//nmod//24 )//PAD//punct//24 samt//KN//cc//30 tvister//NN|UTR|PLU|IND|NOM//conj//22 rörande//PP//case//32 värmepumpar//NN|UTR|PLU|IND|NOM//nmod//30 .//MAD//punct//5
Svar:;?//MID//punct//1
Svar:;Beloppsgränser//NN|UTR|PLU|IND|NOM//nsubj:pass//8 för//PP//case//3 prövning//NN|UTR|SIN|IND|NOM//nmod//1 av//PP//case//5 tvister//NN|UTR|PLU|IND|NOM//nmod//3 i//PP//case//7 ARN//PM|NOM//nmod//5 sänks//VB|PRS|SFO//ROOT//8 .//MAD//punct//8
Svar:;?//MID//punct//5
Svar:;Tvistlösningen//NN|UTR|SIN|DEF|NOM//nsubj//5 vid//PP//case//3 ARN//PM|NOM//nmod//1 måste//VB|PRS|AKT//aux//5 bli//VB|INF|AKT//ROOT//5 effektivare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//5 ,//MID//punct//6 bl.a.//AB|AN//advmod//9 krav//NN|NEU|PLU|IND|NOM//xcomp//5 på//PP//mark//14 att//SN//mark//14 beslut//NN|NEU|SIN|IND|NOM//nsubj:pass//14 ska//VB|PRS|AKT//aux//14 meddelas//VB|INF|SFO//acl//9 inom//PP//case//17 90//RG|NOM//nummod//17 dagar//NN|UTR|PLU|IND|NOM//obl//14 .//MAD//punct//5
Svar:;?//MID//punct//3
Svar:;Näringsidkare//NN|UTR|PLU|IND|NOM//nsubj//3 blir//VB|PRS|AKT//aux:pass//3 skyldiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ROOT//3 att//IE//mark//5 informera//VB|INF|AKT//acl//3 konsumenter//NN|UTR|PLU|IND|NOM//obj//5 om//PP//mark//12 vilken//HD|UTR|SIN|IND//det//9 tvistlösningsnämnd//NN|UTR|SIN|IND|NOM//obj//12 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//12 kan//VB|PRS|AKT//aux//12 vända//VB|INF|AKT//advcl//5 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//12 till//PP//compound:prt//12 för//PP//mark//17 att//IE//mark//17 få//VB|INF|AKT//advcl//12 ett//DT|NEU|SIN|IND//det//19 krav//NN|NEU|SIN|IND|NOM//obj//17 prövat//VB|SUP|AKT//xcomp//17 .//MAD//punct//3
Svar:;?//MID//punct//3
Svar:;Ett//DT|NEU|SIN|IND//det//3 särskilt//PC|PRF|NEU|SIN|IND|NOM//amod//3 förfarande//NN|NEU|SIN|IND|NOM//ROOT//3 för//PP//mark//6 att//IE//mark//6 godkänna//VB|INF|AKT//acl//3 ,//MID//punct//14 och//KN//cc//10 därmed//AB//advmod//10 kvalitetssäkra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//dep//14 ,//MID//punct//10 privata//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 branschnämnder//NN|UTR|PLU|IND|NOM//nsubj:pass//14 införs//VB|PRS|SFO//conj//3 .//MAD//punct//3
Svar:;?//MID//punct//10
