Skatteförfarandet;Slutbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Skatteförfarandeutredningen//PM|NOM//nmod//0
1.14 Förslaget till lag om ändring i socialavgiftslagen (2000:980) / Bestämmelser i 9 kap. 2 § SBL som inte förs över hit;Att//SN//mark//37 förmåner//NN|UTR|PLU|IND|NOM//nsubj:pass//37 ska//VB|PRS|AKT//aux//37 räknas//VB|INF|SFO//ccomp//9 med//PL//compound:prt//37 i//PP//case//40 underlaget//NN|NEU|SIN|DEF|NOM//obl//37 för//PP//case//42 beräkning//NN|UTR|SIN|IND|NOM//obl//37 av//PP//case//44 arbetsgivaravgifter//NN|UTR|PLU|IND|NOM//nmod//42 följer//VB|PRS|AKT//conj//37 alltså//AB//advmod//45 redan//AB//advmod//50 av//PP//case//50 förevarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//50 lag//NN|UTR|SIN|IND|NOM//obl//45 och//KN//cc//54 några//DT|UTR/NEU|PLU|IND//det//54 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//54 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//58 är//VB|PRS|AKT//cop//58 därför//AB//advmod//58 inte//AB//advmod//58 nödvändiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//37 .//MAD//punct//9
1.14 Förslaget till lag om ändring i socialavgiftslagen (2000:980) / Bestämmelser i 9 kap. 2 § SBL som inte förs över hit;Enligt//PP//case//8  //_SP////0 8//RG|NOM//nummod//3 kap.//NN|AN//nmod//4 14//RG|NOM//nummod//5 §//NN|AN//nmod//7 andra//RO|NOM//amod//7 stycket//NN|NEU|SIN|DEF|NOM//nmod//8 SBL//PM|NOM//obl//9 ska//VB|PRS|AKT//aux//25 ersättning//NN|UTR|SIN|IND|NOM//obj//9 som//HP|-|-|-//obj//13 arbetstagaren//NN|UTR|SIN|DEF|NOM//nsubj//13 betalat//VB|SUP|AKT//acl:relcl//10 för//PP//case//17 en//DT|UTR|SIN|IND//det//16 förmån//NN|UTR|SIN|IND|NOM//amod//17 beaktas//VB|PRS|SFO//obl//13 vid//PP//case//19 beräkningen//NN|UTR|SIN|DEF|NOM//obl//17 av//PP//case//21 förmånsvärdet//NN|NEU|SIN|DEF|NOM//nmod//19 .//MID//punct//10
1.14 Förslaget till lag om ändring i socialavgiftslagen (2000:980) / Bestämmelser i 9 kap. 2 § SBL som inte förs över hit;Rent//AB|POS//advmod//24 principiellt//AB|POS//advmod//25 föreligger//VB|PRS|AKT//advcl//133 en//DT|UTR|SIN|IND//det//27 förmån//NN|UTR|SIN|IND|NOM//obj//25 om//PP//case//30 en//DT|UTR|SIN|IND//det//30 arbetstagare//NN|UTR|SIN|IND|NOM//nmod//27 för//PP//case//33 en//DT|UTR|SIN|IND//det//33 vara//NN|UTR|SIN|IND|NOM//nmod//30 eller//KN//cc//35 tjänst//NN|UTR|SIN|IND|NOM//conj//33 betalar//VB|PRS|AKT//conj//25 en//DT|UTR|SIN|IND//det//38 ersättning//NN|UTR|SIN|IND|NOM//obj//36 som//HP|-|-|-//nsubj//40 understiger//VB|PRS|AKT//acl:relcl//38 varans//NN|UTR|SIN|DEF|GEN//nmod:poss//44 eller//KN//cc//43 tjänstens//NN|UTR|SIN|DEF|GEN//conj//41 marknadsvärde//NN|NEU|SIN|IND|NOM//obj//40 .//MID//punct//25
1.14 Förslaget till lag om ändring i socialavgiftslagen (2000:980) / Bestämmelser i 9 kap. 2 § SBL som inte förs över hit;Att//SN//mark//52 förmånens//NN|UTR|SIN|DEF|GEN//nmod:poss//48 värde//NN|NEU|SIN|IND|NOM//nsubj:pass//52 i//PP//case//51 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//51 fall//NN|NEU|PLU|IND|NOM//nmod//48 utgörs//VB|PRS|SFO//csubj//56 av//PP//case//54 mellanskillnaden//NN|UTR|SIN|DEF|NOM//obl:agent//52 är//VB|PRS|AKT//cop//56 självklart//JJ|POS|NEU|SIN|IND|NOM//parataxis//25 och//KN//cc//60 behöver//VB|PRS|AKT//aux//60 inte//AB//advmod//60 anges//VB|INF|SFO//conj//25 särskilt//AB//advmod//60 (//PAD//punct//25 Lodin//PM|NOM//appos//25 m.fl.//AB|AN//conj//63 ,//MID//punct//67 s.//NN|AN//nmod//67 113//RG|NOM//nmod//64 ,//MID//punct//63 jfr//VB|AN//parataxis//25 RÅ//PM|NOM//obj//69 2002//RG|NOM//punct//69 ref.//NN|AN//nmod//73 10//RG|NOM//obl//69 )//PAD//punct//25 .//MAD//punct//25
1.14 Förslaget till lag om ändring i socialavgiftslagen (2000:980) / Bestämmelser i 9 kap. 2 § SBL som inte förs över hit;Detsamma//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//77 gäller//VB|PRS|AKT//parataxis//25 om//SN//mark//80 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//80 rör//VB|PRS|AKT//advcl//77 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//80 om//PP//case//84 en//DT|UTR|SIN|IND//det//84 förmån//NN|UTR|SIN|IND|NOM//obl//80 som//HP|-|-|-//nsubj:pass//87 ska//VB|PRS|AKT//aux//87 värderas//VB|INF|SFO//acl:relcl//84 enligt//PP//case//89 schablon//NN|UTR|SIN|IND|NOM//obl//87 och//KN//cc//93 inte//AB//advmod//93 enligt//PP//case//93 marknadsvärdet//NN|NEU|SIN|DEF|NOM//conj//89 .//MAD//punct//77
1.14 Förslaget till lag om ändring i socialavgiftslagen (2000:980) / Bestämmelser i 9 kap. 2 § SBL som inte förs över hit;Vid//PP//case//96 beräkningen//NN|UTR|SIN|DEF|NOM//obl//104 av//PP//case//98 arbetsgivaravgifter//NN|UTR|PLU|IND|NOM//nmod//96 ska//VB|PRS|AKT//aux//104 förmånen//NN|UTR|SIN|DEF|NOM//nsubj:pass//104 av//PP//case//103 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//103 permanentbostad//NN|UTR|SIN|IND|NOM//nmod//100 värderas//VB|PRS|SFO//advcl//77 enligt//PP//case//107 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//107 värdetabeller//NN|UTR|PLU|IND|NOM//obl//104 .//MID//punct//77
1.14 Förslaget till lag om ändring i socialavgiftslagen (2000:980) / Bestämmelser i 9 kap. 2 § SBL som inte förs över hit;Om//SN//mark//111 arbetstagaren//NN|UTR|SIN|DEF|NOM//nsubj//111 betalat//VB|SUP|AKT//advcl//121 en//DT|UTR|SIN|IND//det//113 hyra//NN|UTR|SIN|IND|NOM//obj//111 som//HP|-|-|-//nsubj//116 är//VB|PRS|AKT//cop//116 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl:relcl//113 än//KN//case//118 schablonen//NN|UTR|SIN|DEF|NOM//obl//116 är//VB|PRS|AKT//cop//121 förmånens//NN|UTR|SIN|DEF|GEN//nmod:poss//121 värde//NN|NEU|SIN|IND|NOM//parataxis//77 naturligtvis//AB//advmod//123 lika//JJ|POS|UTR/NEU|SIN|DEF|NOM//advmod//77 med//PP//case//125 mellanskillnaden//NN|UTR|SIN|DEF|NOM//obl//77 .//MAD//punct//77
1.14 Förslaget till lag om ändring i socialavgiftslagen (2000:980) / Bestämmelser i 9 kap. 2 § SBL som inte förs över hit;Med//PP//case//130 hänsyn//NN|UTR|SIN|IND|NOM//fixed//127 till//PP//fixed//127 det//DT|NEU|SIN|DEF//det//132 nu//AB//advmod//132 sagda//PC|PRF|UTR/NEU|SIN|DEF|NOM//advcl//77 behövs//VB|PRS|SFO//ROOT//133 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//133 ingen//DT|UTR|SIN|IND//det//136 lagregel//NN|UTR|SIN|IND|NOM//nsubj:pass//133 om//PP//mark//147 att//SN//mark//147 ersättning//NN|UTR|SIN|IND|NOM//nsubj:pass//147 som//HP|-|-|-//obj//142 arbetstagaren//NN|UTR|SIN|DEF|NOM//nsubj//142 betalat//VB|SUP|AKT//acl:relcl//139 för//PP//case//145 en//DT|UTR|SIN|IND//det//145 förmån//NN|UTR|SIN|IND|NOM//obl//142 ska//VB|PRS|AKT//aux//147 beaktas//VB|INF|SFO//acl//136 vid//PP//case//149 beräkningen//NN|UTR|SIN|DEF|NOM//obl//147 av//PP//case//152 förmånens//NN|UTR|SIN|DEF|GEN//nmod:poss//152 värde//NN|NEU|SIN|IND|NOM//nmod//149 .//MAD//punct//133
1.14 Förslaget till lag om ändring i socialavgiftslagen (2000:980) / Bestämmelser i 9 kap. 2 § SBL som inte förs över hit;Av//PP//case//4 8//RG|NOM//nummod//2 kap.//NN|AN//obl//3 14//RG|NOM//nummod//4 §//NN|AN//nmod//7 tredje//RO|NOM//amod//6 stycket//NN|NEU|SIN|DEF|NOM//nmod//7 SBL//PM|NOM//nsubj//9  //_SP////7 framgår//VB|PRS|AKT//ROOT//9 att//SN//mark//36 i//PP//case//15 fråga//NN|UTR|SIN|IND|NOM//fixed//11 om//PP//fixed//11 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//15 förmån//NN|UTR|SIN|IND|NOM//obl//36 som//HP|-|-|-//nsubj:pass//17 avses//VB|PRS|SFO//acl:relcl//15 i//PP//case//20 10//RG|NOM//nummod//20 kap.//NN|AN//obl//17 11//RG|NOM//nummod//22 §//NN|AN//nmod//25 andra//RO|NOM//amod//24 stycket//NN|NEU|SIN|DEF|NOM//nmod//25 inkomstskattelagen//NN|UTR|SIN|DEF|NOM//obl//17 (//PAD//punct//25 1999:1229//RG|NOM//appos//25 )//PAD//punct//25 ,//MID//punct//15 ska//VB|PRS|AKT//aux//36 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//36 i//PP//case//34 vars//HS|DEF//nmod:poss//34 tjänst//NN|UTR|SIN|IND|NOM//obl//36 rättigheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//36 förvärvats//VB|SUP|SFO//ccomp//9 anses//VB|INF|SFO//xcomp//36 som//KN//mark//39 utgivare//NN|UTR|SIN|IND|NOM//obl//37 vid//PP//case//41 beräkningen//NN|UTR|SIN|DEF|NOM//nmod//39 av//PP//case//43 skatteavdrag//NN|NEU|SIN|IND|NOM//nmod//41 .//MAD//punct//9
1.14 Förslaget till lag om ändring i socialavgiftslagen (2000:980) / Bestämmelser i 9 kap. 2 § SBL som inte förs över hit;Denna//DT|UTR|SIN|DEF//det//46 bestämmelse//NN|UTR|SIN|IND|NOM//nsubj//47 gäller//VB|PRS|AKT//parataxis//9 förmån//NN|UTR|SIN|IND|NOM//obj//47 av//PP//case//50 personaloptioner//NN|UTR|PLU|IND|NOM//nmod//48 och//KN//cc//52 är//VB|PRS|AKT//conj//48 från//PP//case//54 2009//RG|NOM//obl//52 .//MAD//punct//9
1.14 Förslaget till lag om ändring i socialavgiftslagen (2000:980) / Bestämmelser i 9 kap. 2 § SBL som inte förs över hit;I//PP//case//58 samma//DT|UTR/NEU|SIN/PLU|IND//amod//58 lagstiftningsärenden//NN|NEU|PLU|IND|NOM//obl//59 införde//VB|PRT|AKT//conj//9 en//DT|UTR|SIN|IND//det//62 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//62 bestämmelse//NN|UTR|SIN|IND|NOM//obj//59 i//PP//case//67 1//RG|NOM//nummod//65 §//NN|AN//nmod//67 andra//RO|NOM//amod//67 stycket//NN|NEU|SIN|DEF|NOM//obl//59 (//PAD//punct//67 prop//NN|UTR|SIN|IND|NOM//appos//67 .//MAD//punct//67
1.14 Förslaget till lag om ändring i socialavgiftslagen (2000:980) / Bestämmelser i 9 kap. 2 § SBL som inte förs över hit;2007/08:152//RG|NOM//obl//9 ,//MID//punct//71 s.//NN|AN//nmod//74 32–35//RG|NOM//nmod//71 och//KN//cc//76 42–44//RG|NOM//conj//74 )//PAD//punct//71 .//MAD//punct//71
1.14 Förslaget till lag om ändring i socialavgiftslagen (2000:980) / Bestämmelser i 9 kap. 2 § SBL som inte förs över hit;Där//AB//advmod//80 sägs//VB|PRS|SFO//conj//9 att//SN//mark//88 den//PN|UTR|SIN|DEF|SUB/OBJ//det//87 i//PP//case//85 vars//HS|DEF//nmod:poss//85 tjänst//NN|UTR|SIN|IND|NOM//obl//86 aktuell//JJ|POS|UTR|SIN|IND|NOM//amod//87 rättighet//NN|UTR|SIN|IND|NOM//nsubj:pass//88 förvärvats//VB|SUP|SFO//nsubj:pass//90 ska//VB|PRS|AKT//aux//90 anses//VB|INF|SFO//advcl//80 som//KN//case//92 utgivare//NN|UTR|SIN|IND|NOM//obl//90 av//PP//case//94 förmånen//NN|UTR|SIN|DEF|NOM//nmod//92 .//MAD//punct//80
1.14 Förslaget till lag om ändring i socialavgiftslagen (2000:980) / Bestämmelser i 9 kap. 2 § SBL som inte förs över hit;Hänvisningen//NN|UTR|SIN|DEF|NOM//nsubj//111 till//PP//case//102 9//RG|NOM//nummod//99 kap.//NN|AN//nmod//100 2//RG|NOM//nummod//101 §//NN|AN//nmod//102 SBL//PM|NOM//nmod//96 till//PP//case//109 8//RG|NOM//nummod//105 kap.//NN|AN//nmod//106 14//RG|NOM//nummod//107 §//NN|AN//nmod//109 tredje//RO|NOM//amod//109 stycket//NN|NEU|SIN|DEF|NOM//nmod//96 är//VB|PRS|AKT//cop//111 onödig//JJ|POS|UTR|SIN|IND|NOM//parataxis//80 och//KN//cc//116 att//SN//mark//116 bestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj:pass//116 nu//AB//advmod//116 upphävs//VB|PRS|SFO//conj//111 föranleder//VB|PRS|AKT//xcomp//116 inga//DT|UTR/NEU|PLU|IND//det//119 ändringar//NN|UTR|PLU|IND|NOM//nsubj//117 i//PP//case//122 förevarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//122 lag//NN|UTR|SIN|IND|NOM//nmod//119 .//MAD//punct//9
1.14 Förslaget till lag om ändring i socialavgiftslagen (2000:980) / Bestämmelser i 9 kap. 2 § SBL som inte förs över hit;I//PP//case//7  //_SP////0 8//RG|NOM//nummod//3 kap.//NN|AN//obl//4 14//RG|NOM//nummod//5 §//NN|AN//nmod//7 fjärde//RO|NOM//amod//7 stycket//NN|NEU|SIN|DEF|NOM//nmod//10 första//RO|NOM//amod//10 meningen//NN|UTR|SIN|DEF|NOM//nmod//10 SBL//PM|NOM//nsubj:pass//11 regleras//VB|PRS|SFO//ROOT//11 förmåner//NN|UTR|PLU|IND|NOM//nsubj:pass//11 som//HP|-|-|-//nsubj:pass//14 ges//VB|PRS|SFO//acl:relcl//12 ut//PL//compound:prt//14 av//PP//case//18 någon//DT|UTR|SIN|IND//det//18 annan//JJ|POS|UTR|SIN|IND|NOM//obl//14 än//KN//case//20 arbetsgivaren//NN|UTR|SIN|DEF|NOM//nmod//18 ,//MID//punct//11 men//KN//cc//25 där//HA//advmod//25 arbetsgivaren//NN|UTR|SIN|DEF|NOM//nsubj//25 stått//VB|SUP|AKT//conj//11 för//PP//case//28 de//DT|UTR/NEU|PLU|DEF//det//28 kostnader//NN|UTR|PLU|IND|NOM//obl//25 som//HP|-|-|-//nsubj//30 ligger//VB|PRS|AKT//acl:relcl//28 till//PP//case//34 grund//NN|UTR|SIN|IND|NOM//fixed//31 för//PP//fixed//31 förmånen//NN|UTR|SIN|DEF|NOM//obl//30 .//MAD//punct//11
1.14 Förslaget till lag om ändring i socialavgiftslagen (2000:980) / Bestämmelser i 9 kap. 2 § SBL som inte förs över hit;Bestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj//37 innebär//VB|PRS|AKT//parataxis//11 att//SN//mark//53 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//53 som//HP|-|-|-//nsubj//42 slutligt//AB|POS//advmod//42 stått//VB|SUP|AKT//acl:relcl//39 för//PP//case//45 de//DT|UTR/NEU|PLU|DEF//det//45 kostnader//NN|UTR|PLU|IND|NOM//obl//42 som//HP|-|-|-//nsubj//47 ligger//VB|PRS|AKT//acl:relcl//45 till//PP//case//51 grund//NN|UTR|SIN|IND|NOM//fixed//48 för//PP//fixed//48 förmånen//NN|UTR|SIN|DEF|NOM//obl//47 ska//VB|PRS|AKT//aux//53 anses//VB|INF|SFO//ccomp//37 som//KN//case//55 utgivare//NN|UTR|SIN|IND|NOM//obl//53 av//PP//case//57 förmånen//NN|UTR|SIN|DEF|NOM//nmod//55 ,//MID//punct//53 dvs.//AB|AN//advmod//60 arbetsgivaren//NN|UTR|SIN|DEF|NOM//appos//53 .//MAD//punct//11
1.14 Förslaget till lag om ändring i socialavgiftslagen (2000:980) / Bestämmelser i 9 kap. 2 § SBL som inte förs över hit;Genom//PP//case//1 bestämmelsen//NN|UTR|SIN|DEF|NOM//obl//13 i//PP//case//12  //_SP////2 8//RG|NOM//nummod//5 kap.//NN|AN//nmod//6 14//RG|NOM//nummod//7 §//NN|AN//nmod//9 fjärde//RO|NOM//amod//9 stycket//NN|NEU|SIN|DEF|NOM//nmod//12 andra//RO|NOM//amod//12 meningen//NN|UTR|SIN|DEF|NOM//nmod//12 SBL//PM|NOM//nmod//1 specialregleras//VB|PRS|SFO//ROOT//13 det//DT|NEU|SIN|DEF//det//15 förhållandet//NN|NEU|SIN|DEF|NOM//nsubj:pass//13 att//SN//mark//20 en//DT|UTR|SIN|IND//det//19 utländsk//JJ|POS|UTR|SIN|IND|NOM//amod//19 utbetalare//NN|UTR|SIN|IND|NOM//nsubj//20 ger//VB|PRS|AKT//acl//15 ut//PL//compound:prt//20 en//DT|UTR|SIN|IND//det//23 förmån//NN|UTR|SIN|IND|NOM//obj//20 eller//KN//cc//25 ersättning//NN|UTR|SIN|IND|NOM//conj//23 till//PP//case//27 någon//PN|UTR|SIN|IND|SUB/OBJ//obl//20 som//HP|-|-|-//nsubj//30 är//VB|PRS|AKT//cop//30 anställd//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//27 hos//PP//case//34 en//DT|UTR|SIN|IND//det//34 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//34 arbetsgivare//NN|UTR|SIN|IND|NOM//obl//30 .//MAD//punct//20
1.14 Förslaget till lag om ändring i socialavgiftslagen (2000:980) / Bestämmelser i 9 kap. 2 § SBL som inte förs över hit;Om//SN//mark//41 förmånen//NN|UTR|SIN|DEF|NOM//nsubj:pass//41 eller//KN//cc//39 ersättningen//NN|UTR|SIN|DEF|NOM//conj//37 kan//VB|PRS|AKT//aux//41 anses//VB|INF|SFO//advcl//20 ha//VB|INF|AKT//xcomp//41 sin//PS|UTR|SIN|DEF//nmod:poss//44 grund//NN|UTR|SIN|IND|NOM//obj//42 i//PP//case//46 anställningen//NN|UTR|SIN|DEF|NOM//obl//42 i//PP//case//48 Sverige//PM|NOM//nmod//46 och//KN//cc//52 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//52 inte//AB//advmod//52 finns//VB|PRS|SFO//advcl//64 något//DT|NEU|SIN|IND//det//54 anställningsförhållande//NN|NEU|SIN|IND|NOM//nsubj//52 mellan//PP//case//56 utgivaren//NN|UTR|SIN|DEF|NOM//nmod//54 och//KN//cc//59 den//DT|UTR|SIN|DEF//det//59 anställde//PC|PRF|MAS|SIN|DEF|NOM//conj//56 ska//VB|PRS|AKT//aux//64 den//DT|UTR|SIN|DEF//det//63 svenske//JJ|POS|MAS|SIN|DEF|NOM//amod//63 arbetsgivaren//NN|UTR|SIN|DEF|NOM//nsubj:pass//64 anses//VB|PRS|SFO//conj//13 som//KN//mark//66 utgivare//NN|UTR|SIN|IND|NOM//obl//64 av//PP//case//68 förmånen//NN|UTR|SIN|DEF|NOM//nmod//66 eller//KN//cc//70 ersättningen//NN|UTR|SIN|DEF|NOM//conj//68 .//MAD//punct//13
1.14 Förslaget till lag om ändring i socialavgiftslagen (2000:980) / Bestämmelser i 9 kap. 2 § SBL som inte förs över hit;I//PP//case//1 2//RG|NOM//nummod//4 och//KN//cc//1 3//RG|NOM//nummod//1 §//NN|AN//nmod//5 §//NN|AN//obl//6 finns//VB|PRS|SFO//ROOT//6 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//6 med//PP//case//10 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//10 innehåll//NN|NEU|SIN|IND|NOM//nmod//7 som//KN//nsubj//19 i//PP//case//14 8//RG|NOM//nummod//14 kap.//NN|AN//obl//15 14//RG|NOM//nummod//16 §//NN|AN//nmod//19 fjärde//RO|NOM//amod//18 stycket//NN|NEU|SIN|DEF|NOM//nmod//19 SBL//PM|NOM//obl//6 .//MAD//punct//6
1.14 Förslaget till lag om ändring i socialavgiftslagen (2000:980) / Bestämmelser i 9 kap. 2 § SBL som inte förs över hit;I//PP//case//23 2//RG|NOM//nummod//23 §//NN|AN//obl//24 föreskrivs//VB|PRS|SFO//mark//66 att//SN//mark//50 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//50 som//HP|-|-|-//nsubj//30 slutligen//AB//advmod//30 har//VB|PRS|AKT//aux//30 stått//VB|SUP|AKT//acl:relcl//26 för//PP//case//33 de//DT|UTR/NEU|PLU|DEF//det//33 kostnader//NN|UTR|PLU|IND|NOM//obl//30 som//HP|-|-|-//nsubj//35 ligger//VB|PRS|AKT//acl:relcl//33 till//PP//case//40 grund//NN|UTR|SIN|IND|NOM//fixed//36 för//PP//fixed//36 en//DT|UTR|SIN|IND//det//40 förmån//NN|UTR|SIN|IND|NOM//obl//35 ,//MID//punct//40 som//HP|-|-|-//nsubj:pass//43 getts//VB|SUP|SFO//acl:relcl//40 ut//PL//compound:prt//43 av//PP//case//47 någon//DT|UTR|SIN|IND//det//47 annan//JJ|POS|UTR|SIN|IND|NOM//obl:agent//43 ,//MID//punct//50 ska//VB|PRS|AKT//aux//50 betala//VB|INF|AKT//ccomp//24 arbetsgivaravgifter//NN|UTR|PLU|IND|NOM//obj//50 på//PP//case//53 förmånen//NN|UTR|SIN|DEF|NOM//obl//50 .//MAD//punct//24
1.14 Förslaget till lag om ändring i socialavgiftslagen (2000:980) / Bestämmelser i 9 kap. 2 § SBL som inte förs över hit;Enligt//PP//case//57 3//RG|NOM//nummod//57 §//NN|AN//obl//66 ska//VB|PRS|AKT//aux//66 en//DT|UTR|SIN|IND//det//61 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//61 arbetsgivare//NN|UTR|SIN|IND|NOM//nsubj//66 under//PP//case//65 nyss//AB//advmod//64 nämnda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//65 förutsättningar//NN|UTR|PLU|IND|NOM//obl//66 betala//VB|INF|AKT//advcl//6 arbetsgivaravgifter//NN|UTR|PLU|IND|NOM//obj//66 på//PP//case//69 förmåner//NN|UTR|PLU|IND|NOM//obl//66 eller//KN//cc//71 ersättningar//NN|UTR|PLU|IND|NOM//conj//69 som//KN//obj//77 hans//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//76 eller//KN//cc//75 hennes//PS|UTR/NEU|SIN/PLU|DEF//conj//73 anställda//NN|UTR|PLU|IND|NOM//nsubj//77 fått//VB|SUP|AKT//acl:relcl//71 från//PP//case//79 utlandet//NN|NEU|SIN|DEF|NOM//obl//77 .//MAD//punct//6
1.14 Förslaget till lag om ändring i socialavgiftslagen (2000:980) / Bestämmelser i 9 kap. 2 § SBL som inte förs över hit;Hänvisningen//NN|UTR|SIN|DEF|NOM//nsubj//98 i//PP//case//84 9//RG|NOM//nummod//84 kap//NN|AN//nmod//81 2//RG|NOM//nummod//86 §//NN|AN//nmod//87 SBL//PM|NOM//nmod//84 till//PP//case//94 8//RG|NOM//nummod//90 kap.//NN|AN//obl//91 14//RG|NOM//nummod//92 §//NN|AN//nmod//94 fjärde//RO|NOM//amod//94 stycket//NN|NEU|SIN|DEF|NOM//nmod//81 är//VB|PRS|AKT//cop//98 alltså//AB//advmod//98 också//AB//advmod//98 onödig//JJ|POS|UTR|SIN|IND|NOM//parataxis//6 och//KN//cc//103 att//SN//mark//103 bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//103 nu//AB//advmod//103 upphävs//VB|PRS|SFO//conj//98 föranleder//VB|PRS|AKT//xcomp//103 därför//AB//advmod//104 inga//DT|UTR/NEU|PLU|IND//det//107 ändringar//NN|UTR|PLU|IND|NOM//nsubj//104 i//PP//case//110 förevarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//110 lag//NN|UTR|SIN|IND|NOM//nmod//107 .//MAD//punct//6
1.14 Förslaget till lag om ändring i socialavgiftslagen (2000:980) / Bestämmelser i 9 kap. 2 § SBL som inte förs över hit;Däremot//AB//advmod//1 behövs//VB|PRS|SFO//ROOT//1 bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//1 i//PP//case//10 8//RG|NOM//nummod//5 kap.//NN|AN//nmod//6 14//RG|NOM//nummod//7 §//NN|AN//nmod//10 femte//RO|NOM//amod//9 stycket//NN|NEU|SIN|DEF|NOM//nmod//10 SBL//PM|NOM//obl//1 om//PP//compound:prt//1 när//HA//mark//18 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//18 som//HP|-|-|-//nsubj//16 är//VB|PRS|AKT//cop//16 skyldig//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//13 att//IE//mark//18 betala//VB|INF|AKT//advcl//1 arbetsgivaravgifter//NN|UTR|PLU|IND|NOM//obj//18 för//PP//case//23 nu//AB//advmod//22 aktuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 förmåner//NN|UTR|PLU|IND|NOM//obl//18 ska//VB|PRS|AKT//aux//25 redovisa//VB|INF|AKT//conj//1 förmånerna//NN|UTR|PLU|DEF|NOM//obj//25 .//MAD//punct//1
1.14 Förslaget till lag om ändring i socialavgiftslagen (2000:980) / Bestämmelser i 9 kap. 2 § SBL som inte förs över hit;Den//DT|UTR|SIN|DEF//det//29 bestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj:pass//30 ges//VB|PRS|SFO//parataxis//1 dock//AB//advmod//30 inte//AB//advmod//30 här//AB//advmod//30 utan//KN//cc//37 i//PP//case//37 24//RG|NOM//nummod//37 §//NN|AN//obl//30 .//MAD//punct//30
1.14 Förslaget till lag om ändring i socialavgiftslagen (2000:980) / Bestämmelser i 9 kap. 2 § SBL som inte förs över hit;10//RG|NOM//nummod//40 b//NN|NEU|SIN|IND|NOM//nmod//41 §//NN|AN//obl//30
1.14 Förslaget till lag om ändring i socialavgiftslagen (2000:980) / Bestämmelser i 9 kap. 2 § SBL som inte förs över hit;I//PP//case//2 10//RG|NOM//nummod//2 a//NN|NEU|SIN|IND|NOM//nummod//3 §//NN|AN//obl//4 sägs//VB|PRS|SFO//advcl//25 att//SN//mark//10 vid//PP//case//7 värderingen//NN|UTR|SIN|DEF|NOM//obl//10 av//PP//case//9 förmåner//NN|UTR|PLU|IND|NOM//nmod//7 gäller//VB|PRS|AKT//csubj//4 inkomstskattelagen//NN|UTR|SIN|DEF|NOM//obj//10 .//MAD//punct//4
