
Del 2;Slutbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Vindkraftsutredningen//NN|UTR|SIN|DEF|NOM//nmod//0
1. Inledning / Begreppet storleksjämförelse;Rekommendationerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//6 i//PP//case//3 kap.//NN|AN//nmod//3 3//RG|NOM//nmod//0 skall//VB|PRS|AKT//aux//6 ej//AB//advmod//6 betraktas//VB|INF|SFO//ROOT//6 som//KN//mark//8 oavvikliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//6 .//MAD//punct//6
1. Inledning / Begreppet storleksjämförelse;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//13 ska//VB|PRS|AKT//aux//13 ej//AB//advmod//13 bortses//VB|INF|SFO//parataxis//6 från//PP//case//15 möjligheten//NN|UTR|SIN|DEF|NOM//obl//13 i//PP//case//18 enstaka//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 projekt//NN|NEU|PLU|IND|NOM//nmod//15 att//IE//mark//24 genom//PP//case//23 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 medvetna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 gestaltningsgrepp//NN|NEU|PLU|IND|NOM//obl//24 avvika//VB|INF|AKT//advcl//13 från//PP//case//28 det//DT|NEU|SIN|DEF//det//28 allmänt//AB|POS//advmod//28 gängse//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//24 för//PP//mark//31 att//IE//mark//31 tillföra//VB|INF|AKT//acl//28 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 värden//NN|NEU|PLU|IND|NOM//obj//31 i//PP//case//35 landskapet//NN|NEU|SIN|DEF|NOM//obl//31 .//MAD//punct//6
1. Inledning / Begreppet storleksjämförelse;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//39 måste//VB|PRS|AKT//aux//39 bedömas//VB|INF|SFO//parataxis//6 från//PP//case//41 fall//NN|NEU|SIN|IND|NOM//obl//39 till//PP//case//43 fall//NN|NEU|SIN|IND|NOM//obl//39 .//MAD//punct//6
1. Inledning / Begreppet storleksjämförelse;De//DT|UTR/NEU|PLU|DEF//det//1 resultat//NN|NEU|PLU|IND|NOM//nsubj//12 ,//MID//punct//3 slutsatser//NN|UTR|PLU|IND|NOM//conj//1 och//KN//cc//5 råd//NN|NEU|PLU|IND|NOM//conj//1 som//HP|-|-|-//nsubj:pass//7 presenteras//VB|PRS|SFO//acl:relcl//5 i//PP//case//10 denna//DT|UTR|SIN|DEF//det//10 rapport//NN|UTR|SIN|IND|NOM//obl//7 är//VB|PRS|AKT//cop//12 avsedda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ROOT//12 för//PP//case//15 översiktlig//JJ|POS|UTR|SIN|IND|NOM//amod//15 planering//NN|UTR|SIN|IND|NOM//obl//12 .//MAD//punct//12
1. Inledning / Begreppet storleksjämförelse;Utsagor//NN|UTR|PLU|IND|NOM//nsubj:pass//28 för//PP//advmod//20 grovt//AB|POS//advmod//20 karterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//21 områden//NN|NEU|PLU|IND|NOM//nmod//17 ///MID//cc//23 regioner//NN|UTR|PLU|IND|NOM//conj//21 kan//VB|PRS|AKT//aux//28 inte//AB//advmod//28 utan//PP//advmod//28 vidare//AB|KOM//fixed//26 antas//VB|INF|SFO//conj//12 gälla//VB|INF|AKT//xcomp//28 för//PP//case//32 alla//DT|UTR/NEU|PLU|IND/DEF//det//32 platser//NN|UTR|PLU|IND|NOM//obl//29 i//PP//case//34 området//NN|NEU|SIN|DEF|NOM//nmod//32 ,//MID//punct//38 och//KN//cc//38 en//DT|UTR|SIN|IND//det//38 lista//NN|UTR|SIN|IND|NOM//nsubj//49 på//PP//case//40 karaktärselement//NN|NEU|PLU|IND|NOM//nmod//38 för//PP//case//43 en//DT|UTR|SIN|IND//det//43 region//NN|UTR|SIN|IND|NOM//nmod//40 är//VB|PRS|AKT//cop//49 i//PP//case//47 denna//DT|UTR|SIN|DEF//det//47 studie//NN|UTR|SIN|IND|NOM//obl//49 inte//AB//advmod//49 fullständig//JJ|POS|UTR|SIN|IND|NOM//xcomp//28 .//MAD//punct//28
1. Inledning / Begreppet storleksjämförelse;Lokala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 variationer//NN|UTR|PLU|IND|NOM//nsubj//53 förekommer//VB|PRS|AKT//parataxis//28 ,//MID//punct//53 och//KN//cc//72 uppfattningarna//NN|UTR|PLU|DEF|NOM//nsubj//72 om//PP//mark//62 vilka//HD|UTR/NEU|PLU|IND//det//59 element//NN|NEU|PLU|IND|NOM//dislocated//62 som//HP|-|-|-//nsubj//62 är//VB|PRS|AKT//cop//62 karaktärselement//NN|NEU|PLU|IND|NOM//acl//56 av//PP//case//64 relevans//NN|UTR|SIN|IND|NOM//obl//62 för//PP//case//66 bedömningar//NN|UTR|PLU|IND|NOM//nmod//64 i//PP//case//68 vindkraftsärenden//NN|NEU|PLU|IND|NOM//nmod//66 kommer//VB|PRS|AKT//aux//72 alltid//AB//advmod//72 att//IE//mark//72 gå//VB|INF|AKT//conj//53 i//PP//case//74 sär//NN|UTR|SIN|IND|NOM//obl//72 .//MAD//punct//12

2. Utformningsprinciper för vindkraftsanläggningar;De//DT|UTR/NEU|PLU|DEF//det//2 bästa//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//2 vindförhållandena//NN|NEU|PLU|DEF|NOM//nsubj//3 finns//VB|PRS|SFO//ROOT//3 till//PP//advmod//3 havs//NN|NEU|SIN|IND|GEN//fixed//4 och//KN//cc//8 längs//PP//case//8 kuster//NN|UTR|PLU|IND|NOM//obl//3 och//KN//cc//12 i//PP//case//12 öppna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 landskap//NN|NEU|PLU|IND|NOM//conj//8 .//MAD//punct//3
2. Utformningsprinciper för vindkraftsanläggningar;Vindstyrkan//NN|UTR|SIN|DEF|NOM//nsubj//15 brukar//VB|PRS|AKT//conj//3 anges//VB|INF|SFO//xcomp//15 som//KN//case//19 vindens//NN|UTR|SIN|DEF|GEN//nmod:poss//19 energiinnehåll//NN|NEU|SIN|IND|NOM//obl//16 i//PP//case//21 kWh//NN|UTR|SIN|IND|NOM//nmod//19 ///MID//cc//23 m//NN|AN//conj//19 /år//RG|NOM//advmod//28 på//PP//case//28 en//DT|UTR|SIN|IND//det//28 viss//JJ|POS|UTR|SIN|IND|NOM//amod//28 höjd//NN|UTR|SIN|IND|NOM//obl//16 och//KN//cc//31 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//31 varierar//VB|PRS|AKT//conj//15 kraftigt//AB|POS//advmod//31 på//PP//case//35 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 platser//NN|UTR|PLU|IND|NOM//obl//31 .//MAD//punct//31
2. Utformningsprinciper för vindkraftsanläggningar;Även//AB//advmod//40 vindens//NN|UTR|SIN|DEF|GEN//nmod:poss//39 riktning//NN|UTR|SIN|IND|NOM//nsubj//40 varierar//VB|PRS|AKT//appos//31 .//MAD//punct//40
2. Utformningsprinciper för vindkraftsanläggningar;"I//PP//case//46 södra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//46 och//KN//cc//45 mellersta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//conj//43 Sverige//PM|NOM//obl//15 kommer//VB|PRS|AKT//advcl//15 hälften//NN|UTR|SIN|DEF|NOM//nsubj//47 av//PP//case//50 vinden//NN|UTR|SIN|DEF|NOM//nmod//48 från//PP//case//52 sektorn//NN|UTR|SIN|DEF|NOM//nmod//48 syd//NN|UTR|SIN|IND|NOM//advmod//47 till//PP//case//55 väst//NN|UTR|SIN|IND|NOM//obl//53 ;//MID//punct//15"
2. Utformningsprinciper för vindkraftsanläggningar;sydväst//JJ|POS|UTR|SIN|IND|NOM//parataxis//15 är//VB|PRS|AKT//cop//62 där//AB//advmod//62 den//DT|UTR|SIN|DEF//det//62 förhärskande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//62 vindriktningen//NN|UTR|SIN|DEF|NOM//nsubj//3  //_SP////62 .//MAD//punct//62
2. Utformningsprinciper för vindkraftsanläggningar;För//PP//mark//70 att//SN//fixed//65 ett//DT|NEU|SIN|IND//det//68 vindkraftverk//NN|NEU|SIN|IND|NOM//nsubj//70 ska//VB|PRS|AKT//aux//70 producera//VB|INF|AKT//advcl//75 bra//AB|POS//advmod//70 bör//VB|PRS|AKT//aux//75 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//75 därför//AB//advmod//75 stå//VB|INF|AKT//conj//3 så//AB//mark//79 att//SN//fixed//76 vinden//NN|UTR|SIN|DEF|NOM//nsubj//79 har//VB|PRS|AKT//advcl//75 fritt//JJ|POS|NEU|SIN|IND|NOM//amod//81 anlopp//NN|NEU|SIN|IND|NOM//obj//79 från//PP//case//83 sydväst//NN|UTR|SIN|IND|NOM//nmod//81 .//MAD//punct//3
2. Utformningsprinciper för vindkraftsanläggningar;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//3 är//VB|PRS|AKT//cop//3 också//AB//advmod//3 viktigt//JJ|POS|NEU|SIN|IND|NOM//ROOT//3 att//SN//mark//8 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//8 är//VB|PRS|AKT//cop//8 relativt//AB|POS//advmod//8 öppet//JJ|POS|NEU|SIN|IND|NOM//csubj//3 i//PP//case//11 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//11 sektor//NN|UTR|SIN|IND|NOM//obl//8 ,//MID//punct//13 nord//NN|UTR|SIN|IND|NOM//conj//8 till//PP//case//15 ost//NN|UTR|SIN|IND|NOM//nmod//13 ,//MID//punct//18 bakom//PP//case//18 verket//NN|NEU|SIN|DEF|NOM//obl//8 .//MAD//punct//3
2. Utformningsprinciper för vindkraftsanläggningar;På//PP//case//1 läsidan//NN|UTR|SIN|DEF|NOM//obl//6 om//PP//mark//6 ett//DT|NEU|SIN|IND//det//5 vindkraftverks//NN|NEU|SIN|IND|GEN//amod//5 rotor//NN|UTR|SIN|IND|NOM//nsubj:pass//6 bildas//VB|PRS|SFO//ROOT//6 en//DT|UTR|SIN|IND//det//10 så//AB//advmod//9 kallad//PC|PRF|UTR|SIN|IND|NOM//amod//10 vindvak//NN|UTR|SIN|IND|NOM//nsubj:pass//6 ,//MID//punct//10 en//DT|UTR|SIN|IND//det//14 ”//JJ|POS|UTR|SIN|IND|NOM//punct//14 strut//NN|UTR|SIN|IND|NOM//appos//10 ”//PAD//punct//14 där//HA//advmod//23 luften//NN|UTR|SIN|DEF|NOM//nsubj//23 som//HP|-|-|-//nsubj:pass//19 bromsats//VB|SUP|SFO//acl:relcl//17 upp//PL//compound:prt//19 av//PP//case//22 rotorn//NN|UTR|SIN|DEF|NOM//obl//19 virvlar//VB|PRS|AKT//acl:relcl//14 runt//PL//compound:prt//23 innan//SN//mark//29 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//29 på//PP//advmod//29 nytt//AB|POS//fixed//27 fångas//VB|INF|SFO//advcl//23 upp//PL//compound:prt//29 av//PP//case//34 den//DT|UTR|SIN|DEF//det//34 ostörda//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//34 vinden//NN|UTR|SIN|DEF|NOM//obl:agent//29 .//MAD//punct//6
2. Utformningsprinciper för vindkraftsanläggningar;När//HA//mark//6 en//DT|UTR|SIN|IND//det//2 grupp//NN|UTR|SIN|IND|NOM//nsubj:pass//6 med//PP//case//5 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//5 vindkraftverk//NN|NEU|PLU|IND|NOM//nmod//2 byggs//VB|PRS|SFO//advcl//7 orienteras//VB|PRS|SFO//ROOT//7 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//7 efter//PP//case//12 den//DT|UTR|SIN|DEF//det//12 förhärskande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//12 vindriktningen//NN|UTR|SIN|DEF|NOM//obl//7 för//PP//mark//19 att//SN//mark//19 den//DT|UTR|SIN|DEF//det//17 sammanlagda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//17 produktionen//NN|UTR|SIN|DEF|NOM//nsubj:pass//19 ska//VB|PRS|AKT//aux//19 optimeras//VB|INF|SFO//advcl//7 .//MAD//punct//7
2. Utformningsprinciper för vindkraftsanläggningar;Om//SN//mark//23 vindkraftverken//NN|NEU|PLU|DEF|NOM//nsubj:pass//23 placeras//VB|PRS|SFO//advcl//30 på//PP//case//25 linje//NN|UTR|SIN|IND|NOM//obl//23 ska//VB|PRS|AKT//aux//30 den//DT|UTR|SIN|DEF//nsubj//30 helst//AB|SUV//advmod//30 vara//VB|INF|AKT//cop//30 vinkelrät//JJ|POS|UTR|SIN|IND|NOM//nsubj:pass//7 mot//PP//case//34 den//DT|UTR|SIN|DEF//det//34 förhärskande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//34 vindriktningen//NN|UTR|SIN|DEF|NOM//obl//30  //_SP////34 (//PAD//punct//30 dvs//AB|AN//advmod//39 en//DT|UTR|SIN|IND//det//39 linje//NN|UTR|SIN|IND|NOM//appos//30 från//PP//case//41 SO//NN|AN//nmod//39 till//PP//case//43 NV//PM|NOM//nmod//39 )//PAD//punct//30 ,//MID//punct//58 så//AB//mark//58 att//SN//fixed//46 risken//NN|UTR|SIN|DEF|NOM//nsubj:pass//58 för//PP//mark//53 att//SN//mark//53 vindkraftverken//NN|UTR|SIN|DEF|NOM//nsubj:pass//53 ska//VB|PRS|AKT//aux//53 störas//VB|INF|SFO//acl//48 av//PP//case//57 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//57 verks//NN|UTR|PLU|IND|GEN//amod//57 vindvakar//NN|UTR|PLU|IND|NOM//obl:agent//53 minimeras//VB|INF|SFO//conj//7 .//MAD//punct//58
2. Utformningsprinciper för vindkraftsanläggningar;På//PP//case//63 en//DT|UTR|SIN|IND//det//63 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//63 linje//NN|UTR|SIN|IND|NOM//obl//64 behöver//VB|PRS|AKT//conj//58 avståndet//NN|NEU|SIN|DEF|NOM//nsubj//71 mellan//PP//case//67 verken//NN|NEU|PLU|DEF|NOM//nmod//65 inte//AB//advmod//71 vara//VB|INF|AKT//cop//71 så//AB//advmod//71 stort//JJ|POS|NEU|SIN|IND|NOM//xcomp//64 ,//MID//punct//64 idag//AB//advmod//74 tillämpas//VB|PRS|SFO//parataxis//64 en//DT|UTR|SIN|IND//det//76 tumregeln//NN|UTR|SIN|IND|NOM//nsubj:pass//74 om//PP//case//79 ett//DT|NEU|SIN|IND//det//79 avstånd//NN|NEU|SIN|IND|NOM//nmod//76 på//PP//case//82 fem//RG|NOM//nummod//82 rotordiametrar//NN|UTR|PLU|IND|NOM//nmod//79 .//MAD//punct//7
2. Utformningsprinciper för vindkraftsanläggningar;Större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//1 grupper//NN|UTR|PLU|IND|NOM//nsubj//3 kan//VB|PRS|AKT//aux//3 bestå//VB|INF|AKT//ROOT//3 av//PP//case//7 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//7 parallella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 rader//NN|UTR|PLU|IND|NOM//obl//3 med//PP//case//9 vindkraftverk//NN|NEU|PLU|IND|NOM//nmod//7 .//MAD//punct//3
2. Utformningsprinciper för vindkraftsanläggningar;För//PP//mark//13 att//IE//mark//13 optimera//VB|INF|AKT//advcl//15 produktionen//NN|UTR|SIN|DEF|NOM//obj//13 läggs//VB|PRS|SFO//parataxis//3 dessa//DT|UTR/NEU|PLU|DEF//det//17 rader//NN|UTR|PLU|IND|NOM//nsubj:pass//15 vinkelrätt//AB|POS//advmod//15 mot//PP//case//22 den//DT|UTR|SIN|DEF//det//22 förhärskande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//22 vindriktningen//NN|UTR|SIN|DEF|NOM//obl//15 ,//MID//punct//22 med//PP//case//27 samma//DT|UTR/NEU|SIN/PLU|IND//amod//27 inbördes//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//27 avstånd//NN|NEU|SIN|IND|NOM//obl//15 som//KN//mark//31 för//PP//case//31 en//DT|UTR|SIN|IND//det//31 linje//NN|UTR|SIN|IND|NOM//nmod//27 (//PAD//punct//31 fem//RG|NOM//nummod//34 rotordiametrar//NN|UTR|PLU|IND|NOM//appos//31 )//PAD//punct//15 .//MAD//punct//43
2. Utformningsprinciper för vindkraftsanläggningar;Avståndet//NN|NEU|SIN|DEF|NOM//nsubj//43 mellan//PP//case//39 raderna//NN|UTR|PLU|DEF|NOM//nmod//37 bör//VB|PRS|AKT//aux//43 dock//AB//advmod//43 vara//VB|INF|AKT//cop//43 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//3 ,//MID//punct//58 eftersom//SN//mark//58 vindvakarna//NN|UTR|PLU|DEF|NOM//nsubj//58 från//PP//case//50 den//DT|UTR|SIN|DEF//det//50 första//RO|NOM//amod//50 raden//NN|UTR|SIN|DEF|NOM//nmod//46 under//PP//case//54 en//DT|UTR|SIN|IND//det//54 stor//JJ|POS|UTR|SIN|IND|NOM//amod//54 del//NN|UTR|SIN|IND|NOM//nmod//50 av//PP//case//56 tiden//NN|UTR|SIN|DEF|NOM//nmod//54 är//VB|PRS|AKT//cop//58 riktade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//43 åt//PP//case//61 det//DT|NEU|SIN|DEF//det//61 hållet//NN|NEU|SIN|DEF|NOM//obl//58
2. Utformningsprinciper för vindkraftsanläggningar;För//PP//mark//2 att//IE//mark//2 optimera//VB|INF|AKT//advcl//4 produktionen//NN|UTR|SIN|DEF|NOM//obj//2 förskjuts//VB|PRS|SFO//ROOT//4 raderna//NN|UTR|PLU|DEF|NOM//nsubj:pass//4 i//PP//case//9 förhållande//NN|NEU|SIN|IND|NOM//fixed//6 till//PP//fixed//6 varandra//PN|UTR/NEU|PLU|DEF|OBJ//obl//4 ,//MID//punct//4 så//SN//mark//18 att//SN//fixed//11 verken//NN|NEU|PLU|DEF|NOM//nsubj//18 i//PP//case//17 den//DT|UTR|SIN|DEF//det//17 andra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//17 raden//NN|UTR|SIN|DEF|NOM//nmod//13 står//VB|PRS|AKT//advcl//4 mitt//AB//advmod//18 emellan//PP//case//21 verken//NN|NEU|PLU|DEF|NOM//obl//18 i//PP//case//23 raden//NN|UTR|SIN|DEF|NOM//nmod//21 framför//PP//advmod//23 .//MAD//punct//4
2. Utformningsprinciper för vindkraftsanläggningar;Större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//27 anläggningar//NN|UTR|PLU|IND|NOM//nsubj:pass//28 utformas//VB|PRS|SFO//parataxis//4 därför//AB//advmod//28 ofta//AB|POS//advmod//28 i//PP//case//35 ett//DT|NEU|SIN|IND//det//35 så//AB//advmod//34 kallat//PC|PRF|NEU|SIN|IND|NOM//amod//35 gittermönster//NN|UTR|PLU|IND|NOM//obl//28  //_SP////35 uppbyggt//PC|PRF|NEU|SIN|IND|NOM//xcomp//28 av//PP//case//40 likbenta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 trianglar//NN|UTR|PLU|IND|NOM//obl:agent//37 med//PP//case//43 5//RG|NOM//nummod//43 rotordiametrar//NN|UTR|PLU|IND|NOM//nmod//40 som//KN//mark//45 bas//NN|UTR|SIN|IND|NOM//appos//43 och//KN//cc//49 med//PP//case//49 en//DT|UTR|SIN|IND//det//49 höjd//NN|UTR|SIN|IND|NOM//conj//45 på//PP//case//52 7//RG|NOM//nummod//52 rotordiametrar//NN|UTR|PLU|IND|NOM//nmod//49 .//MAD//punct//4
2. Utformningsprinciper för vindkraftsanläggningar;(//PAD//punct//55 se//VB|IMP|AKT//parataxis//4 figur//NN|UTR|SIN|IND|NOM//obj//55 )//PAD//punct//55 .//MAD//punct//55
2. Utformningsprinciper för vindkraftsanläggningar;Verken//NN|NEU|PLU|DEF|NOM//nsubj//63 i//PP//case//62 en//DT|UTR|SIN|IND//det//62 grupp//NN|UTR|SIN|IND|NOM//nmod//59 producerar//VB|PRS|AKT//parataxis//55 dock//AB//advmod//63 något//AB//det//66 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//63 än//KN//case//70 ett//DT|NEU|SIN|IND//det//70 enskilt//JJ|POS|NEU|SIN|IND|NOM//amod//70 verk//NN|NEU|SIN|IND|NOM//obl//63 på//PP//case//73 samma//DT|UTR/NEU|SIN/PLU|IND//det//73 plats//NN|UTR|SIN|IND|NOM//obl//63 ,//MID//punct//63 denna//DT|UTR|SIN|DEF//det//78 så//AB//advmod//77 kallade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//78 parkförlust//NN|UTR|SIN|IND|NOM//nsubj//79 brukar//VB|PRS|AKT//conj//63 ligga//VB|INF|AKT//xcomp//79 i//PP//case//82 storleksordningen//NN|UTR|SIN|DEF|NOM//obl//80 5//RG|NOM//nummod//84 procent//NN|UTR|PLU|IND|NOM//obj//63 för//PP//case//89 en//DT|UTR|SIN|IND//det//89 optimalt//AB|POS//advmod//88 utformad//PC|PRF|UTR|SIN|IND|NOM//amod//89 grupp//NN|UTR|SIN|IND|NOM//obl//63 och//KN//cc//91 ökar//VB|PRS|AKT//conj//63 med//PP//case//94 gruppens//NN|UTR|SIN|DEF|GEN//nmod:poss//94 storlek//NN|UTR|SIN|IND|NOM//obl//91 .//MAD//punct//63
2. Utformningsprinciper för vindkraftsanläggningar;När//HA//mark//100 grupper//NN|UTR|PLU|IND|NOM//nsubj:pass//100 med//PP//case//99 vindkraftverk//NN|NEU|PLU|IND|NOM//nmod//97 utformas//VB|INF|SFO//advcl//104 på//PP//case//103 annat//JJ|POS|NEU|SIN|IND|NOM//amod//103 sätt//NN|NEU|SIN|IND|NOM//obl//100 innebär//VB|PRS|AKT//conj//4 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//104 samtidigt//AB//mark//111 att//SN//mark//111 produktionen//NN|UTR|SIN|DEF|NOM//nsubj//111 hos//PP//case//110 gruppen//NN|UTR|SIN|DEF|NOM//nmod//108 minskar//VB|PRS|AKT//ccomp//104 och//KN//cc//118 att//SN//mark//118 kostnaderna//NN|UTR|PLU|DEF|NOM//nsubj//118 per//PP//case//117 producerad//PC|PRF|UTR|SIN|IND|NOM//amod//117 kWh//NN|UTR|SIN|IND|NOM//nmod//114 ökar//VB|PRS|AKT//conj//111 .//MAD//punct//4
2. Utformningsprinciper för vindkraftsanläggningar;Hur//HA//advmod//3 en//DT|UTR|SIN|IND//det//2 vindkraftsanläggning//NN|UTR|SIN|IND|NOM//nsubj:pass//3 utformas//VB|PRS|SFO//csubj//4 beror//VB|PRS|AKT//ROOT//4 också//AB//advmod//4 på//PP//case//8 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 faktorer//NN|UTR|PLU|IND|NOM//obl//4 .//MAD//punct//4
2. Utformningsprinciper för vindkraftsanläggningar;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//11 gäller//VB|PRS|AKT//parataxis//4 inte//AB//advmod//11 minst//AB|SUV//advmod//14 vindkraftverk//NN|NEU|PLU|IND|NOM//obj//11 som//HP|-|-|-//nsubj:pass//16 byggs//VB|PRS|SFO//acl:relcl//14 i//PP//case//18 anslutning//NN|UTR|SIN|IND|NOM//obl//16 till//PP//case//20 lantbruk//NN|NEU|SIN|IND|NOM//obl//16 .//MAD//punct//11
2. Utformningsprinciper för vindkraftsanläggningar;En//DT|UTR|SIN|IND//det//23 lantbrukare//NN|UTR|SIN|IND|NOM//nsubj//26 kan//VB|PRS|AKT//aux//26 exempelvis//AB//advmod//26 uppföra//VB|INF|AKT//parataxis//11 ett//DT|NEU|SIN|IND//det//28 vindkraftverk//NN|NEU|SIN|IND|NOM//obj//26 på//PP//case//32 sin//PS|UTR|SIN|DEF//nmod:poss//32 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//32 fastighet//NN|UTR|SIN|IND|NOM//obl//26 och//KN//cc//34 ansluta//VB|INF|AKT//conj//26 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//34 direkt//AB|POS//advmod//34 till//PP//case//38 gården//NN|UTR|SIN|DEF|NOM//obl//34 ,//MID//punct//26 ”//PM|NOM//punct//11 innanför//PP//case//43 ”//PM|NOM//nmod//43 elmätaren//NN|UTR|SIN|DEF|NOM//obl//11 .//MAD//punct//11
2. Utformningsprinciper för vindkraftsanläggningar;Vindkraftverket//NN|NEU|SIN|DEF|NOM//nsubj//47 är//VB|PRS|AKT//cop//47 anslutet//PC|PRF|NEU|SIN|IND|NOM//parataxis//11 till//PP//case//49 elnätet//NN|NEU|SIN|DEF|NOM//obl//47 ,//MID//punct//52 men//KN//cc//52 levererar//VB|PRS|AKT//conj//47 också//AB//advmod//52 en//DT|UTR|SIN|IND//det//56 stor//JJ|POS|UTR|SIN|IND|NOM//amod//56 del//NN|UTR|SIN|IND|NOM//obj//52 av//PP//case//58 den//DT|UTR|SIN|DEF//nmod//56 el//NN|UTR|SIN|IND|NOM//cc//61 som//HP|-|-|-//nsubj:pass//61 används//VB|PRS|SFO//conj//52 inomgårds//NN|UTR|PLU|IND|NOM//xcomp//61 .//MID//punct//52
2. Utformningsprinciper för vindkraftsanläggningar;När//HA//mark//66 verket//NN|NEU|SIN|DEF|NOM//nsubj//66 producerar//VB|PRS|AKT//advcl//72 mer//AB|KOM//advmod//70 el//KN//fixed//67 än//KN//fixed//67 gården//NN|UTR|SIN|DEF|NOM//obl//66 behöver//VB|PRS|AKT//aux//72 säljs//VB|PRS|SFO//conj//47 överskottet//NN|NEU|SIN|DEF|NOM//nsubj:pass//72 till//PP//case//75 nätet//NN|NEU|SIN|DEF|NOM//obl//72 (//PAD//punct//79 det//DT|NEU|SIN|DEF//det//79 lokala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//79 elförsäljningsbolaget//NN|NEU|SIN|DEF|NOM//appos//72 )//PAD//punct//79 för//PP//case//84 ca//AB|AN//advmod//83 25//RG|NOM//nummod//84 öre//NN|NEU|PLU|IND|NOM//obl//72 ///MID//case//86 kWh//NN|AN//conj//84 och//KN//cc//90 när//HA//mark//90 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//90 producerar//VB|PRS|AKT//conj//72 för//AB//mark//93 lite//AB|POS//amod//93 köps//VB|PRS|SFO//obl//90 el//KN//cc//93 från//PP//case//96 nätet//NN|NEU|SIN|DEF|NOM//obl//90 för//PP//case//100 ca//AB|AN//advmod//99 60-70//RG|NOM//nummod//100 öre//NN|NEU|PLU|IND|NOM//nmod//96 ///MID//case//102 kWh//NN|AN//nmod//100 (//PAD//punct//90 inkl//PP//amod//105 nätavgift//NN|UTR|SIN|IND|NOM//appos//90 ,//MID//punct//107 elskatt//NN|UTR|SIN|IND|NOM//conj//105 och//KN//cc//109 moms//NN|UTR|SIN|IND|NOM//conj//105 )//PAD//punct//90 .//MAD//punct//47
