Organisering av framtidens e-förvaltning ;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 E-delegationen//NN|UTR|SIN|DEF|NOM//nmod//0

Bilaga 5 / Ekonomistyrningsverket;Ekonomistyrningsverkets//NN|NEU|SIN|DEF|GEN//nsubj//9 (//PAD//punct//0 ESV//PM|NOM//appos//0 ://MID//punct//2 s//NN|AN//nmod//2 )//PAD//punct//2 uppdrag//NN|NEU|SIN|IND|NOM//conj//0 är//VB|PRS|AKT//cop//9 att//IE//mark//9 utveckla//VB|INF|AKT//ROOT//9 och//KN//cc//11 förvalta//VB|INF|AKT//conj//9 den//DT|UTR|SIN|DEF//det//14 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//14 styrningen//NN|UTR|SIN|DEF|NOM//obj//11 av//PP//case//17 statlig//JJ|POS|UTR|SIN|IND|NOM//amod//17 verksamhet//NN|UTR|SIN|IND|NOM//nmod//14 samt//KN//cc//20 att//IE//mark//20 utföra//VB|INF|AKT//conj//9 revision//NN|UTR|SIN|IND|NOM//obj//20 av//PP//case//24 Sveriges//PM|GEN//nmod:poss//24 hantering//NN|UTR|SIN|IND|NOM//nmod//21 av//PP//case//26 EU-medel//NN|NEU|PLU|IND|NOM//nmod//24 .//MAD//punct//9
Bilaga 5 / Ekonomistyrningsverket;ESV//PM|NOM//nsubj//29 har//VB|PRS|AKT//parataxis//9 i//PP//advmod//29 uppdrag//NN|NEU|SIN|IND|NOM//fixed//30 att//IE//mark//35 bland//PP//advmod//35 annat//PN|NEU|SIN|IND|SUB/OBJ//fixed//33 leda//VB|INF|AKT//advcl//29 och//KN//cc//37 samordna//VB|INF|AKT//conj//35 införandet//NN|NEU|SIN|DEF|NOM//obj//37 av//PP//case//41 elektroniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//41 beställningar//NN|UTR|PLU|IND|NOM//nmod//38 i//PP//case//43 staten//NN|UTR|SIN|DEF|NOM//nmod//41 .//MAD//punct//9
Bilaga 5 / Ekonomistyrningsverket;Myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//49 är//VB|PRS|AKT//cop//49 också//AB//advmod//49 Sveriges//PM|GEN//nmod:poss//49 representant//NN|UTR|SIN|IND|NOM//parataxis//9 i//PP//case//51 Open//PM|NOM//nmod//49 PEPPOL//PM|NOM//nmod//49 ,//MID//punct//49 som//HP|-|-|-//nsubj//56 ska//VB|PRS|AKT//aux//56 underlätta//VB|INF|AKT//acl:relcl//49 övergången//NN|UTR|SIN|DEF|NOM//obj//56 till//PP//case//60 elektroniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//60 inköpsprocesser//NN|UTR|PLU|IND|NOM//obl//56 för//PP//case//62 myndigheter//NN|UTR|PLU|IND|NOM//nmod//60 och//KN//cc//64 företag//NN|NEU|PLU|IND|NOM//conj//62 i//PP//case//66 Europa//PM|NOM//nmod//64 .//MAD//punct//49
Bilaga 5 / Ekonomistyrningsverket;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 gett//VB|SUP|AKT//ROOT//2 ESV//PM|NOM//obj//2 i//PP//case//5 uppdrag//NN|NEU|SIN|IND|NOM//obl//2 att//IE//mark//7 följa//VB|INF|AKT//acl//5 upp//PL//compound:prt//7 realiseringen//NN|UTR|SIN|DEF|NOM//obj//7 av//PP//case//12 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 nyttor//NN|UTR|PLU|IND|NOM//nmod//9 från//PP//case//14 e-förvaltningsprojekt//NN|NEU|PLU|IND|NOM//nmod//12 .//MAD//punct//2

Bilaga 5 / Statskontoret;Statskontorets//NN|NEU|SIN|DEF|GEN//nmod:poss//1 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//2 är//VB|PRS|AKT//ROOT//2 att//IE//mark//7 på//PP//case//6 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//6 initiativ//NN|NEU|SIN|IND|NOM//obl//7 bistå//VB|INF|AKT//ccomp//2 med//PP//case//9 utredningar//NN|UTR|PLU|IND|NOM//obl//7 ,//MID//punct//11 utvärderingar//NN|UTR|PLU|IND|NOM//conj//9 samt//KN//cc//13 uppföljningar//NN|UTR|PLU|IND|NOM//conj//9 av//PP//case//19 statlig//JJ|POS|UTR|SIN|IND|NOM//amod//19 och//KN//cc//17 statligt//AB|POS//conj//15 finansierad//PC|PRF|UTR|SIN|IND|NOM//amod//19 verksamhet//NN|UTR|SIN|IND|NOM//nmod//13 samt//KN//cc//22 övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//22 frågor//NN|UTR|PLU|IND|NOM//conj//9 om//PP//case//27 den//DT|UTR|SIN|DEF//det//26 offentliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//26 förvaltningens//NN|UTR|SIN|DEF|GEN//nmod:poss//27 funktionssätt//NN|NEU|SIN|IND|NOM//nmod//22 .//MAD//punct//2
Bilaga 5 / Statskontoret;I//PP//case//30 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//31 ingår//VB|PRS|AKT//parataxis//2 att//IE//mark//33 analysera//VB|INF|AKT//csubj//31 verksamheter//NN|UTR|PLU|IND|NOM//obj//33 och//KN//cc//36 myndigheter//NN|UTR|PLU|IND|NOM//conj//34 ur//PP//case//39 ett//DT|NEU|SIN|IND//det//39 effektivitetsperspektiv//NN|NEU|SIN|IND|NOM//obl//33 ,//MID//punct//41 redovisa//VB|INF|AKT//conj//33 effekter//NN|UTR|PLU|IND|NOM//obj//41 av//PP//case//45 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 åtgärder//NN|UTR|PLU|IND|NOM//nmod//42 samt//KN//cc//47 ge//VB|INF|AKT//conj//33 underlag//NN|NEU|SIN|IND|NOM//obj//47 för//PP//case//50 omprövning//NN|UTR|SIN|IND|NOM//nmod//48 och//KN//cc//52 effektivisering//NN|UTR|SIN|IND|NOM//conj//50 .//MAD//punct//2

Bilaga 5 / Kammarkollegiet;Kammarkollegiet//NN|NEU|SIN|DEF|NOM//nsubj//1 har//VB|PRS|AKT//ROOT//1 till//PP//case//3 uppgift//NN|UTR|SIN|IND|NOM//obl//1 att//IE//mark//5 tillhandahålla//VB|INF|AKT//acl//3 service//NN|UTR|SIN|IND|NOM//obj//5 inom//PP//case//10 det//DT|NEU|SIN|DEF//det//10 statliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 området//NN|NEU|SIN|DEF|NOM//obl//5 ,//MID//punct//1 främst//AB|SUV//advmod//13 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//14 ekonomi//NN|UTR|SIN|IND|NOM//obl//1 ,//MID//punct//16 juridik//NN|UTR|SIN|IND|NOM//conj//14 ,//MID//punct//18 kapitalförvaltning//NN|UTR|SIN|IND|NOM//conj//14 ,//MID//punct//20 riskhantering//NN|UTR|SIN|IND|NOM//conj//14 och//KN//cc//22 administration//NN|UTR|SIN|IND|NOM//conj//14 .//MAD//punct//1
Bilaga 5 / Kammarkollegiet;En//PN|UTR|SIN|IND|SUB/OBJ//obl//43 av//PP//case//27 myndighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//27 uppgifter//NN|UTR|PLU|IND|NOM//nmod//24 är//VB|PRS|AKT//cop//24 att//IE//mark//30 ansvara//VB|INF|AKT//acl//24 för//PP//case//32 upphandlingen//NN|UTR|SIN|DEF|NOM//obl//30 för//PP//case//36 den//DT|UTR|SIN|DEF//det//36 offentliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//36 förvaltningen//NN|UTR|SIN|DEF|NOM//nmod//32 inom//PP//case//39 området//NN|NEU|SIN|DEF|NOM//nmod//39 informationsteknik//NN|UTR|SIN|IND|NOM//nmod//36 .//MAD//punct//24
Bilaga 5 / Kammarkollegiet;Myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//43 ska//VB|PRS|AKT//aux//43 verka//VB|INF|AKT//conj//1 för//PP//mark//49 att//SN//mark//49 bästa//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//48 möjliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//48 villkor//NN|NEU|PLU|IND|NOM//nsubj:pass//49 skapas//VB|PRS|SFO//advcl//43 för//PP//case//51 anskaffning//NN|UTR|SIN|IND|NOM//obl//49 och//KN//cc//53 användning//NN|UTR|SIN|IND|NOM//conj//51 av//PP//case//55 informationsteknik//NN|UTR|SIN|IND|NOM//nmod//53 inom//PP//case//59 den//DT|UTR|SIN|DEF//det//59 offentliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//59 sektorn//NN|UTR|SIN|DEF|NOM//nmod//53 ,//MID//punct//66 samt//KN//cc//66 att//SN//mark//66 den//DT|UTR|SIN|DEF//det//65 offentliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//65 förvaltningen//NN|UTR|SIN|DEF|NOM//nsubj//66 använder//VB|PRS|AKT//conj//1 gemensamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//68 funktioner//NN|UTR|PLU|IND|NOM//obj//66 och//KN//cc//70 lösningar//NN|UTR|PLU|IND|NOM//conj//68 .//MAD//punct//66
Bilaga 5 / Kammarkollegiet;I//PP//case//74 detta//DT|NEU|SIN|DEF//det//74 arbete//NN|NEU|SIN|IND|NOM//obl//78 ska//VB|PRS|AKT//aux//78 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//78 särskilt//AB//advmod//78 beakta//VB|INF|AKT//parataxis//66 intresset//NN|NEU|SIN|DEF|NOM//obj//78 av//PP//case//81 innovationer//NN|UTR|PLU|IND|NOM//nmod//79 och//KN//cc//84 teknikneutrala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//84 lösningar//NN|UTR|PLU|IND|NOM//conj//81 .//MAD//punct//1

Bilaga 5 / Swedish Standards Institute;Swedish//PM|NOM//amod//1 Standards//PM|NOM//nmod//2 Institute//PM|NOM//nsubj//9 (//PAD//punct//2 SIS//PM|NOM//appos//2 )//PAD//punct//2 är//VB|PRS|AKT//cop//9 en//DT|UTR|SIN|IND//det//9 ideell//JJ|POS|UTR|SIN|IND|NOM//amod//9 förening//NN|UTR|SIN|IND|NOM//ROOT//9 ,//MID//punct//11 utsedd//PC|PRF|UTR|SIN|IND|NOM//conj//9 av//PP//case//13 regeringen//NN|UTR|SIN|DEF|NOM//obl:agent//11 som//KN//mark//16 svenskt//JJ|POS|NEU|SIN|IND|NOM//amod//16 standardiseringsorgan//NN|NEU|SIN|IND|NOM//xcomp//11 inom//PP//case//19 områdena//NN|NEU|PLU|DEF|NOM//nmod//19 ISO//PM|NOM//nmod//16 och//KN//cc//21 CEN//PM|NOM//conj//19 .//MAD//punct//9
Bilaga 5 / Swedish Standards Institute;Några//DT|UTR/NEU|PLU|IND//det//1 exempel//NN|NEU|PLU|IND|NOM//nsubj//45 på//PP//case//3 områden//NN|NEU|PLU|IND|NOM//nmod//1 där//HA//advmod//7 SIS//PM|NOM//nsubj//7 är//VB|PRS|AKT//cop//7 verksamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//3 ://MAD//punct//7
Bilaga 5 / Swedish Standards Institute;//NN|AN//nmod//10 SIS//PM|NOM//nsubj//11 fick//VB|PRT|AKT//acl:relcl//1 2012//RG|NOM//obj//11 i//PP//case//14 uppdrag//NN|NEU|SIN|IND|NOM//obl//11 av//PP//case//16 Socialdepartementet//NN|NEU|SIN|DEF|NOM//nmod//14 att//IE//mark//18 ta//VB|INF|AKT//acl//14 fram//PL//compound:prt//18 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//21 standard//NN|UTR|SIN|IND|NOM//obj//18 för//PP//case//23 äldrevård//NN|UTR|SIN|IND|NOM//obl//18 och//KN//cc//25 omsorg//NN|UTR|SIN|IND|NOM//conj//23 både//KN//cc//31 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//31 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 och//KN//cc//30 privata//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//28 vårdgivare//NN|UTR|PLU|IND|NOM//conj//23 .//MAD//punct//11
Bilaga 5 / Swedish Standards Institute;//NN|AN//nmod//34 SIS//PM|NOM//nsubj//38 har//VB|PRS|AKT//aux//38 inom//PP//case//37 Geodataområdet//PM|NOM//obl//38 tagit//VB|SUP|AKT//acl:relcl//1 fram//PL//compound:prt//38 en//DT|UTR|SIN|IND//det//41 termbank//NN|UTR|SIN|IND|NOM//obj//38 .//MAD//punct//38
Bilaga 5 / Swedish Standards Institute;//NN|AN//obj//38 2012//RG|NOM//nummod//43 fick//VB|PRT|AKT//ROOT//45 SIS//PM|NOM//nsubj//45 bidrag//NN|NEU|SIN|IND|NOM//obj//45 från//PP//case//49 Sida//NN|UTR|SIN|IND|NOM//nmod//47 för//PP//mark//52 att//IE//mark//52 driva//VB|INF|AKT//advcl//45 två//RG|NOM//nummod//54 projekt//NN|NEU|PLU|IND|NOM//obj//52 för//PP//mark//57 att//IE//mark//57 öka//VB|INF|AKT//advcl//52 Östafrikas//PM|GEN//obj//57 och//KN//cc//60 Syd-//PM|SMS//conj//58 och//KN//cc//63 sydostasiens//NN|UTR|SIN|DEF|GEN//nmod:poss//63 deltagande//NN|NEU|SIN|IND|NOM//conj//58 i//PP//case//67 den//DT|UTR|SIN|DEF//det//67 globala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//67 standardiseringen//NN|UTR|SIN|DEF|NOM//nmod//63 ,//MID//punct//69 öka//VB|INF|AKT//conj//45 användandet//NN|NEU|SIN|DEF|NOM//obj//69 av//PP//case//72 standarder//NN|UTR|PLU|IND|NOM//nmod//70 inom//PP//case//74 regionerna//NN|UTR|PLU|DEF|NOM//obl//69 samt//KN//cc//76 öka//VB|INF|AKT//conj//69 inflytandet//NN|NEU|SIN|DEF|NOM//obj//76 över//PP//case//79 handelsvillkoren//NN|NEU|PLU|DEF|NOM//obl//76 .//MAD//punct//45

Bilaga 5 / Verket för innovationssystem;Verket//NN|NEU|SIN|DEF|NOM//nsubj//6 för//PP//case//2 innovationssystem//NN|NEU|PLU|IND|NOM//nmod//0 (//PAD//punct//4 VINNOVA//PM|NOM//appos//2 )//PAD//punct//2 har//VB|PRS|AKT//ROOT//6 till//PP//case//8 uppgift//NN|UTR|SIN|IND|NOM//obl//6 att//IE//mark//10 främja//VB|INF|AKT//acl//8 hållbar//JJ|POS|UTR|SIN|IND|NOM//amod//12 tillväxt//NN|UTR|SIN|IND|NOM//obj//10 genom//PP//case//14 finansiering//NN|UTR|SIN|IND|NOM//obl//10 av//PP//case//17 behovsmotiverad//PC|PRF|UTR|SIN|IND|NOM//amod//17 forskning//NN|UTR|SIN|IND|NOM//nmod//14 och//KN//cc//19 utveckling//NN|UTR|SIN|IND|NOM//conj//17 av//PP//case//22 effektiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 innovationssystem//NN|NEU|PLU|IND|NOM//nmod//19 .//MID//punct//6
Bilaga 5 / Verket för innovationssystem;Myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//25 har//VB|PRS|AKT//parataxis//6 ett//DT|NEU|SIN|IND//det//28 särskilt//PC|PRF|NEU|SIN|IND|NOM//amod//28 ansvar//NN|NEU|SIN|IND|NOM//obj//25 inom//PP//case//30 teknikområdet//NN|NEU|SIN|DEF|NOM//nmod//28 samt//KN//cc//32 områden//NN|NEU|PLU|IND|NOM//conj//30 transport//NN|UTR|SIN|IND|NOM//nmod//32 ,//MID//punct//35 kommunikation//NN|UTR|SIN|IND|NOM//conj//33 och//KN//cc//37 arbetsliv//NN|NEU|SIN|IND|NOM//conj//33 .//MAD//punct//25
Bilaga 5 / Verket för innovationssystem;Med//PP//case//40 innovationssystem//NN|NEU|PLU|IND|NOM//obl//41 avses//VB|PRS|SFO//conj//25 nätverk//NN|NEU|PLU|IND|NOM//nsubj:pass//41 av//PP//case//47 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//47 och//KN//cc//46 privata//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//44 aktörer//NN|UTR|PLU|IND|NOM//nmod//42 där//HA//advmod//50 ny//JJ|POS|UTR|SIN|IND|NOM//amod//50 teknik//NN|UTR|SIN|IND|NOM//appos//47 och//KN//cc//52 kunskap//NN|UTR|SIN|IND|NOM//conj//50 produceras//VB|PRS|SFO//xcomp//41 ,//MID//punct//55 sprids//VB|PRS|SFO//conj//41 och//KN//cc//57 används//VB|PRS|SFO//conj//41 .//MAD//punct//6

Bilaga 5 / Tillväxtverket;Tillväxtverkets//NN|NEU|SIN|DEF|GEN//nmod:poss//1 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//2 är//VB|PRS|AKT//ROOT//2 att//IE//mark//4 utveckla//VB|INF|AKT//xcomp//2 och//KN//cc//6 genomföra//VB|INF|AKT//conj//4 insatser//NN|UTR|PLU|IND|NOM//obj//4 som//HP|-|-|-//nsubj//9 främjar//VB|PRS|AKT//acl:relcl//7 entreprenörskap//NN|NEU|SIN|IND|NOM//obj//9 ,//MID//punct//13 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//13 konkurrenskraft//NN|UTR|SIN|IND|NOM//conj//10 och//KN//cc//15 tillväxt//NN|UTR|SIN|IND|NOM//conj//10 i//PP//case//17 företag//NN|NEU|PLU|IND|NOM//obl//9 ,//MID//punct//20 samt//KN//cc//20 utvecklingskraft//NN|UTR|SIN|IND|NOM//conj//4 i//PP//case//23 alla//DT|UTR/NEU|PLU|IND/DEF//det//23 delar//NN|UTR|PLU|IND|NOM//nmod//20 av//PP//case//25 landet//NN|NEU|SIN|DEF|NOM//nmod//23 ,//MID//punct//29 med//PP//case//29 stärkt//PC|PRF|UTR|SIN|IND|NOM//amod//29 nationell//JJ|POS|UTR|SIN|IND|NOM//amod//34 ,//MID//punct//31 regional//JJ|POS|UTR|SIN|IND|NOM//conj//29 och//KN//cc//33 lokal//JJ|POS|UTR|SIN|IND|NOM//conj//29 konkurrenskraft//NN|UTR|SIN|IND|NOM//conj//20 .//MAD//punct//2

Bilaga 5 / Informationshanteringsutredningen;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//1 tillsattes//VB|PRT|SFO//ROOT//1 2011//RG|NOM//nummod//1 och//KN//cc//4 slutredovisar//VB|PRS|AKT//conj//1 sitt//PS|NEU|SIN|DEF//nmod:poss//6 uppdrag//NN|NEU|SIN|IND|NOM//obj//4 i//PP//case//8 december//NN|UTR|SIN|IND|NOM//nmod//6 2014//RG|NOM//nummod//8 .//MAD//punct//1
Bilaga 5 / Informationshanteringsutredningen;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//12 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//13 är//VB|PRS|AKT//parataxis//1 att//IE//mark//15 se//VB|INF|AKT//ccomp//13 över//PL//case//17 registerlagstiftningen//NN|UTR|SIN|DEF|NOM//obl//15 och//KN//cc//19 visa//VB|INF|AKT//conj//15 på//PP//case//22 sammanhängande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//22 frågor//NN|UTR|PLU|IND|NOM//obl//19 i//PP//case//24 syfte//NN|NEU|SIN|IND|NOM//nmod//22 att//IE//mark//26 skapa//VB|INF|AKT//acl//22 rättsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 förutsättningar//NN|UTR|PLU|IND|NOM//obj//26 för//PP//case//30 en//DT|UTR|SIN|IND//obl//26 med//PP//case//33 effektiv//JJ|POS|UTR|SIN|IND|NOM//amod//33 e-förvaltning//NN|UTR|SIN|IND|NOM//nmod//30 .//MAD//punct//1

Bilaga 5 / Länsstyrelserna;Länsstyrelsernas//NN|UTR|PLU|DEF|GEN//nmod:poss//1 arbete//NN|NEU|SIN|IND|NOM//nsubj//4 kring//PP//case//3 e-förvaltning//NN|UTR|SIN|IND|NOM//nmod//1 handlar//VB|PRS|AKT//advcl//82 dels//KN//advmod//9 om//PP//case//9 länsstyrelsernas//NN|UTR|PLU|DEF|GEN//nmod:poss//9 gemensamma//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//9 arbete//NN|NEU|SIN|IND|NOM//obl//4 med//PP//case//11 utveckling//NN|UTR|SIN|IND|NOM//obl//4 av//PP//case//13 e-tjänster//NN|UTR|PLU|IND|NOM//nmod//11 och//KN//cc//18 dels//KN//advmod//18 om//PP//case//18 länsstyrelsernas//NN|UTR|PLU|DEF|GEN//nmod:poss//18 arbete//NN|NEU|SIN|IND|NOM//conj//11 att//IE//mark//27 inom//PP//case//26 ramen//NN|UTR|SIN|DEF|NOM//fixed//20 för//PP//fixed//20 de//DT|UTR/NEU|PLU|DEF//det//26 regionala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 digitala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 agendorna//NN|UTR|PLU|DEF|NOM//obl//27 samverka//VB|INF|AKT//acl//18 med//PP//case//33 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 lokala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 och//KN//cc//32 regionala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//30 aktörer//NN|UTR|PLU|IND|NOM//obl//27 .//MAD//punct//4
Bilaga 5 / Länsstyrelserna;Länsstyrelserna//NN|UTR|PLU|DEF|NOM//nsubj//36 bedriver//VB|PRS|AKT//parataxis//4 sitt//PS|NEU|SIN|DEF//nmod:poss//38 e-förvaltningsarbete//NN|NEU|SIN|IND|NOM//obj//36 gemensamt//AB|POS//advmod//36 och//KN//cc//41 utvecklar//VB|PRS|AKT//conj//36 gemensamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//43 e-tjänster//NN|UTR|PLU|IND|NOM//obj//41 .//MAD//punct//36
Bilaga 5 / Länsstyrelserna;Myndigheterna//NN|UTR|PLU|DEF|NOM//nsubj//46 har//VB|PRS|AKT//parataxis//36 även//AB//advmod//49 sedan//PP//fixed//47 2009//RG|NOM//obl//46 en//DT|UTR|SIN|IND//det//52 gemensam//JJ|POS|UTR|SIN|IND|NOM//amod//52 it-enhet//NN|UTR|SIN|IND|NOM//obj//46 .//MAD//punct//46
Bilaga 5 / Länsstyrelserna;Arbetet//NN|NEU|SIN|DEF|NOM//nsubj//59 kring//PP//case//57 gemensamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//57 e-tjänster//NN|UTR|PLU|IND|NOM//nmod//54 har//VB|PRS|AKT//aux//59 inneburit//VB|SUP|AKT//parataxis//46 att//SN//mark//62 länsstyrelserna//NN|UTR|PLU|DEF|NOM//nsubj//62 behövt//VB|SUP|AKT//ccomp//59 ensa//VB|INF|AKT//xcomp//62 och//KN//cc//65 standardisera//VB|INF|AKT//conj//62 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//67 verksamhetsstöd//NN|NEU|PLU|IND|NOM//obj//65 och//KN//cc//69 processer//NN|UTR|PLU|IND|NOM//conj//67 för//PP//mark//72 att//IE//mark//72 möjliggöra//VB|INF|AKT//advcl//65 gemensamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//74 tjänster//NN|UTR|PLU|IND|NOM//obj//72 .//MAD//punct//59
Bilaga 5 / Länsstyrelserna;Sedan//PP//case//77 2006//RG|NOM//conj//4 har//VB|PRS|AKT//aux//82 man//PN|UTR|SIN|IND|SUB//nsubj//82 inom//PP//case//81 länsstyrelsevärlden//NN|UTR|SIN|DEF|NOM//obl//82 haft//VB|SUP|AKT//ROOT//82 publika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//85 gemensamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//85 e-tjänster//NN|UTR|PLU|IND|NOM//obj//82 .//MAD//punct//82
Bilaga 5 / Länsstyrelserna;Tillsammans//AB//advmod//90 med//PP//case//90 dåvarande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//90 Vägverket//NN|NEU|SIN|DEF|NOM//obl//91 lanserade//VB|PRT|AKT//parataxis//82 Länsstyrelserna//NN|UTR|PLU|DEF|NOM//nmod//93 Körkortsportalen//PM|NOM//obj//91 .//MAD//punct//82
Bilaga 5 / Länsstyrelserna;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//98 är//VB|PRS|AKT//cop//98 en//DT|UTR|SIN|IND//det//98 portal//NN|UTR|SIN|IND|NOM//parataxis//82 för//PP//mark//101 att//IE//mark//101 samla//VB|INF|AKT//acl//98 den//DT|UTR|SIN|DEF//det//104 gemensamma//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//104 informationen//NN|UTR|SIN|DEF|NOM//obj//101 kring//PP//case//106 körkort//NN|NEU|SIN|IND|NOM//nmod//104 utifrån//PP//case//110 en//DT|UTR|SIN|IND//det//110 medborgarorienterad//PC|PRF|UTR|SIN|IND|NOM//amod//110 struktur//NN|UTR|SIN|IND|NOM//obl//101 .//MAD//punct//82
Bilaga 5 / Länsstyrelserna;Länsstyrelserna//NN|UTR|PLU|DEF|NOM//nsubj//113 har//VB|PRS|AKT//parataxis//82 därmed//AB//advmod//113 en//DT|UTR|SIN|IND//det//116 historia//NN|UTR|SIN|IND|NOM//obj//113 av//PP//case//119 fördjupat//PC|PRF|NEU|SIN|IND|NOM//amod//119 samarbete//NN|NEU|SIN|IND|NOM//nmod//116 länsstyrelserna//NN|UTR|PLU|DEF|NOM//nmod//116 emellan//PP//case//113 –//RG|NOM//punct//82 och//KN//cc//125 mellan//PP//case//125 länsstyrelserna//NN|UTR|PLU|DEF|NOM//conj//82 och//KN//cc//128 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//128 myndigheter//NN|UTR|PLU|IND|NOM//conj//125 .//MAD//punct//125
Bilaga 5 / Länsstyrelserna;Länsstyrelserna//NN|UTR|PLU|DEF|NOM//nsubj//131 har//VB|PRS|AKT//parataxis//125 även//AB//advmod//131 en//DT|UTR|SIN|IND//det//134 ledarroll//NN|UTR|SIN|IND|NOM//obj//131 i//PP//case//139 flertalet//NN|NEU|SIN|DEF|NOM//nmod//139 regionala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//139 digitala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//139 agendor//NN|UTR|PLU|IND|NOM//nmod//134 .//MAD//punct//82


Bilaga 6 / E-förvaltning i Sveriges kommuner och landsting Sveriges Kommuner och Landsting;Sveriges//PM|GEN//nmod:poss//1 Kommuner//NN|UTR|PLU|IND|NOM//nsubj//9 och//KN//cc//3 Landsting//NN|UTR|SIN|IND|NOM//conj//1 (//PAD//punct//1 SKL//PM|NOM//appos//1 )//PAD//punct//1 är//VB|PRS|AKT//cop//9 en//DT|UTR|SIN|IND//det//9 arbetsgivar-//NN|UTR|-|-|SMS//ROOT//9 och//KN//cc//11 intresseorganisation//NN|UTR|SIN|IND|NOM//conj//9 för//PP//case//13 kommuner//NN|UTR|PLU|IND|NOM//nmod//9 ,//MID//punct//15 landsting//NN|NEU|PLU|IND|NOM//conj//13 och//KN//cc//17 regioner//NN|UTR|PLU|IND|NOM//conj//13 i//PP//case//19 Sverige//PM|NOM//nmod//17 .//MAD//punct//9
