Organisering av framtidens e-förvaltning ;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 E-delegationen//NN|UTR|SIN|DEF|NOM//nmod//0
1 Uppdraget;Delbetänkanden//NN|UTR|SIN|DEF|NOM//nsubj:pass//81 ska//VB|PRS|AKT//aux//81 under//PP//case//80 mellantiden//NN|UTR|SIN|DEF|NOM//obl//81 lämnas//VB|PRS|SFO//parataxis//39 två//RG|NOM//nummod//83 gånger//NN|UTR|PLU|IND|NOM//obl//81 per//PP//case//85 år//NN|NEU|SIN|IND|NOM//nmod//83 ,//MID//punct//85 20//RG|NOM//nummod//88 mars//NN|UTR|SIN|IND|NOM//conj//85 och//KN//cc//91 1//RG|NOM//nummod//91 oktober//NN|UTR|SIN|IND|NOM//conj//85 .//MAD//punct//39
1 Uppdraget;Detta//DT|NEU|SIN|DEF//det//1 betänkande//NN|NEU|SIN|IND|NOM//nsubj//2 avser//VB|PRS|AKT//ROOT//2 uppdraget//NN|NEU|SIN|DEF|NOM//obj//2 att//IE//mark//5 föreslå//VB|INF|AKT//xcomp//2 hur//HA//advmod//10 E-delegationens//NN|UTR|SIN|DEF|GEN//nmod:poss//8 arbete//NN|NEU|SIN|IND|NOM//nsubj:pass//10 kan//VB|PRS|AKT//aux//10 föras//VB|INF|SFO//ccomp//5 vidare//AB|KOM//advmod//10 i//PP//case//15 ett//DT|NEU|SIN|IND//det//15 längre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//15 perspektiv//NN|NEU|SIN|IND|NOM//obl//10 .//MAD//punct//2
1 Uppdraget;"Något//DT|NEU|SIN|IND//det//19 specifikt//JJ|POS|NEU|SIN|IND|NOM//amod//19 motiv//NN|NEU|SIN|IND|NOM//nsubj:pass//23 för//PP//case//22 detta//DT|NEU|SIN|DEF//det//22 deluppdrag//NN|NEU|SIN|IND|NOM//nmod//19 anges//VB|PRS|SFO//parataxis//2 inte//AB//advmod//23 i//PP//case//26 direktivet//NN|NEU|SIN|DEF|NOM//obl//23 ;//MID//punct//2"
1 Uppdraget;ett//DT|NEU|SIN|IND//det//30 tänkbart//JJ|POS|NEU|SIN|IND|NOM//amod//30 sådant//JJ|POS|NEU|SIN|IND|NOM//appos//2 är//VB|PRS|AKT//cop//30 syftet//NN|NEU|SIN|DEF|NOM//nsubj//30 att//IE//mark//34 minska//VB|INF|AKT//acl//32 risken//NN|UTR|SIN|DEF|NOM//obj//34 för//PP//case//37 tidsglapp//NN|UTR|SIN|IND|NOM//nmod//35 i//PP//case//39 samband//NN|NEU|SIN|IND|NOM//obl//34 med//PP//case//41 överlämning//NN|UTR|SIN|IND|NOM//obl//34 och//KN//cc//43 problem//NN|NEU|PLU|IND|NOM//conj//41 som//HP|-|-|-//nsubj//47 därmed//AB//advmod//47 kan//VB|PRS|AKT//aux//47 uppstå//VB|INF|AKT//acl:relcl//43 för//PP//case//50 långsiktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//50 projekt//NN|NEU|PLU|IND|NOM//obl//47 och//KN//cc//52 åtaganden//NN|NEU|PLU|IND|NOM//conj//50 .//MAD//punct//2
1 Uppdraget;Förslaget//NN|NEU|SIN|DEF|NOM//nsubj:pass//56 ska//VB|PRS|AKT//aux//56 lämnas//VB|INF|SFO//parataxis//2 senast//AB|SUV//case//60 den//DT|UTR|SIN|DEF//det//60 20//RG|NOM//nummod//60 mars//NN|UTR|SIN|IND|NOM//obl//56 2014//RG|NOM//nummod//60 .//MAD//punct//56
1 Uppdraget;Skälet//NN|NEU|SIN|DEF|NOM//obl//56 till//PP//case//66 ett//DT|NEU|SIN|IND//det//66 tidigareläggande//NN|NEU|SIN|IND|NOM//nmod//63 är//VB|PRS|AKT//cop//63 att//SN//mark//74 E-delegationen//NN|UTR|SIN|DEF|NOM//nsubj//74 på//PP//case//72 detta//DT|NEU|SIN|DEF//det//72 sätt//NN|NEU|SIN|IND|NOM//nmod//69 vill//VB|PRS|AKT//aux//74 ge//VB|INF|AKT//csubj//63 regeringen//NN|UTR|SIN|DEF|NOM//iobj//74 tillräcklig//JJ|POS|UTR|SIN|IND|NOM//amod//77 tid//NN|UTR|SIN|IND|NOM//obj//74 ,//MID//punct//80 under//PP//case//80 förutsättningen//NN|UTR|SIN|DEF|NOM//obl//74 att//SN//mark//85 delegationens//NN|UTR|SIN|DEF|GEN//nmod:poss//83 arbete//NN|NEU|SIN|IND|NOM//nsubj//85 ska//VB|PRS|AKT//aux//85 fortsätta//VB|INF|AKT//acl//80 i//PP//case//88 någon//DT|UTR|SIN|IND//det//88 form//NN|UTR|SIN|IND|NOM//obl//85 ,//MID//punct//80 att//IE//mark//91 föra//VB|INF|AKT//acl//80 över//PL//case//94 pågående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//94 verksamhet//NN|UTR|SIN|IND|NOM//obj//91 i//PP//case//98 den//DT|UTR|SIN|DEF//det//98 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//98 formen//NN|UTR|SIN|DEF|NOM//obl//91 utan//PP//mark//102 att//SN//mark//102 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//102 uppstår//VB|PRS|AKT//advcl//91 en//DT|UTR|SIN|IND//det//104 skarv//NN|UTR|SIN|IND|NOM//nsubj//102 .//MAD//punct//56
1 Uppdraget;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//1 delredovisade//VB|PRT|AKT//nsubj//12 sitt//PS|NEU|SIN|DEF//nmod:poss//3 uppdrag//NN|NEU|SIN|IND|NOM//obj//1 för//PP//case//6 första//RO|NOM//amod//6 gången//NN|UTR|SIN|DEF|NOM//nmod//3 i//PP//case//9 oktober//NN|UTR|SIN|IND|NOM//nmod//9 2009//RG|NOM//nmod//3 i//PP//case//11 betänkandet//NN|NEU|SIN|DEF|NOM//nmod//3 Strategi//NN|UTR|SIN|IND|NOM//nsubj//167 för//PP//case//15 myndigheternas//NN|UTR|PLU|DEF|GEN//nmod:poss//15 arbete//NN|NEU|SIN|IND|NOM//obl//12 med//PP//case//17 e-förvaltning//NN|UTR|SIN|IND|NOM//nmod//15 (//PAD//punct//12 SOU//PM|NOM//appos//12 2009:86//RG|NOM//nummod//19 )//PAD//punct//12 .//MAD//punct//12
1 Uppdraget;En//DT|UTR|SIN|IND//det//24 remissammanställning//NN|UTR|SIN|IND|NOM//nsubj//28 (//PAD//punct//24 Fi2009/6838//NN|NEU|SIN|IND|NOM//appos//24 )//PAD//punct//26 finns//VB|PRS|SFO//parataxis//12 publicerad//PC|PRF|UTR|SIN|IND|NOM//xcomp//28 på//PP//case//32 delegationens//NN|UTR|SIN|DEF|GEN//nmod:poss//32 webbplats//NN|UTR|SIN|IND|NOM//obl//29 .//MAD//punct//28
1 Uppdraget;I//PP//case//35 mars//NN|UTR|SIN|IND|NOM//obl//37 2010//RG|NOM//nummod//35 redovisades//VB|PRT|SFO//conj//28 delegationens//NN|UTR|SIN|DEF|GEN//nmod:poss//40 andra//RO|NOM//amod//40 betänkande//NN|NEU|SIN|IND|NOM//nsubj:pass//37 Så//AB//advmod//44 enkelt//AB|POS//fixed//41 som//KN//mark//44 möjligt//JJ|POS|NEU|SIN|IND|NOM//advmod//37 för//PP//case//47 så//AB//advmod//47 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj:pass//37 som//KN//mark//49 möjligt//JJ|POS|NEU|SIN|IND|NOM//acl//47 –//RG|NOM//punct//37 från//PP//case//52 strategi//NN|UTR|SIN|IND|NOM//obl//37 till//PP//case//54 handling//NN|UTR|SIN|IND|NOM//nmod//52 för//PP//case//56 e-förvaltning//NN|UTR|SIN|IND|NOM//nmod//54 (//PAD//punct//37 SOU//PM|NOM//appos//37 2010:20//RG|NOM//nmod//58 )//PAD//punct//37 .//MAD//punct//12
1 Uppdraget;Den//DT|UTR|SIN|DEF//det//64 25//RG|NOM//nummod//64 mars//NN|UTR|SIN|IND|NOM//obl//66 2010//RG|NOM//nummod//64 fick//VB|PRT|AKT//parataxis//12 delegationen//NN|UTR|SIN|DEF|NOM//nsubj//66 ett//DT|NEU|SIN|IND//det//69 tilläggsdirektiv//NN|NEU|SIN|IND|NOM//obj//66 (//PAD//punct//69 dir//NN|AN//appos//69 .//MAD//punct//69
1 Uppdraget;2010:32//RG|NOM//obl//12 )//PAD//punct//12 ,//MID//punct//12 som//HP|-|-|-//nsubj//77 omfattar//VB|PRS|AKT//acl:relcl//12 främjande//NN|NEU|SIN|IND|NOM//xcomp//77 och//KN//cc//80 samordning//NN|UTR|SIN|IND|NOM//conj//78 av//PP//case//83 myndigheternas//NN|UTR|PLU|DEF|GEN//nmod:poss//83 arbete//NN|NEU|SIN|IND|NOM//nmod//80 med//PP//mark//86 att//IE//mark//86 förbättra//VB|INF|AKT//advcl//77 förutsättningarna//NN|UTR|PLU|DEF|NOM//obj//86 för//PP//case//89 vidareutnyttjande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//86 av//PP//case//92 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//92 information//NN|UTR|SIN|IND|NOM//nmod//89 (//PAD//punct//94 PSI-direktivet//NN|NEU|SIN|DEF|NOM//appos//92 )//PAD//punct//94 ,//MID//punct//12 samt//KN//cc//99 att//IE//mark//99 ta//VB|INF|AKT//conj//12 fram//PL//compound:prt//99 riktlinjer//NN|UTR|PLU|IND|NOM//obj//99 för//PP//case//104 myndigheters//NN|UTR|PLU|IND|GEN//nmod:poss//104 användning//NN|UTR|SIN|IND|NOM//obl//99 av//PP//case//107 sociala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//107 medier//NN|NEU|PLU|IND|NOM//nmod//104 .//MAD//punct//12
1 Uppdraget;Den//DT|UTR|SIN|DEF//det//111 25//RG|NOM//nummod//111 april//NN|UTR|SIN|IND|NOM//obl//113 2013//RG|NOM//nummod//111 fick//VB|PRT|AKT//parataxis//12 delegationen//NN|UTR|SIN|DEF|NOM//nsubj//113 ett//DT|NEU|SIN|IND//det//116 tilläggsdirektiv//NN|NEU|SIN|IND|NOM//obj//113 (//PAD//punct//116 dir//NN|AN//appos//116 .//MAD//punct//116
1 Uppdraget;2013:40//RG|NOM//obl//12 )//PAD//punct//120 ,//MID//punct//12 som//HP|-|-|-//nsubj//124 omfattar//VB|PRS|AKT//acl:relcl//12 en//DT|UTR|SIN|IND//det//126 behovsinventering//NN|UTR|SIN|IND|NOM//obj//124 beträffande//PP//case//128 standarder//NN|UTR|PLU|IND|NOM//nmod//126 inom//PP//case//131 socialtjänstens//NN|UTR|SIN|DEF|GEN//nmod:poss//131 område//NN|NEU|SIN|IND|NOM//nmod//128 samt//KN//cc//134 angränsande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//134 områden//NN|NEU|PLU|IND|NOM//conj//131 inom//PP//case//136 hälso-//NN|UTR|-|-|SMS//nmod//134 och//KN//cc//138 sjukvård//NN|UTR|SIN|IND|NOM//conj//136 inom//PP//case//143 ramen//NN|UTR|SIN|DEF|NOM//fixed//139 för//PP//fixed//139 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//143 överenskommelse//NN|UTR|SIN|IND|NOM//nmod//134 med//PP//case//146 Sveriges//PM|GEN//nmod:poss//146 Kommuner//NN|UTR|PLU|IND|NOM//nmod//143 och//KN//cc//148 Landsting//NN|UTR|SIN|IND|NOM//conj//146 (//PAD//punct//146 SKL//PM|NOM//appos//146 )//PAD//punct//146 om//PP//case//153 stöd//NN|NEU|SIN|IND|NOM//obl//124 till//PP//case//157 en//DT|UTR|SIN|IND//det//157 evidensbaserad//PC|PRF|UTR|SIN|IND|NOM//amod//157 praktik//NN|UTR|SIN|IND|NOM//nmod//153 för//PP//case//160 god//JJ|POS|UTR|SIN|IND|NOM//amod//160 kvalitet//NN|UTR|SIN|IND|NOM//nmod//153 inom//PP//case//162 socialtjänsten//NN|UTR|SIN|DEF|NOM//nmod//160 .//MAD//punct//12
1 Uppdraget;I//PP//case//166 oktober//NN|UTR|SIN|IND|NOM//nmod//166 2010//RG|NOM//nmod//12 lämnade//VB|PRT|AKT//advcl//222 delegationen//NN|UTR|SIN|DEF|NOM//nsubj//167 sin//PS|UTR|SIN|DEF//nmod:poss//171 tredje//RO|NOM//amod//171 delredovisning//NN|UTR|SIN|IND|NOM//obj//167 ,//MID//punct//167 Så//AB//advmod//176 enkelt//AB|POS//fixed//173 som//KN//mark//176 möjligt//JJ|POS|NEU|SIN|IND|NOM//advcl//167 för//PP//case//179 så//AB//advmod//179 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//obl//167 som//KN//mark//181 möjligt//JJ|POS|NEU|SIN|IND|NOM//acl//179 .//MAD//punct//167
1 Uppdraget;Under//PP//case//184 konstruktion//NN|UTR|SIN|IND|NOM//obl//167 –//RG|NOM//punct//184 framtidens//NN|UTR|SIN|DEF|GEN//nmod:poss//187 e-förvaltning//NN|UTR|SIN|IND|NOM//conj//184 (//PAD//punct//187 SOU//PM|NOM//appos//187 2010:62//RG|NOM//punct//187 )//PAD//punct//184 och//KN//cc//198 i//PP//case//194 mars//NN|UTR|SIN|IND|NOM//nmod//195 2011//RG|NOM//nummod//198 den//DT|UTR|SIN|DEF//det//198 fjärde//RO|NOM//amod//198 delredovisningen//NN|UTR|SIN|DEF|NOM//conj//184 ,//MID//punct//184 Så//AB//advmod//203 enkelt//AB|POS//fixed//200 som//KN//mark//203 möjligt//JJ|POS|NEU|SIN|IND|NOM//conj//184 för//PP//case//206 så//AB//advmod//206 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//nmod//184 som//KN//mark//208 möjligt//JJ|POS|NEU|SIN|IND|NOM//acl//206 –//RG|NOM//punct//211 en//DT|UTR|SIN|IND//det//211 bit//NN|UTR|SIN|IND|NOM//conj//184 på//PP//case//213 väg//NN|UTR|SIN|IND|NOM//nmod//211 (//PAD//punct//211 SOU//PM|NOM//nmod//211 2011:27//RG|NOM//nmod//211 )//PAD//punct//184 .//MAD//punct//167
1 Uppdraget;I//PP//case//221 oktober//NN|UTR|SIN|IND|NOM//nmod//221 2011//RG|NOM//obl//167 lämnades//VB|PRT|SFO//ROOT//222 det//DT|NEU|SIN|DEF//det//225 femte//RO|NOM//amod//225 betänkandet//NN|NEU|SIN|DEF|NOM//nsubj:pass//222 Så//AB//advmod//232 enkelt//AB|POS//fixed//226 som//KN//mark//229 möjligt//JJ|POS|NEU|SIN|IND|NOM//advcl//226 för//PP//fixed//226 så//AB//advmod//232 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//xcomp//222 som//KN//mark//234 möjligt//JJ|POS|NEU|SIN|IND|NOM//acl//232 –//MID//punct//236 vägen//NN|UTR|SIN|DEF|NOM//dep//222 till//PP//case//239 effektivare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//239 e-förvaltning//NN|UTR|SIN|IND|NOM//nmod//236 (//PAD//punct//239 SOU//PM|NOM//appos//239 2011:67//RG|NOM//conj//239 )//PAD//punct//236 .//MAD//punct//222
1 Uppdraget;I//PP//case//246 mars//NN|UTR|SIN|IND|NOM//obl//248 2012//RG|NOM//nummod//246 överlämnades//VB|PRT|SFO//conj//222 det//DT|NEU|SIN|DEF//det//251 sjätte//RO|NOM//amod//251 betänkandet//NN|NEU|SIN|DEF|NOM//nsubj:pass//248 Så//AB//advmod//255 enkelt//AB|POS//fixed//252 som//KN//mark//255 möjligt//JJ|POS|NEU|SIN|IND|NOM//advmod//248 för//PP//case//258 så//AB//advmod//258 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//obl//248 som//KN//mark//260 möjligt//JJ|POS|NEU|SIN|IND|NOM//acl//258 –//MID//punct//248 den//DT|UTR|SIN|DEF//det//264 mjuka//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//264 infrastrukturen//NN|UTR|SIN|DEF|NOM//appos//248 på//PP//case//266 väg//NN|UTR|SIN|IND|NOM//nmod//264 (//PAD//punct//266 SOU//PM|NOM//appos//266 2012:18//RG|NOM//nummod//268 )//PAD//punct//248 .//MAD//punct//222
1 Uppdraget;I//PP//case//273 oktober//NN|UTR|SIN|IND|NOM//nmod//274 2012//RG|NOM//punct//222 överlämnades//VB|PRT|SFO//conj//222 det//DT|NEU|SIN|DEF//det//278 sjunde//RO|NOM//amod//278 betänkandet//NN|NEU|SIN|DEF|NOM//nsubj:pass//275 Så//AB//advmod//282 enkelt//AB|POS//fixed//279 som//KN//mark//282 möjligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//275 för//PP//case//285 så//AB//advmod//285 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//obl//275 som//KN//mark//287 möjligt//JJ|POS|NEU|SIN|IND|NOM//acl//285 –//RG|NOM//punct//290 förstärkt//PC|PRF|UTR|SIN|IND|NOM//amod//290 samordning//NN|UTR|SIN|IND|NOM//obl//275 av//PP//case//293 förvaltningsgemensamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//293 tjänster//NN|UTR|PLU|IND|NOM//nmod//290 (//PAD//punct//290 SOU//PM|NOM//appos//290 2012:68//RG|NOM//nmod//295 )//PAD//punct//295 .//MAD//punct//222
1 Uppdraget;I//PP//case//300 mars//NN|UTR|SIN|IND|NOM//obl//302 2013//RG|NOM//nummod//300 överlämnades//VB|PRT|SFO//conj//222 det//DT|NEU|SIN|DEF//det//305 åttonde//RO|NOM//amod//305 betänkandet//NN|NEU|SIN|DEF|NOM//nsubj:pass//302 Så//AB//advmod//309 enkelt//AB|POS//fixed//306 som//KN//mark//309 möjligt//JJ|POS|NEU|SIN|IND|NOM//advmod//302 för//PP//case//312 så//AB//advmod//312 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//obl//302 som//KN//mark//314 möjligt//JJ|POS|NEU|SIN|IND|NOM//acl//312 –//RG|NOM//punct//316 samordning//NN|UTR|SIN|IND|NOM//conj//302 och//KN//cc//318 digital//JJ|POS|UTR|SIN|IND|NOM//conj//316 samverkan//NN|UTR|SIN|IND|NOM//conj//316 (//PAD//punct//319 SOU//PM|NOM//appos//319 2013:22//RG|NOM//conj//319 )//PAD//punct//316 .//MAD//punct//222
1 Uppdraget;Detta//DT|NEU|SIN|DEF//det//1 betänkande//NN|NEU|SIN|IND|NOM//nsubj//12 ,//MID//punct//3 Organisering//NN|UTR|SIN|IND|NOM//conj//1 av//PP//case//6 framtidens//NN|UTR|SIN|DEF|GEN//nmod:poss//6 e-förvaltning//NN|UTR|SIN|IND|NOM//nmod//3 (//PAD//punct//3 SOU//PM|NOM//nmod//3 2013:75//RG|NOM//nummod//8 )//PAD//punct//3 ,//MID//punct//1 innehåller//VB|PRS|AKT//ROOT//12 delegationens//NN|UTR|SIN|DEF|GEN//nmod:poss//15 nionde//RO|NOM//amod//15 delredovisning//NN|UTR|SIN|IND|NOM//obj//12 av//PP//case//17 uppdraget//NN|NEU|SIN|DEF|NOM//nmod//15 .//MAD//punct//12


2.1 Regeringens målbild för e-förvaltningen;Målet//NN|NEU|SIN|DEF|NOM//nsubj:pass//28 med//PP//case//4 den//DT|UTR|SIN|DEF//det//4 digitala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//4 agendan//NN|UTR|SIN|DEF|NOM//nmod//0 som//HP|-|-|-//obl//7 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//7 tog//VB|PRT|AKT//acl:relcl//4 fram//PL//compound:prt//7 år//NN|NEU|SIN|IND|NOM//nmod//10 2011//RG|NOM//obl//7 är//VB|PRS|AKT//cop//0 att//SN//mark//15 Sverige//PM|NOM//nsubj//15 ska//VB|PRS|AKT//aux//15 bli//VB|INF|AKT//ccomp//11 bäst//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//xcomp//15 i//PP//case//18 världen//NN|UTR|SIN|DEF|NOM//obl//15 på//PP//mark//21 att//IE//mark//21 ta//VB|INF|AKT//advcl//15 tillvara//PL//compound:prt//21 digitaliseringens//NN|UTR|SIN|DEF|GEN//nmod:poss//24 möjligheter//NN|UTR|PLU|IND|NOM//obj//21 .//MAD//punct//0
2.1 Regeringens målbild för e-förvaltningen;Detta//DT|NEU|SIN|DEF//det//27 mål//NN|NEU|SIN|IND|NOM//nsubj:pass//28 antogs//VB|PRT|SFO//ROOT//28 också//AB//advmod//28 av//PP//case//31 riksdagen//NN|UTR|SIN|DEF|NOM//obl:agent//28 .//MAD//punct//28
2.1 Regeringens målbild för e-förvaltningen;För//PP//mark//35 att//IE//mark//35 bli//VB|INF|AKT//advcl//44 bäst//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//advmod//35 i//PP//case//38 världen//NN|UTR|SIN|DEF|NOM//obl//35 och//KN//cc//41 kraftigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//41 involvera//VB|INF|AKT//conj//35 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//43 förvaltning//NN|UTR|SIN|IND|NOM//obj//41 tog//VB|PRT|AKT//conj//28 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//44 ,//MID//punct//44 i//PP//case//48 december//NN|UTR|SIN|IND|NOM//obl//44 2012//RG|NOM//nummod//48 ,//MID//punct//44 även//AB//advmod//53 ett//DT|NEU|SIN|IND//det//53 beslut//NN|NEU|SIN|IND|NOM//obl//44 om//PP//case//56 en//DT|UTR|SIN|IND//det//56 strategi//NN|UTR|SIN|IND|NOM//nmod//53 ,//MID//punct//59 Med//PP//case//59 medborgaren//NN|UTR|SIN|DEF|NOM//obl//44 i//PP//case//61 centrum//NN|NEU|SIN|DEF|NOM//nmod//59 –//PAD//punct//67 för//PP//case//67 en//DT|UTR|SIN|IND//det//67 digitalt//AB|POS//amod//67 samverkande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//67 statsförvaltning//NN|UTR|SIN|IND|NOM//nmod//59 .//MAD//punct//67
2.1 Regeringens målbild för e-förvaltningen;I//PP//case//70 strategin//NN|UTR|SIN|DEF|NOM//obl//71 anger//VB|PRS|AKT//conj//28 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//71 tre//RG|NOM//nummod//74 mål//NN|NEU|PLU|IND|NOM//obj//71 och//KN//cc//77 nio//RG|NOM//nummod//77 delmål//NN|NEU|PLU|IND|NOM//conj//74 för//PP//case//79 arbetet//NN|NEU|SIN|DEF|NOM//nmod//77 med//PP//case//84 en//DT|UTR|SIN|IND//det//83 utvecklad//PC|PRF|UTR|SIN|IND|NOM//amod//83 digital//JJ|POS|UTR|SIN|IND|NOM//nmod//84 samverkan//NN|UTR|SIN|IND|NOM//nmod//79 .//MAD//punct//28
2.1 Regeringens målbild för e-förvaltningen;MÅL//NN|NEU|PLU|IND|NOM//ROOT//0
2.1 Regeringens målbild för e-förvaltningen;DELMÅL//NN|NEU|PLU|IND|NOM//ROOT//0
2.1 Regeringens målbild för e-förvaltningen;Regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 strategi//NN|UTR|SIN|IND|NOM//nsubj//4 och//KN//cc//3 målbild//NN|UTR|SIN|IND|NOM//conj//1 bygger//VB|PRS|AKT//ROOT//4 på//PP//case//7 myndigheternas//NN|UTR|PLU|DEF|GEN//nmod:poss//7 drivkraft//NN|UTR|SIN|IND|NOM//obl//4 att//IE//mark//9 utveckla//VB|INF|AKT//acl//7 verksamhet//NN|UTR|SIN|IND|NOM//obj//9 genom//PP//case//12 e-förvaltning//NN|UTR|SIN|IND|NOM//obl//9 och//KN//cc//20 att//SN//mark//20 samverkan//NN|UTR|SIN|IND|NOM//nsubj:pass//20 och//KN//cc//17 samordning//NN|UTR|SIN|IND|NOM//conj//15 mellan//PP//case//19 myndigheterna//NN|UTR|PLU|DEF|NOM//nmod//17 genomförs//VB|PRS|SFO//conj//4 där//HA//advmod//23 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//23 behövs//VB|PRS|SFO//ccomp//20 .//MID//punct//4
2.1 Regeringens målbild för e-förvaltningen;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//26 utvecklas//VB|PRS|SFO//parataxis//4 närmare//AB|KOM//advmod//26 nedan//AB//advmod//26 .//MAD//punct//4

2.1 Regeringens målbild för e-förvaltningen / 2.1.1 E-förvaltning – en definition;Begreppet//NN|NEU|SIN|DEF|NOM//nmod//1 e-förvaltning//NN|UTR|SIN|IND|NOM//nsubj:pass//2 definieras//VB|PRS|SFO//ROOT//2 som//KN//case//4 verksamhetsutveckling//NN|UTR|SIN|IND|NOM//obl//2 i//PP//case//7 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//7 förvaltning//NN|UTR|SIN|IND|NOM//nmod//4 som//HP|-|-|-//nsubj//9 drar//VB|PRS|AKT//acl:relcl//7 nytta//NN|UTR|SIN|IND|NOM//obj//9 av//PP//case//12 informations-//NN|UTR|-|-|SMS//obl//9 och//KN//cc//14 kommunikationsteknik//NN|UTR|SIN|IND|NOM//conj//12 kombinerad//PC|PRF|UTR|SIN|IND|NOM//acl//4 med//PP//case//18 organisatoriska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 förändringar//NN|UTR|PLU|IND|NOM//obl//15 och//KN//cc//21 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 kompetenser//NN|UTR|PLU|IND|NOM//conj//18 .//MAD//punct//2
2.1 Regeringens målbild för e-förvaltningen / 2.1.1 E-förvaltning – en definition;E-delegationen//NN|UTR|SIN|DEF|NOM//nsubj//1 arbetar//VB|PRS|AKT//ROOT//1 för//PP//mark//4 att//IE//mark//4 etablera//VB|INF|AKT//advcl//1 en//DT|UTR|SIN|IND//det//10 ny//JJ|POS|UTR|SIN|IND|NOM//amod//10 gemensam//JJ|POS|UTR|SIN|IND|NOM//amod//10 nationell//JJ|POS|UTR|SIN|IND|NOM//amod//10 mjuk//JJ|POS|UTR|SIN|IND|NOM//amod//10 infrastruktur//NN|UTR|SIN|IND|NOM//obj//4 (//PAD//punct//10 SOU//PM|NOM//appos//10 2012:18//RG|NOM//nummod//12 )//PAD//punct//12 som//HP|-|-|-//nsubj//17 är//VB|PRS|AKT//cop//17 grunden//NN|UTR|SIN|DEF|NOM//acl:relcl//10 för//PP//case//20 fortsatt//PC|PRF|UTR|SIN|IND|NOM//amod//20 utveckling//NN|UTR|SIN|IND|NOM//nmod//17 av//PP//case//22 tjänster//NN|UTR|PLU|IND|NOM//nmod//20 inom//PP//case//24 e-förvaltningen//NN|UTR|SIN|DEF|NOM//nmod//22 .//MAD//punct//1
2.1 Regeringens målbild för e-förvaltningen / 2.1.1 E-förvaltning – en definition;Översiktsbilden//NN|UTR|SIN|DEF|NOM//nsubj//27 beskriver//VB|PRS|AKT//conj//1 begreppen//NN|NEU|PLU|DEF|NOM//obj//27 genom//PP//case//31 en//DT|UTR|SIN|IND//det//31 liknelse//NN|UTR|SIN|IND|NOM//obl//27 med//PP//case//34 övrig//JJ|POS|UTR|SIN|IND|NOM//amod//34 samhällsuppbyggnad//NN|UTR|SIN|IND|NOM//nmod//31 .//MAD//punct//27
