Den vuxenpedagogiska praktiken;Illustrationer//NN|UTR|PLU|IND|NOM//ROOT//0 endast//AB//advmod//0 i//PP//case//5 den//DT|UTR|SIN|DEF//det//5 tryckta//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//5 versionen//NN|UTR|SIN|DEF|NOM//obl//0
Vägen till ökad anställningsbarhet;Därför//AB//advmod//140 är//VB|PRS|AKT//cop//140 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//140 viktigt//JJ|POS|NEU|SIN|IND|NOM//conj//124 att//SN//mark//146 läraren//NN|UTR|SIN|DEF|NOM//nsubj//146 i//PP//case//144 samtalet//NN|NEU|SIN|DEF|NOM//nmod//142 också//AB//advmod//146 tar//VB|PRS|AKT//csubj//140 fram//PL//compound:prt//146 allt//DT|NEU|SIN|IND/DEF//det//150 det//DT|NEU|SIN|DEF//det//150 positiva//JJ|POS|UTR/NEU|SIN|DEF|NOM//obj//146 hon//PN|UTR|SIN|DEF|SUB//nsubj//153 kunnat//VB|SUP|AKT//aux//153 upptäcka//VB|INF|AKT//acl:relcl//150 hos//PP//case//155 eleven//NN|UTR|SIN|DEF|NOM//obl//153 under//PP//case//157 kurstiden//NN|UTR|SIN|DEF|NOM//obl//153 .//MAD//punct//124
Vägen till ökad anställningsbarhet;Men//KN//cc//164 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//163 måste//VB|PRS|AKT//aux//163 vara//VB|INF|AKT//cop//163 välgrundat//PC|PRF|NEU|SIN|IND|NOM//amod//164 beröm//NN|NEU|SIN|IND|NOM//conj//124 ,//MID//punct//168 inget//DT|NEU|SIN|IND//det//168 tomt//JJ|POS|NEU|SIN|IND|NOM//amod//168 smicker//NN|NEU|SIN|IND|NOM//conj//164 .//MAD//punct//124 –//RG|NOM//punct//176
Vägen till ökad anställningsbarhet;Hur//HA//advmod//172 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//173 elever//NN|UTR|PLU|IND|NOM//nsubj//176 har//VB|PRS|AKT//aux//176 inte//AB//advmod//176 sagt//VB|SUP|AKT//conj//124 ://MID//punct//176
Vägen till ökad anställningsbarhet;Man//PN|UTR|SIN|IND|SUB//nsubj//179 lär//VB|PRS|AKT//parataxis//176 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//179 inte//AB//advmod//179 genom//PP//mark//185 att//IE//mark//185 ständigt//AB|POS//advmod//185 få//VB|INF|AKT//advcl//179 kritik//NN|UTR|SIN|IND|NOM//obj//185 utan//KN//cc//191 genom//PP//mark//191 att//IE//mark//191 ständigt//AB|POS//advmod//191 få//VB|INF|AKT//conj//185 uppmuntran//NN|UTR|SIN|IND|NOM//obj//191 ,//MID//punct//194 säger//VB|PRS|AKT//parataxis//124 Susan//PM|NOM//nsubj//194 Almgren//PM|NOM//flat//195 .//MAD//punct//124
Vägen till ökad anställningsbarhet;Hon//PN|UTR|SIN|DEF|SUB//nsubj//199 hade//VB|PRT|AKT//conj//124 en//DT|UTR|SIN|IND//det//201 elev//NN|UTR|SIN|IND|NOM//obj//199 som//HP|-|-|-//nsubj//203 hatade//VB|PRT|AKT//acl:relcl//201 att//IE//mark//206 skriva//VB|INF|AKT//amod//206 uppsats//NN|UTR|SIN|IND|NOM//xcomp//203 men//KN//cc//210 till//PP//case//209 slut//NN|NEU|SIN|IND|NOM//obl//210 klämde//VB|PRT|AKT//conj//206 fram//PL//advmod//210 några//DT|UTR/NEU|PLU|IND//det//213 rader//NN|UTR|PLU|IND|NOM//obl//210 .//MAD//punct//124 –//PAD//punct//217
Vägen till ökad anställningsbarhet;Hon//PN|UTR|SIN|DEF|SUB//nsubj//217 använde//VB|PRT|AKT//parataxis//124 semikolon//NN|NEU|PLU|IND|NOM//obj//217 .//MAD//punct//124
Vägen till ökad anställningsbarhet;Det//PN|NEU|SIN|DEF|SUB/OBJ//punct//224 är//VB|PRS|AKT//cop//224 jag//PN|UTR|SIN|DEF|SUB//nsubj//224 väldigt//AB|POS//advmod//224 förtjust//JJ|POS|UTR|SIN|IND|NOM//conj//124 i//PP//case//224 ,//MID//punct//124 och//KN//cc//229 jag//PN|UTR|SIN|DEF|SUB//nsubj//229 berömde//VB|PRT|AKT//conj//124 henne//PN|UTR|SIN|DEF|OBJ//obj//229 och//KN//cc//232 sa//VB|PRT|AKT//conj//124 ”//PM|NOM//punct//124 kul//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//124 att//SN//mark//237 du//PN|UTR|SIN|DEF|SUB//nsubj//237 använde//VB|PRT|AKT//csubj//124 semikolon//NN|NEU|SIN|IND|NOM//obj//237 just//AB//advmod//240 här//AB//advmod//237 ,//MID//punct//124 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//243 passar//VB|PRS|AKT//conj//124 så//AB//advmod//245 bra//AB|POS//advmod//243 ”//PM|NOM//punct//124 .//MAD//punct//124
Vägen till ökad anställningsbarhet;Nästa//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//249 gång//NN|UTR|SIN|IND|NOM//obl//252 hade//VB|PRT|AKT//aux//252 hon//PN|UTR|SIN|DEF|SUB//nsubj//252 skrivit//VB|SUP|AKT//conj//124 tre//RG|NOM//nummod//254 sidor//NN|UTR|PLU|IND|NOM//obj//252 .//MAD//punct//124
Vägen till ökad anställningsbarhet;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//257 ska//VB|PRS|AKT//parataxis//124 inte//AB//advmod//257 mycket//PN|NEU|SIN|IND|SUB/OBJ//advmod//257 till//PL//compound:prt//257 !//MID//punct//257 –//RG|NOM//punct//124
Vägen till ökad anställningsbarhet;Men//KN//cc//270 ibland//AB//advmod//270 ska//VB|PRS|AKT//aux//270 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//270 mycket//PN|NEU|SIN|IND|SUB/OBJ//advmod//268 till//PL//case//266 ,//MID//punct//270 säger//VB|PRS|AKT//conj//124 Doris//PM|NOM//nsubj//270 Norrgård//PM|NOM//flat//271 och//KN//cc//274 minns//VB|PRS|SFO//conj//270 en//DT|UTR|SIN|IND//det//276 elev//NN|UTR|SIN|IND|NOM//obj//274 som//HP|-|-|-//nsubj//278 hade//VB|PRT|AKT//acl:relcl//276 mycket//AB|POS//advmod//280 svårt//AB|POS//obj//278 att//IE//mark//282 skriva//VB|INF|AKT//acl//280 ner//PL//advmod//282 något//PN|NEU|SIN|IND|SUB/OBJ//obj//282 på//PP//case//287 ett//DT|NEU|SIN|IND//det//287 papper//NN|NEU|SIN|IND|NOM//obl//282 .//MAD//punct//124 –//PAD//punct//292
Vägen till ökad anställningsbarhet;Jag//PN|UTR|SIN|DEF|SUB//nsubj//292 hade//VB|PRT|AKT//aux//292 prövat//VB|SUP|AKT//parataxis//124 allt//PN|NEU|SIN|IND|SUB/OBJ//obj//292 innan//PP//mark//307 –//RG|NOM//punct//296 samtal//NN|NEU|PLU|IND|NOM//dislocated//307 ,//MID//punct//298 diskussion//NN|UTR|SIN|IND|NOM//conj//296 ,//MID//punct//300 beröring//NN|UTR|SIN|IND|NOM//conj//296 ,//MID//punct//302 hemuppgifter//NN|UTR|PLU|IND|NOM//conj//296 ...//MID//punct//296 Då//AB//advmod//307 får//VB|PRS|AKT//aux//307 man//PN|UTR|SIN|IND|SUB//nsubj//307 lita//VB|INF|AKT//advcl//292 på//PP//case//310 sin//PS|UTR|SIN|DEF//nmod:poss//310 intuition//NN|UTR|SIN|IND|NOM//obl//307 i//PP//case//315 stället//NN|NEU|SIN|DEF|NOM//fixed//311 för//PP//fixed//311 färdiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//315 modeller//NN|UTR|PLU|IND|NOM//obl//307 .//MAD//punct//292
Vägen till ökad anställningsbarhet;Jag//PN|UTR|SIN|DEF|SUB//nsubj//318 satte//VB|PRT|AKT//conj//124 mig//PN|UTR|SIN|DEF|OBJ//obj//318 bredvid//PP//case//321 honom//PN|UTR|SIN|DEF|OBJ//obl//318 .//MAD//punct//318
Vägen till ökad anställningsbarhet;Jag//PN|UTR|SIN|DEF|SUB//nsubj//324 sa//VB|PRT|AKT//conj//124 ://MID//punct//324 ”//PAD//punct//328
Vägen till ökad anställningsbarhet;Jag//PN|UTR|SIN|DEF|SUB//nsubj//328 ser//VB|PRS|AKT//parataxis//324 inte//AB//advmod//328 vad//HP|NEU|SIN|IND//obj//332 du//PN|UTR|SIN|DEF|SUB//nsubj//332 skriver//VB|PRS|AKT//ccomp//328 ,//MID//punct//336 jag//PN|UTR|SIN|DEF|SUB//nsubj//336 bara//AB//advmod//336 sitter//VB|PRS|AKT//conj//328 här//AB//advmod//336 för//PP//mark//340 att//IE//mark//340 påminna//VB|INF|AKT//advcl//336 dig//PN|UTR|SIN|DEF|OBJ//obj//340 om//PP//mark//349 att//SN//mark//349 du//PN|UTR|SIN|DEF|SUB//nsubj//349 inte//AB//advmod//349 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//347 tiden//NN|UTR|SIN|DEF|NOM//obl//349 ska//VB|PRS|AKT//aux//349 censurera//VB|INF|AKT//ccomp//340 dina//PS|UTR/NEU|PLU|DEF//nmod:poss//352 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//352 tankar//NN|UTR|PLU|IND|NOM//obj//349 ”//RG|NOM//punct//328 .//MID//punct//124
Vägen till ökad anställningsbarhet;Och//KN//cc//357 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//357 fungerade//VB|PRT|AKT//conj//124 .//MAD//punct//124
Vägen till ökad anställningsbarhet;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//11 här//AB//fixed//0 med//PP//case//3 självförtroende//NN|NEU|SIN|IND|NOM//nmod//0 ,//MID//punct//6 eller//KN//cc//6 bristen//NN|UTR|SIN|DEF|NOM//conj//3 på//PP//case//8 självförtroende//NN|NEU|SIN|IND|NOM//nmod//6 ,//MID//punct//11 är//VB|PRS|AKT//cop//11 grunden//NN|UTR|SIN|DEF|NOM//ROOT//11 för//PP//mark//16 om//SN//mark//16 utbildningen//NN|UTR|SIN|DEF|NOM//nsubj//16 ska//VB|PRS|AKT//aux//16 gå//VB|INF|AKT//advcl//11 bra//AB|POS//advmod//16 eller//KN//cc//19 inte//AB//conj//17 ,//MID//punct//11 menar//VB|PRS|AKT//parataxis//11 lärarna//NN|UTR|PLU|DEF|NOM//nsubj//21 .//MAD//punct//11
Vägen till ökad anställningsbarhet;Målet//NN|NEU|SIN|DEF|NOM//nmod//11 är//VB|PRS|AKT//cop//24 ju//AB//advmod//24 att//IE//mark//28 få//VB|INF|AKT//csubj//24 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//obj//28 igenom//PL//compound:prt//28 till//PP//case//32 godkänt//PC|PRF|NEU|SIN|IND|NOM//obl//28 ,//MID//punct//28 så//AB//advmod//37 de//DT|UTR/NEU|PLU|DEF//det//36 studerande//NN|UTR|PLU|IND|NOM//nsubj//37 har//VB|PRS|AKT//advcl//11 en//DT|UTR|SIN|IND//det//39 möjlighet//NN|UTR|SIN|IND|NOM//obj//37 att//IE//mark//41 gå//VB|INF|AKT//acl//39 vidare//AB|KOM//advmod//41 på//PP//case//46 någon//DT|UTR|SIN|IND//det//46 yrkesinriktad//PC|PRF|UTR|SIN|IND|NOM//amod//46 kurs//NN|UTR|SIN|IND|NOM//obl//41 sedan//AB//advmod//46 .//MAD//punct//11
Vägen till ökad anställningsbarhet;Små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//50 steg//NN|NEU|PLU|IND|NOM//nsubj:pass//58 åt//PP//case//52 gången//NN|UTR|SIN|DEF|NOM//obl//50 och//KN//cc//55 mycket//AB|POS//amod//55 uppmuntran//NN|UTR|SIN|IND|NOM//conj//52 och//KN//cc//57 lyhördhet//NN|UTR|SIN|IND|NOM//conj//55 behövs//VB|PRS|SFO//parataxis//11 .//MAD//punct//11 –//SN//punct//63
Vägen till ökad anställningsbarhet;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//63 kan//VB|PRS|AKT//aux//63 hjälpa//VB|INF|AKT//parataxis//11 om//SN//mark//66 man//PN|UTR|SIN|IND|SUB//nsubj//66 pratar//VB|PRS|AKT//advcl//63 med//PP//case//68 eleverna//NN|UTR|PLU|DEF|NOM//obl//66 om//PP//case//70 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//66 .//MAD//punct//63
Vägen till ökad anställningsbarhet;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//74 får//VB|PRS|AKT//aux//74 reflektera//VB|INF|AKT//parataxis//63 över//PP//case//76 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//74 ,//MID//punct//78 höra//VB|INF|AKT//conj//74 att//SN//mark//82 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//82 också//AB//advmod//82 har//VB|PRS|AKT//ccomp//78 svettiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//84 händer//NN|UTR|PLU|IND|NOM//obj//82 ,//MID//punct//86 berätta//VB|INF|AKT//conj//74 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//88 knep//NN|NEU|PLU|IND|NOM//obj//86 för//PP//case//90 varandra//PN|UTR/NEU|PLU|DEF|OBJ//nmod//88 ,//MID//punct//94 hur//HA//advmod//94 man//PN|UTR|SIN|IND|SUB//nsubj//94 bemästrar//VB|PRS|AKT//conj//74 rädslan//NN|UTR|SIN|DEF|NOM//obj//94 och//KN//cc//97 vågar//VB|PRS|AKT//conj//95 ,//MID//punct//103 i//PP//mark//103 stället//NN|NEU|SIN|DEF|NOM//fixed//99 för//PP//fixed//99 att//IE//mark//103 låta//VB|INF|AKT//advcl//94 ”//PM|NOM//punct//105 pratet//NN|NEU|SIN|DEF|NOM//obj//103 inne//AB//advmod//105 i//PP//case//108 huvudet//NN|NEU|SIN|DEF|NOM//obl//106 ”//PAD//punct//103 ta//VB|INF|AKT//xcomp//103 över//PL//compound:prt//110 ,//MID//punct//113 det//PN|NEU|SIN|DEF|SUB/OBJ//parataxis//63 som//HP|-|-|-//nsubj//115 säger//VB|PRS|AKT//acl:relcl//113 att//SN//mark//119 man//PN|UTR|SIN|IND|SUB//nsubj//119 inte//AB//advmod//119 kan//VB|PRS|AKT//ccomp//115 ,//MID//punct//121 säger//VB|PRS|AKT//parataxis//63 Doris//PM|NOM//nsubj//121 Norrgård//PM|NOM//flat//122 .//MAD//punct//63
Vägen till ökad anställningsbarhet;Och//KN//cc//129 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//129 är//VB|PRS|AKT//cop//129 bara//AB//advmod//129 bra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//63 om//SN//mark//132 läraren//NN|UTR|SIN|DEF|NOM//nsubj//132 visar//VB|PRS|AKT//advcl//129 att//SN//mark//138 hon//PN|UTR|SIN|DEF|SUB//nsubj//138 eller//KN//cc//136 han//PN|UTR|SIN|DEF|SUB//conj//134 inte//AB//advmod//138 kan//VB|PRS|AKT//ccomp//132 allt//PN|NEU|SIN|IND|SUB/OBJ//obj//138 ,//MID//punct//143 inte//AB//advmod//143 kan//VB|PRS|AKT//aux//143 svara//VB|INF|AKT//conj//138 på//PP//case//146 alla//DT|UTR/NEU|PLU|IND/DEF//det//146 frågor//NN|UTR|PLU|IND|NOM//obl//143 ://MID//punct//129 –//PAD//punct//153
Vägen till ökad anställningsbarhet;De//DT|UTR/NEU|PLU|DEF//det//150 frågorna//NN|UTR|PLU|DEF|NOM//obj//153 ska//VB|PRS|AKT//aux//153 man//PN|UTR|SIN|IND|SUB//nsubj//153 använda//VB|INF|AKT//parataxis//129 för//PP//mark//156 att//IE//mark//156 visa//VB|INF|AKT//advcl//153 att//SN//mark//160 kunskapen//NN|UTR|SIN|DEF|NOM//nsubj//160 är//VB|PRS|AKT//cop//160 oändlig//JJ|POS|UTR|SIN|IND|NOM//ccomp//156 !//MID//punct//160
Vägen till ökad anställningsbarhet;Inför//PP//case//165 all//DT|UTR|SIN|IND/DEF//det//165 den//DT|UTR|SIN|DEF//det//165 kunskap//NN|UTR|SIN|IND|NOM//obl//173 som//HP|-|-|-//nsubj//167 finns//VB|PRS|SFO//acl:relcl//165 i//PP//case//169 världen//NN|UTR|SIN|DEF|NOM//obl//167 är//VB|PRS|AKT//cop//173 människan//NN|UTR|SIN|DEF|NOM//nsubj//173 mycket//AB|POS//advmod//173 liten//JJ|POS|UTR|SIN|IND|NOM//conj//160 .//MAD//punct//129
Vägen till ökad anställningsbarhet;Den//DT|UTR|SIN|DEF//det//176 litenheten//NN|UTR|SIN|DEF|NOM//nmod//177 delar//VB|PRS|AKT//dislocated//186 vi//PN|UTR|PLU|DEF|SUB//nsubj//177 med//PP//case//180 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//obl//177 ,//MID//punct//177 professorer//NN|UTR|PLU|IND|NOM//conj//177 också//AB//advmod//177 .//MAD//punct//177
Vägen till ökad anställningsbarhet;Vi//PN|UTR|PLU|DEF|SUB//nsubj//186 går//VB|PRS|AKT//parataxis//129 till//PP//case//188 biblioteket//NN|NEU|SIN|DEF|NOM//obl//186 och//KN//cc//191 där//AB//advmod//191 finns//VB|PRS|SFO//conj//186 miljoner//NN|UTR|PLU|IND|NOM//nmod//193 böcker//NN|UTR|PLU|IND|NOM//nsubj//191 ,//MID//punct//199 men//KN//cc//199 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//199 ska//VB|PRS|AKT//aux//199 inte//AB//advmod//199 kännas//VB|INF|SFO//conj//129 som//KN//case//202 en//DT|UTR|SIN|IND//det//202 börda//NN|UTR|SIN|IND|NOM//obl//199 ,//MID//punct//207 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//207 är//VB|PRS|AKT//cop//207 inte//AB//advmod//207 meningen//NN|UTR|SIN|DEF|NOM//parataxis//129 att//SN//mark//211 vi//PN|UTR|PLU|DEF|SUB//nsubj//211 ska//VB|PRS|AKT//aux//211 kunna//VB|INF|AKT//ccomp//207 eller//KN//cc//213 hinna//VB|INF|AKT//conj//211 läsa//VB|INF|AKT//xcomp//213 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//obj//214 !//MID//punct//207 –//RG|NOM//punct//221
Vägen till ökad anställningsbarhet;Läraren//NN|UTR|SIN|DEF|NOM//nsubj//221 har//VB|PRS|AKT//aux//221 bara//AB//advmod//221 kommit//VB|SUP|AKT//conj//63 en//DT|UTR|SIN|IND//det//224 liten//JJ|POS|UTR|SIN|IND|NOM//amod//224 bit//NN|UTR|SIN|IND|NOM//obj//221 längre//AB|KOM//advmod//221 i//PP//case//228 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//228 saker//NN|UTR|PLU|IND|NOM//obl//221 .//MAD//punct//63
Vägen till ökad anställningsbarhet;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//231 finns//VB|PRS|SFO//parataxis//63 annat//PN|NEU|SIN|IND|SUB/OBJ//nsubj//231 som//HP|-|-|-//obj//236 hon//PN|UTR|SIN|DEF|SUB//nsubj//236 inte//AB//advmod//236 kan//VB|PRS|AKT//acl:relcl//232 ,//MID//punct//231 men//KN//cc//241 som//HP|-|-|-//obj//241 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//241 kan//VB|PRS|AKT//conj//231 .//MAD//punct//11
Vägen till ökad anställningsbarhet;Carina//PM|NOM//nsubj//11 Hjelm//PM|NOM//flat:name//0 ,//MID//punct//0 en//DT|UTR|SIN|IND//det//5 annan//JJ|POS|UTR|SIN|IND|NOM//amod//5 lärare//NN|UTR|SIN|IND|NOM//conj//0 på//PP//case//7 Kompetensskolan//PM|NOM//nmod//5 ,//MID//punct//0 har//VB|PRS|AKT//aux//11 just//AB//advmod//11 utarbetat//VB|SUP|AKT//ROOT//11 ett//DT|NEU|SIN|IND//det//13 häfte//NN|NEU|SIN|IND|NOM//obj//11 med//PP//case//16 goda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 råd//NN|NEU|PLU|IND|NOM//obl//11 om//PP//case//18 studieteknik//NN|UTR|SIN|IND|NOM//nmod//16 ,//MID//punct//16 ”//PAD//punct//21 Studiestrategi//NN|UTR|SIN|IND|NOM//appos//16 eller//KN//cc//26 hur//HA//advmod//26 du//PN|UTR|SIN|DEF|SUB//nsubj//26 ska//VB|PRS|AKT//aux//26 gå//VB|INF|AKT//conj//11 till//PP//compound:prt//26 väga//NN|UTR|-|-|-//advmod//26 när//HA//mark//31 du//PN|UTR|SIN|DEF|SUB//nsubj//31 studerar//VB|PRS|AKT//advcl//26 ”//PM|NOM//punct//11 .//MAD//punct//11 –//PAD//punct//36
Vägen till ökad anställningsbarhet;Jag//PN|UTR|SIN|DEF|SUB//nsubj//36 poängterar//VB|PRS|AKT//parataxis//11 i//PP//case//38 häftet//NN|NEU|SIN|DEF|NOM//obl//36 hur//HA//advmod//40 viktigt//JJ|POS|NEU|SIN|IND|NOM//ccomp//36 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//40 är//VB|PRS|AKT//cop//40 att//SN//mark//45 man//PN|UTR|SIN|IND|SUB//nsubj//45 fyller//VB|PRS|AKT//csubj//40 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//45 med//PP//case//49 positiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 tankar//NN|UTR|PLU|IND|NOM//obl//45 ,//MID//punct//51 säger//VB|PRS|AKT//parataxis//36 hon//PN|UTR|SIN|DEF|SUB//nsubj//51 .//MAD//punct//36 –//RG|NOM//punct//57
Vägen till ökad anställningsbarhet;När//HA//mark//57 man//PN|UTR|SIN|IND|SUB//nsubj//57 får//VB|PRS|AKT//conj//11 in//PL//compound:prt//57 människor//NN|UTR|PLU|IND|NOM//obj//57 som//HP|-|-|-//nsubj//61 befinner//VB|PRS|AKT//acl:relcl//59 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//61 i//PP//case//66 en//DT|UTR|SIN|IND//det//66  //_SP////64 down-period//NN|UTR|SIN|IND|NOM//obl//61 och//KN//cc//72 som//HP|-|-|-//nsubj//72 dessutom//AB//advmod//72 inte//AB//advmod//72 har//VB|PRS|AKT//aux//72 studerat//VB|SUP|AKT//advcl//77 på//PP//case//74 länge//AB|POS//advmod//72 är//VB|PRS|AKT//cop//77 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//77 viktigt//JJ|POS|NEU|SIN|IND|NOM//obj//57 att//IE//mark//79 få//VB|INF|AKT//acl//77 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//79 att//IE//mark//82 tro//VB|INF|AKT//xcomp//79 på//PP//case//84 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//82 själva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//84 ,//MID//punct//87 få//VB|INF|AKT//conj//57 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//87 att//IE//mark//90 upptäcka//VB|INF|AKT//xcomp//87 att//SN//mark//94 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//94 verkligen//AB//advmod//94 vill//VB|PRS|AKT//ccomp//90 och//KN//cc//96 få//VB|INF|AKT//conj//94 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//96 att//IE//mark//99 se//VB|INF|AKT//xcomp//96 att//SN//mark//102 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//102 klarar//VB|PRS|AKT//ccomp//99 av//PL//compound:prt//102 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//102 här//AB//fixed//104 .//MAD//punct//57
Vägen till ökad anställningsbarhet;Hon//PN|UTR|SIN|DEF|SUB//nsubj//108 gjorde//VB|PRT|AKT//parataxis//57 häftet//NN|NEU|SIN|DEF|NOM//obj//108 därför//HA//mark//113 att//SN//fixed//110 hon//PN|UTR|SIN|DEF|SUB//nsubj//113 tycker//VB|PRS|AKT//advcl//108 att//SN//mark//116 samhället//NN|NEU|SIN|DEF|NOM//nsubj//116 kräver//VB|PRS|AKT//ccomp//113 så//AB//advmod//118 mycket//AB|POS//advmod//119 teoretiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//120 kunskaper//NN|UTR|PLU|IND|NOM//obj//116 av//PP//case//123 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//123 medborgare//NN|UTR|PLU|IND|NOM//nmod//120 i//PP//advmod//116 dag//NN|UTR|SIN|IND|NOM//fixed//124 ,//MID//punct//108 och//KN//cc//139 därför//HA//mark//131 att//SN//fixed//128 hon//PN|UTR|SIN|DEF|SUB//nsubj//131 vet//VB|PRS|AKT//advcl//139 att//SN//mark//136 om//SN//mark//136 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//136 ska//VB|PRS|AKT//aux//136 klara//VB|INF|AKT//ccomp//131 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//136 så//AB//advmod//139 hänger//VB|PRS|AKT//conj//108 mycket//PN|NEU|SIN|IND|SUB/OBJ//advmod//139 på//PL//mark//144 att//SN//mark//144 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//144 har//VB|PRS|AKT//advcl//139 en//DT|UTR|SIN|IND//det//147 bra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//147 studiestrategi//NN|UTR|SIN|IND|NOM//obj//144 ,//MID//punct//139 att//SN//mark//151 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//151 vet//VB|PRS|AKT//ccomp//139 hur//HA//advmod//155 man//PN|UTR|SIN|IND|SUB//nsubj//155 ska//VB|PRS|AKT//aux//155 gå//VB|INF|AKT//ccomp//151 till//PP//compound:prt//155 väga//NN|UTR|-|-|-//advmod//155 .//MAD//punct//151
Vägen till ökad anställningsbarhet;För//PP//case//161 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//161 människor//NN|UTR|PLU|IND|NOM//obl//151 är//VB|PRS|AKT//cop//166 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//162 alls//AB//advmod//162 ingen//DT|UTR|SIN|IND//det//166 självklarhet//NN|UTR|SIN|IND|NOM//ccomp//151 ,//MID//punct//166 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//169 har//VB|PRS|AKT//conj//151 ingen//DT|UTR|SIN|IND//det//171 studievana//NN|UTR|SIN|IND|NOM//obj//169 och//KN//cc//174 inga//DT|UTR/NEU|PLU|IND//det//174 förebilder//NN|UTR|PLU|IND|NOM//conj//171 .//MAD//punct//108
Vägen till ökad anställningsbarhet;Carina//PM|NOM//nsubj//2 Hjelm//PM|NOM//flat//0 börjar//VB|PRS|AKT//ROOT//2 med//PP//mark//5 att//IE//mark//5 definiera//VB|INF|AKT//advcl//2 ordet//NN|NEU|SIN|DEF|NOM//nmod//7 studiestrategi//NN|UTR|SIN|IND|NOM//obj//5 –//RG|NOM//punct//10 ett//DT|NEU|SIN|IND//det//10 sätt//NN|NEU|SIN|IND|NOM//appos//2 att//IE//mark//12 bete//VB|INF|AKT//acl//10 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//12 i//PP//case//16 sin//PS|UTR|SIN|DEF//nmod:poss//16 studiesituation//NN|UTR|SIN|IND|NOM//obl//12 för//PP//mark//20 att//IE//mark//20 kunna//VB|INF|AKT//aux//20 studera//VB|INF|AKT//advcl//12 med//PP//case//22 framgång//NN|UTR|SIN|IND|NOM//obl//20 .//MAD//punct//2
