10 Hur Samhall AB genomför sitt uppdrag ;"I//PP//case//2 detta//DT|NEU|SIN|DEF//det//2 kapitel//NN|NEU|SIN|IND|NOM//obl//3 behandlas//VB|PRS|SFO//ROOT//3 Samhall//PM|NOM//nsubj:pass//3 AB//PM|NOM//flat//4 ://MID//punct//4 s//NN|NEU|SIN|IND|GEN//nummod//9 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 uppdrag//NN|NEU|SIN|IND|NOM//nsubj:pass//3 ;//MID//punct//9"
10.2.1 Begreppet meningsfullt arbete;I//PP//case//33 budgetunderlaget//NN|NEU|SIN|DEF|NOM//obl//37 för//PP//case//35 åren//NN|NEU|PLU|DEF|NOM//nmod//33 2004–2006//RO|NOM//nmod//33 framgår//VB|PRS|AKT//conj//2 att//SN//mark//41 undersysselsättningen//NN|UTR|SIN|DEF|NOM//nsubj//41 har//VB|PRS|AKT//aux//41 berört//VB|SUP|AKT//ccomp//37 ca//AB|AN//advmod//43 4//RG|NOM//nummod//44 000//RG|NOM//nummod//45 anställda//NN|UTR|PLU|IND|NOM//obj//41 genom//PP//mark//53 att//SN//mark//53 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//53 under//PP//case//51 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//51 tider//NN|UTR|PLU|IND|NOM//obl//53 har//VB|PRS|AKT//aux//53 haft//VB|SUP|AKT//advcl//41 begränsade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//53 eller//KN//cc//56 har//VB|PRS|AKT//conj//53 helt//AB|POS//advmod//58 saknat//VB|SUP|AKT//amod//59 arbetsuppgifter//NN|UTR|PLU|IND|NOM//obj//56 .//MAD//punct//2
10.2.1 Begreppet meningsfullt arbete;Siffrorna//NN|UTR|PLU|DEF|NOM//nsubj//62 avser//VB|PRS|AKT//parataxis//2 endast//AB//advmod//62 hur//HA//advmod//65 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//ccomp//62 som//HP|-|-|-//nsubj:pass//68 antalsmässigt//AB|POS//advmod//68 berörs//VB|PRS|SFO//acl:relcl//65 eller//KN//cc//70 berörts//VB|SUP|SFO//conj//68 av//PP//case//72 undersysselsättning//NN|UTR|SIN|IND|NOM//obl:agent//70 under//PP//case//77 en//DT|UTR|SIN|IND//det//77 viss//JJ|POS|UTR|SIN|IND|NOM//amod//77 given//PC|PRF|UTR|SIN|IND|NOM//amod//77 tid//NN|UTR|SIN|IND|NOM//obl//70 och//KN//cc//79 fångar//VB|PRS|AKT//conj//65 således//AB//advmod//79 inte//AB//advmod//79 in//PL//compound:prt//79 omfattningen//NN|UTR|SIN|DEF|NOM//obj//79 av//PP//case//85 undersysselsättningen//NN|UTR|SIN|DEF|NOM//nmod//83 .//MAD//punct//2
10.2.1 Begreppet meningsfullt arbete;Sifforna//NN|UTR|PLU|DEF|NOM//nsubj//93 som//HP|-|-|-//nsubj:pass//89 anges//VB|PRS|SFO//acl:relcl//87 är//VB|PRS|AKT//cop//93 en//DT|UTR|SIN|IND//det//93 samlad//PC|PRF|UTR|SIN|IND|NOM//amod//93 bedömning//NN|UTR|SIN|IND|NOM//parataxis//2 .//MAD//punct//93
10.2.1 Begreppet meningsfullt arbete;Samhall//PM|NOM//nsubj//96 menar//VB|PRS|AKT//conj//2 att//SN//mark//99 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//99 föreligger//VB|PRS|AKT//ccomp//96 metodologiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//101 problem//NN|NEU|PLU|IND|NOM//nsubj//99 att//IE//mark//103 mäta//VB|INF|AKT//csubj//99 undersysselsättningen//NN|UTR|SIN|DEF|NOM//obj//103 då//HA//mark//107 denna//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//107 varierar//VB|PRS|AKT//advcl//103 påtagligt//AB|POS//advmod//109 geografiskt//AB|POS//advmod//107 ,//MID//punct//112 i//PP//case//112 tid//NN|UTR|SIN|IND|NOM//obl//107 och//KN//cc//115 mellan//PP//case//115 individer//NN|UTR|PLU|IND|NOM//conj//112 ,//MID//punct//118 vilket//HP|NEU|SIN|IND//nsubj//118 gör//VB|PRS|AKT//appos//99 att//SN//mark//123 man//PN|UTR|SIN|IND|SUB//nsubj//123 inte//AB//advmod//123 kan//VB|PRS|AKT//aux//123 presentera//VB|INF|AKT//ccomp//118 en//DT|UTR|SIN|IND//det//127 mer//AB|KOM//advmod//126 detaljerad//PC|PRF|UTR|SIN|IND|NOM//amod//127 bild//NN|UTR|SIN|IND|NOM//obj//123 .//MAD//punct//96
10.2.1 Begreppet meningsfullt arbete;Undersysselsättningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//130 följs//VB|PRS|SFO//parataxis//96 därmed//AB//advmod//130 inte//AB//advmod//130 upp//PL//compound:prt//130 närmare//AB|KOM//advmod//130 .//MAD//punct//2
10.2.1 Begreppet meningsfullt arbete;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//3 har//VB|PRS|AKT//aux//3 därför//AB//advmod//3 låtit//VB|SUP|AKT//ROOT//3 SCB//PM|NOM//obj//3 genomföra//VB|INF|AKT//xcomp//3 en//DT|UTR|SIN|IND//det//7 undersökning//NN|UTR|SIN|IND|NOM//obj//5 bland//PP//case//10 de//DT|UTR/NEU|PLU|DEF//det//10 anställda//NN|UTR|PLU|IND|NOM//obl//5 med//PP//case//12 arbetshandikapp//NN|NEU|SIN|IND|NOM//nmod//10 rörande//PP//case//14 personalutveckling//NN|UTR|SIN|IND|NOM//nmod//10 och//KN//cc//16 arbetsmiljö//NN|UTR|SIN|IND|NOM//conj//14 (//PAD//punct//3 se//VB|IMP|AKT//parataxis//3 bilaga//NN|UTR|SIN|IND|NOM//obj//18 5//RG|NOM//nummod//18 )//PAD//punct//3 .//MAD//punct//28
10.2.1 Begreppet meningsfullt arbete;I//PP//case//25 denna//DT|UTR|SIN|DEF//det//25 undersökning//NN|UTR|SIN|IND|NOM//obl//28 har//VB|PRS|AKT//aux//28 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//28 försökt//VB|SUP|AKT//conj//3 kartlägga//VB|INF|AKT//xcomp//28 undersysselsättningens//NN|UTR|SIN|DEF|GEN//nmod:poss//31 omfattning//NN|UTR|SIN|IND|NOM//obj//29 .//MAD//punct//3
10.2.1 Begreppet meningsfullt arbete;Inom//PP//case//34 Samhall//PM|NOM//obl//41 AB//PM|NOM//flat//34 skall//VB|PRS|AKT//aux//41 både//KN//cc//38 arbetstakt//NN|UTR|SIN|IND|NOM//nsubj:pass//41 och//KN//cc//40 arbetsuppgifter//NN|UTR|PLU|IND|NOM//conj//38 anpassas//VB|INF|SFO//advcl//3 efter//PP//case//44 individens//NN|UTR|SIN|DEF|GEN//nmod:poss//44 behov//NN|NEU|PLU|IND|NOM//obl//41 och//KN//cc//46 förutsättningar//NN|UTR|PLU|IND|NOM//conj//44 .//MAD//punct//41
10.2.1 Begreppet meningsfullt arbete;Begrepp//NN|NEU|PLU|IND|NOM//nsubj//60 som//HP|-|-|-//mark//52 för//AB//case//52 lite//AB|POS//amod//52 arbetsuppgifter//NN|UTR|PLU|IND|NOM//obl//48 eller//KN//cc//56 för//AB//case//56 mycket//JJ|POS|NEU|SIN|IND|NOM//amod//56 arbetsuppgifter//NN|UTR|PLU|IND|NOM//conj//52 är//VB|PRS|AKT//cop//60 således//AB//advmod//59 relativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//60 begrepp//NN|NEU|PLU|IND|NOM//parataxis//3 som//HP|-|-|-//nsubj//62 varierar//VB|PRS|AKT//acl:relcl//60 mellan//PP//case//64 individer//NN|UTR|PLU|IND|NOM//obl//62 .//MAD//punct//60
10.2.1 Begreppet meningsfullt arbete;Frågan//NN|UTR|SIN|DEF|NOM//nsubj//71 i//PP//case//68 undersökningen//NN|UTR|SIN|DEF|NOM//nmod//66 är//VB|PRS|AKT//cop//71 därför//AB//advmod//71 ställd//PC|PRF|UTR|SIN|IND|NOM//parataxis//60 på//PP//case//74 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//74 sätt//NN|NEU|SIN|IND|NOM//obl//71 ://MID//punct//71
10.2.1 Begreppet meningsfullt arbete;Hur//HA//advmod//83 har//VB|PRS|AKT//aux//83 din//PS|UTR|SIN|DEF//nmod:poss//79 arbetssituation//NN|UTR|SIN|IND|NOM//nsubj//83 varit//VB|SUP|AKT//cop//83 det//DT|NEU|SIN|DEF//det//83 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//83 halvåret//NN|NEU|SIN|DEF|NOM//parataxis//71 ?//MID//punct//71
10.2.1 Begreppet meningsfullt arbete; //_SP////84 Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//90 är//VB|PRS|AKT//cop//90 det//DT|NEU|SIN|DEF//det//90 huvudsakliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//90 förhållandet//NN|NEU|SIN|DEF|NOM//parataxis//71 som//HP|-|-|-//nsubj:pass//92 avses//VB|PRS|SFO//acl:cleft//90 .//MAD//punct//60
10.2.1 Begreppet meningsfullt arbete;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 finns//VB|PRS|SFO//ROOT//1 givetvis//AB//advmod//1 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 metodmässiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 problem//NN|NEU|PLU|IND|NOM//nsubj//1 när//HA//mark//10 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//6 gäller//VB|PRS|AKT//fixed//6 att//IE//mark//10 använda//VB|INF|AKT//advcl//1 intervjuundersökningar//NN|UTR|PLU|IND|NOM//obj//10 för//PP//mark//14 att//IE//mark//14 kartlägga//VB|INF|AKT//advcl//10 undersysselsättning//NN|UTR|SIN|IND|NOM//obj//14 ,//MID//punct//1 men//KN//cc//23 skattningarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//23 i//PP//case//20 undersökningen//NN|UTR|SIN|DEF|NOM//nmod//18 måste//VB|PRS|AKT//aux//23 ändå//AB//advmod//23 bedömas//VB|INF|SFO//conj//1 som//KN//mark//26 mer//AB|KOM//advmod//26 tillförlitliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//23 än//KN//case//30 en//DT|UTR|SIN|IND//det//30 samlad//PC|PRF|UTR|SIN|IND|NOM//amod//30 bedömning//NN|UTR|SIN|IND|NOM//obl//26 i//PP//case//33 ett//DT|NEU|SIN|IND//det//33 budgetunderlag//NN|NEU|SIN|IND|NOM//nmod//30 .//MAD//punct//1
10.2.1 Begreppet meningsfullt arbete;Undersökningen//NN|UTR|SIN|DEF|NOM//nsubj//1 visar//VB|PRS|AKT//ROOT//1 att//SN//mark//12 17//RG|NOM//nummod//4 procent//NN|UTR|PLU|IND|NOM//nsubj//12 ,//MID//punct//4 eller//KN//cc//10 drygt//AB|POS//advmod//8 4//RG|NOM//nummod//9 000//RG|NOM//nummod//10 individer//NN|UTR|PLU|IND|NOM//conj//4 ,//MID//punct//4 haft//VB|SUP|AKT//ccomp//1 för//AB//case//15 lite//AB|POS//amod//15 arbetsuppgifter//NN|UTR|PLU|IND|NOM//obl//12 eller//KN//cc//19 helt//AB|POS//advmod//18 saknat//VB|SUP|AKT//amod//19 arbetsuppgifter//NN|UTR|PLU|IND|NOM//conj//15 under//PP//case//23 det//DT|NEU|SIN|DEF//det//23 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//23 halvåret//NN|NEU|SIN|DEF|NOM//nmod//19 .//MAD//punct//1
10.2.1 Begreppet meningsfullt arbete;58//RG|NOM//nummod//26 procent//NN|UTR|PLU|IND|NOM//nsubj//28 har//VB|PRS|AKT//aux//28 haft//VB|SUP|AKT//parataxis//1 lagom//AB//advmod//28 med//PP//case//31 arbetsuppgifter//NN|UTR|PLU|IND|NOM//obl//28 ,//MID//punct//36 medan//SN//mark//36 16//RG|NOM//nummod//35 procent//NN|UTR|PLU|IND|NOM//nsubj//36 haft//VB|SUP|AKT//advcl//28 något//PN|NEU|SIN|IND|SUB/OBJ//det//40 för//AB//advmod//39 mycket//JJ|POS|NEU|SIN|IND|NOM//amod//40 arbetsuppgifter//NN|UTR|PLU|IND|NOM//obj//36 och//KN//cc//44 9//RG|NOM//nummod//43 procent//NN|UTR|PLU|IND|NOM//nsubj//44 haft//VB|SUP|AKT//conj//36 alldeles//AB//advmod//46 för//AB//advmod//47 mycket//JJ|POS|NEU|SIN|IND|NOM//amod//48 arbetsuppgifter//NN|UTR|PLU|IND|NOM//obj//44 .//MAD//punct//1
10.2.1 Begreppet meningsfullt arbete;Undersysselsättningen//NN|UTR|SIN|DEF|NOM//nsubj//51 varierar//VB|PRS|AKT//parataxis//1 med//PP//case//53 anställningstid//NN|UTR|SIN|IND|NOM//obl//51 .//MAD//punct//51
10.2.1 Begreppet meningsfullt arbete;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//67 som//HP|-|-|-//nsubj//58 varit//VB|SUP|AKT//cop//58 anställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//55 i//PP//case//62 över//AB//advmod//61 tio//RG|NOM//nummod//62 år//NN|NEU|PLU|IND|NOM//obl//58 är//VB|PRS|AKT//cop//67 i//PP//case//66 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//66 utsträckning//NN|UTR|SIN|IND|NOM//obl//67 undersysselsatta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//parataxis//51 än//KN//case//69 de//PN|UTR/NEU|PLU|DEF|SUB//obl//67 som//HP|-|-|-//nsubj//72 varit//VB|SUP|AKT//cop//72 anställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//69 kortare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//74 tid//NN|UTR|SIN|IND|NOM//obj//72 .//MAD//punct//67
10.2.1 Begreppet meningsfullt arbete;Att//IE//mark//78 vara//VB|INF|AKT//cop//78 undersysselsatt//PC|PRF|UTR|SIN|IND|NOM//advcl//67 kan//VB|PRS|AKT//aux//81 inte//AB//advmod//81 sägas//VB|INF|SFO//advcl//51 vara//VB|INF|AKT//cop//83 förenligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//81 med//PP//case//85 målet//NN|NEU|SIN|DEF|NOM//obl//83 om//PP//case//90 ”//PAD//punct//90 meningsfullt//JJ|POS|NEU|SIN|IND|NOM//amod//90 ”//PAD//punct//90 arbete//NN|NEU|SIN|IND|NOM//nmod//85 .//MAD//punct//51
10.2.1 Begreppet meningsfullt arbete;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//94 kan//VB|PRS|AKT//aux//94 förefalla//VB|INF|AKT//conj//51 som//KN//mark//99 om//SN//fixed//95 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//98 resultat//NN|NEU|SIN|IND|NOM//nsubj//99 överensstämmer//VB|PRS|AKT//advcl//94 med//PP//case//102 den//DT|UTR|SIN|DEF//det//102 bedömning//NN|UTR|SIN|IND|NOM//obl//99 som//HP|-|-|-//nsubj:pass//104 lämnats//VB|SUP|SFO//acl:relcl//102 i//PP//case//106 budgetunderlagen//NN|UTR|SIN|DEF|NOM//obl//104 .//MAD//punct//94
10.2.1 Begreppet meningsfullt arbete;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//109 finns//VB|PRS|SFO//parataxis//94 dock//AB//advmod//109 en//DT|UTR|SIN|IND//det//113 betydande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//113 skillnad//NN|UTR|SIN|IND|NOM//nsubj//109 .//MAD//punct//109
10.2.1 Begreppet meningsfullt arbete;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//116 kartläggning//NN|UTR|SIN|IND|NOM//nsubj//117 syftar//VB|PRS|AKT//conj//109 på//PP//case//121 det//DT|NEU|SIN|DEF//det//121 huvudsakliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//121 förhållandet//NN|NEU|SIN|DEF|NOM//obl//117 det//DT|NEU|SIN|DEF//det//124 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//124 halvåret//NN|NEU|SIN|DEF|NOM//obj//117 ,//MID//punct//129 medan//SN//mark//129 Samhalls//PM|GEN//amod//128 bedömning//NN|UTR|SIN|IND|NOM//nsubj//129 handlar//VB|PRS|AKT//advcl//109 om//PP//mark//135 hur//HA//advmod//132 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//dislocated//135 som//HP|-|-|-//nsubj:pass//135 antalsmässigt//AB|POS//advmod//135 berörts//VB|SUP|SFO//ccomp//129 under//PP//case//139 en//DT|UTR|SIN|IND//det//139 viss//JJ|POS|UTR|SIN|IND|NOM//amod//139 tidsperiod//NN|UTR|SIN|IND|NOM//obl//135 .//MAD//punct//109
10.2.1 Begreppet meningsfullt arbete;Med//PP//case//146 hänsyn//NN|UTR|SIN|IND|NOM//fixed//141 tagen//PC|PRF|UTR|SIN|IND|NOM//fixed//141 till//PP//case//146 denna//DT|UTR|SIN|DEF//det//146 skillnad//NN|UTR|SIN|IND|NOM//obl//148 ,//MID//punct//148 förefaller//VB|PRS|AKT//conj//109 Samhalls//PM|GEN//amod//150 bedömning//NN|UTR|SIN|IND|NOM//nsubj//151 innehålla//VB|INF|AKT//xcomp//148 en//DT|UTR|SIN|IND//det//153 underskattning//NN|UTR|SIN|IND|NOM//obj//151 av//PP//case//156 undersysselsättningens//NN|UTR|SIN|DEF|GEN//nmod:poss//156 omfattning//NN|UTR|SIN|IND|NOM//nmod//153 .//MAD//punct//1
10.2.1 Begreppet meningsfullt arbete;Anpassning//NN|UTR|SIN|IND|NOM//ROOT//0 efter//PP//case//3 individuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 behov//NN|NEU|PLU|IND|NOM//nmod//0 och//KN//cc//5 förutsättningar//NN|UTR|PLU|IND|NOM//conj//3
10.2.1 Begreppet meningsfullt arbete;"I//PP//case//2 samma//DT|UTR/NEU|SIN/PLU|IND//det//2 undersökning//NN|UTR|SIN|IND|NOM//obl//5 har//VB|PRS|AKT//aux//5 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//5 låtit//VB|SUP|AKT//ROOT//5 undersöka//VB|INF|AKT//xcomp//5 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 indikatorer//NN|UTR|PLU|IND|NOM//obj//6 på//PP//case//11 meningsfullt//JJ|POS|NEU|SIN|IND|NOM//amod//11 arbete//NN|NEU|SIN|IND|NOM//obl//6 ;//MID//punct//5"
10.2.1 Begreppet meningsfullt arbete;t.ex.//AB|AN//advmod//18 om//PP//mark//18 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 arbete//NN|NEU|SIN|IND|NOM//nsubj//18 är//VB|PRS|AKT//cop//18 anpassat//PC|PRF|NEU|SIN|IND|NOM//advcl//5 efter//PP//case//21 de//DT|UTR/NEU|PLU|DEF//det//21 behov//NN|NEU|PLU|IND|NOM//obl//18 och//KN//cc//23 förutsättningar//NN|UTR|PLU|IND|NOM//conj//21 som//HP|-|-|-//obj//26 man//PN|UTR|SIN|IND|SUB//nsubj//26 har//VB|PRS|AKT//acl:relcl//23 och//KN//cc//30 om//SN//mark//30 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//30 ställs//VB|PRS|SFO//conj//26 för//AB//case//33 höga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 krav//NN|NEU|PLU|IND|NOM//obl//30 i//PP//case//35 arbetet//NN|NEU|SIN|DEF|NOM//obl//30 vid//PP//case//37 Samhall//PM|NOM//nmod//35 AB//PM|NOM//flat//37 .//MAD//punct//5
10.2.1 Begreppet meningsfullt arbete;77//RG|NOM//nummod//41 procent//NN|UTR|PLU|IND|NOM//nsubj//42 anser//VB|PRS|AKT//parataxis//5 att//SN//mark//51 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//51 för//PP//case//47 det//DT|NEU|SIN|DEF//fixed//45 mesta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//obl//51 eller//KN//cc//51 alltid//AB//advmod//51 är//VB|PRS|AKT//cop//51 fallet//NN|NEU|SIN|DEF|NOM//ccomp//42 att//SN//mark//56 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//54 arbete//NN|NEU|SIN|IND|NOM//nsubj//56 är//VB|PRS|AKT//cop//56 anpassat//PC|PRF|NEU|SIN|IND|NOM//csubj//51 efter//PP//case//59 de//DT|UTR/NEU|PLU|DEF//det//59 behov//NN|NEU|PLU|IND|NOM//obl//56 och//KN//cc//61 förutsättningar//NN|UTR|PLU|IND|NOM//conj//59 som//HP|-|-|-//obj//64 man//PN|UTR|SIN|IND|SUB//nsubj//64 har//VB|PRS|AKT//acl:relcl//61 ,//MID//punct//69 medan//SN//mark//69 23//RG|NOM//nummod//68 procent//NN|UTR|PLU|IND|NOM//nsubj//69 anser//VB|PRS|AKT//advcl//51 att//SN//mark//78 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//78 för//PP//fixed//71 det//DT|NEU|SIN|DEF//fixed//72 mesta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//fixed//72 inte//AB//fixed//72 eller//KN//cc//78 aldrig//AB//advmod//78 förhåller//VB|PRS|AKT//ccomp//69 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//78 på//PP//case//82 det//DT|NEU|SIN|DEF//det//82 sättet//NN|NEU|SIN|DEF|NOM//obl//78 .//MAD//punct//5
10.2.1 Begreppet meningsfullt arbete;Någon//DT|UTR|SIN|IND//det//86 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//86 fråga//NN|UTR|SIN|IND|NOM//nsubj:pass//89 har//VB|PRS|AKT//aux//89 inte//AB//advmod//89 ställts//VB|SUP|SFO//parataxis//5 tidigare//AB|KOM//advmod//89 i//PP//case//93 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//93 utredningar//NN|UTR|PLU|IND|NOM//obl//89 .//MAD//punct//5
10.2.1 Begreppet meningsfullt arbete;När//HA//case//98 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//95 gäller//VB|PRS|AKT//fixed//95 frågan//NN|UTR|SIN|DEF|NOM//obl//5 om//SN//mark//101 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//101 ställs//VB|PRS|SFO//nmod//98 för//AB//case//104 höga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//104 krav//NN|NEU|PLU|IND|NOM//obl//101 i//PP//case//106 arbetet//NN|NEU|SIN|DEF|NOM//obl//101 vid//PP//case//108 Samhall//PM|NOM//nmod//106 AB//PM|NOM//flat//108 svarade//VB|PRT|AKT//advcl//5 22//RG|NOM//nummod//112 procent//NN|UTR|PLU|IND|NOM//obj//110 ja//IN//advmod//110 ,//MID//punct//110 medan//SN//mark//119 74//RG|NOM//nummod//117 procent//NN|UTR|PLU|IND|NOM//nsubj//119 inte//AB//advmod//119 ansåg//VB|PRT|AKT//advcl//110 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//119 .//MAD//punct//5
10.2.1 Begreppet meningsfullt arbete;4//RG|NOM//nummod//123 procent//NN|UTR|PLU|IND|NOM//nsubj//124 svarade//VB|PRT|AKT//parataxis//5 att//SN//mark//128 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//128 inte//AB//advmod//128 visste//VB|PRT|AKT//ccomp//124 om//SN//mark//131 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//131 ställs//VB|PRS|SFO//ccomp//128 för//AB//case//134 höga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//134 krav//NN|NEU|PLU|IND|NOM//obl//131 .//MAD//punct//124
10.2.1 Begreppet meningsfullt arbete;Den//DT|UTR|SIN|DEF//det//138 senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//138 frågan//NN|UTR|SIN|DEF|NOM//nsubj:pass//139 ställdes//VB|PRT|SFO//parataxis//124 av//PP//case//142 LOSAM-utredningen//NN|UTR|SIN|DEF|NOM//nmod//142 1997//RG|NOM//obl:agent//139 med//PP//case//145 samma//DT|UTR/NEU|SIN/PLU|IND//det//145 resultat//NN|NEU|SIN|IND|NOM//obl//139 .//MAD//punct//124
10.2.1 Begreppet meningsfullt arbete;Delaktighet//NN|UTR|SIN|IND|NOM//ROOT//0 ///MID//cc//2 medinflytande//NN|NEU|SIN|IND|NOM//conj//0
10.2.1 Begreppet meningsfullt arbete;En//DT|UTR|SIN|IND//det//2 annan//JJ|POS|UTR|SIN|IND|NOM//amod//2 indikator//NN|UTR|SIN|IND|NOM//nsubj//7 på//PP//case//5 meningsfullt//JJ|POS|NEU|SIN|IND|NOM//amod//5 arbete//NN|NEU|SIN|IND|NOM//nmod//2 är//VB|PRS|AKT//cop//7 delaktighet//NN|UTR|SIN|IND|NOM//ROOT//7 ///MID//cc//9 medinflytande//NN|NEU|SIN|IND|NOM//conj//7 .//MAD//punct//7
10.2.1 Begreppet meningsfullt arbete;I//PP//case//13 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//13 undersökning//NN|UTR|SIN|IND|NOM//obl//19 bland//PP//case//16 de//DT|UTR/NEU|PLU|DEF//det//16 anställda//NN|UTR|PLU|IND|NOM//nmod//13 med//PP//case//18 arbetshandikapp//NN|NEU|SIN|IND|NOM//nmod//16 ställdes//VB|PRT|SFO//parataxis//7 frågan//NN|UTR|SIN|DEF|NOM//nsubj:pass//19 om//SN//mark//23 det//PN|NEU|SIN|DEF|SUB/OBJ//det//23 händer//VB|PRS|AKT//advcl//19 att//SN//mark//26 man//PN|UTR|SIN|IND|SUB//nsubj//26 är//VB|PRS|AKT//ccomp//23 med//PL//compound:prt//26 och//KN//cc//29 beslutar//VB|PRS|AKT//conj//26 om//PP//case//31 uppläggningen//NN|UTR|SIN|DEF|NOM//obl//29 av//PP//case//33 arbetet//NN|NEU|SIN|DEF|NOM//nmod//31 .//MAD//punct//19
10.2.1 Begreppet meningsfullt arbete;22//RG|NOM//nummod//36 procent//NN|UTR|PLU|IND|NOM//nsubj//37 anser//VB|PRS|AKT//conj//7 att//SN//mark//42 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//42 alltid//AB//advmod//42 är//VB|PRS|AKT//cop//42 fallet//NN|NEU|SIN|DEF|NOM//ccomp//37 ,//MID//punct//48 medan//SN//mark//48 30//RG|NOM//nummod//46 procent//NN|UTR|PLU|IND|NOM//nsubj//48 har//VB|PRS|AKT//aux//48 svarat//VB|SUP|AKT//advcl//42 att//SN//mark//52 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//52 är//VB|PRS|AKT//cop//52 fallet//NN|NEU|SIN|DEF|NOM//ccomp//48 för//PP//case//55 det//DT|NEU|SIN|DEF//det//55 mesta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//nmod//52 .//MAD//punct//42
