6PnI|UHWDJVGHOHJDWLRQHQ;Rapport//NN|UTR|SIN|IND|NOM//ROOT//0 2//RG|NOM//nummod//0
4.4 Verksamheten;För//PP//mark//3 att//IE//mark//3 kunna//VB|INF|AKT//aux//3 bli//VB|INF|AKT//advcl//7 näringsidkare//NN|UTR|PLU|IND|NOM//xcomp//3 måste//VB|PRS|AKT//aux//7 man//PN|UTR|SIN|IND|SUB//nsubj//7 sträva//VB|INF|AKT//ROOT//7 efter//PP//mark//12 att//SN//mark//12 företaget//NN|NEU|SIN|DEF|NOM//nsubj//12 är//VB|PRS|AKT//cop//12 lönsamt//JJ|POS|NEU|SIN|IND|NOM//advcl//7 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//16 vill//VB|PRS|AKT//aux//16 säga//VB|INF|AKT//aux//16 går//VB|PRS|AKT//conj//7 med//PP//case//18 vinst//NN|UTR|SIN|IND|NOM//obl//16 .//MID//punct//7
4.4 Verksamheten;Annars//AB//advmod//21 klassas//VB|PRS|SFO//parataxis//7 verksamheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//21 som//KN//mark//24 hobby//NN|UTR|SIN|IND|NOM//nmod//22 .//MAD//punct//21
4.4 Verksamheten;Verksamheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//28 måste//VB|PRS|AKT//aux//28 bedrivas//VB|INF|SFO//parataxis//21 självständigt//AB|POS//advmod//28 och//KN//cc//32 inte//AB//advmod//32 likna//VB|INF|AKT//conj//28 ett//DT|NEU|SIN|IND//det//34 anställningsförhållande//NN|NEU|SIN|IND|NOM//obj//32 .//MAD//punct//28
4.4 Verksamheten;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//37 betyder//VB|PRS|AKT//parataxis//28 att//SN//mark//41 företagaren//NN|UTR|SIN|DEF|NOM//nsubj//41 måste//VB|PRS|AKT//aux//41 ha//VB|INF|AKT//ccomp//37 ett//DT|NEU|SIN|IND//det//43 flertal//NN|NEU|SIN|IND|NOM//nmod//44 kunder//NN|UTR|PLU|IND|NOM//obj//41 ,//MID//punct//46 använda//VB|INF|AKT//conj//37 eget//JJ|POS|NEU|SIN|IND/DEF|NOM//amod//48 material//NN|NEU|SIN|IND|NOM//obj//46 som//HP|-|-|-//nsubj:pass//50 faktureras//VB|PRS|SFO//acl:relcl//48 kunden//NN|UTR|SIN|DEF|NOM//obj//50 eller//KN//cc//56 att//SN//mark//56 firmanamnet//NN|NEU|SIN|DEF|NOM//nsubj:pass//56 aktivt//AB|POS//advmod//56 marknadsförs//VB|PRS|SFO//conj//50 .//MAD//punct//37
4.4 Verksamheten;Verksamheten//NN|UTR|SIN|DEF|NOM//nsubj//62 skall//VB|PRS|AKT//aux//62 också//AB//advmod//62 vara//VB|INF|AKT//cop//62 varaktig//JJ|POS|UTR|SIN|IND|NOM//conj//28 och//KN//cc//66 inte//AB//advmod//66 enbart//AB//advmod//66 gälla//VB|INF|AKT//conj//62 enstaka//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//68 försäljning//NN|UTR|SIN|IND|NOM//obj//66 .//MAD//punct//7

4.5 Affärsidén;Den//DT|UTR|SIN|DEF//det//1 person//NN|UTR|SIN|IND|NOM//nsubj//8 som//HP|-|-|-//nsubj//4 vill//VB|PRS|AKT//aux//4 starta//VB|INF|AKT//acl:relcl//1 ett//DT|NEU|SIN|IND//det//6 företag//NN|NEU|SIN|IND|NOM//obj//4 måste//VB|PRS|AKT//aux//8 ha//VB|INF|AKT//ROOT//8 en//DT|UTR|SIN|IND//det//11 bärkraftig//JJ|POS|UTR|SIN|IND|NOM//amod//11 affärsidé//NN|UTR|SIN|IND|NOM//obj//8 .//MAD//punct//8
4.5 Affärsidén;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//15 är//VB|PRS|AKT//cop//15 viktigt//JJ|POS|NEU|SIN|IND|NOM//parataxis//8 att//IE//mark//17 tänka//VB|INF|AKT//csubj//15 igenom//PL//compound:prt//17 denna//DT|UTR|SIN|DEF//det//21 före//PP//amod//21 företagsstarten//NN|UTR|SIN|DEF|NOM//obj//17 samt//KN//cc//26 hur//HA//advmod//26 affärsidén//NN|UTR|SIN|DEF|NOM//nsubj:pass//26 skall//VB|PRS|AKT//aux//26 användas//VB|INF|SFO//conj//15 i//PP//case//28 praktiken//NN|UTR|SIN|DEF|NOM//obl//26 .//MAD//punct//15
4.5 Affärsidén;Vad//HP|NEU|SIN|IND//obj//35 är//VB|PRS|AKT//cop//30 det//DT|NEU|SIN|DEF//expl//30 företaget//NN|NEU|SIN|DEF|NOM//nsubj//35 skall//VB|PRS|AKT//aux//35 sälja//VB|INF|AKT//parataxis//15 ?//MID//punct//35
4.5 Affärsidén;Vilka//HP|UTR/NEU|PLU|IND//obl//35 och//KN//cc//40 hur//HA//advmod//40 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//42 är//VB|PRS|AKT//cop//42 kunderna//NN|UTR|PLU|DEF|NOM//nsubj//37 ?//MID//punct//42
4.5 Affärsidén;Vilken//HD|UTR|SIN|IND//det//45 nytta//NN|UTR|SIN|IND|NOM//obj//46 kommer//VB|PRS|AKT//conj//35 kunden//NN|UTR|SIN|DEF|NOM//nsubj//46 att//IE//punct//35

4.6 Affärsplanen;Företagaren//NN|UTR|SIN|DEF|NOM//nsubj//2 måste//VB|PRS|AKT//aux//2 strukturera//VB|INF|AKT//ROOT//2 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//4 tankar//NN|UTR|PLU|IND|NOM//obj//2 genom//PP//mark//7 att//IE//mark//7 arbeta//VB|INF|AKT//advcl//2 fram//PL//compound:prt//7 en//DT|UTR|SIN|IND//det//10 affärsplan//NN|UTR|SIN|IND|NOM//obj//7 som//HP|-|-|-//nsubj//13 ingående//NN|NEU|SIN|IND|NOM//nsubj//13 besvarar//VB|PRS|AKT//acl:relcl//10 förut//AB//advmod//13 nämnda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//16 frågor//NN|UTR|PLU|IND|NOM//obj//13 .//MAD//punct//2
4.6 Affärsplanen;Affärsplanen//NN|UTR|SIN|DEF|NOM//nsubj//21 skall//VB|PRS|AKT//aux//21 även//AB//advmod//21 visa//VB|INF|AKT//parataxis//2 hur//HA//advmod//26 han//PN|UTR|SIN|DEF|SUB//nsubj//26 ///MID//cc//25 hon//PN|UTR|SIN|DEF|SUB//conj//23 tror//VB|PRS|AKT//ccomp//21 att//SN//mark//31 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//31 kommer//VB|PRS|AKT//aux//31 att//IE//mark//31 gå//VB|INF|AKT//ccomp//26 i//PP//case//33 början//NN|UTR|SIN|DEF|NOM//obl//31 och//KN//cc//38 vilka//HD|UTR/NEU|PLU|IND//det//36 målsättningar//NN|UTR|PLU|IND|NOM//dislocated//38 som//HP|-|-|-//nsubj//38 finns//VB|PRS|SFO//conj//31 för//PP//case//40 framtiden//NN|UTR|SIN|DEF|NOM//obl//38 .//MAD//punct//21
4.6 Affärsplanen;Om//SN//mark//46 företagaren//NN|UTR|SIN|DEF|NOM//nsubj//46 t.ex.//AB|AN//advmod//46 skall//VB|PRS|AKT//aux//46 söka//VB|INF|AKT//advcl//21 krediter//NN|UTR|PLU|IND|NOM//obj//46 eller//KN//cc//49 anställa//VB|INF|AKT//conj//46 någon//PN|UTR|SIN|IND|SUB/OBJ//obj//49 ,//MID//punct//57 är//VB|PRS|AKT//cop//57 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//57 dessutom//AB//advmod//57 ett//DT|NEU|SIN|IND//det//57 enkelt//JJ|POS|NEU|SIN|IND|NOM//amod//57 sätt//NN|NEU|SIN|IND|NOM//parataxis//2 att//IE//mark//59 beskriva//VB|INF|AKT//acl//57 vad//HP|NEU|SIN|IND//obj//62 företaget//NN|NEU|SIN|DEF|NOM//nsubj//62 sysslar//VB|PRS|AKT//ccomp//59 med//PP//case//62 .//MAD//punct//2
4.6 Affärsplanen;När//HA//mark//3 förberedelserna//NN|UTR|PLU|DEF|NOM//nsubj//3 är//VB|PRS|AKT//cop//3 klara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advcl//19 och//KN//cc//6 allt//PN|NEU|SIN|IND|SUB/OBJ//nsubj//6 visar//VB|PRS|AKT//conj//3 på//PP//mark//10 att//SN//mark//10 affärsidén//NN|UTR|SIN|DEF|NOM//nsubj//10 bär//VB|PRS|AKT//ccomp//6 och//KN//cc//13 kan//VB|PRS|AKT//aux//13 utvecklas//VB|INF|SFO//conj//10 till//PP//case//15 något//PN|NEU|SIN|IND|SUB/OBJ//obl//13 som//HP|-|-|-//nsubj//17 medför//VB|PRS|AKT//acl:relcl//15 lönsamhet//NN|UTR|SIN|IND|NOM//obj//17 är//VB|PRS|AKT//ROOT//19 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//19 dags//NN|UTR|-|-|-//advmod//19 att//IE//mark//23 starta//VB|INF|AKT//acl//21 företaget//NN|NEU|SIN|DEF|NOM//obj//23 .//MAD//punct//19

4.7 Skatter m.m.;Att//IE//mark//1 övergå//VB|INF|AKT//advcl//7 från//PP//case//3 anställd//PC|PRF|UTR|SIN|IND|NOM//obl//1 till//PP//case//6 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//6 företagare//NN|UTR|SIN|IND|NOM//nmod//3 innebär//VB|PRS|AKT//ROOT//7 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 förändringar//NN|UTR|PLU|IND|NOM//nsubj//7 .//MAD//punct//7
4.7 Skatter m.m.;Både//KN//cc//13 som//KN//mark//13 näringsidkare//NN|UTR|SIN|IND|NOM//advcl//29 i//PP//case//17 en//DT|UTR|SIN|IND//det//17 enskild//JJ|POS|UTR|SIN|IND|NOM//amod//17 firma//NN|UTR|SIN|IND|NOM//obl//13 och//KN//cc//20 som//KN//mark//20 delägare//NN|UTR|SIN|IND|NOM//conj//17 i//PP//case//24 ett//DT|NEU|SIN|IND//det//24 fåmansägt//PC|PRF|NEU|SIN|IND|NOM//amod//24 handelsbolag//NN|NEU|SIN|IND|NOM//nmod//20 eller//KN//cc//28 i//PP//case//28 ett//DT|NEU|SIN|IND//det//28 fåmansaktiebolag//NN|NEU|SIN|IND|NOM//conj//24 påverkas//VB|PRS|SFO//parataxis//7 man//PN|UTR|SIN|IND|SUB//nsubj:pass//29 som//KN//mark//32 företagare//NN|UTR|SIN|IND|NOM//xcomp//29 av//PP//case//34 skattelagstiftningen//NN|UTR|SIN|DEF|NOM//nmod//32 på//PP//case//39 ett//DT|NEU|SIN|IND//det//39 mera//AB|KOM//advmod//38 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//39 sätt//NN|NEU|SIN|IND|NOM//nmod//34 än//KN//mark//41 tidigare//AB|KOM//acl//39 .//MAD//punct//7
4.7 Skatter m.m.;En//DT|UTR|SIN|IND//det//1 företagare//NN|UTR|SIN|IND|NOM//nsubj//5 måste//VB|PRS|AKT//aux//5 till//PP//advmod//5 exempel//NN|NEU|SIN|IND|NOM//fixed//3 ha//VB|INF|AKT//advcl//34 information//NN|UTR|SIN|IND|NOM//obj//5 och//KN//cc//8 kunskaper//NN|UTR|PLU|IND|NOM//conj//6 om//PP//case//10 följande//NN|NEU|SIN|IND|NOM//nmod//8 ://MID//punct//5 ·//PP//nummod//13
4.7 Skatter m.m.;F-skatt//NN|UTR|SIN|IND|NOM//obj//5 ///MID//cc//16 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//16 A-skatt//NN|UTR|SIN|IND|NOM//conj//13 ·//PP//punct//13 Registrering//NN|UTR|SIN|IND|NOM//conj//13 till//PP//case//20 mervärdesskatt//NN|UTR|SIN|IND|NOM//nmod//18 ·//PP//nmod//22 Blanketter//NN|UTR|PLU|IND|NOM//conj//13 för//PP//case//24 redovisning//NN|UTR|SIN|IND|NOM//nmod//22 och//KN//cc//26 betalning//NN|UTR|SIN|IND|NOM//conj//24 av//PP//case//28 skatter//NN|UTR|PLU|IND|NOM//nmod//26 och//KN//cc//30 avgifter//NN|UTR|PLU|IND|NOM//conj//28 ·//RG|NOM//punct//5 Kan//VB|PRS|AKT//aux//34 man//PN|UTR|SIN|IND|SUB//nsubj//34 arbeta//VB|INF|AKT//ROOT//34 med//PP//case//37 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 typer//NN|UTR|PLU|IND|NOM//obl//34 av//PP//case//39 verksamhet//NN|UTR|SIN|IND|NOM//nmod//37 i//PP//case//41 rörelsen//NN|UTR|SIN|DEF|NOM//nmod//37 och//KN//cc//43 dra//VB|INF|AKT//conj//34 underskott//NN|NEU|SIN|IND|NOM//obj//43 från//PP//case//47 en//DT|UTR|SIN|IND//det//47 verksamhet//NN|UTR|SIN|IND|NOM//obl//43 från//PP//case//49 överskott//NN|NEU|SIN|IND|NOM//nmod//47 i//PP//case//52 en//DT|UTR|SIN|IND//det//52 annan//JJ|POS|UTR|SIN|IND|NOM//nmod//49 ?//MID//punct//34 ·//NN|UTR|SIN|IND|NOM//nsubj:pass//56
4.7 Skatter m.m.;Hur//HA//advmod//56 behandlas//VB|PRS|SFO//parataxis//34 utvecklingskostnader//NN|UTR|PLU|IND|NOM//nsubj:pass//56 i//PP//case//59 rörelsen//NN|UTR|SIN|DEF|NOM//obl//56 ?//MID//punct//56 ·//PM|NOM//punct//56
4.7 Skatter m.m.;Vad//HP|NEU|SIN|IND//nsubj//63 gäller//VB|PRS|AKT//conj//56 om//PP//case//65 bostadsort//NN|UTR|SIN|IND|NOM//obl//63 och//KN//cc//67 verksamhetsort//NN|UTR|SIN|IND|NOM//conj//65 ligger//VB|PRS|AKT//conj//56 i//PP//case//71 skilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//71 kommuner//NN|UTR|PLU|IND|NOM//obl//68 ?//MID//punct//56 ·//RG|NOM//punct//34
4.7 Skatter m.m.;Får//VB|PRS|AKT//parataxis//34 man//PN|UTR|SIN|IND|SUB//nsubj//74 avdrag//NN|NEU|SIN|IND|NOM//obj//74 för//PP//case//79 marknadsmässig//JJ|POS|UTR|SIN|IND|NOM//amod//79 hyra//NN|UTR|SIN|IND|NOM//nmod//76 för//PP//case//81 lokal//NN|UTR|SIN|IND|NOM//nmod//79 i//PP//case//84 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//84 bostad//NN|UTR|SIN|IND|NOM//nmod//81 ?//MID//punct//34
4.7 Skatter m.m.;Måste//VB|PRS|AKT//aux//88 man//PN|UTR|SIN|IND|SUB//nsubj//88 skatta//VB|INF|AKT//conj//34 för//PP//case//90 hyresintäkten//NN|UTR|SIN|DEF|NOM//obl//88 ?//MID//punct//88 ·//PM|NOM//obl//88
4.7 Skatter m.m.;Kan//VB|PRS|AKT//aux//99 make//NN|UTR|SIN|IND|NOM//nsubj//99 ///MID//cc//96 maka//NN|UTR|SIN|IND|NOM//conj//94 ///MID//cc//98 barn//NN|NEU|PLU|IND|NOM//conj//94 arbeta//VB|INF|AKT//ccomp//34 i//PP//case//101 företaget//NN|NEU|SIN|DEF|NOM//obl//99 och//KN//cc//103 ta//VB|INF|AKT//conj//99 ut//PL//compound:prt//103 lön//NN|UTR|SIN|IND|NOM//obj//103 för//PP//case//107 arbetet//NN|NEU|SIN|DEF|NOM//obl//103 ?//MID//punct//99 ·//PP//nummod//111
4.7 Skatter m.m.;Hur//HA//advmod//111 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//parataxis//99 är//VB|PRS|AKT//cop//113 socialförsäkringsavgifterna//NN|UTR|PLU|DEF|NOM//nsubj//111 ?//MID//punct//113 ·//PP//case//117
4.7 Skatter m.m.;Lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//117 egenavgifter//NN|UTR|PLU|IND|NOM//conj//113 samt//KN//cc//119 arbetsgivaravgifter//NN|UTR|PLU|IND|NOM//conj//117 ·//RG|NOM//punct//111 Går//VB|PRS|AKT//conj//111 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//121 att//IE//mark//124 ta//VB|INF|AKT//advcl//121 ut//PL//compound:prt//124 traktamentsersättning//NN|UTR|SIN|IND|NOM//obj//124 vid//PP//case//128 resa//NN|UTR|SIN|IND|NOM//obl//124 med//PP//case//130 övernattning//NN|UTR|SIN|IND|NOM//nmod//128 ?//MID//punct//121 ·//PP//punct//111
4.7 Skatter m.m.;Vilka//HD|UTR/NEU|PLU|IND//det//134 regler//NN|UTR|PLU|IND|NOM//nsubj//135 gäller//VB|PRS|AKT//conj//111 för//PP//case//137 resa//NN|UTR|SIN|IND|NOM//obl//135 med//PP//case//140 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//140 bil//NN|UTR|SIN|IND|NOM//obl//135 i//PP//case//142 rörelsen//NN|UTR|SIN|DEF|NOM//obl//135 ?//MID//punct//111 ·//PP//punct//111
4.7 Skatter m.m.;Vad//HP|NEU|SIN|IND//obj//148 skall//VB|PRS|AKT//aux//148 körjournalen//NN|UTR|SIN|DEF|NOM//nsubj//148 innehålla//VB|INF|AKT//advcl//111 ?//MID//punct//148 ·//PP//punct//111
4.7 Skatter m.m.;Vad//HP|NEU|SIN|IND//nsubj//152 gäller//VB|PRS|AKT//conj//111 om//SN//mark//155 företaget//NN|NEU|SIN|DEF|NOM//nsubj//155 äger//VB|PRS|AKT//advcl//152 bilen//NN|UTR|SIN|DEF|NOM//obj//155 ?//MID//punct//111 ·//PM|NOM//punct//111
4.7 Skatter m.m.;Går//VB|PRS|AKT//conj//111 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//159 att//IE//mark//162 låna//VB|INF|AKT//xcomp//159 pengar//NN|UTR|PLU|IND|NOM//obj//162 ur//PP//case//165 rörelsen//NN|UTR|SIN|DEF|NOM//obl//162 ?//MID//punct//111 ·//RG|NOM//punct//34
4.7 Skatter m.m.;Kan//VB|PRS|AKT//aux//170 man//PN|UTR|SIN|IND|SUB//nsubj//170 ta//VB|INF|AKT//parataxis//34 ut//PL//compound:prt//170 varor//NN|UTR|PLU|IND|NOM//obj//170 för//PP//case//175 privat//JJ|POS|NEU|SIN|IND|NOM//amod//175 bruk//NN|NEU|SIN|IND|NOM//nmod//172 ur//PP//case//177 företaget//NN|NEU|SIN|DEF|NOM//nmod//175 ?//MID//punct//170 ·//PP//parataxis//170
4.7 Skatter m.m.;Vilka//HD|UTR/NEU|PLU|IND//det//181 regler//NN|UTR|PLU|IND|NOM//nsubj//182 gäller//VB|PRS|AKT//parataxis//170 vid//PP//case//184 försäljning//NN|UTR|SIN|IND|NOM//obl//182 av//PP//case//187 privat//JJ|POS|UTR|SIN|IND|NOM//amod//187 egendom//NN|UTR|SIN|IND|NOM//nmod//184 till//PP//case//189 företaget//NN|NEU|SIN|DEF|NOM//nmod//184 ?//MID//punct//170 ·//PM|NOM//nmod//192
4.7 Skatter m.m.;Medges//PM|GEN//nmod:poss//193 avdrag//NN|NEU|SIN|IND|NOM//obj//170 för//PP//case//196 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//196 pensionsförsäkringar//NN|UTR|PLU|IND|NOM//nmod//193 i//PP//case//198 rörelsen//NN|UTR|SIN|DEF|NOM//nmod//196 ?//MID//punct//193 ·//PM|NOM//nmod//201
4.7 Skatter m.m.;Medges//PM|GEN//nmod:poss//202 avdrag//NN|NEU|SIN|IND|NOM//nmod//193 för//PP//case//204 representationskostnader//NN|UTR|PLU|IND|NOM//nmod//202 ?//MID//punct//170 ·//RG|NOM//parataxis//170
4.7 Skatter m.m.;Får//VB|PRS|AKT//aux//209 man//PN|UTR|SIN|IND|SUB//nsubj//209 göra//VB|INF|AKT//conj//34 avdrag//NN|NEU|SIN|IND|NOM//obj//209 för//PP//case//212 julgåvor//NN|UTR|PLU|IND|NOM//obl//209 och//KN//cc//215 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//215 gåvor//NN|UTR|PLU|IND|NOM//conj//212 ?//MID//punct//209 ·//NN|UTR|SIN|IND|NOM//punct//34
4.7 Skatter m.m.;Hur//HA//advmod//219 beskattas//VB|PRS|SFO//parataxis//34 företagets//NN|NEU|SIN|DEF|GEN//nmod:poss//221 förmögenhet//NN|UTR|SIN|IND|NOM//nsubj:pass//219 ?//MID//punct//219 ·//PP//punct//219
4.7 Skatter m.m.;Vilka//HD|UTR/NEU|PLU|IND//det//225 möjligheter//NN|UTR|PLU|IND|NOM//nsubj//226 finns//VB|PRS|SFO//conj//219 för//AB//case//229 skattemässiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//229 reserveringar//NN|UTR|PLU|IND|NOM//obl//226 vid//PP//case//231 bokslutet//NN|NEU|SIN|DEF|NOM//nmod//229 ?//MID//punct//34
4.7 Skatter m.m.;Går//VB|PRS|AKT//parataxis//34 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//233 att//IE//mark//236 skjuta//VB|INF|AKT//advcl//233 skatten//NN|UTR|SIN|DEF|NOM//obj//236 på//PP//case//239 framtiden//NN|UTR|SIN|DEF|NOM//obl//236 ?//MID//punct//233 ·//RG|NOM//punct//34
4.7 Skatter m.m.;Kan//VB|PRS|AKT//aux//245 man//PN|UTR|SIN|IND|SUB//nsubj//245 fritt//AB|POS//advmod//245 välja//VB|INF|AKT//amod//250 bokslutsdatum//NN|NEU|SIN|IND|NOM//obj//245 och//KN//cc//248 räkenskapsår//NN|NEU|SIN|IND|NOM//conj//246 ?//MID//punct//245 ·//PM|NOM//punct//34
4.7 Skatter m.m.;Går//VB|PRS|AKT//conj//34 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//251 att//IE//mark//254 göra//VB|INF|AKT//xcomp//251 avdrag//NN|NEU|SIN|IND|NOM//obj//254 för//PP//case//258 bokförda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//258 nettoförluster//NN|UTR|PLU|IND|NOM//nmod//255 ?//MAD//punct//34

4.8 Finansiering;Att//IE//mark//1 starta//VB|INF|AKT//csubj//7 ett//DT|NEU|SIN|IND//det//4 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//4 företag//NN|NEU|SIN|IND|NOM//obj//1 är//VB|PRS|AKT//cop//7 alltid//AB//advmod//7 förknippat//PC|PRF|NEU|SIN|IND|NOM//ROOT//7 med//PP//case//9 risktagande//NN|NEU|SIN|IND|NOM//obl//7 .//MAD//punct//7
4.8 Finansiering;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//12 finns//VB|PRS|SFO//parataxis//7 en//DT|UTR|SIN|IND//det//14 mängd//NN|UTR|SIN|IND|NOM//nmod//15 faktorer//NN|UTR|PLU|IND|NOM//nsubj//12 att//IE//mark//17 ta//VB|INF|AKT//acl//15 hänsyn//NN|UTR|SIN|IND|NOM//obj//17 till//PP//compound:prt//17 .//MAD//punct//12
4.8 Finansiering;Finns//VB|PRS|SFO//parataxis//12 tillräckligt//AB|POS//nsubj//21 med//PP//case//24 kunder//NN|UTR|PLU|IND|NOM//obl//21 ?//MID//punct//26
4.8 Finansiering;Håller//VB|PRS|AKT//conj//12 mina//PS|UTR/NEU|PLU|DEF//nmod:poss//28 kalkyler//NN|UTR|PLU|IND|NOM//obj//26 ?//MID//punct//26
4.8 Finansiering;Kommer//VB|PRS|AKT//conj//12 startkapitalet//NN|NEU|SIN|DEF|NOM//nsubj//30 att//IE//mark//33 räcka//VB|INF|AKT//xcomp//30 tills//SN//mark//36 jag//PN|UTR|SIN|DEF|SUB//nsubj//36 får//VB|PRS|AKT//advcl//30 mina//PS|UTR/NEU|PLU|DEF//nmod:poss//39 första//RO|NOM//amod//39 intäkter//NN|UTR|PLU|IND|NOM//obj//36 ?//MID//punct//12
4.8 Finansiering;Vid//PP//case//43 en//DT|UTR|SIN|IND//det//43 företagsetablering//NN|UTR|SIN|IND|NOM//obl//44 behövs//VB|PRS|SFO//conj//7 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//44 alltid//AB//advmod//44 ett//DT|NEU|SIN|IND//det//49 eget//JJ|POS|NEU|SIN|IND/DEF|NOM//amod//49 kapital//NN|NEU|SIN|IND|NOM//nsubj:pass//44 –//RG|NOM//punct//56 men//KN//cc//56 i//PP//case//54 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//54 fall//NN|NEU|PLU|IND|NOM//obl//56 även//AB//advmod//56 andras//PS|UTR/NEU|SIN/PLU|DEF//conj//44 .//MAD//punct//44
4.8 Finansiering;Den//DT|UTR|SIN|DEF//det//60 blivande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//60 företagaren//NN|UTR|SIN|DEF|NOM//nsubj//64 är//VB|PRS|AKT//cop//64 i//PP//advmod//64 allmänhet//NN|UTR|SIN|IND|NOM//fixed//62 hänvisad//PC|PRF|UTR|SIN|IND|NOM//parataxis//44 till//PP//case//66 bankerna//NN|UTR|PLU|DEF|NOM//obl//64 för//PP//mark//69 att//IE//mark//69 klara//VB|INF|AKT//acl//66 av//PL//case//71 finansieringen//NN|UTR|SIN|DEF|NOM//obl//69 av//PP//case//73 starten//NN|UTR|SIN|DEF|NOM//nmod//71 .//MAD//punct//44
4.8 Finansiering;Bankerna//NN|UTR|PLU|DEF|NOM//nsubj//76 tillhandahåller//VB|PRS|AKT//parataxis//44 dock//AB//advmod//76 inte//AB//advmod//76 riskkapital//NN|NEU|SIN|IND|NOM//obj//76 .//MAD//punct//44
4.8 Finansiering;För//PP//mark//86 att//SN//mark//86 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//84 företag//NN|NEU|PLU|IND|NOM//nsubj//86 skall//VB|PRS|AKT//aux//86 komma//VB|INF|AKT//advcl//92 i//PP//advmod//86 gång//NN|UTR|SIN|IND|NOM//fixed//87 och//KN//cc//90 bli//VB|INF|AKT//conj//86 livskraftiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//90 finns//VB|PRS|SFO//conj//7 därför//AB//advmod//92 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//95 finansieringsmöjligheter//NN|UTR|PLU|IND|NOM//nsubj//92 inom//PP//case//98 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//98 områden//NN|NEU|PLU|IND|NOM//obl//92 .//MAD//punct//7
4.8 Finansiering;EU-kommissionen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 beslutat//VB|SUP|AKT//ROOT//2 att//SN//mark//16 stöd//NN|NEU|SIN|IND|NOM//nsubj//16 till//PP//case//6 företag//NN|NEU|PLU|IND|NOM//nmod//4 som//HP|-|-|-//nsubj//8 snedvrider//VB|PRS|AKT//acl:relcl//4 eller//KN//cc//10 hotar//VB|PRS|AKT//conj//4 att//IE//mark//12 snedvrida//VB|INF|AKT//advcl//10 konkurrensen//NN|UTR|SIN|DEF|NOM//obj//12 inte//AB//advmod//16 är//VB|PRS|AKT//cop//16 tillåtna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ccomp//2 .//MAD//punct//2
4.8 Finansiering;Vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 typer//NN|UTR|PLU|IND|NOM//nsubj//23 av//PP//case//21 stöd//NN|NEU|SIN|IND|NOM//nmod//19 är//VB|PRS|AKT//cop//23 tillåtna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//parataxis//2 och//KN//cc//25 förenliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//23 med//PP//case//27 EU//PM|NOM//obl//25 ://MID//punct//23 s//NN|NEU|SIN|IND|GEN//case//30 ställningstagande//NN|NEU|SIN|IND|NOM//appos//23 .//MAD//punct//30
