
Bilaga 1 / Kommittédirektiv;Beslut//NN|NEU|SIN|IND|NOM//ROOT//0 vid//PP//case//2 regeringssammanträde//NN|NEU|SIN|IND|NOM//nmod//0 den//DT|UTR|SIN|DEF//det//5 21//RG|NOM//nummod//5 februari//NN|UTR|SIN|IND|NOM//obl//0 2008//RG|NOM//nummod//5 .//MAD//punct//0
Bilaga 3 / Östersunds taxi har beviljats rätt att aktivera kameraövervakning i taxibilars kupé genom att öppna förardörren.;I//PP//case//1 beslut//NN|NEU|SIN|IND|NOM//obl//35 den//DT|UTR|SIN|DEF//det//4 9//RO|NOM//nummod//4 juni//NN|UTR|SIN|IND|NOM//nmod//7 2006//RG|NOM//nummod//4 beviljade//VB|PRT|AKT//amod//7 Länsstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//35 i//PP//case//10 Jämtlands//PM|GEN//nmod:poss//10 län//NN|NEU|SIN|IND|NOM//nmod//7 Östersunds//PM|GEN//nmod:poss//12 Taxi//PM|NOM//conj//7 i//PP//case//14 Jämtland//PM|NOM//nmod//7 AB//PM|GEN//flat//14 tillstånd//NN|NEU|SIN|IND|NOM//conj//7 att//IE//mark//18 bedriva//VB|INF|AKT//acl//7 kameraövervakning//NN|UTR|SIN|IND|NOM//obj//18 med//PP//case//22 en//DT|UTR|SIN|IND//det//22 övervakningskamera//NN|UTR|SIN|IND|NOM//obl//18 i//PP//case//25 de//DT|UTR/NEU|PLU|DEF//det//25 taxibilar//NN|UTR|PLU|IND|NOM//obl//18 som//HP|-|-|-//nsubj//28 var//VB|PRT|AKT//cop//28 anslutna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//25 till//PP//case//31 Östersunds//PM|GEN//nmod:poss//31 beställningscentral//NN|UTR|SIN|IND|NOM//obl//28 .//MAD//punct//7
Bilaga 3 / Östersunds taxi har beviljats rätt att aktivera kameraövervakning i taxibilars kupé genom att öppna förardörren.;Enligt//PP//case//34 beslutet//NN|NEU|SIN|DEF|NOM//obl//35 fick//VB|PRT|AKT//aux//39 kamerans//NN|UTR|SIN|DEF|GEN//nmod:poss//37 upptagningsområde//NN|NEU|SIN|IND|NOM//nsubj//39 endast//AB//advmod//39 innefatta//VB|INF|AKT//ROOT//39 bilens//NN|UTR|SIN|DEF|GEN//nmod:poss//41 kupé//NN|UTR|SIN|IND|NOM//obj//39 .//MAD//punct//39
Bilaga 3 / Östersunds taxi har beviljats rätt att aktivera kameraövervakning i taxibilars kupé genom att öppna förardörren.;Tillståndet//NN|NEU|SIN|DEF|NOM//nsubj:pass//44 förenades//VB|PRT|SFO//parataxis//39 med//PP//case//46 rätt//NN|UTR|SIN|IND|NOM//obl//44 att//IE//mark//48 bevara//VB|INF|AKT//acl//46 bilder//NN|UTR|PLU|IND|NOM//obj//48 .//MAD//punct//39
Bilaga 3 / Östersunds taxi har beviljats rätt att aktivera kameraövervakning i taxibilars kupé genom att öppna förardörren.;Av//PP//case//52 villkoren//NN|NEU|PLU|DEF|NOM//obl//53 framgick//VB|PRT|AKT//parataxis//39 bland//PP//mark//60 annat//PN|NEU|SIN|IND|SUB/OBJ//fixed//54 att//SN//mark//60 kameran//NN|UTR|SIN|DEF|NOM//nsubj:pass//60 endast//AB//advmod//60 fick//VB|PRT|AKT//aux//60 aktiveras//VB|INF|SFO//advcl//53 då//AB//mark//66 någon//PN|UTR|SIN|IND|SUB/OBJ//nsubj:pass//66 av//PP//case//65 bilens//NN|UTR|SIN|DEF|GEN//nmod:poss//65 dörrar//NN|UTR|PLU|IND|NOM//nmod//62 öppnades//VB|PRT|SFO//advcl//60 eller//KN//cc//68 stängdes//VB|PRT|SFO//conj//66 samt//KN//cc//71 vid//PP//case//71 aktivering//NN|UTR|SIN|IND|NOM//obl//66 av//PP//case//73 överfallslarm//NN|NEU|PLU|IND|NOM//nmod//71 .//MAD//punct//39
Bilaga 3 / Östersunds taxi har beviljats rätt att aktivera kameraövervakning i taxibilars kupé genom att öppna förardörren.;Justitiekanslern//NN|UTR|SIN|DEF|NOM//nsubj//1 överklagade//VB|PRT|AKT//ROOT//1 beslutet//NN|NEU|SIN|DEF|NOM//obj//1 till//PP//case//4 Länsrätten//NN|UTR|SIN|DEF|NOM//obl//1 i//PP//case//7 Jämtlands//PM|GEN//nmod:poss//7 län//NN|NEU|SIN|IND|NOM//nmod//4 och//KN//cc//9 yrkade//VB|PRT|AKT//conj//1 att//SN//mark//15 Östersunds//PM|GEN//nmod:poss//13 Taxis//PM|NOM//amod//13 ansökan//NN|UTR|SIN|IND|NOM//nsubj:pass//15 skulle//VB|PRT|AKT//aux//15 avslås//VB|INF|SFO//ccomp//9 såvitt//SN//advmod//15 gällde//VB|PRT|AKT//conj//1 att//SN//mark//22 kameran//NN|UTR|SIN|DEF|NOM//nsubj:pass//22 även//AB//advmod//22 skulle//VB|PRT|AKT//aux//22 aktiveras//VB|INF|SFO//ccomp//17 när//HA//mark//25 förardörren//NN|UTR|SIN|DEF|NOM//nsubj:pass//25 öppnades//VB|PRT|SFO//advcl//22 .//MAD//punct//1
Bilaga 3 / Östersunds taxi har beviljats rätt att aktivera kameraövervakning i taxibilars kupé genom att öppna förardörren.;Länsrätten//NN|UTR|SIN|DEF|NOM//nsubj//28 menade//VB|PRT|AKT//parataxis//1 att//SN//mark//33 taxiförarens//NN|UTR|SIN|DEF|GEN//nmod:poss//32 utsatta//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//32 situation//NN|UTR|SIN|IND|NOM//nsubj//33 innebär//VB|PRS|AKT//ccomp//28 att//SN//mark//36 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//36 fanns//VB|PRT|SFO//ccomp//33 ett//DT|NEU|SIN|IND//det//39 berättigat//PC|PRF|NEU|SIN|IND|NOM//amod//39 intresse//NN|NEU|SIN|IND|NOM//nsubj//36 av//PP//case//44 en//DT|UTR|SIN|IND//det//44 relativt//AB|POS//advmod//43 effektiv//JJ|POS|UTR|SIN|IND|NOM//amod//44 övervakning//NN|UTR|SIN|IND|NOM//nmod//39 .//MAD//punct//28
Bilaga 3 / Östersunds taxi har beviljats rätt att aktivera kameraövervakning i taxibilars kupé genom att öppna förardörren.;Den//DT|UTR|SIN|DEF//det//48 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//48 kränkning//NN|UTR|SIN|IND|NOM//nsubj//64 av//PP//case//50 integritetsintresset//NN|NEU|SIN|DEF|NOM//nmod//48 som//HP|-|-|-//obl//54 länsstyrelsens//NN|UTR|SIN|DEF|GEN//nmod:poss//53 beslut//NN|NEU|SIN|IND|NOM//nsubj//54 innebär//VB|PRS|AKT//acl:relcl//48 i//PP//case//59 förhållande//NN|NEU|SIN|IND|NOM//fixed//55 till//PP//fixed//55 Justitiekanslerns//PM|GEN//nmod:poss//59 förslag//NN|NEU|SIN|IND|NOM//obl//54 var//VB|PRT|AKT//cop//64 enligt//PP//case//62 länsrätten//NN|UTR|SIN|DEF|NOM//obl//64 tämligen//AB//advmod//64 obetydlig//JJ|POS|UTR|SIN|IND|NOM//parataxis//28 då//HA//mark//77 risken//NN|UTR|SIN|DEF|NOM//nsubj//77 för//PP//case//69 obefogade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//69 dörröppningar//NN|UTR|PLU|IND|NOM//nmod//66 av//PP//case//71 föraren//NN|UTR|SIN|DEF|NOM//nmod//69 i//PP//case//73 syfte//NN|NEU|SIN|IND|NOM//nmod//71 att//IE//mark//75 aktivera//VB|INF|AKT//acl//66 kameran//NN|UTR|SIN|DEF|NOM//obj//75 framstod//VB|PRT|AKT//advcl//64 som//KN//case//79 liten//JJ|POS|UTR|SIN|IND|NOM//obl//77 Dessutom//AB//advmod//81 menade//VB|PRT|AKT//advcl//64 länsrätten//NN|UTR|SIN|DEF|NOM//nsubj//81 att//SN//mark//88 aktivering//NN|UTR|SIN|IND|NOM//nsubj//88 via//PP//case//86 förardörren//NN|UTR|SIN|DEF|NOM//nmod//84 kunde//VB|PRT|AKT//aux//88 medföra//VB|INF|AKT//advcl//81 en//DT|UTR|SIN|IND//det//91 förebyggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//91 effekt//NN|UTR|SIN|IND|NOM//obj//88 mot//PP//case//93 brott//NN|NEU|SIN|IND|NOM//nmod//91 genom//PP//mark//97 att//SN//mark//97 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//97 framgår//VB|PRS|AKT//advcl//88 av//PP//case//99 skyltning//NN|UTR|SIN|IND|NOM//obl//97 på//PP//case//102 bilens//NN|UTR|SIN|DEF|GEN//nmod:poss//102 utsida//NN|UTR|SIN|IND|NOM//obl//97 .//MAD//punct//64
Bilaga 3 / Östersunds taxi har beviljats rätt att aktivera kameraövervakning i taxibilars kupé genom att öppna förardörren.;Justitiekanslerns//NN|UTR|SIN|DEF|GEN//nmod:poss//105 överklagande//NN|NEU|SIN|IND|NOM//nsubj:pass//106 avslogs//VB|PRT|SFO//parataxis//64 därför//AB//advmod//106 .//MAD//punct//28
Bilaga 3 / Östersunds taxi har beviljats rätt att aktivera kameraövervakning i taxibilars kupé genom att öppna förardörren.;Justitiekanslern//NN|UTR|SIN|DEF|NOM//nsubj//1 överklagade//VB|PRT|AKT//ROOT//1 domen//NN|UTR|SIN|DEF|NOM//obj//1 till//PP//case//4 Kammarrätten//PM|NOM//obl//1 i//PP//case//6 Sundsvall//PM|NOM//nmod//4 och//KN//cc//8 yrkade//VB|PRT|AKT//conj//1 att//SN//mark//12 kammarrätten//NN|UTR|SIN|DEF|NOM//nsubj//12 skulle//VB|PRT|AKT//aux//12 avslå//VB|INF|AKT//ccomp//8 bolagets//NN|NEU|SIN|DEF|GEN//nmod:poss//14 ansökan//NN|UTR|SIN|IND|NOM//obj//12 såvitt//AB//advmod//16 avsåg//VB|PRT|AKT//conj//1 att//SN//mark//20 kameran//NN|UTR|SIN|DEF|NOM//nsubj:pass//20 skulle//VB|PRT|AKT//aux//20 aktiveras//VB|INF|SFO//ccomp//16 när//HA//mark//23 förardörren//NN|UTR|SIN|DEF|NOM//nsubj:pass//23 öppnades//VB|PRT|SFO//advcl//20 .//MAD//punct//1
Bilaga 3 / Östersunds taxi har beviljats rätt att aktivera kameraövervakning i taxibilars kupé genom att öppna förardörren.;Kammarrätten//NN|UTR|SIN|DEF|NOM//nsubj//26 konstaterade//VB|PRT|AKT//parataxis//1 att//SN//mark//30 Östersunds//PM|GEN//nmod:poss//29 Taxi//PM|NOM//nsubj//30 hade//VB|PRT|AKT//ccomp//26 ett//DT|NEU|SIN|IND//det//32 behov//NN|NEU|SIN|IND|NOM//obj//30 av//PP//mark//38 att//IE//mark//38 i//PP//case//37 brottsförebyggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//37 syfte//NN|NEU|SIN|IND|NOM//obl//38 använda//VB|INF|AKT//acl//32 kameraövervakning//NN|UTR|SIN|IND|NOM//obj//38 och//KN//cc//44 att//SN//mark//44 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//44 inte//AB//advmod//44 gjorts//VB|SUP|SFO//conj//38 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//mark//49 att//SN//mark//49 bolaget//NN|NEU|SIN|DEF|NOM//nsubj//49 hade//VB|PRT|AKT//aux//49 försummat//VB|SUP|AKT//ccomp//44 kompletterande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//53 eller//KN//cc//52 säkerhetsfrämjande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//50 åtgärder//NN|UTR|PLU|IND|NOM//obj//49 .//MAD//punct//26
Bilaga 3 / Östersunds taxi har beviljats rätt att aktivera kameraövervakning i taxibilars kupé genom att öppna förardörren.;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//58 var//VB|PRT|AKT//cop//58 inte//AB//advmod//58 fråga//NN|UTR|SIN|IND|NOM//conj//26 om//PP//case//60 ljudinspelning//NN|UTR|SIN|IND|NOM//obl//58 och//KN//cc//62 kameran//NN|UTR|SIN|DEF|NOM//conj//60 tog//VB|PRT|AKT//conj//26 endast//AB//advmod//63 fem//RG|NOM//nummod//66 stillbilder//NN|UTR|PLU|IND|NOM//obj//63 .//MAD//punct//26
Bilaga 3 / Östersunds taxi har beviljats rätt att aktivera kameraövervakning i taxibilars kupé genom att öppna förardörren.;Vid//PP//case//71 en//DT|UTR|SIN|IND//det//71 samlad//PC|PRF|UTR|SIN|IND|NOM//amod//71 bedömning//NN|UTR|SIN|IND|NOM//obl//72 fann//VB|PRT|AKT//conj//1 kammarrätten//NN|UTR|SIN|DEF|NOM//obj//72 att//SN//mark//76 övervakningsintresset//NN|NEU|SIN|DEF|NOM//nsubj//76 vägde//VB|PRT|AKT//advcl//72 tyngre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//76 än//KN//case//80 enskildas//JJ|POS|UTR/NEU|PLU|IND/DEF|GEN//amod//80 intresse//NN|NEU|SIN|IND|NOM//obl//76 av//PP//mark//84 att//IE//mark//84 inte//AB//advmod//84 bli//VB|INF|AKT//acl//80 övervakade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//84 .//MAD//punct//1
Bilaga 3 / Östersunds taxi har beviljats rätt att aktivera kameraövervakning i taxibilars kupé genom att öppna förardörren.;Kammarrätten//NN|UTR|SIN|DEF|NOM//nsubj//88 avslog//VB|PRT|AKT//parataxis//1 överklagandet//NN|NEU|SIN|DEF|NOM//obj//88 .//MAD//punct//88
Bilaga 3 / Östersunds taxi har beviljats rätt att aktivera kameraövervakning i taxibilars kupé genom att öppna förardörren.;(//PAD//punct//95 Kammarrättens//NN|UTR|SIN|DEF|GEN//nmod:poss//93 mål//NN|NEU|SIN|IND|NOM//nmod//95 nr//NN|AN//nmod//95 627-07//RG|NOM//appos//88 )//PAD//punct//95 .//MAD//punct//1


Bilaga 3 / Skolgård har ansetts vara en plats dit allmänheten har tillträde.;Genom//PP//case//1 beslut//NN|NEU|SIN|IND|NOM//obl//13 den//DT|UTR|SIN|DEF//det//4 23//RG|NOM//nummod//4 november//NN|UTR|SIN|IND|NOM//nmod//7 2004//RG|NOM//nummod//4 beviljade//VB|PRT|AKT//amod//7 Länsstyrelsen//NN|UTR|SIN|DEF|NOM//nmod//1 i//PP//case//12 Hallands//PM|GEN//nmod:poss//10 län//NN|NEU|SIN|IND|NOM//nmod//11 Falkenbergs//PM|GEN//nmod//12 Kommun//NN|UTR|SIN|IND|NOM//nmod//7 tillstånd//NN|NEU|SIN|IND|NOM//ROOT//13 att//IE//mark//15 bruka//VB|INF|AKT//acl//13 en//DT|UTR|SIN|IND//det//17 övervakningskamera//NN|UTR|SIN|IND|NOM//obj//15 för//PP//case//19 övervakning//NN|UTR|SIN|IND|NOM//obl//15 av//PP//case//21 fasader//NN|UTR|PLU|IND|NOM//nmod//19 och//KN//cc//24 intilliggande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//24 områden//NN|NEU|PLU|IND|NOM//conj//21 vid//PP//case//26 Tångaskolan//PM|NOM//nmod//24 i//PP//case//28 Falkenberg//PM|NOM//nmod//26 .//MAD//punct//13
Bilaga 3 / Skolgård har ansetts vara en plats dit allmänheten har tillträde.;Tillståndet//NN|NEU|SIN|DEF|NOM//nsubj//31 innefattade//VB|PRT|AKT//parataxis//13 rätt//NN|UTR|SIN|IND|NOM//xcomp//31 att//IE//mark//34 spela//VB|INF|AKT//acl//32 in//PL//compound:prt//34 bilder//NN|UTR|PLU|IND|NOM//obj//34 under//PP//case//38 vardagar//NN|UTR|PLU|IND|NOM//obl//34 klockan//NN|UTR|SIN|DEF|NOM//nmod//40 20.00//RG|NOM//obl//34 till//PP//case//42 06.00//RG|NOM//obl//34 och//KN//cc//44 helgdagar//NN|UTR|PLU|IND|NOM//conj//13 klockan//NN|UTR|SIN|DEF|NOM//nmod//46 17.00//RG|NOM//nmod//44 till//PP//case//48 07.00//RG|NOM//obl//44 .//MAD//punct//13
Bilaga 3 / Skolgård har ansetts vara en plats dit allmänheten har tillträde.;Ändamålet//NN|NEU|SIN|DEF|NOM//nsubj//53 med//PP//case//52 övervakningen//NN|UTR|SIN|DEF|NOM//nmod//50 angavs//VB|PRT|SFO//parataxis//13 vara//VB|INF|AKT//cop//56 att//IE//mark//56 förebygga//VB|INF|AKT//xcomp//53 brott//NN|NEU|PLU|IND|NOM//obj//56 och//KN//cc//59 förhindra//VB|INF|AKT//conj//53 skadegörelse//NN|UTR|SIN|IND|NOM//obj//59 .//MAD//punct//53
Bilaga 3 / Skolgård har ansetts vara en plats dit allmänheten har tillträde.;Justitiekanslern//NN|UTR|SIN|DEF|NOM//nsubj//1 överklagade//VB|PRT|AKT//ROOT//1 beslutet//NN|NEU|SIN|DEF|NOM//obj//1 och//KN//cc//4 yrkade//VB|PRT|AKT//conj//1 att//SN//mark//11 Länsrätten//NN|UTR|SIN|DEF|NOM//nsubj//11 i//PP//case//9 Hallands//PM|GEN//nmod:poss//9 län//NN|NEU|SIN|IND|NOM//nmod//6 skulle//VB|PRT|AKT//aux//11 avslå//VB|INF|AKT//ccomp//4 Falkenberg//PM|NOM//obj//11 kommuns//NN|UTR|SIN|IND|GEN//amod//14 ansökan//NN|UTR|SIN|IND|NOM//obj//11 .//MAD//punct//1
Bilaga 3 / Skolgård har ansetts vara en plats dit allmänheten har tillträde.;I//PP//case//18 andra//RO|NOM//amod//18 hand//NN|UTR|SIN|IND|NOM//obl//19 yrkade//VB|PRT|AKT//conj//1 Justitiekanslern//NN|UTR|SIN|DEF|NOM//nsubj//19 att//SN//mark//24 tillståndet//NN|NEU|SIN|DEF|NOM//nsubj:pass//24 skulle//VB|PRT|AKT//aux//24 begränsas//VB|INF|SFO//advcl//19 så//AB//advmod//24 att//SN//mark//30 kameraövervakning//NN|UTR|SIN|IND|NOM//nsubj//30 endast//AB//advmod//30 fick//VB|PRT|AKT//aux//30 ske//VB|INF|AKT//advcl//24 under//PP//case//32 vardagar//NN|UTR|PLU|IND|NOM//obl//30 mellan//PP//case//35 klockan//NN|UTR|SIN|DEF|NOM//nmod//35 20.00//RG|NOM//obl//30 och//KN//cc//37 06.00//RG|NOM//conj//35 och//KN//cc//39 helgdagar//NN|UTR|PLU|IND|NOM//conj//35 mellan//PP//case//42 klockan//NN|UTR|SIN|DEF|NOM//nmod//42 17.00//RG|NOM//nmod//39 och//KN//cc//42 07.00//RG|NOM//nummod//42 .//MAD//punct//1
Bilaga 3 / Skolgård har ansetts vara en plats dit allmänheten har tillträde.;Länsrätten//NN|UTR|SIN|DEF|NOM//nsubj//47 fann//VB|PRT|AKT//parataxis//1 att//SN//mark//56 de//DT|UTR/NEU|PLU|DEF//det//50 områden//NN|NEU|PLU|IND|NOM//nsubj:pass//56 som//HP|-|-|-//nsubj:pass//53 skulle//VB|PRT|AKT//aux//53 övervakas//VB|INF|SFO//acl:relcl//50 inte//AB//advmod//56 kunde//VB|PRT|AKT//aux//56 anses//VB|INF|SFO//ccomp//47 utgöra//VB|INF|AKT//xcomp//56 plats//NN|UTR|SIN|IND|NOM//obj//57 dit//HA//advmod//61 allmänheten//NN|UTR|SIN|DEF|NOM//nsubj//61 har//VB|PRS|AKT//advcl//56 tillträde//NN|NEU|SIN|IND|NOM//obj//61 varför//HA//advmod//66 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//66 inte//AB//advmod//66 krävdes//VB|PRT|SFO//acl:relcl//62 tillstånd//NN|NEU|SIN|IND|NOM//xcomp//66 enligt//PP//case//69 lagen//NN|UTR|SIN|DEF|NOM//obl//66 om//PP//case//72 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//72 kameraövervakning//NN|UTR|SIN|IND|NOM//obl//66 för//PP//mark//75 att//IE//mark//75 sätta//VB|INF|AKT//advcl//66 upp//PL//compound:prt//75 kameror//NN|UTR|PLU|IND|NOM//obj//75 för//PP//case//79 övervakning//NN|UTR|SIN|IND|NOM//nmod//77 av//PP//case//83 det//DT|NEU|SIN|DEF//det//83 aktuella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//83 området//NN|NEU|SIN|DEF|NOM//nmod//79 .//MAD//punct//1
Bilaga 3 / Skolgård har ansetts vara en plats dit allmänheten har tillträde.;Länsrätten//NN|UTR|SIN|DEF|NOM//nsubj//86 undanröjde//VB|PRT|AKT//parataxis//1 länsstyrelsens//NN|UTR|SIN|DEF|GEN//nmod:poss//88 beslut//NN|NEU|SIN|IND|NOM//obj//86 och//KN//cc//90 avvisade//VB|PRT|AKT//conj//86 Falkenbergs//PM|GEN//nmod:poss//92 kommuns//NN|UTR|SIN|IND|GEN//nmod:poss//93 ansökan//NN|UTR|SIN|IND|NOM//obj//90 om//PP//case//95 tillstånd//NN|NEU|SIN|IND|NOM//nmod//93 till//PP//case//98 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//98 kameraövervakning//NN|UTR|SIN|IND|NOM//nmod//95 och//KN//cc//101 Justitiekanslerns//NN|UTR|SIN|DEF|GEN//nmod:poss//101 överklagande//NN|NEU|SIN|IND|NOM//conj//98 .//MAD//punct//86
Bilaga 3 / Skolgård har ansetts vara en plats dit allmänheten har tillträde.;Justitiekanslern//NN|UTR|SIN|DEF|NOM//nsubj//1 överklagade//VB|PRT|AKT//ROOT//1 länsrättens//NN|UTR|SIN|DEF|GEN//nmod:poss//3 dom//NN|UTR|SIN|IND|NOM//obj//1 till//PP//case//5 Kammarrätten//PM|NOM//obl//1 i//PP//case//7 Göteborg//PM|NOM//nmod//5 .//MAD//punct//1
Bilaga 3 / Skolgård har ansetts vara en plats dit allmänheten har tillträde.;Kammarrätten//NN|UTR|SIN|DEF|NOM//nsubj//10 kom//VB|PRT|AKT//parataxis//1 fram//PL//advmod//10 till//PP//case//20 att//SN//mark//20 frågan//NN|UTR|SIN|DEF|NOM//nsubj//20 om//PP//case//17 en//DT|UTR|SIN|IND//det//17 skolgård//NN|UTR|SIN|IND|NOM//nmod//14 är//VB|PRS|AKT//cop//20 en//DT|UTR|SIN|IND//det//20 plats//NN|UTR|SIN|IND|NOM//obl//10 dit//HA//advmod//26 allmänheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//26 har//VB|PRS|AKT//aux//26 tillträde//NN|NEU|SIN|IND|NOM//nsubj:pass//26 måste//VB|PRS|AKT//aux//26 avgöras//VB|INF|SFO//acl:relcl//20 utifrån//PP//case//28 omständigheterna//NN|UTR|PLU|DEF|NOM//obl//26 i//PP//case//32 det//DT|NEU|SIN|DEF//det//32 enskilda//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//32 fallet//NN|NEU|SIN|DEF|NOM//nmod//28 .//MID//punct//10
Bilaga 3 / Skolgård har ansetts vara en plats dit allmänheten har tillträde.;Därefter//AB//advmod//35 konstaterade//VB|PRT|AKT//conj//10 kammarrätten//NN|UTR|SIN|DEF|NOM//nsubj//35 att//SN//mark//41 skolgården//NN|UTR|SIN|DEF|NOM//nsubj//41 visserligen//AB//advmod//41 var//VB|PRT|AKT//cop//41 omgärdad//PC|PRF|UTR|SIN|IND|NOM//acl//36 med//PP//case//43 staket//NN|NEU|PLU|IND|NOM//obl//41 men//KN//cc//48 att//SN//mark//48 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//48 varken//KN//cc//48 fanns//VB|PRT|SFO//conj//41 grindar//NN|UTR|PLU|IND|NOM//amod//52 eller//KN//cc//51 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//49 anordningar//NN|UTR|PLU|IND|NOM//nsubj//48 med//PP//case//54 syfte//NN|NEU|SIN|IND|NOM//nmod//52 att//IE//mark//56 stänga//VB|INF|AKT//acl//52 skolgården//NN|UTR|SIN|DEF|NOM//obj//56 .//MAD//punct//10
Bilaga 3 / Skolgård har ansetts vara en plats dit allmänheten har tillträde.;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//63 hade//VB|PRT|AKT//aux//63 inte//AB//advmod//63 heller//AB//advmod//63 framkommit//VB|SUP|AKT//conj//1 att//SN//mark//66 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//66 fanns//VB|PRT|SFO//ccomp//63 upplysning//NN|UTR|SIN|IND|NOM//nsubj//66 om//PP//case//69 tillträdesförbud//NN|NEU|SIN|IND|NOM//nmod//67 .//MAD//punct//66
Bilaga 3 / Skolgård har ansetts vara en plats dit allmänheten har tillträde.;Mot//PP//case//73 denna//DT|UTR|SIN|DEF//det//73 bakgrund//NN|UTR|SIN|IND|NOM//obl//74 kom//VB|PRT|AKT//conj//63 kammarrätten//NN|UTR|SIN|DEF|NOM//nsubj//74 fram//AB//advmod//74 till//PP//mark//81 att//SN//mark//81 Tångaskolans//PM|GEN//nmod:poss//80 skolgård//NN|UTR|SIN|IND|NOM//nsubj//81 var//VB|PRT|AKT//advcl//74 av//PP//case//84 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//84 slag//NN|NEU|SIN|IND|NOM//obl//81 att//SN//mark//88 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//88 skulle//VB|PRT|AKT//aux//88 anses//VB|INF|SFO//ccomp//81 som//KN//case//91 en//DT|UTR|SIN|IND//det//91 plats//NN|UTR|SIN|IND|NOM//obl//88 –//RG|NOM//punct//88 i//PP//advmod//88 vart//DT|NEU|SIN|IND//fixed//93 fall//NN|NEU|SIN|IND|NOM//fixed//93 efter//PP//case//97 skoltiddit//NN|UTR|SIN|DEF|NOM//obl//88 allmänheten//NN|UTR|SIN|DEF|NOM//nsubj//99 hade//VB|PRT|AKT//acl:relcl//97 tillträde//NN|NEU|SIN|IND|NOM//obj//99 .//MAD//punct//74
Bilaga 3 / Skolgård har ansetts vara en plats dit allmänheten har tillträde.;Målet//NN|NEU|SIN|DEF|NOM//nsubj:pass//103 återförvisades//VB|PRT|SFO//parataxis//74 till//PP//case//105 länsrätten//NN|UTR|SIN|DEF|NOM//obl//103 i//PP//case//108 Hallands//PM|GEN//nmod:poss//108 län//NN|NEU|SIN|IND|NOM//nmod//105 för//PP//case//110 handläggning//NN|UTR|SIN|IND|NOM//nmod//108 .//MAD//punct//74
Bilaga 3 / Skolgård har ansetts vara en plats dit allmänheten har tillträde.;(//PAD//punct//116 Kammarrättens//NN|UTR|SIN|DEF|GEN//nmod:poss//114 mål//NN|NEU|SIN|IND|NOM//nmod//116 nr//NN|AN//nmod//116 3617-05//RG|NOM//appos//74 )//PAD//punct//116 .//MAD//punct//1

