
Bilaga 1 / Kommittédirektiv;Beslut//NN|NEU|SIN|IND|NOM//ROOT//0 vid//PP//case//2 regeringssammanträde//NN|NEU|SIN|IND|NOM//nmod//0 den//DT|UTR|SIN|DEF//det//5 21//RG|NOM//nummod//5 februari//NN|UTR|SIN|IND|NOM//obl//0 2008//RG|NOM//nummod//5 .//MAD//punct//0
Bilaga 3 / Polismyndigheten har beviljats tillstånd till allmän kameraövervakning med bildinspelning av områden i och utanför terminalbyggnaden samt områden för buss- och taxiuppställning och korttidsparkering på Stockholm Skavsta flygplats. Kameraövervakning av restaurang, bar, gränspolisens reception och rökruta har inte medgetts.;Vad//HP|NEU|SIN|IND//nsubj//61 gäller//VB|PRS|AKT//conj//1 restaurangdelen//NN|UTR|SIN|DEF|NOM//obj//61 ansågs//VB|PRT|SFO//conj//1 integritetsskyddet//NN|NEU|SIN|DEF|NOM//nsubj:pass//63 göra//VB|INF|AKT//xcomp//63 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//65 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//65 i//PP//case//71 något//AB//det//71 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//71 grad//NN|UTR|SIN|IND|NOM//obl//65 .//MAD//punct//1
Bilaga 3 / Polismyndigheten har beviljats tillstånd till allmän kameraövervakning med bildinspelning av områden i och utanför terminalbyggnaden samt områden för buss- och taxiuppställning och korttidsparkering på Stockholm Skavsta flygplats. Kameraövervakning av restaurang, bar, gränspolisens reception och rökruta har inte medgetts.;Restaurangen//NN|UTR|SIN|DEF|NOM//nsubj//77 på//PP//case//75 Stockholm//PM|NOM//nmod//73 Skavsta//PM|GEN//nmod//73 flygplats//NN|UTR|SIN|IND|NOM//parataxis//1 kunde//VB|PRT|AKT//aux//85 emellertid//AB//advmod//85 inte//AB//advmod//85 ,//MID//punct//85 enligt//PP//case//83 länsrätten//NN|UTR|SIN|DEF|NOM//obl//85 ,//MID//punct//85 jämställas//VB|INF|SFO//conj//1 med//PP//case//89 en//DT|UTR|SIN|IND//det//89 ordinär//JJ|POS|UTR|SIN|IND|NOM//amod//89 restaurang//NN|UTR|SIN|IND|NOM//obl//85 ,//MID//punct//94 då//HA//mark//94 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//94 inte//AB//advmod//94 framstår//VB|PRS|AKT//acl:relcl//89 som//KN//mark//96 tillgänglig//JJ|POS|UTR|SIN|IND|NOM//xcomp//94 för//PP//case//98 matgäster//NN|UTR|PLU|IND|NOM//obl//94 som//HP|-|-|-//nsubj//101 inte//AB//advmod//101 befinner//VB|PRS|AKT//acl:relcl//98 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//101 på//PP//case//104 flygplatsen//NN|UTR|SIN|DEF|NOM//obl//101 som//KN//mark//107 ett//DT|NEU|SIN|IND//det//107 led//NN|NEU|SIN|IND|NOM//acl:relcl//104 i//PP//case//110 ett//DT|NEU|SIN|IND//det//110 resande//NN|NEU|SIN|IND|NOM//obl//107 .//MAD//punct//1
Bilaga 3 / Polismyndigheten har beviljats tillstånd till allmän kameraövervakning med bildinspelning av områden i och utanför terminalbyggnaden samt områden för buss- och taxiuppställning och korttidsparkering på Stockholm Skavsta flygplats. Kameraövervakning av restaurang, bar, gränspolisens reception och rökruta har inte medgetts.;Av//PP//case//1 utredningen//NN|UTR|SIN|DEF|NOM//obl//2 framgick//VB|PRT|AKT//ROOT//2 att//SN//mark//13 människosmuggling//NN|UTR|SIN|IND|NOM//nsubj//13 och//KN//cc//7 annan//JJ|POS|UTR|SIN|IND|NOM//amod//7 brottslighet//NN|UTR|SIN|IND|NOM//conj//4 på//PP//case//9 Stockholm//PM|NOM//nmod//7 Skavsta//PM|GEN//amod//11 Flygplats//NN|UTR|SIN|IND|NOM//conj//4 hade//VB|PRT|AKT//aux//13 ökat//VB|SUP|AKT//ccomp//2 sedan//PP//case//15 2005//RG|NOM//obl//13 .//MAD//punct//2
Bilaga 3 / Polismyndigheten har beviljats tillstånd till allmän kameraövervakning med bildinspelning av områden i och utanför terminalbyggnaden samt områden för buss- och taxiuppställning och korttidsparkering på Stockholm Skavsta flygplats. Kameraövervakning av restaurang, bar, gränspolisens reception och rökruta har inte medgetts.;Under//PP//case//18 sommaren//NN|UTR|SIN|DEF|NOM//obl//22 2006//RG|NOM//nummod//18 fick//VB|PRT|AKT//aux//22 flygplatsen//NN|UTR|SIN|DEF|NOM//nsubj//22 motta//VB|INF|AKT//conj//2 ett//DT|NEU|SIN|IND//det//24 bombhot//NN|NEU|SIN|IND|NOM//obj//22 ,//MID//punct//24 vilket//HP|NEU|SIN|IND//nsubj:pass//29 av//PP//case//28 polismyndigheten//NN|UTR|SIN|DEF|NOM//nmod//26 bedömdes//VB|PRT|SFO//acl:relcl//24 som//KN//mark//31 allvarligt//AB|POS//xcomp//29 .//MID//punct//2
Bilaga 3 / Polismyndigheten har beviljats tillstånd till allmän kameraövervakning med bildinspelning av områden i och utanför terminalbyggnaden samt områden för buss- och taxiuppställning och korttidsparkering på Stockholm Skavsta flygplats. Kameraövervakning av restaurang, bar, gränspolisens reception och rökruta har inte medgetts.;Länsrätten//NN|UTR|SIN|DEF|NOM//nsubj//34 fann//VB|PRT|AKT//parataxis//2 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//34 mot//PP//case//38 denna//DT|UTR|SIN|DEF//det//38 bakgrund//NN|UTR|SIN|IND|NOM//obl//39 visat//VB|SUP|AKT//advcl//34 att//SN//mark//47 brottens//NN|UTR|SIN|DEF|GEN//nmod:poss//43 särskilda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//43 beskaffenhet//NN|UTR|SIN|IND|NOM//nsubj:pass//47 på//PP//case//45 Stockholm//PM|NOM//nmod//43 Skavsta//PM|GEN//nmod//43 flygplats//NN|UTR|SIN|IND|NOM//ccomp//39 var//VB|PRT|AKT//cop//52 av//PP//case//52 ytterst//AB|SUV//advmod//51 allvarlig//JJ|POS|UTR|SIN|IND|NOM//amod//52 art//NN|UTR|SIN|IND|NOM//obl//47 och//KN//cc//54 omfattning//NN|UTR|SIN|IND|NOM//conj//52 .//MAD//punct//34
Bilaga 3 / Polismyndigheten har beviljats tillstånd till allmän kameraövervakning med bildinspelning av områden i och utanför terminalbyggnaden samt områden för buss- och taxiuppställning och korttidsparkering på Stockholm Skavsta flygplats. Kameraövervakning av restaurang, bar, gränspolisens reception och rökruta har inte medgetts.;Av//PP//mark//59 vad//HP|NEU|SIN|IND//obj//59 polismyndigheten//NN|UTR|SIN|DEF|NOM//nsubj//59 anfört//VB|SUP|AKT//advcl//34 framgick//VB|PRT|AKT//xcomp//59 vidare//AB|KOM//advmod//60 att//SN//mark//67 kameraövervakning//NN|UTR|SIN|IND|NOM//nsubj//67 med//PP//case//65 bildinspelning//NN|UTR|SIN|IND|NOM//nmod//63 var//VB|PRT|AKT//cop//67 avsedd//PC|PRF|UTR|SIN|IND|NOM//ccomp//60 som//KN//case//70 ett//DT|NEU|SIN|IND//det//70 komplement//NN|NEU|SIN|IND|NOM//obl//67 till//PP//case//74 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//74 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//74 säkerhetsåtgärder//NN|UTR|PLU|IND|NOM//nmod//70 ,//MID//punct//79 och//KN//cc//79 således//AB//advmod//79 inte//AB//advmod//79 ersatte//VB|PRT|AKT//conj//67 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//82 tillgängliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//82 åtgärder//NN|UTR|PLU|IND|NOM//obj//79 som//HP|-|-|-//nsubj//85 skulle//VB|PRT|AKT//aux//85 innebära//VB|INF|AKT//acl:relcl//82 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//87 intrång//NN|NEU|PLU|IND|NOM//obj//85 i//PP//case//91 den//DT|UTR|SIN|DEF//det//91 personliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//91 integriteten//NN|UTR|SIN|DEF|NOM//obl//85 .//MAD//punct//34
Bilaga 3 / Polismyndigheten har beviljats tillstånd till allmän kameraövervakning med bildinspelning av områden i och utanför terminalbyggnaden samt områden för buss- och taxiuppställning och korttidsparkering på Stockholm Skavsta flygplats. Kameraövervakning av restaurang, bar, gränspolisens reception och rökruta har inte medgetts.;Mot//PP//case//1 bakgrund//NN|UTR|SIN|IND|NOM//obl//26 av//PP//case//7 det//DT|NEU|SIN|DEF//det//5 stora//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//5 antal//NN|NEU|SIN|IND|NOM//nmod//7 allvarliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 brott//NN|NEU|PLU|IND|NOM//nmod//1 som//HP|-|-|-//nsubj:pass//9 begås//VB|PRS|SFO//acl:relcl//7 på//PP//case//11 flygplatsen//NN|UTR|SIN|DEF|NOM//obl//9 ,//MID//punct//18 i//PP//advmod//18 synnerhet//NN|UTR|SIN|IND|NOM//fixed//13 i//PP//case//18 form//NN|UTR|SIN|IND|NOM//fixed//15 av//PP//fixed//15 människosmuggling//NN|UTR|SIN|IND|NOM//nmod//1 ,//MID//punct//26 samt//KN//cc//26 med//PP//mark//26 hänsyn//NN|UTR|SIN|IND|NOM//fixed//21 till//PP//fixed//21 att//SN//mark//26 kameraövervakningen//NN|UTR|SIN|DEF|NOM//nsubj//26 utgör//VB|PRS|AKT//advcl//37 ett//DT|NEU|SIN|IND//det//29 effektivt//JJ|POS|NEU|SIN|IND|NOM//amod//29 komplement//NN|NEU|SIN|IND|NOM//obj//26 till//PP//case//32 de//DT|UTR/NEU|PLU|DEF//det//32 spaningsinsatser//NN|UTR|PLU|IND|NOM//nmod//29 som//HP|-|-|-//nsubj:pass//35 redan//AB//advmod//35 görs//VB|PRS|SFO//acl:relcl//32 ,//MID//punct//26 fann//VB|PRT|AKT//ROOT//37 länsrätten//NN|UTR|SIN|DEF|NOM//nsubj//37 att//SN//mark//41 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//41 förelåg//VB|PRT|AKT//ccomp//37 ett//DT|NEU|SIN|IND//det//44 befogat//JJ|POS|NEU|SIN|IND|NOM//amod//44 övervakningsintresse//NN|NEU|SIN|IND|NOM//nsubj//41 på//PP//case//46 Stockholm//PM|NOM//nmod//44 Skavsta//PM|GEN//amod//48 Flygplats//NN|UTR|SIN|IND|NOM//nsubj//37 och//KN//cc//55 att//SN//mark//55 detta//DT|NEU|SIN|DEF//det//52 intresse//NN|NEU|SIN|IND|NOM//dislocated//55 –//RG|NOM//punct//52 såvitt//AB//advmod//55 avsåg//VB|PRT|AKT//conj//37 kamerorna//NN|UTR|PLU|DEF|NOM//obj//55 2//RG|NOM//nummod//55 ,//MID//punct//57 3//RG|NOM//obl//55 ,//MID//punct//59 10//RG|NOM//nummod//59 ,//MID//punct//61 11//RG|NOM//obl//55 ,//MID//punct//63 13//RG|NOM//nummod//63 ,//MID//punct//65 14//RG|NOM//obl//55 ,//MID//punct//67 15//RG|NOM//nummod//67 och//KN//cc//69 16//RG|NOM//nummod//69 –//NN|AN//punct//37 vägde//VB|PRT|AKT//conj//37 tyngre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//73 än//KN//case//78 de//DT|UTR/NEU|PLU|DEF//det//78 enskildas//JJ|POS|UTR/NEU|PLU|IND/DEF|GEN//amod//78 intresse//NN|NEU|SIN|IND|NOM//obl//73 av//PP//mark//84 att//SN//mark//84 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//82 övervakning//NN|UTR|SIN|IND|NOM//nsubj//84 inte//AB//advmod//84 sker//VB|PRS|AKT//acl//78 .//MID//punct//37
Bilaga 3 / Polismyndigheten har beviljats tillstånd till allmän kameraövervakning med bildinspelning av områden i och utanför terminalbyggnaden samt områden för buss- och taxiuppställning och korttidsparkering på Stockholm Skavsta flygplats. Kameraövervakning av restaurang, bar, gränspolisens reception och rökruta har inte medgetts.;Länsrätten//NN|UTR|SIN|DEF|NOM//nsubj//87 fann//VB|PRT|AKT//parataxis//37 således//AB//advmod//87 att//SN//mark//92 överklagandet//NN|NEU|SIN|DEF|NOM//nsubj:pass//92 skulle//VB|PRT|AKT//aux//92 avslås//VB|INF|SFO//ccomp//87 i//PP//case//95 dessa//DT|UTR/NEU|PLU|DEF//det//95 delar//NN|UTR|PLU|IND|NOM//obl//92 .//MAD//punct//87
Bilaga 3 / Polismyndigheten har beviljats tillstånd till allmän kameraövervakning med bildinspelning av områden i och utanför terminalbyggnaden samt områden för buss- och taxiuppställning och korttidsparkering på Stockholm Skavsta flygplats. Kameraövervakning av restaurang, bar, gränspolisens reception och rökruta har inte medgetts.;Vad//HP|NEU|SIN|IND//obj//1 gällde//VB|PRT|AKT//advcl//24 den//DT|UTR|SIN|DEF//det//3 övervakningskamera//NN|UTR|SIN|IND|NOM//nsubj//1 som//HP|-|-|-//nsubj//6 skulle//VB|PRT|AKT//aux//6 bevaka//VB|INF|AKT//acl:relcl//3 gränspolisens//NN|UTR|SIN|DEF|GEN//nmod:poss//8 receptionsområde//NN|NEU|SIN|IND|NOM//obj//6 och//KN//cc//10 entré//NN|UTR|SIN|IND|NOM//conj//8 för//PP//case//12 utfärdande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//6 av//PP//case//16 tillfälligt//JJ|POS|NEU|SIN|IND|NOM//advmod//15 pass//NN|NEU|SIN|IND|NOM//amod//16 m.m.//AB|AN//nmod//12 (//PAD//punct//1 kamera//NN|UTR|SIN|IND|NOM//appos//1 12//RG|NOM//nummod//18 )//PAD//punct//1 ,//MID//punct//1 hade//VB|PRT|AKT//aux//24 behovet//NN|NEU|SIN|DEF|NOM//nsubj:pass//24 påkallats//VB|SUP|SFO//ROOT//24 utifrån//PP//case//27 ett//DT|NEU|SIN|IND//det//27 arbetsskyddsperspektiv//NN|NEU|SIN|IND|NOM//obl//24 i//PP//advmod//24 syfte//NN|NEU|SIN|IND|NOM//fixed//28 att//IE//mark//32 främst//AB|SUV//advmod//32 förebygga//VB|INF|AKT//advcl//24 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//34 brott//NN|NEU|PLU|IND|NOM//obj//32 i//PP//case//38 form//NN|UTR|SIN|IND|NOM//fixed//35 av//PP//fixed//35 hot//NN|NEU|SIN|IND|NOM//obl//32 och//KN//cc//40 våld//NN|NEU|SIN|IND|NOM//conj//38 mot//PP//case//43 ensamarbetande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//43 personal//NN|UTR|SIN|IND|NOM//nmod//38 .//MAD//punct//24
Bilaga 3 / Polismyndigheten har beviljats tillstånd till allmän kameraövervakning med bildinspelning av områden i och utanför terminalbyggnaden samt områden för buss- och taxiuppställning och korttidsparkering på Stockholm Skavsta flygplats. Kameraövervakning av restaurang, bar, gränspolisens reception och rökruta har inte medgetts.;Ändamålet//NN|NEU|SIN|DEF|NOM//nsubj//52 med//PP//case//48 denna//DT|UTR|SIN|DEF//det//48 övervakningskamera//NN|UTR|SIN|IND|NOM//nmod//45 var//VB|PRT|AKT//cop//52 således//AB//advmod//52 inte//AB//advmod//52 tänkt//PC|PRF|NEU|SIN|IND|NOM//parataxis//24 att//IE//mark//54 fungera//VB|INF|AKT//xcomp//52 som//KN//mark//57 ett//DT|NEU|SIN|IND//det//57 led//NN|NEU|SIN|IND|NOM//advcl//54 i//PP//case//60 de//DT|UTR/NEU|PLU|DEF//det//60 spaningsinsatser//NN|UTR|PLU|IND|NOM//obl//57 som//HP|-|-|-//nsubj//63 var//VB|PRT|AKT//cop//63 fallet//NN|NEU|SIN|DEF|NOM//xcomp//52 med//PP//case//66 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//66 övervakningskameror//NN|UTR|PLU|IND|NOM//nmod//63 .//MAD//punct//52
Bilaga 3 / Polismyndigheten har beviljats tillstånd till allmän kameraövervakning med bildinspelning av områden i och utanför terminalbyggnaden samt områden för buss- och taxiuppställning och korttidsparkering på Stockholm Skavsta flygplats. Kameraövervakning av restaurang, bar, gränspolisens reception och rökruta har inte medgetts.;I//PP//case//69 målet//NN|NEU|SIN|DEF|NOM//obl//72 hade//VB|PRT|AKT//aux//72 inte//AB//advmod//72 framkommit//VB|SUP|AKT//parataxis//52 att//SN//mark//91 brottsligheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//91 inom//PP//case//77 gränspolisens//NN|UTR|SIN|DEF|GEN//nmod:poss//77 receptionsområde//NN|NEU|SIN|IND|NOM//nmod//74 och//KN//cc//79 entré//NN|UTR|SIN|IND|NOM//conj//77 var//VB|PRT|AKT//nmod//74 av//PP//case//84 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//84 allvarlig//JJ|POS|UTR|SIN|IND|NOM//amod//84 art//NN|UTR|SIN|IND|NOM//obl//80 och//KN//cc//86 omfattning//NN|UTR|SIN|IND|NOM//conj//84 som//HP|-|-|-//nsubj:pass//88 krävs//VB|PRS|SFO//acl:relcl//74 .//MAD//punct//74
Bilaga 3 / Polismyndigheten har beviljats tillstånd till allmän kameraövervakning med bildinspelning av områden i och utanför terminalbyggnaden samt områden för buss- och taxiuppställning och korttidsparkering på Stockholm Skavsta flygplats. Kameraövervakning av restaurang, bar, gränspolisens reception och rökruta har inte medgetts.;Vidare//AB|KOM//advmod//91 konstaterades//VB|PRT|SFO//ccomp//72 att//SN//mark//103 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//94 åtgärder//NN|UTR|PLU|IND|NOM//nsubj//103 ,//MID//punct//94 såsom//HA//advmod//98 utökad//PC|PRF|UTR|SIN|IND|NOM//amod//98 bevakningsinsats//NN|UTR|SIN|IND|NOM//acl:relcl//94 och//KN//cc//100 överfallslarm//NN|NEU|SIN|IND|NOM//conj//98 skulle//VB|PRT|AKT//aux//103 kunna//VB|INF|AKT//aux//103 förebygga//VB|INF|AKT//advcl//91 den//DT|UTR|SIN|DEF//det//105 typ//NN|UTR|SIN|IND|NOM//obj//103 av//PP//case//107 brottslighet//NN|UTR|SIN|IND|NOM//nmod//105 som//HP|-|-|-//nsubj//109 förekom//VB|PRT|AKT//acl:relcl//107 vid//PP//case//112 gränspolisens//NN|UTR|SIN|DEF|GEN//nmod:poss//112 receptionsområde//NN|NEU|SIN|IND|NOM//obl//109 och//KN//cc//114 entré//NN|UTR|SIN|IND|NOM//conj//112 .//MAD//punct//52
Bilaga 3 / Polismyndigheten har beviljats tillstånd till allmän kameraövervakning med bildinspelning av områden i och utanför terminalbyggnaden samt områden för buss- och taxiuppställning och korttidsparkering på Stockholm Skavsta flygplats. Kameraövervakning av restaurang, bar, gränspolisens reception och rökruta har inte medgetts.;Länsrätten//NN|UTR|SIN|DEF|NOM//nsubj//117 fann//VB|PRT|AKT//parataxis//52 att//SN//mark//132 polismyndighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//120 intresse//NN|NEU|SIN|IND|NOM//nsubj//132 av//PP//case//124 en//DT|UTR|SIN|IND//det//124 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//124 övervakning//NN|UTR|SIN|IND|NOM//nmod//120 –//RG|NOM//punct//120 trots//PP//case//129 den//DT|UTR|SIN|DEF//det//129 ringa//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//129 integritetsrisken//NN|UTR|SIN|DEF|NOM//nmod//120 –//PM|NOM//punct//120 inte//AB//advmod//132 vägde//VB|PRT|AKT//ccomp//117 tyngre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//132 än//KN//case//137 den//DT|UTR|SIN|DEF//det//136 enskildes//JJ|POS|MAS|SIN|DEF|GEN//amod//137 intresse//NN|NEU|SIN|IND|NOM//obl//132 av//PP//mark//141 att//IE//mark//141 inte//AB//advmod//141 bli//VB|INF|AKT//acl//137 övervakad//PC|PRF|UTR|SIN|IND|NOM//xcomp//141 .//MAD//punct//24
Bilaga 3 / Polismyndigheten har beviljats tillstånd till allmän kameraövervakning med bildinspelning av områden i och utanför terminalbyggnaden samt områden för buss- och taxiuppställning och korttidsparkering på Stockholm Skavsta flygplats. Kameraövervakning av restaurang, bar, gränspolisens reception och rökruta har inte medgetts.;Länsrätten//NN|UTR|SIN|DEF|NOM//nsubj//1 avslog//VB|PRT|AKT//ROOT//1 överklagandet//NN|NEU|SIN|DEF|NOM//obj//1 i//PP//case//5 de//DT|UTR/NEU|PLU|DEF//det//5 delar//NN|UTR|PLU|IND|NOM//obl//1 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//7 avsåg//VB|PRT|AKT//acl:relcl//5 kamerorna//NN|UTR|PLU|DEF|NOM//nsubj//7 2–3//RG|NOM//obj//7 ,//MID//punct//11 10–11//RG|NOM//conj//9 och//KN//cc//13 13–16//RG|NOM//conj//9 samt//KN//cc//15 biföll//VB|PRT|AKT//conj//1 ,//MID//punct//15 med//PP//case//18 ändring//NN|UTR|SIN|IND|NOM//obl//15 av//PP//case//21 länsstyrelsens//NN|UTR|SIN|DEF|GEN//nmod:poss//21 beslut//NN|NEU|SIN|IND|NOM//nmod//18 ,//MID//punct//23 överklagandet//NN|NEU|SIN|DEF|NOM//conj//1 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//25 kamera//NN|UTR|SIN|IND|NOM//nmod//23 12//RG|NOM//nummod//25 .//MAD//punct//1
Bilaga 3 / Polismyndigheten har beviljats tillstånd till allmän kameraövervakning med bildinspelning av områden i och utanför terminalbyggnaden samt områden för buss- och taxiuppställning och korttidsparkering på Stockholm Skavsta flygplats. Kameraövervakning av restaurang, bar, gränspolisens reception och rökruta har inte medgetts.;Ärendet//NN|NEU|SIN|DEF|NOM//nsubj:pass//29 överlämnades//VB|PRT|SFO//parataxis//1 till//PP//case//31 länsstyrelsen//NN|UTR|SIN|DEF|NOM//obl//29 för//PP//case//34 erforderlig//JJ|POS|UTR|SIN|IND|NOM//amod//34 handläggning//NN|UTR|SIN|IND|NOM//nmod//31 .//MAD//punct//1
Bilaga 3 / Polismyndigheten har beviljats tillstånd till allmän kameraövervakning med bildinspelning av områden i och utanför terminalbyggnaden samt områden för buss- och taxiuppställning och korttidsparkering på Stockholm Skavsta flygplats. Kameraövervakning av restaurang, bar, gränspolisens reception och rökruta har inte medgetts.;Justitiekanslern//NN|UTR|SIN|DEF|NOM//nsubj//1 överklagade//VB|PRT|AKT//ROOT//1 länsrättens//NN|UTR|SIN|DEF|GEN//nmod:poss//3 dom//NN|UTR|SIN|IND|NOM//obj//1 och//KN//cc//5 yrkade//VB|PRT|AKT//conj//1 att//SN//mark//18 Kammarrätten//NN|UTR|SIN|DEF|NOM//nsubj//18 i//PP//case//9 Stockholm//PM|NOM//nmod//7 ,//MID//punct//7 med//PP//case//12 ändring//NN|UTR|SIN|IND|NOM//nmod//7 av//PP//case//15 länsrättens//NN|UTR|SIN|DEF|GEN//nmod:poss//15 dom//NN|UTR|SIN|IND|NOM//nmod//12 ,//MID//punct//7 skulle//VB|PRT|AKT//aux//18 avslå//VB|INF|AKT//ccomp//5 Polismyndighetens//NN|UTR|SIN|DEF|GEN//obj//18 i//PP//case//23 Södermanlands//PM|GEN//nmod:poss//22 län//NN|NEU|SIN|IND|NOM//nmod//23 ansökan//NN|UTR|SIN|IND|NOM//nmod//19 om//PP//case//25 tillstånd//NN|NEU|SIN|IND|NOM//nmod//23 till//PP//case//28 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//28 kameraövervakning//NN|UTR|SIN|IND|NOM//nmod//25 vid//PP//case//30 Stockholm-Skavsta//PM|GEN//nmod//28 flygplats//NN|UTR|SIN|IND|NOM//xcomp//18 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//case//33 kamerorna//NN|UTR|PLU|DEF|NOM//obl//31 3//RG|NOM//nummod//31 ,//MID//punct//34 10–11//RG|NOM//conj//31 och//KN//cc//38 13–16//RG|NOM//conj//31 samt//KN//cc//40 kamera//NN|UTR|SIN|IND|NOM//nsubj//47 2//RG|NOM//nummod//40 till//PP//case//45 den//DT|UTR|SIN|DEF//det//44 del//NN|UTR|SIN|IND|NOM//nmod//45 kameran//NN|UTR|SIN|DEF|NOM//nmod//40 skulle//VB|PRT|AKT//aux//47 ta//VB|INF|AKT//conj//18 ansiktsbilder//NN|UTR|PLU|IND|NOM//obj//47 av//PP//case//50 personer//NN|UTR|PLU|IND|NOM//obl//47 som//HP|-|-|-//nsubj//52 gick//VB|PRT|AKT//acl:relcl//50 in//PL//advmod//52 i//PP//case//55 restaurangen//NN|UTR|SIN|DEF|NOM//obl//52 .//MAD//punct//1
Bilaga 3 / Polismyndigheten har beviljats tillstånd till allmän kameraövervakning med bildinspelning av områden i och utanför terminalbyggnaden samt områden för buss- och taxiuppställning och korttidsparkering på Stockholm Skavsta flygplats. Kameraövervakning av restaurang, bar, gränspolisens reception och rökruta har inte medgetts.;Kammarrätten//NN|UTR|SIN|DEF|NOM//nsubj//1 fann//VB|PRT|AKT//ROOT//1 att//SN//mark//5 polismyndigheten//NN|UTR|SIN|DEF|NOM//nsubj//5 hade//VB|PRT|AKT//aux//5 visat//VB|SUP|AKT//ccomp//1 att//SN//mark//8 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//8 vidtagit//VB|SUP|AKT//ccomp//5 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 åtgärder//NN|UTR|PLU|IND|NOM//obj//8 för//PP//mark//14 att//IE//mark//14 övervaka//VB|INF|AKT//advcl//8 ordning//NN|UTR|SIN|IND|NOM//obj//14 och//KN//cc//17 säkerhet//NN|UTR|SIN|IND|NOM//conj//15 på//PP//case//19 Stockholm-Skavsta//PM|GEN//obl//14 flygplats//NN|UTR|SIN|IND|NOM//xcomp//8 och//KN//cc//27 att//SN//mark//27 kameraövervakningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//27 med//PP//case//25 bildinspelning//NN|UTR|SIN|IND|NOM//nmod//23 måste//VB|PRS|AKT//aux//27 ses//VB|INF|SFO//conj//8 som//KN//mark//30 ett//DT|NEU|SIN|IND//det//30 komplement//NN|NEU|SIN|IND|NOM//xcomp//27 till//PP//case//34 de//DT|UTR/NEU|PLU|DEF//det//34 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 åtgärderna//NN|UTR|PLU|DEF|NOM//nmod//30 .//MAD//punct//1
