Utredningen om tullens dimensionering m.m.;”//PAD//punct//2 En//DT|UTR|SIN|IND//det//2 gräns//NN|UTR|SIN|IND|NOM//ROOT//2 –//RG|NOM//punct//5 en//DT|UTR|SIN|IND//det//5 myndighet//NN|UTR|SIN|IND|NOM//appos//2 ?//MAD//punct//5 ”//RG|NOM//punct//2
22. Våra slutsatser och förslag Dimensioneringen är rätt – effektiviteten kan öka / Fördelningen internt av resurserna – budgetsystemet – bör förändras;Vi//PN|UTR|PLU|DEF|SUB//nsubj//1 anser//VB|PRS|AKT//ROOT//1 även//AB//advmod//1 att//SN//mark//5 regionerna//NN|UTR|PLU|DEF|NOM//nsubj//5 har//VB|PRS|AKT//ccomp//1 en//DT|UTR|SIN|IND//det//8 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//8 storlek//NN|UTR|SIN|IND|NOM//obj//5 att//SN//mark//11 sedvanlig//JJ|POS|UTR|SIN|IND|NOM//amod//11 teknik//NN|UTR|SIN|IND|NOM//acl//8 för//PP//mark//17 att//IE//mark//17 i//PP//case//16 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 termer//NN|UTR|PLU|IND|NOM//obl//17 redovisa//VB|INF|AKT//advcl//5 dessas//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//19 ekonomi//NN|UTR|SIN|IND|NOM//obj//17 och//KN//cc//21 resultat//NN|NEU|SIN|IND|NOM//conj//19 bör//VB|PRS|AKT//aux//23 användas//VB|INF|SFO//xcomp//1 (//PAD//punct//23 sidan//NN|UTR|SIN|DEF|NOM//nmod//26 182//RG|NOM//appos//23 )//PAD//punct//1 ,//MID//punct//32 dvs//AB|AN//advmod//32 regionerna//NN|UTR|PLU|DEF|NOM//nsubj//32 bör//VB|PRS|AKT//aux//32 avsluta//VB|INF|AKT//conj//1 sin//PS|UTR|SIN|DEF//nmod:poss//36 årliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//36 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//36 redovisning//NN|UTR|SIN|IND|NOM//obj//32 genom//PP//mark//39 att//IE//mark//39 upprätta//VB|INF|AKT//advcl//32 resultat-//NN|NEU|-|-|SMS//obj//39 och//KN//cc//42 balansräkningar//NN|UTR|PLU|IND|NOM//conj//40 .//MAD//punct//1
22. Våra slutsatser och förslag Dimensioneringen är rätt – effektiviteten kan öka / Fördelningen internt av resurserna – budgetsystemet – bör förändras;Vi//PN|UTR|PLU|DEF|SUB//nsubj//45 noterar//VB|PRS|AKT//parataxis//1 att//SN//mark//48 Generaltullstyrelsen//PM|NOM//nsubj//48 fått//VB|SUP|AKT//ccomp//45 i//PP//compound:prt//48 uppdrag//NN|NEU|SIN|IND|NOM//fixed//49 av//PP//case//52 regeringen//NN|UTR|SIN|DEF|NOM//obl//48 att//IE//mark//54 utreda//VB|INF|AKT//xcomp//48 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//54 .//MAD//punct//45

22. Våra slutsatser och förslag Dimensioneringen är rätt – effektiviteten kan öka / Organisationen bör förändras och nya organisationsformer prövas;Våra//PS|UTR/NEU|PLU|DEF//nmod:poss//1 förslag//NN|NEU|PLU|IND|NOM//nsubj//2 är//VB|PRS|AKT//ROOT//2 ://MID//punct//2
22. Våra slutsatser och förslag Dimensioneringen är rätt – effektiviteten kan öka / Organisationen bör förändras och nya organisationsformer prövas;att//SN//mark//6 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//6 initierar//VB|PRS|AKT//ccomp//2 en//DT|UTR|SIN|IND//det//8 översyn//NN|UTR|SIN|IND|NOM//obj//6 av//PP//case//11 Tullverkets//NN|NEU|SIN|DEF|GEN//nmod:poss//11 organisation//NN|UTR|SIN|IND|NOM//nmod//8 med//PP//case//13 inriktning//NN|UTR|SIN|IND|NOM//obl//6 mot//PP//case//21 en//DT|UTR|SIN|IND//det//21 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//20 men//KN//fixed//16 mer//AB|KOM//advmod//19 strategiskt//AB|POS//advmod//20 inriktad//PC|PRF|UTR|SIN|IND|NOM//amod//21 centralmyndighet//NN|UTR|SIN|IND|NOM//nmod//13 ,//MID//punct//6 att//SN//mark//25 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//25 initierar//VB|PRS|AKT//ccomp//6 en//DT|UTR|SIN|IND//det//27 översyn//NN|UTR|SIN|IND|NOM//obj//25 av//PP//case//29 regionindelningen//NN|UTR|SIN|DEF|NOM//nmod//27 med//PP//case//31 inriktning//NN|UTR|SIN|IND|NOM//nmod//29 mot//PP//case//35 färre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//34 antal//NN|NEU|PLU|IND|NOM//nmod//35 regioner//NN|UTR|PLU|IND|NOM//nmod//31 ,//MID//punct//25 att//SN//mark//39 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//39 återtar//VB|PRS|AKT//ccomp//25 utnämningsmakten//NN|UTR|SIN|DEF|NOM//obj//39 av//PP//case//43 de//DT|UTR/NEU|PLU|DEF//det//43 chefer//NN|UTR|PLU|IND|NOM//nmod//40 som//HP|-|-|-//nsubj//47 närmast//AB|SUV//case//46 verkschefen//NN|UTR|SIN|DEF|NOM//obl//47 leder//VB|PRS|AKT//acl:relcl//43 verksamheten//NN|UTR|SIN|DEF|NOM//obj//47 ,//MID//punct//52 att//SN//mark//52 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//52 förordnar//VB|PRS|AKT//advcl//39 dessa//DT|UTR/NEU|PLU|DEF//det//54 chefer//NN|UTR|PLU|IND|NOM//obj//52 på//PP//case//57 tidsbegränsade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//57 förordnanden//NN|NEU|PLU|IND|NOM//obl//52 ,//MID//punct//52 att//SN//mark//61 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//61 initierar//VB|PRS|AKT//ccomp//52 en//DT|UTR|SIN|IND//det//63 översyn//NN|UTR|SIN|IND|NOM//obj//61 av//PP//case//67 den//DT|UTR|SIN|DEF//det//67 internationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//67 representationen//NN|UTR|SIN|DEF|NOM//nmod//63 i//PP//case//69 tullfrågor//NN|UTR|PLU|IND|NOM//nmod//67 ,//MID//punct//61 att//SN//mark//81 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//81 i//PP//case//76 samband//NN|NEU|SIN|IND|NOM//fixed//73 med//PP//fixed//73 beredningen//NN|UTR|SIN|DEF|NOM//obl//81 av//PP//case//80 Förvaltningspolitiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//79 kommissionens//NN|UTR|SIN|DEF|GEN//nmod:poss//80 förslag//NN|NEU|SIN|IND|NOM//nmod//76 prövar//VB|PRS|AKT//ccomp//61 om//SN//mark//84 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//84 går//VB|PRS|AKT//ccomp//81 att//IE//mark//86 finna//VB|INF|AKT//csubj//84 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//88 organisationsformer//NN|UTR|PLU|IND|NOM//obj//86 för//PP//case//92 viss//JJ|POS|UTR|SIN|IND|NOM//amod//92 statlig//JJ|POS|UTR|SIN|IND|NOM//amod//92 verksamhet//NN|UTR|SIN|IND|NOM//obl//86 ,//MID//punct//99 med//PP//case//99 utgångspunkt//NN|UTR|SIN|IND|NOM//fixed//94 i//PP//case//99 de//DT|UTR/NEU|PLU|DEF//det//99 kommunala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//99 medborgarkontoren//NN|NEU|PLU|DEF|NOM//obl//86 ,//MID//punct//99 att//SN//mark//103 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//103 initierar//VB|PRS|AKT//acl//99 en//DT|UTR|SIN|IND//det//105 översyn//NN|UTR|SIN|IND|NOM//obj//103 av//PP//case//108 de//DT|UTR/NEU|PLU|DEF//det//108 regelverk//NN|NEU|PLU|IND|NOM//nmod//105 som//HP|-|-|-//nsubj//110 styr//VB|PRS|AKT//acl:relcl//108 arbetet//NN|NEU|SIN|DEF|NOM//obj//110 för//PP//case//113 gränsmyndigheterna//NN|UTR|PLU|DEF|NOM//obl//110 och//KN//cc//115 prövar//VB|PRS|AKT//conj//81 om//SN//mark//118 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//118 går//VB|PRS|AKT//ccomp//115 att//IE//mark//120 sammanföra//VB|INF|AKT//csubj//118 delar//NN|UTR|PLU|IND|NOM//obj//120 av//PP//case//124 dessa//DT|UTR/NEU|PLU|DEF//det//124 regelverk//NN|NEU|PLU|IND|NOM//nmod//121 till//PP//case//128 ett//DT|NEU|SIN|IND//det//128 ”//PC|PRF|NEU|SIN|IND|NOM//punct//128 gränsregelverk//NN|NEU|SIN|IND|NOM//nmod//124 ”//PAD//punct//6 .//MAD//punct//2
22. Våra slutsatser och förslag Dimensioneringen är rätt – effektiviteten kan öka / Organisationen bör förändras och nya organisationsformer prövas;Tullverkets//NN|NEU|SIN|DEF|GEN//nmod:poss//1 organisation//NN|UTR|SIN|IND|NOM//nsubj//3 är//VB|PRS|AKT//cop//3 utformad//PC|PRF|UTR|SIN|IND|NOM//ROOT//3 utifrån//PP//case//6 de//DT|UTR/NEU|PLU|DEF//det//6 krav//NN|NEU|PLU|IND|NOM//obl//3 som//HP|-|-|-//obj//11 det//DT|NEU|SIN|DEF//det//10 gamla//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 regelverket//NN|NEU|SIN|DEF|NOM//nsubj//11 ställde//VB|PRT|AKT//acl:relcl//6 på//PP//case//13 verksamheten//NN|UTR|SIN|DEF|NOM//obl//11 .//MAD//punct//3
22. Våra slutsatser och förslag Dimensioneringen är rätt – effektiviteten kan öka / Organisationen bör förändras och nya organisationsformer prövas;De//DT|UTR/NEU|PLU|DEF//det//1 krav//NN|NEU|PLU|IND|NOM//obj//16 som//HP|-|-|-//obj//4 2000-talet//NN|NEU|SIN|DEF|NOM//nsubj//4 ställer//VB|PRS|AKT//acl:relcl//1 på//PP//case//6 verksamheten//NN|UTR|SIN|DEF|NOM//obl//4 och//KN//cc//9 den//DT|UTR|SIN|DEF//det//9 teknik//NN|UTR|SIN|IND|NOM//conj//1 som//HP|-|-|-//obj//12 vi//PN|UTR|PLU|DEF|SUB//nsubj//12 föreslagit//VB|SUP|AKT//acl:relcl//9 om//PP//case//15 barriärbrytande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//15 mål//NN|NEU|PLU|IND|NOM//obl//12 anser//VB|PRS|AKT//advcl//21 vi//PN|UTR|PLU|DEF|SUB//nsubj//16 i//PP//case//20 sin//PS|UTR|SIN|DEF//nmod:poss//20 tur//NN|UTR|SIN|IND|NOM//obl//16 ställer//VB|PRS|AKT//ROOT//21 krav//NN|NEU|PLU|IND|NOM//obj//21 på//PP//case//26 en//DT|UTR|SIN|IND//det//26 annan//JJ|POS|UTR|SIN|IND|NOM//amod//26 organisation//NN|UTR|SIN|IND|NOM//obl//21 .//MAD//punct//21
22. Våra slutsatser och förslag Dimensioneringen är rätt – effektiviteten kan öka / Organisationen bör förändras och nya organisationsformer prövas;Vi//PN|UTR|PLU|DEF|SUB//nsubj//1 anser//VB|PRS|AKT//ROOT//1 att//SN//mark//10 centralmyndigheten//NN|UTR|SIN|DEF|NOM//nsubj//10 bör//VB|PRS|AKT//aux//10 vara//VB|INF|AKT//cop//10 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//10 men//KN//cc//10 mer//AB|KOM//advmod//9 strategiskt//AB|POS//advmod//10 inriktad//PC|PRF|UTR|SIN|IND|NOM//ccomp//1 (//PAD//punct//10 sidan//NN|UTR|SIN|DEF|NOM//nmod//13 175//RG|NOM//appos//10 )//PAD//punct//10 .//MAD//punct//1
22. Våra slutsatser och förslag Dimensioneringen är rätt – effektiviteten kan öka / Organisationen bör förändras och nya organisationsformer prövas;De//DT|UTR/NEU|PLU|DEF//det//18 operativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 uppgifter//NN|UTR|PLU|IND|NOM//parataxis//1 som//HP|-|-|-//obl//28 Generaltullstyrelsen//PM|NOM//nsubj:pass//28 i//PP//advmod//28 dag//NN|UTR|SIN|IND|NOM//fixed//21 har//VB|PRS|AKT//aux//28 bör//VB|PRS|AKT//aux//28 så//AB//advmod//26 långt//AB|POS//advmod//27 möjligt//JJ|POS|NEU|SIN|IND|NOM//obl//28 föras//VB|INF|SFO//acl:relcl//18 över//PL//compound:prt//28 till//PP//case//31 regionerna//NN|UTR|PLU|DEF|NOM//obl//28 (//PAD//punct//28 sidan//NN|UTR|SIN|DEF|NOM//nmod//34 182//RG|NOM//obl//28 )//PAD//punct//18 .//MAD//punct//1
22. Våra slutsatser och förslag Dimensioneringen är rätt – effektiviteten kan öka / Organisationen bör förändras och nya organisationsformer prövas;Vi//PN|UTR|PLU|DEF|SUB//nsubj//1 anser//VB|PRS|AKT//ROOT//1 även//AB//advmod//1 att//SN//mark//5 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//5 finns//VB|PRS|SFO//ccomp//1 för//AB//case//8 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 regioner//NN|UTR|PLU|IND|NOM//obl//5 (//PAD//punct//8 sidan//NN|UTR|SIN|DEF|NOM//nmod//11 180//RG|NOM//appos//8 )//PAD//punct//1 .//MAD//punct//1
22. Våra slutsatser och förslag Dimensioneringen är rätt – effektiviteten kan öka / Organisationen bör förändras och nya organisationsformer prövas;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//16 bör//VB|PRS|AKT//aux//16 begränsas//VB|INF|SFO//parataxis//1 till//PP//case//18 fem//RG|NOM//nummod//21 till//PP//case//21 sju//RG|NOM//nummod//21 stycken//NN|UTR|PLU|IND|NOM//obl//16 .//MAD//punct//16
22. Våra slutsatser och förslag Dimensioneringen är rätt – effektiviteten kan öka / Organisationen bör förändras och nya organisationsformer prövas;Vidare//AB|KOM//punct//1 bör//VB|PRS|AKT//conj//1 metoder//NN|UTR|PLU|IND|NOM//obj//24 för//PP//mark//36 att//IE//mark//36 med//PP//case//31 hjälp//NN|UTR|SIN|IND|NOM//fixed//28 av//PP//fixed//28 tulldatasystemet//NN|NEU|SIN|DEF|NOM//nsubj:pass//36 omfördela//VB|INF|AKT//amod//33 arbetsuppgifter//NN|UTR|PLU|IND|NOM//nmod//31 mellan//PP//case//35 regionerna//NN|UTR|PLU|DEF|NOM//nmod//33 utarbetas//VB|PRS|SFO//acl//25 och//KN//cc//38 införas//VB|INF|SFO//conj//36 (//PAD//punct//25 sidan//NN|UTR|SIN|DEF|NOM//nmod//41 183//RG|NOM//nmod//25 )//PAD//punct//1 .//MAD//punct//1
22. Våra slutsatser och förslag Dimensioneringen är rätt – effektiviteten kan öka / Organisationen bör förändras och nya organisationsformer prövas;Vi//PN|UTR|PLU|DEF|SUB//nsubj//1 konstaterar//VB|PRS|AKT//ROOT//1 att//SN//mark//45 en//DT|UTR|SIN|IND//det//4 förutsättning//NN|UTR|SIN|IND|NOM//obj//45 för//PP//mark//7 att//IE//mark//7 förnya//VB|INF|AKT//acl//4 verksamheten//NN|UTR|SIN|DEF|NOM//obj//7 och//KN//cc//13 för//PP//mark//13 att//IE//mark//13 kunna//VB|INF|AKT//aux//13 klara//VB|INF|AKT//conj//7 de//DT|UTR/NEU|PLU|DEF//det//15 målsättningar//NN|UTR|PLU|IND|NOM//obj//13 vi//PN|UTR|PLU|DEF|SUB//nsubj//17 skisserat//VB|SUP|AKT//acl:relcl//15 –//PAD//punct//21 de//DT|UTR/NEU|PLU|DEF//det//21 barriärbrytande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//21 målen//NN|NEU|PLU|DEF|NOM//appos//13 –//RG|NOM//punct//28 är//VB|PRS|AKT//cop//28 en//DT|UTR|SIN|IND//det//28 för//PP//case//26 uppgiften//NN|UTR|SIN|DEF|NOM//obl//27 engagerad//PC|PRF|UTR|SIN|IND|NOM//amod//28 verksledning//NN|UTR|SIN|IND|NOM//nmod//4 som//HP|-|-|-//nsubj//31 är//VB|PRS|AKT//cop//31 beredd//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//28 att//IE//mark//33 anta//VB|INF|AKT//advcl//31 de//DT|UTR/NEU|PLU|DEF//det//35 utmaningar//NN|UTR|PLU|IND|NOM//obj//33 som//HP|-|-|-//obj//38 målen//NN|NEU|PLU|DEF|NOM//nsubj//38 innebär//VB|PRS|AKT//acl:relcl//35 (//PAD//punct//35 sidan//NN|UTR|SIN|DEF|NOM//nmod//41 180//RG|NOM//appos//35 )//PAD//punct//28 .//MAD//punct//4
22. Våra slutsatser och förslag Dimensioneringen är rätt – effektiviteten kan öka / Organisationen bör förändras och nya organisationsformer prövas;Vi//PN|UTR|PLU|DEF|SUB//nsubj//45 anser//VB|PRS|AKT//ccomp//1 också//AB//advmod//45 att//SN//mark//50 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//50 bör//VB|PRS|AKT//aux//50 återta//VB|INF|AKT//ccomp//45 utnämningsmakten//NN|UTR|SIN|DEF|NOM//obj//50 för//PP//case//54 de//DT|UTR/NEU|PLU|DEF//det//54 chefer//NN|UTR|PLU|IND|NOM//obl//50 som//HP|-|-|-//nsubj//59 närmast//AB|SUV//amod//57 verkschefen//NN|UTR|SIN|DEF|NOM//nsubj//59 ska//VB|PRS|AKT//aux//59 leda//VB|INF|AKT//acl:relcl//54 verksamheten//NN|UTR|SIN|DEF|NOM//obj//59 samt//KN//cc//66 att//SN//mark//66 dessa//DT|UTR/NEU|PLU|DEF//det//64 chefer//NN|UTR|PLU|IND|NOM//nsubj//66 bör//VB|PRS|AKT//aux//66 få//VB|INF|AKT//conj//1 tidsbegränsade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//68 förordnanden//NN|NEU|PLU|IND|NOM//obj//66 ,//MID//punct//72 förslagsvis//AB//advmod//72 fyra//RG|NOM//nummod//72 år//NN|NEU|PLU|IND|NOM//obl//66 (//PAD//punct//72 sidan//NN|UTR|SIN|DEF|NOM//nmod//75 188//RG|NOM//appos//72 )//PAD//punct//72 .//MAD//punct//1
22. Våra slutsatser och förslag Dimensioneringen är rätt – effektiviteten kan öka / Organisationen bör förändras och nya organisationsformer prövas;Vi//PN|UTR|PLU|DEF|SUB//nsubj//1 anser//VB|PRS|AKT//ROOT//1 att//SN//mark//7 den//DT|UTR|SIN|DEF//det//5 internationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//5 representationen//NN|UTR|SIN|DEF|NOM//nsubj:pass//7 behöver//VB|PRS|AKT//aux//7 effektiviseras//VB|INF|SFO//ccomp//1 (//PAD//punct//7 sidan//NN|UTR|SIN|DEF|NOM//nmod//10 185//RG|NOM//appos//7 )//PAD//punct//1 .//MAD//punct//1
22. Våra slutsatser och förslag Dimensioneringen är rätt – effektiviteten kan öka / Organisationen bör förändras och nya organisationsformer prövas;Vi//PN|UTR|PLU|DEF|SUB//nsubj//1 anser//VB|PRS|AKT//ROOT//1 att//SN//mark//4 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//4 behövs//VB|PRS|SFO//ccomp//1 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 organisatoriska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 lösningar//NN|UTR|PLU|IND|NOM//nsubj:pass//4 för//PP//mark//18 att//SN//mark//18 staten//NN|UTR|SIN|DEF|NOM//nsubj//18 på//PP//case//15 sikt//NN|UTR|SIN|IND|NOM//fixed//11 på//PP//case//15 bästa//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//15 sätt//NN|NEU|SIN|IND|NOM//obl//18 ska//VB|PRS|AKT//aux//18 kunna//VB|INF|AKT//aux//18 lösa//VB|INF|AKT//advcl//4 sitt//PS|NEU|SIN|DEF//nmod:poss//20 uppdrag//NN|NEU|SIN|IND|NOM//obj//18 mot//PP//case//22 allmänheten//NN|UTR|SIN|DEF|NOM//nmod//20 .//MAD//punct//1
22. Våra slutsatser och förslag Dimensioneringen är rätt – effektiviteten kan öka / Organisationen bör förändras och nya organisationsformer prövas;Vi//PN|UTR|PLU|DEF|SUB//nsubj//26 har//VB|PRS|AKT//aux//26 pekat//VB|SUP|AKT//conj//1 på//PP//case//28 problemen//NN|NEU|PLU|DEF|NOM//obl//26 i//PP//case//30 glesbygd//NN|UTR|SIN|IND|NOM//obl//26 ,//MID//punct//30 där//HA//advmod//38 neddragningen//NN|UTR|SIN|DEF|NOM//nsubj//38 inom//PP//case//37 statens//NN|UTR|SIN|DEF|GEN//nmod:poss//37 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 sektorer//NN|UTR|PLU|IND|NOM//nmod//33 riskerar//VB|PRS|AKT//acl:relcl//30 att//IE//mark//40 leda//VB|INF|AKT//xcomp//38 till//PP//mark//46 att//SN//mark//46 delar//NN|UTR|PLU|IND|NOM//nsubj//46 av//PP//case//45 glesbygden//NN|UTR|SIN|DEF|NOM//nmod//43 står//VB|PRS|AKT//advcl//40 utan//PP//case//49 statlig//JJ|POS|UTR|SIN|IND|NOM//amod//49 myndighet//NN|UTR|SIN|IND|NOM//obl//46 med//PP//case//51 befogenhet//NN|UTR|SIN|IND|NOM//nmod//49 att//IE//mark//53 ingripa//VB|INF|AKT//acl//49 mot//PP//case//56 illegala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 verksamheter//NN|UTR|PLU|IND|NOM//obl//53 .//MAD//punct//26
22. Våra slutsatser och förslag Dimensioneringen är rätt – effektiviteten kan öka / Organisationen bör förändras och nya organisationsformer prövas;Vi//PN|UTR|PLU|DEF|SUB//nsubj//59 anser//VB|PRS|AKT//conj//26 därför//AB//mark//66 att//SN//fixed//60 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//64 organisatoriska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//64 lösningar//NN|UTR|PLU|IND|NOM//nsubj:pass//66 bör//VB|PRS|AKT//aux//66 utredas//VB|INF|SFO//advcl//59 och//KN//cc//68 prövas//VB|INF|SFO//conj//66 (//PAD//punct//68 sidan//NN|UTR|SIN|DEF|NOM//nmod//71 147//RG|NOM//appos//68 )//PAD//punct//59 .//MAD//punct//26
22. Våra slutsatser och förslag Dimensioneringen är rätt – effektiviteten kan öka / Organisationen bör förändras och nya organisationsformer prövas;Vi//PN|UTR|PLU|DEF|SUB//nsubj//75 har//VB|PRS|AKT//conj//26 inget//DT|NEU|SIN|IND//det//78 färdigt//JJ|POS|NEU|SIN|IND|NOM//amod//78 förslag//NN|NEU|SIN|IND|NOM//obj//75 till//PP//case//81 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//81 lösningar//NN|UTR|PLU|IND|NOM//nmod//78 men//KN//cc//83 anser//VB|PRS|AKT//conj//75 att//SN//mark//95 de//DT|UTR/NEU|PLU|DEF//det//86 medborgarkontor//NN|UTR|PLU|IND|NOM//nsubj//95 som//HP|-|-|-//nsubj:pass//88 införs//VB|PRS|SFO//acl:relcl//86 inom//PP//case//91 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//91 kommuner//NN|UTR|PLU|IND|NOM//obl//88 kan//VB|PRS|AKT//aux//95 vara//VB|INF|AKT//cop//95 en//DT|UTR|SIN|IND//det//95 inspirationskälla//NN|UTR|SIN|IND|NOM//ccomp//83 .//MAD//punct//75
22. Våra slutsatser och förslag Dimensioneringen är rätt – effektiviteten kan öka / Organisationen bör förändras och nya organisationsformer prövas;Vi//PN|UTR|PLU|DEF|SUB//nsubj//98 anser//VB|PRS|AKT//parataxis//75 att//SN//mark//108 regeringen//NN|UTR|SIN|DEF|NOM//nsubj:pass//108 i//PP//mark//108 samband//NN|NEU|SIN|IND|NOM//fixed//101 med//PP//fixed//101 att//SN//mark//108 Förvaltningspolitiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//107 kommissionens//NN|UTR|SIN|DEF|GEN//nmod:poss//107 förslag//NN|NEU|SIN|IND|NOM//nsubj:pass//108 utvärderas//VB|PRS|SFO//ccomp//98 bör//VB|PRS|AKT//aux//110 ta//VB|INF|AKT//xcomp//108 med//PL//case//112 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//110 i//PP//case//114 beredningen//NN|UTR|SIN|DEF|NOM//obl//110 .//MAD//punct//26
22. Våra slutsatser och förslag Dimensioneringen är rätt – effektiviteten kan öka / Organisationen bör förändras och nya organisationsformer prövas;Vi//PN|UTR|PLU|DEF|SUB//nsubj//1 anser//VB|PRS|AKT//ROOT//1 även//AB//advmod//1 att//SN//mark//5 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//5 finns//VB|PRS|SFO//ccomp//1 behov//NN|NEU|SIN|IND|NOM//nsubj//5 av//PP//case//10 ett//DT|NEU|SIN|IND//det//10 samlat//PC|PRF|NEU|SIN|IND|NOM//amod//10 gränsregelverk//NN|NEU|SIN|IND|NOM//nmod//6 för//PP//case//13 de//DT|UTR/NEU|PLU|DEF//det//13 myndigheter//NN|UTR|PLU|IND|NOM//nmod//10 som//HP|-|-|-//nsubj//15 arbetar//VB|PRS|AKT//acl:relcl//13 vid//PP//case//17 gräns//NN|UTR|SIN|IND|NOM//obl//15 (//PAD//punct//17 sidan//NN|UTR|SIN|DEF|NOM//nmod//20 143//RG|NOM//appos//17 )//PAD//punct//1 .//MAD//punct//1
22. Våra slutsatser och förslag Dimensioneringen är rätt – effektiviteten kan öka / Organisationen bör förändras och nya organisationsformer prövas;Vi//PN|UTR|PLU|DEF|SUB//nsubj//26 har//VB|PRS|AKT//aux//26 inte//AB//advmod//26 tagit//VB|SUP|AKT//conj//1 ställning//NN|UTR|SIN|IND|NOM//obj//26 till//PP//mark//33 hur//HA//advmod//33 detta//DT|NEU|SIN|DEF//det//31 regelverk//NN|NEU|SIN|IND|NOM//nsubj//33 bör//VB|PRS|AKT//aux//33 se//VB|INF|AKT//acl//27 ut//PL//compound:prt//33 .//MAD//punct//26
22. Våra slutsatser och förslag Dimensioneringen är rätt – effektiviteten kan öka / Organisationen bör förändras och nya organisationsformer prövas;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//38 kan//VB|PRS|AKT//aux//38 vara//VB|INF|AKT//cop//40 såväl//KN//advmod//40 överenskommelser//NN|UTR|PLU|IND|NOM//xcomp//1 mellan//PP//case//43 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//43 myndigheter//NN|UTR|PLU|IND|NOM//nmod//40 som//KN//mark//45 lag//NN|UTR|SIN|IND|NOM//appos//43 och//KN//cc//49 ///MID//cc//46 eller//KN//cc//49 förordning//NN|UTR|SIN|IND|NOM//conj//45 .//MAD//punct//1

22. Våra slutsatser och förslag Dimensioneringen är rätt – effektiviteten kan öka / Partsammansatta råd bör komplettera styrelsen för Tullverket;Våra//PS|UTR/NEU|PLU|DEF//nmod:poss//1 förslag//NN|NEU|PLU|IND|NOM//nsubj//2 är//VB|PRS|AKT//ROOT//2 ://MID//punct//2
22. Våra slutsatser och förslag Dimensioneringen är rätt – effektiviteten kan öka / Partsammansatta råd bör komplettera styrelsen för Tullverket;att//SN//mark//9 verkschefen//NN|UTR|SIN|DEF|NOM//nsubj//9 ej//AB//advmod//9 bör//VB|PRS|AKT//aux//9 vara//VB|INF|AKT//cop//9 ordförande//NN|UTR|SIN|IND|NOM//ccomp//2 i//PP//case//11 styrelsen//NN|UTR|SIN|DEF|NOM//obl//9 .//MAD//punct//9
