7 Särskilt beträffande kulturinstitutioner ;Kommitténs//NN|UTR|SIN|DEF|GEN//nmod:poss//1 förslag//NN|NEU|SIN|IND|NOM//nsubj:pass//8 ://MID//punct//1
7.2.1 Synpunkter från Kungliga Dramatiska Teatern AB;För//PP//case//16 närvarande//NN|NEU|SIN|IND|NOM//obl//17 pågår//VB|PRS|AKT//conj//3 emellertid//AB//advmod//17 inga//DT|UTR/NEU|PLU|IND//det//20 förhandlingar//NN|UTR|PLU|IND|NOM//nsubj//17 i//PP//case//22 avvaktan//NN|UTR|SIN|IND|NOM//nmod//20 på//PP//case//25 kommitténs//NN|UTR|SIN|DEF|GEN//nmod:poss//25 ställningstagande//NN|NEU|SIN|IND|NOM//obl//17 .//MAD//punct//3
7.2.1 Synpunkter från Kungliga Dramatiska Teatern AB;Dramaten//PM|NOM//nsubj//1 betalar//VB|PRS|AKT//ROOT//1 hyra//NN|UTR|SIN|IND|NOM//xcomp//1 enligt//PP//case//5 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 avtal//NN|NEU|SIN|IND|NOM//obl//2 med//PP//case//7 avdrag//NN|NEU|SIN|IND|NOM//nmod//5 för//PP//case//9 den//DT|UTR|SIN|DEF//nmod//7 av//PP//case//11 regeringen//NN|UTR|SIN|DEF|NOM//nmod//9 beslutade//VB|PRT|AKT//advcl//1 hyressänkningen//NN|UTR|SIN|DEF|NOM//obj//12 .//MAD//punct//1
7.2.1 Synpunkter från Kungliga Dramatiska Teatern AB;SFV//PM|NOM//nsubj//20 ://MID//punct//15 s//NN|AN//case//19 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 förslag//NN|NEU|PLU|IND|NOM//nsubj//20 innebär//VB|PRS|AKT//parataxis//1 en//DT|UTR|SIN|IND//det//22 ökning//NN|UTR|SIN|IND|NOM//obj//20 av//PP//case//24 hyran//NN|UTR|SIN|DEF|NOM//nmod//22 med//PP//case//28 2,7//RG|NOM//nummod//27 miljoner//NN|UTR|PLU|IND|NOM//nmod//28 kronor//NN|UTR|PLU|IND|NOM//nmod//22 .//MAD//punct//20
7.2.1 Synpunkter från Kungliga Dramatiska Teatern AB;Anledningen//NN|UTR|SIN|DEF|NOM//appos//20 till//PP//case//32 höjningen//NN|UTR|SIN|DEF|NOM//nmod//30 är//VB|PRS|AKT//cop//30 att//SN//mark//37 omkostnadsbudgeten//NN|UTR|SIN|DEF|NOM//nsubj//37 inte//AB//advmod//37 ryms//VB|PRS|SFO//acl//30 inom//PP//case//41 den//DT|UTR|SIN|DEF//det//41 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//41 hyran//NN|UTR|SIN|DEF|NOM//obl//37 .//MAD//punct//20
7.2.1 Synpunkter från Kungliga Dramatiska Teatern AB;Enligt//PP//case//2 Dramatens//PM|GEN//nmod:poss//2 uppfattning//NN|UTR|SIN|IND|NOM//obl//6 är//VB|PRS|AKT//cop//6 det//DT|NEU|SIN|DEF//det//6 uppställda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//6 avkastningskravet//NN|NEU|SIN|DEF|NOM//nsubj//18 för//AB//advmod//8 högt//JJ|POS|NEU|SIN|IND|NOM//advmod//6 .//MID//punct//6
7.2.1 Synpunkter från Kungliga Dramatiska Teatern AB;En//DT|UTR|SIN|IND//det//12 marknadsmässig//JJ|POS|UTR|SIN|IND|NOM//amod//12 avkastning//NN|UTR|SIN|IND|NOM//appos//6 på//PP//case//16 ca//AB|AN//advmod//15 fyra//RG|NOM//nummod//16 procent//NN|UTR|PLU|IND|NOM//nmod//12 bör//VB|PRS|AKT//aux//18 utgå//VB|INF|AKT//ROOT//18 enligt//PP//case//21 Dramatens//PM|GEN//nmod:poss//21 uppfattning//NN|UTR|SIN|IND|NOM//obl//18 .//MAD//punct//18
7.2.1 Synpunkter från Kungliga Dramatiska Teatern AB;Enligt//PP//case//25 Dramatens//PM|GEN//nmod:poss//25 uppfattning//NN|UTR|SIN|IND|NOM//obl//29 skall//VB|PRS|AKT//aux//29 avkastning//NN|UTR|SIN|IND|NOM//nsubj//29 endast//AB//advmod//29 utgå//VB|INF|AKT//conj//18 på//PP//compound:prt//29 av//PP//case//32 Byggnadsstyrelsen//PM|NOM//obl//35 och//KN//cc//34 SFV//PM|NOM//conj//32 bekostade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//29 nyinvesteringar//NN|UTR|PLU|IND|NOM//obj//35 i//PP//case//38 byggnaden//NN|UTR|SIN|DEF|NOM//obl//35 ,//MID//punct//44 eftersom//SN//mark//44 byggnad//NN|UTR|SIN|IND|NOM//nsubj:pass//44 och//KN//cc//43 mark//NN|UTR|SIN|IND|NOM//conj//41 betalades//VB|PRT|SFO//advcl//35 med//PP//case//46 lotterimedel//NN|NEU|PLU|IND|NOM//obl//44 och//KN//cc//48 ingångsvärdet//NN|NEU|SIN|DEF|NOM//conj//46 för//PP//case//50 staten//NN|UTR|SIN|DEF|NOM//nmod//48 därför//AB//advmod//54 var//VB|PRT|AKT//cop//54 0//RG|NOM//nummod//54 kronor//NN|UTR|PLU|IND|NOM//conj//44 .//MAD//punct//18
7.2.1 Synpunkter från Kungliga Dramatiska Teatern AB;Det//DT|NEU|SIN|DEF//det//58 nyss//AB//advmod//58 sagda//PC|PRF|UTR/NEU|SIN|DEF|NOM//nsubj:pass//60 har//VB|PRS|AKT//aux//60 framförts//VB|SUP|SFO//parataxis//18 i//PP//case//63 särskilt//PC|PRF|NEU|SIN|IND|NOM//amod//63 brev//NN|NEU|SIN|IND|NOM//obl//60 till//PP//case//65 regeringen//NN|UTR|SIN|DEF|NOM//nmod//63 .//MAD//punct//18
7.2.1 Synpunkter från Kungliga Dramatiska Teatern AB;SFV//PM|NOM//nsubj//8 och//KN//cc//2 Dramaten//PM|NOM//conj//0 har//VB|PRS|AKT//aux//8 i//PP//advmod//8 stort//AB//fixed//4 sett//PC|PRF|NEU|SIN|IND|NOM//fixed//4 en//DT|UTR|SIN|IND//det//8 samsyn//NN|UTR|SIN|IND|NOM//ROOT//8 när//HA//mark//11 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//11 gäller//VB|PRS|AKT//advcl//8 hur//HA//advmod//18 konstruktionen//NN|UTR|SIN|DEF|NOM//nsubj//18 av//PP//case//16 en//DT|UTR|SIN|IND//det//16 kostnadshyresmodell//NN|UTR|SIN|IND|NOM//nmod//13 skall//VB|PRS|AKT//aux//18 se//VB|INF|AKT//ccomp//11 ut//PL//compound:prt//18 .//MAD//punct//8
7.2.1 Synpunkter från Kungliga Dramatiska Teatern AB;En//DT|UTR|SIN|IND//det//22 överenskommelse//NN|UTR|SIN|IND|NOM//nsubj//27 om//PP//case//24 kostnadshyra//NN|UTR|SIN|IND|NOM//nmod//22 är//VB|PRS|AKT//cop//27 därför//AB//advmod//27 möjlig//JJ|POS|UTR|SIN|IND|NOM//parataxis//8 enligt//PP//case//29 Dramaten//PM|NOM//obl//27 så//AB//advmod//31 snart//AB|POS//advmod//37 de//DT|UTR/NEU|PLU|DEF//det//35 återstående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//35 huvudsakliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 tvistefrågorna//NN|UTR|PLU|DEF|NOM//nsubj//37 är//VB|PRS|AKT//cop//37 lösta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//27 .//MAD//punct//8
7.2.1 Synpunkter från Kungliga Dramatiska Teatern AB;Vad//HP|NEU|SIN|IND//nsubj//1 gäller//VB|PRS|AKT//advcl//4 löpande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//3 underhåll//NN|NEU|SIN|IND|NOM//obj//1 regleras//VB|PRS|SFO//ROOT//4 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//4 på//PP//case//9 ett//DT|NEU|SIN|IND//det//9 tillfredställande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 sätt//NN|NEU|SIN|IND|NOM//obl//4 i//PP//case//11 förslag//NN|NEU|SIN|IND|NOM//nmod//9 till//PP//case//13 hyresavtal//NN|NEU|SIN|IND|NOM//nmod//11 .//MAD//punct//4
7.2.1 Synpunkter från Kungliga Dramatiska Teatern AB;Frågan//NN|UTR|SIN|DEF|NOM//nsubj//25 om//PP//case//18 eftersatt//PC|PRF|NEU|SIN|IND|NOM//amod//18 underhåll//NN|NEU|SIN|IND|NOM//nmod//15 vid//PP//case//21 avtalets//NN|NEU|SIN|DEF|GEN//nmod:poss//21 ingående//NN|NEU|SIN|IND|NOM//nmod//18 är//VB|PRS|AKT//cop//25 däremot//AB//advmod//25 inte//AB//advmod//25 löst//PC|PRF|UTR|SIN|IND|NOM//parataxis//4 .//MAD//punct//4
7.2.1 Synpunkter från Kungliga Dramatiska Teatern AB;I//PP//case//1 avtalsförslaget//NN|NEU|SIN|DEF|NOM//obl//2 regleras//VB|PRS|SFO//ROOT//2 frågan//NN|UTR|SIN|DEF|NOM//nsubj:pass//2 om//PP//case//5 ansvaret//NN|NEU|SIN|DEF|NOM//nmod//3 för//PP//case//8 extraordinära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 underhållsåtgärder//NN|UTR|PLU|IND|NOM//nmod//5 gentemot//PP//case//10 SFV//PM|NOM//nmod//8 ://MID//punct//10 s//NN|NEU|SIN|IND|GEN//amod//13 försäkring//NN|UTR|SIN|IND|NOM//nsubj:pass//2 i//PP//case//15 Kammarkollegiet//NN|NEU|SIN|DEF|NOM//nmod//13 .//MID//punct//2
7.2.1 Synpunkter från Kungliga Dramatiska Teatern AB;Om//SN//mark//20 åtgärden//NN|UTR|SIN|DEF|NOM//nsubj//20 inte//AB//advmod//20 har//VB|PRS|AKT//advcl//28 sin//PS|UTR|SIN|DEF//nmod:poss//22 grund//NN|UTR|SIN|IND|NOM//obj//20 i//PP//case//25 inträffad//PC|PRF|UTR|SIN|IND|NOM//amod//25 skada//NN|UTR|SIN|IND|NOM//obl//20 skall//VB|PRS|AKT//aux//28 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//28 regleras//VB|INF|SFO//parataxis//2 som//KN//mark//31 ett//DT|NEU|SIN|IND//det//31 investeringsbeslut//NN|NEU|SIN|IND|NOM//obl//28 och//KN//cc//36 om//SN//mark//36 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//36 är//VB|PRS|AKT//cop//36 frågan//NN|UTR|SIN|DEF|NOM//conj//28 om//PP//case//40 en//DT|UTR|SIN|IND//det//40 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//40 åtgärd//NN|UTR|SIN|IND|NOM//nmod//36 skall//VB|PRS|AKT//aux//44 båda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//det//43 parter//NN|UTR|PLU|IND|NOM//nsubj//44 lyfta//VB|INF|AKT//conj//2 frågan//NN|UTR|SIN|DEF|NOM//obj//44 till//PP//case//47 regeringen//NN|UTR|SIN|DEF|NOM//obl//44 för//PP//case//49 beslut//NN|NEU|SIN|IND|NOM//obl//44 om//PP//case//53 eventuellt//AB|POS//advmod//52 extra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//53 bidrag//NN|NEU|SIN|IND|NOM//obl//44 .//MAD//punct//2
7.2.1 Synpunkter från Kungliga Dramatiska Teatern AB;Inga//DT|UTR/NEU|PLU|IND//det//2 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//2 insatser//NN|UTR|PLU|IND|NOM//nsubj:pass//3 gjordes//VB|PRT|SFO//ROOT//3 i//PP//mark//9 samband//NN|NEU|SIN|IND|NOM//fixed//4 med//PP//mark//9 att//SN//mark//9 Byggnadsstyrelsen//PM|NOM//nsubj:pass//9 avvecklades//VB|PRT|SFO//advcl//3 .//MAD//punct//3
7.2.1 Synpunkter från Kungliga Dramatiska Teatern AB;Vad//HP|NEU|SIN|IND//obl//1 gäller//VB|PRS|AKT//advcl//6 frågan//NN|UTR|SIN|DEF|NOM//obj//1 om//PP//case//5 eftersatt//PC|PRF|NEU|SIN|IND|NOM//amod//5 underhåll//NN|NEU|SIN|IND|NOM//nmod//2 anser//VB|PRS|AKT//ROOT//6 Dramaten//PM|NOM//nsubj//6 att//SN//mark//12 en//DT|UTR|SIN|IND//det//10 överenskommelse//NN|UTR|SIN|IND|NOM//nsubj//12 måste//VB|PRS|AKT//aux//12 träffas//VB|INF|SFO//acl//7 om//PP//case//14 ansvaret//NN|NEU|SIN|DEF|NOM//obl//12 för//PP//case//17 eftersatt//PC|PRF|NEU|SIN|IND|NOM//amod//17 underhåll//NN|NEU|SIN|IND|NOM//nmod//14 eftersom//SN//mark//24 åtgärdandet//NN|NEU|SIN|DEF|NOM//nsubj//24 av//PP//case//21 detta//PN|NEU|SIN|DEF|SUB/OBJ//nmod//19 kommer//VB|PRS|AKT//aux//24 att//IE//mark//24 påverka//VB|INF|AKT//advcl//12 både//KN//cc//26 hyresnivån//NN|UTR|SIN|DEF|NOM//obj//24 och//KN//cc//28 möjligheten//NN|UTR|SIN|DEF|NOM//conj//26 att//IE//mark//30 ta//VB|INF|AKT//acl//28 hand//NN|UTR|SIN|IND|NOM//compound:prt//30 om//PP//case//34 löpande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//34 underhåll//NN|NEU|SIN|IND|NOM//obl//30 .//MAD//punct//6
7.2.1 Synpunkter från Kungliga Dramatiska Teatern AB;Eftersom//SN//mark//40 SFV//PM|NOM//nsubj//40 ensidigt//AB|POS//advmod//40 kunnat//VB|SUP|AKT//aux//40 bestämma//VB|INF|AKT//advcl//54 om//PP//mark//45 vilka//HD|UTR/NEU|PLU|IND//det//43 fastigheter//NN|UTR|PLU|IND|NOM//dislocated//45 som//HP|-|-|-//nsubj//45 åtnjutit//VB|SUP|AKT//ccomp//40 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//47 insatser//NN|UTR|PLU|IND|NOM//obj//45 och//KN//cc//49 finansieringen//NN|UTR|SIN|DEF|NOM//conj//47 av//PP//case//51 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nmod//49 är//VB|PRS|AKT//cop//54 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//54 orimligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//6 att//SN//mark//60 hyresgästen//NN|UTR|SIN|DEF|NOM//nsubj//60 sedan//AB//advmod//58 ensidigt//AB|POS//advmod//60 ska//VB|PRS|AKT//aux//60 ta//VB|INF|AKT//csubj//54 konsekvenserna//NN|UTR|PLU|DEF|NOM//obj//60 av//PP//case//64 dessa//DT|UTR/NEU|PLU|DEF//det//64 beslut//NN|NEU|PLU|IND|NOM//nmod//61 när//HA//mark//67 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//67 övergår//VB|PRS|AKT//advcl//60 till//PP//case//70 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//70 avtalsformer//NN|UTR|PLU|IND|NOM//obl//67 .//MAD//punct//6
7.2.1 Synpunkter från Kungliga Dramatiska Teatern AB;SFV//PM|NOM//nsubj//2 bör//VB|PRS|AKT//aux//2 avsätta//VB|INF|AKT//ROOT//2 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//4 medel//NN|NEU|PLU|IND|NOM//obj//2 för//PP//case//6 bekostande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//2 av//PP//case//8 reparationer//NN|UTR|PLU|IND|NOM//nmod//6 för//PP//case//11 eftersatt//PC|PRF|NEU|SIN|IND|NOM//amod//11 underhåll//NN|NEU|SIN|IND|NOM//nmod//8 .//MAD//punct//2
7.2.1 Synpunkter från Kungliga Dramatiska Teatern AB;Avtalet//NN|NEU|SIN|DEF|NOM//nsubj:pass//16 med//PP//case//15 hyresgästen//NN|UTR|SIN|DEF|NOM//nmod//13 upprättas//VB|PRS|SFO//parataxis//2 därefter//AB//advmod//16 enbart//AB//advmod//16 på//PP//case//23 grundval//NN|NEU|SIN|IND|NOM//fixed//19 av//PP//fixed//19 löpande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//23 underhållsplan//NN|UTR|SIN|IND|NOM//obl//16 .//MAD//punct//16
7.2.1 Synpunkter från Kungliga Dramatiska Teatern AB;De//DT|UTR/NEU|PLU|DEF//det//1 åtgärder//NN|UTR|PLU|IND|NOM//nsubj//17 som//HP|-|-|-//nsubj//3 behöver//VB|PRS|AKT//acl:relcl//1 vidtas//VB|INF|SFO//xcomp//3 är//VB|PRS|AKT//cop//17 installation//NN|UTR|SIN|IND|NOM//nsubj//17 av//PP//case//9 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//9 brandlarm//NN|NEU|SIN|IND|NOM//nmod//6 ,//MID//punct//11 omläggning//NN|UTR|SIN|IND|NOM//conj//6 av//PP//case//13 tak//NN|NEU|SIN|IND|NOM//nmod//11 ,//MID//punct//15 reparation//NN|UTR|SIN|IND|NOM//conj//13 av//PP//case//15 el//NN|UTR|SIN|IND|NOM//ROOT//17 och//KN//cc//19 VVS//PM|NOM//conj//17 .//MAD//punct//17
7.2.1 Synpunkter från Kungliga Dramatiska Teatern AB;Kostnaderna//NN|UTR|PLU|DEF|NOM//nsubj:pass//5 för//PP//case//3 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//3 brandlarm//NN|NEU|SIN|IND|NOM//nmod//0 kan//VB|PRS|AKT//aux//5 beräknas//VB|INF|SFO//ROOT//5 till//PP//case//9 3//RG|NOM//nummod//8 miljoner//NN|UTR|PLU|IND|NOM//nmod//9 kronor//NN|UTR|PLU|IND|NOM//obl//5 ,//MID//punct//11 omläggning//NN|UTR|SIN|IND|NOM//conj//9 av//PP//case//13 tak//NN|NEU|SIN|IND|NOM//nmod//11 beräknas//VB|PRS|SFO//conj//5 kosta//VB|INF|AKT//xcomp//14 2,5//RG|NOM//nummod//17 miljoner//NN|UTR|PLU|IND|NOM//nmod//18 kronor//NN|UTR|PLU|IND|NOM//obj//15 .//MAD//punct//5
7.2.1 Synpunkter från Kungliga Dramatiska Teatern AB;Vad//HP|NEU|SIN|IND//nsubj//1 gäller//VB|PRS|AKT//advcl//5 underhållsplanerna//NN|UTR|PLU|DEF|NOM//nsubj//1 är//VB|PRS|AKT//cop//5 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//5 upprättade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ROOT//5 gemensamt//AB|POS//advmod//5 och//KN//cc//10 insynen//NN|UTR|SIN|DEF|NOM//nsubj//10 är//VB|PRS|AKT//cop//10 god//JJ|POS|UTR|SIN|IND|NOM//conj//5 .//MAD//punct//5
7.2.1 Synpunkter från Kungliga Dramatiska Teatern AB;Under//PP//case//1 förutsättning//NN|UTR|SIN|IND|NOM//obl//35 att//SN//mark//4 SFV//PM|NOM//nsubj//4 tar//VB|PRS|AKT//csubj//1 på//PL//compound:prt//4 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//4 ansvaret//NN|NEU|SIN|DEF|NOM//obj//4 för//PP//case//10 eftersatt//PC|PRF|NEU|SIN|IND|NOM//amod//10 underhåll//NN|NEU|SIN|IND|NOM//obl//4 och//KN//cc//12 frågan//NN|UTR|SIN|DEF|NOM//conj//10 om//PP//mark//16 avkastningskravet//NN|NEU|SIN|DEF|NOM//nsubj//16 är//VB|PRS|AKT//cop//16 löst//JJ|POS|NEU|SIN|IND|NOM//nmod//12 samt//KN//cc//20 att//SN//mark//20 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//20 kompenserar//VB|PRS|AKT//conj//1 Dramaten//PM|NOM//obj//20 för//PP//case//25 den//DT|UTR|SIN|DEF//det//25 faktiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//25 hyresökning//NN|UTR|SIN|IND|NOM//obl//20 som//HP|-|-|-//obj//28 avtalet//NN|NEU|SIN|DEF|NOM//nsubj//28 resulterar//VB|PRS|AKT//acl:relcl//25 i//PP//case//28 ,//MID//punct//1 kan//VB|PRS|AKT//aux//35 ett//DT|NEU|SIN|IND//det//34 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//34 avtal//NN|NEU|SIN|IND|NOM//nsubj:pass//35 tecknas//VB|PRS|SFO//ROOT//35 .//MAD//punct//35

7.2.2 Synpunkter från Kungliga Operan AB;Operan//NN|UTR|SIN|DEF|NOM//nsubj:pass//1 gottskrevs//VB|PRS|SFO//ROOT//1 för//PP//case//5 6,5//RG|NOM//nummod//4 miljoner//NN|UTR|PLU|IND|NOM//nmod//5 kronor//NN|UTR|PLU|IND|NOM//obl//1 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//7 hyra//NN|UTR|SIN|IND|NOM//xcomp//1 i//PP//mark//13 samband//NN|NEU|SIN|IND|NOM//fixed//8 med//PP//fixed//8 att//SN//mark//13 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//13 fattade//VB|PRT|AKT//advcl//1 beslut//NN|NEU|SIN|IND|NOM//obj//13 om//PP//case//16 kostnadshyressättning//NN|UTR|SIN|IND|NOM//obl//13 .//MAD//punct//1
7.2.2 Synpunkter från Kungliga Operan AB;Förhandlingar//NN|UTR|PLU|IND|NOM//nsubj:pass//26 angående//PP//case//21 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//21 hyresavtal//NN|NEU|SIN|IND|NOM//nmod//18 mellan//PP//case//23 SFV//PM|NOM//nmod//21 och//KN//cc//25 Operan//PM|NOM//conj//23 påbörjades//VB|PRT|SFO//parataxis//1 direkt//AB|POS//advmod//26 efter//PP//mark//31 att//SN//mark//31 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//31 beslutat//VB|SUP|AKT//advcl//26 om//PP//case//33 kostnadshyressättning//NN|UTR|SIN|IND|NOM//obl//31 .//MAD//punct//1
7.2.2 Synpunkter från Kungliga Operan AB;Under//PP//case//2 våren//NN|UTR|SIN|DEF|NOM//nmod//2 2003//RG|NOM//obl//8 var//VB|PRT|AKT//cop//8 Operan//PM|NOM//nsubj//8 och//KN//cc//6 SFV//PM|NOM//conj//4 huvudsakligen//AB//advmod//8 överens//PL//ROOT//8 om//PP//case//10 innehållet//NN|NEU|SIN|DEF|NOM//obl//8 i//PP//case//14 ett//DT|NEU|SIN|IND//det//14 kommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//14 hyresavtal//NN|NEU|SIN|IND|NOM//nmod//10 .//MAD//punct//8
7.2.2 Synpunkter från Kungliga Operan AB;Parterna//NN|UTR|PLU|DEF|NOM//nsubj//19 var//VB|PRT|AKT//cop//19 dock//AB//advmod//19 oeniga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//parataxis//8 beträffande//PP//mark//28 hur//HA//advmod//28 problemen//NN|NEU|PLU|DEF|NOM//nsubj:pass//28 med//PP//case//24 klimatanläggningen//NN|UTR|SIN|DEF|NOM//nmod//22 i//PP//case//26 Operahuset//NN|NEU|SIN|DEF|NOM//nmod//24 skulle//VB|PRT|AKT//aux//28 lösas//VB|INF|SFO//advcl//19 .//MAD//punct//32
7.2.2 Synpunkter från Kungliga Operan AB;Denna//DT|UTR|SIN|DEF//det//31 oenighet//NN|UTR|SIN|IND|NOM//nsubj//32 består//VB|PRS|AKT//parataxis//19 och//KN//cc//39 något//DT|NEU|SIN|IND//det//35 hyreskontrakt//NN|NEU|SIN|IND|NOM//nsubj:pass//39 har//VB|PRS|AKT//aux//39 ännu//AB//advmod//39 inte//AB//advmod//39 tecknats//VB|SUP|SFO//conj//32 .//MAD//punct//19
7.2.2 Synpunkter från Kungliga Operan AB;Operan//NN|UTR|SIN|DEF|NOM//nsubj//43 har//VB|PRS|AKT//aux//43 framfört//VB|SUP|AKT//parataxis//19 att//SN//mark//63 det//DT|NEU|SIN|DEF//det//47 bristfälliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//47 klimatet//NN|NEU|SIN|DEF|NOM//nsubj//63 i//PP//case//49 Operahuset//NN|NEU|SIN|DEF|NOM//nmod//47 för//VB|PRS|AKT//case//54 med//PP//case//52 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//fixed//50 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//54 olägenheter//NN|UTR|PLU|IND|NOM//nmod//47 för//PP//case//56 artister//NN|UTR|PLU|IND|NOM//nmod//54 och//KN//cc//59 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//59 anställda//NN|UTR|PLU|IND|NOM//conj//56 .//MAD//punct//47
7.2.2 Synpunkter från Kungliga Operan AB;Dyrbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//62 instrument//NN|NEU|PLU|IND|NOM//nsubj//63 riskerar//VB|PRS|AKT//ccomp//43 enligt//PP//case//65 Operan//PM|NOM//obl//63 att//IE//mark//67 förstöras//VB|INF|SFO//xcomp//63 eftersom//SN//mark//75 temperaturen//NN|UTR|SIN|DEF|NOM//nsubj//75 och//KN//cc//71 luftfuktighetsförhållandena//NN|NEU|PLU|DEF|NOM//conj//69 inte//AB//advmod//75 är//VB|PRS|AKT//cop//75 de//DT|UTR/NEU|PLU|DEF//nsubj//75 rätta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advcl//67 .//MAD//punct//43
7.2.2 Synpunkter från Kungliga Operan AB;Operan//PM|NOM//nsubj//80 har//VB|PRS|AKT//aux//80 därför//AB//advmod//80 beslutat//VB|SUP|AKT//parataxis//43 att//IE//mark//82 innehålla//VB|INF|AKT//xcomp//80 15//RG|NOM//nummod//84 procent//NN|UTR|PLU|IND|NOM//obj//82 av//PP//case//86 hyran//NN|UTR|SIN|DEF|NOM//nmod//84 genom//PP//case//88 insättning//NN|UTR|SIN|IND|NOM//obl//82 på//PP//case//91 ett//DT|NEU|SIN|IND//det//91 konto//NN|NEU|SIN|IND|NOM//nmod//88 hos//PP//case//93 länsstyrelsen//NN|UTR|SIN|DEF|NOM//nmod//91 .//MAD//punct//80
7.2.2 Synpunkter från Kungliga Operan AB;SFV//PM|NOM//nsubj//97 har//VB|PRS|AKT//aux//97 framfört//VB|SUP|AKT//conj//80 att//SN//mark//100 verket//NN|NEU|SIN|DEF|NOM//nsubj//100 instämmer//VB|PRS|AKT//ccomp//97 i//PP//mark//105 att//SN//mark//105 klimatet//NN|NEU|SIN|DEF|NOM//nsubj:pass//105 bör//VB|PRS|AKT//aux//105 förbättras//VB|INF|SFO//ccomp//100 ,//MID//punct//109 men//KN//cc//109 verket//NN|NEU|SIN|DEF|NOM//nsubj//109 anser//VB|PRS|AKT//conj//100 att//SN//mark//114 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//114 är//VB|PRS|AKT//cop//114 Operans//PM|GEN//nmod:poss//114 sak//NN|UTR|SIN|IND|NOM//ccomp//109 att//IE//mark//116 bekosta//VB|INF|AKT//csubj//114 förbättringsarbetet//NN|NEU|SIN|DEF|NOM//obj//116 eftersom//SN//mark//120 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//120 råder//VB|PRS|AKT//advcl//114 kostnadshyressättning//NN|UTR|SIN|IND|NOM//nsubj//120 .//MAD//punct//97
