7 Särskilt beträffande kulturinstitutioner ;Kommitténs//NN|UTR|SIN|DEF|GEN//nmod:poss//1 förslag//NN|NEU|SIN|IND|NOM//nsubj:pass//8 ://MID//punct//1
11.4 Motionen till riksdagen;Marknadspriserna//NN|UTR|PLU|DEF|NOM//nsubj//5 i//PP//case//4 framför//PP//case//4 allt//PN|NEU|SIN|IND|SUB/OBJ//det//4 kustområdena//NN|NEU|PLU|DEF|NOM//nmod//0 ger//VB|PRS|AKT//ROOT//5 i//PP//advmod//5 dag//NN|UTR|SIN|IND|NOM//fixed//6 inga//DT|UTR/NEU|PLU|IND//det//9 skärgårdsbor//NN|UTR|PLU|IND|NOM//nmod//10 möjlighet//NN|UTR|SIN|IND|NOM//obj//5 att//IE//mark//12 förvärva//VB|INF|AKT//acl//10 marken//NN|UTR|SIN|DEF|NOM//obj//12 för//PP//case//15 bostads-//NN|UTR|-|-|SMS//obl//12 eller//KN//cc//17 näringsverksamhet//NN|UTR|SIN|IND|NOM//conj//15 .//MID//punct//5
11.4 Motionen till riksdagen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//22 är//VB|PRS|AKT//cop//22 också//AB//advmod//22 tveksamt//JJ|POS|NEU|SIN|IND|NOM//conj//5 att//SN//mark//25 staten//NN|UTR|SIN|DEF|NOM//nsubj//25 säljer//VB|PRS|AKT//csubj//22 ut//PL//compound:prt//25 dessa//DT|UTR/NEU|PLU|DEF//det//28 områden//NN|NEU|PLU|IND|NOM//obj//25 och//KN//cc//30 privatiserar//VB|PRS|AKT//conj//25 denna//DT|UTR|SIN|DEF//det//32 typ//NN|UTR|SIN|IND|NOM//obj//30 av//PP//case//36 allmänt//AB|POS//advmod//35 ägd//PC|PRF|UTR|SIN|IND|NOM//amod//36 mark//NN|UTR|SIN|IND|NOM//nmod//32 innan//SN//mark//39 prövning//NN|UTR|SIN|IND|NOM//nsubj//39 skett//VB|SUP|AKT//advcl//30 gentemot//PP//case//43 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//43 angelägna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//43 samhällsmål//NN|NEU|PLU|IND|NOM//obl//39 ,//MID//punct//43 såsom//KN//mark//46 naturvårdsskäl//NN|NEU|PLU|IND|NOM//appos//43 ,//MID//punct//48 utveckling//NN|UTR|SIN|IND|NOM//conj//46 av//PP//case//50 friluftsliv//NN|NEU|SIN|IND|NOM//nmod//48 och//KN//cc//52 turism//NN|UTR|SIN|IND|NOM//conj//50 .//MAD//punct//5
11.4 Motionen till riksdagen;Ändrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//1 riktlinjer//NN|UTR|PLU|IND|NOM//nsubj//5 enligt//PP//case//4 motionens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 förslag//NN|NEU|SIN|IND|NOM//nmod//1 ger//VB|PRS|AKT//ROOT//5 samhällsekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//7 nytta//NN|UTR|SIN|IND|NOM//obj//5 genom//PP//case//10 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//10 arbetstillfällen//NN|NEU|PLU|IND|NOM//obl//5 inom//PP//case//13 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//13 områden//NN|NEU|PLU|IND|NOM//obl//5 .//MAD//punct//5


11.5.1 Skärgårdsstiftelsen;Skärgårdsstiftelsen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 skrivit//VB|SUP|AKT//ROOT//2 till//PP//case//4 kommittén//NN|UTR|SIN|DEF|NOM//obl//2 med//PP//case//6 anledning//NN|UTR|SIN|IND|NOM//obl//2 av//PP//case//11 den//DT|UTR|SIN|DEF//det//11 ovan//AB//advmod//10 refererade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//11 motionen//NN|UTR|SIN|DEF|NOM//nmod//6 .//MAD//punct//2
11.5.1 Skärgårdsstiftelsen;Stiftelsen//NN|UTR|SIN|DEF|NOM//nsubj//14 stöder//VB|PRS|AKT//parataxis//2 motionens//NN|UTR|SIN|DEF|GEN//nmod:poss//16 innebörd//NN|UTR|SIN|IND|NOM//obj//14 att//SN//mark//20 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//20 bör//VB|PRS|AKT//aux//20 övervägas//VB|INF|SFO//ccomp//14 om//SN//case//22 hänsyn//NN|UTR|SIN|IND|NOM//obl//20 till//PP//case//26 det//DT|NEU|SIN|DEF//det//26 rörliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//26 friluftslivet//NN|NEU|SIN|DEF|NOM//nmod//22 och//KN//cc//28 turistnäringen//NN|UTR|SIN|DEF|NOM//conj//26 kan//VB|PRS|AKT//aux//31 vara//VB|INF|AKT//cop//31 skäl//NN|NEU|SIN|IND|NOM//conj//20 att//IE//mark//33 behålla//VB|INF|AKT//acl//31 mark//NN|UTR|SIN|IND|NOM//obj//33 i//PP//case//37 statlig//JJ|POS|UTR|SIN|IND|NOM//amod//37 ägo//NN|-|-|-|-//obl//33 .//MAD//punct//14
11.5.1 Skärgårdsstiftelsen;Stiftelsen//NN|UTR|SIN|DEF|NOM//nsubj//41 har//VB|PRS|AKT//aux//41 anfört//VB|SUP|AKT//parataxis//14 bl.a.//AB|AN//advmod//41 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obj//41 .//MAD//punct//41
11.5.1 Skärgårdsstiftelsen;Skärgårdsstiftelsen//NN|UTR|SIN|DEF|NOM//nsubj:pass//46 bildades//VB|PRT|SFO//parataxis//41 år//NN|NEU|SIN|IND|NOM//nmod//48 1959//RG|NOM//obl//46 och//KN//cc//50 stiftare//NN|UTR|SIN|IND|NOM//conj//46 var//VB|PRT|AKT//cop//54 Stockholms//PM|GEN//nmod:poss//53 läns//NN|NEU|SIN|IND|GEN//nmod:poss//54 landsting//NN|NEU|SIN|IND|NOM//xcomp//46 ,//MID//punct//57 Stockholms//PM|GEN//nmod:poss//57 stad//NN|UTR|SIN|IND|NOM//conj//54 samt//KN//cc//59 staten//NN|UTR|SIN|DEF|NOM//conj//54 genom//PP//case//61 Länsstyrelsen//NN|UTR|SIN|DEF|NOM//nmod//59 i//PP//case//64 Stockholms//PM|GEN//nmod:poss//64 län//NN|NEU|SIN|IND|NOM//nmod//61 .//MAD//punct//54
11.5.1 Skärgårdsstiftelsen;Stiftelsens//NN|UTR|SIN|DEF|GEN//nmod:poss//67 fastighetsförvärv//NN|NEU|PLU|IND|NOM//nsubj//69 har//VB|PRS|AKT//aux//69 skett//VB|SUP|AKT//conj//46 i//PP//case//72 bestämda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//72 syften//NN|NEU|PLU|IND|NOM//obl//69 .//MAD//punct//46
11.5.1 Skärgårdsstiftelsen;Flertalet//NN|NEU|SIN|DEF|NOM//nmod//75 fastigheter//NN|UTR|PLU|IND|NOM//nsubj:pass//77 har//VB|PRS|AKT//aux//77 köpts//VB|SUP|SFO//parataxis//46 för//PP//mark//80 att//IE//mark//80 hindra//VB|INF|AKT//advcl//77 exploatering//NN|UTR|SIN|IND|NOM//obj//80 ,//MID//punct//85 och//KN//cc//85 att//IE//mark//85 ge//VB|INF|AKT//conj//46 det//DT|NEU|SIN|DEF//det//88 rörliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//88 friluftslivet//NN|NEU|SIN|DEF|NOM//iobj//85 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//90 möjligheter//NN|UTR|PLU|IND|NOM//obj//85 att//IE//mark//92 utvecklas//VB|INF|SFO//acl//90 .//MAD//punct//14
11.5.1 Skärgårdsstiftelsen;När//HA//mark//4 Stockholms//PM|GEN//nmod:poss//2 stads//NN|UTR|SIN|IND|GEN//nmod:poss//3 skärgårdsmark//NN|UTR|PLU|IND|NOM//nsubj:pass//4 överfördes//VB|PRT|SFO//advcl//7 till//PP//case//6 Skärgårdsstiftelsen//NN|UTR|SIN|DEF|NOM//obl//4 ombildades//VB|PRT|SFO//ROOT//7 den//DT|UTR|SIN|DEF//det//10 gamla//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 stiftelsen//NN|UTR|SIN|DEF|NOM//nsubj:pass//7 ,//MID//punct//10 för//PP//mark//15 att//IE//mark//15 bättre//AB|KOM//advmod//15 ansluta//VB|INF|AKT//advcl//7 till//PP//case//18 rådande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 lagstiftning//NN|UTR|SIN|IND|NOM//obl//15 för//PP//case//20 stiftelser//NN|UTR|PLU|IND|NOM//obl//15 .//MID//punct//7
11.5.1 Skärgårdsstiftelsen;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//23 skedde//VB|PRT|AKT//parataxis//7 vid//PP//case//26 årsskiftet//NN|NEU|SIN|DEF|NOM//nmod//26 1997/98//RG|NOM//obl//23 .//MAD//punct//7
11.5.1 Skärgårdsstiftelsen;Skärgårdsstiftelsen//NN|UTR|SIN|DEF|NOM//nsubj//4 i//PP//case//3 Stockholms//PM|GEN//nmod:poss//3 län//NN|NEU|SIN|IND|NOM//nmod//0 äger//VB|PRS|AKT//ROOT//4 och//KN//cc//6 förvaltar//VB|PRS|AKT//conj//4 ca//AB|AN//advmod//8 14//RG|NOM//nummod//9 000//RG|NOM//obl//4 ha//VB|INF|AKT//xcomp//4 mark//NN|UTR|SIN|IND|NOM//obj//10 .//MID//punct//4
11.5.1 Skärgårdsstiftelsen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//17 är//VB|PRS|AKT//cop//17 knappt//JJ|POS|NEU|SIN|IND|NOM//advmod//16 15//RG|NOM//nummod//17 procent//NN|UTR|PLU|IND|NOM//conj//4 av//PP//case//20 all//DT|UTR|SIN|IND/DEF//det//20 mark//NN|UTR|SIN|IND|NOM//nmod//17 i//PP//case//23 Stockholms//PM|GEN//nmod:poss//23 skärgård//NN|UTR|SIN|IND|NOM//nmod//17 ,//MID//punct//17 eller//KN//cc//30 i//PP//case//27 princip//NN|UTR|SIN|IND|NOM//obl//30 all//DT|UTR|SIN|IND/DEF//det//30 samhällsägd//UO//amod//30 mark//NN|UTR|SIN|IND|NOM//conj//17 av//PP//case//32 intresse//NN|NEU|SIN|IND|NOM//nmod//30 för//PP//case//34 friluftslivet//NN|NEU|SIN|DEF|NOM//nmod//32 som//HP|-|-|-//nsubj:pass//39 på//PP//case//38 detta//DT|NEU|SIN|DEF//det//38 sätt//NN|NEU|SIN|IND|NOM//obl//39 samlats//VB|SUP|SFO//acl:relcl//30 under//PP//case//42 en//DT|UTR|SIN|IND//det//42 huvudman//NN|UTR|SIN|IND|NOM//obl//39 .//MAD//punct//4
11.5.1 Skärgårdsstiftelsen;Skärgårdsstiftelsen//NN|UTR|SIN|DEF|NOM//nsubj//1 skriver//VB|PRS|AKT//ROOT//1 att//SN//mark//3 värdefull//JJ|POS|UTR|SIN|IND|NOM//amod//4 mark//NN|UTR|SIN|IND|NOM//obj//1 för//PP//case//8 det//DT|NEU|SIN|DEF//det//8 rörliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//8 friluftslivet//NN|NEU|SIN|DEF|NOM//obl//1 och//KN//cc//10 turismen//NN|UTR|SIN|DEF|NOM//conj//8 finns//VB|PRS|SFO//conj//1 i//PP//advmod//11 dag//NN|UTR|SIN|IND|NOM//fixed//12 i//PP//case//16 statens//NN|UTR|SIN|DEF|GEN//nmod:poss//16 ägo//NN|-|-|-|-//obl//11 ,//MID//punct//11 med//PP//case//20 betydande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//20 delar//NN|UTR|PLU|IND|NOM//obl//11 inom//PP//case//22 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nmod//20 .//MAD//punct//1
11.5.1 Skärgårdsstiftelsen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//27 är//VB|PRS|AKT//cop//27 Skärgårdsstiftelsens//PM|GEN//nmod:poss//27 bedömning//NN|UTR|SIN|IND|NOM//parataxis//1 att//SN//mark//36 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//36 av//PP//case//32 dessa//DT|UTR/NEU|PLU|DEF//det//32 områden//NN|NEU|PLU|IND|NOM//nmod//29 också//AB//advmod//36 är//VB|PRS|AKT//cop//36 mycket//AB|POS//advmod//36 värdefulla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl//27 ur//PP//case//38 naturvårdshänseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//36 .//MID//punct//27
11.5.1 Skärgårdsstiftelsen;Redan//AB//advmod//43 i//PP//advmod//43 dag//NN|UTR|SIN|IND|NOM//fixed//41 utnyttjas//VB|PRS|SFO//parataxis//27 en//DT|UTR|SIN|IND//det//45 del//NN|UTR|SIN|IND|NOM//nsubj:pass//43 av//PP//case//47 försvarsmarken//NN|UTR|SIN|DEF|NOM//nmod//45 för//PP//case//50 dessa//DT|UTR/NEU|PLU|DEF//det//50 ändamål//NN|NEU|PLU|IND|NOM//nmod//47 .//MAD//punct//27
11.5.1 Skärgårdsstiftelsen;Skärgårdsstiftelsen//NN|UTR|SIN|DEF|NOM//nsubj//57 är//VB|PRS|AKT//cop//57 på//PP//case//56 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 sätt//NN|NEU|PLU|IND|NOM//obl//57 engagerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//parataxis//27 i//PP//case//59 driften//NN|UTR|SIN|DEF|NOM//obl//57 av//PP//case//62 dessa//DT|UTR/NEU|PLU|DEF//det//62 områden//NN|NEU|PLU|IND|NOM//nmod//59 .//MAD//punct//57
11.5.1 Skärgårdsstiftelsen;Skärgårdsstiftelsen//NN|UTR|SIN|DEF|NOM//nsubj//65 har//VB|PRS|AKT//conj//57 ett//DT|NEU|SIN|IND//det//68 primärt//JJ|POS|NEU|SIN|IND|NOM//amod//68 intresse//NN|NEU|SIN|IND|NOM//obj//65 av//PP//mark//77 att//SN//mark//77 dessa//DT|UTR/NEU|PLU|DEF//det//72 områden//NN|NEU|PLU|IND|NOM//nsubj:pass//77 även//AB//advmod//75 i//PP//case//75 framtiden//NN|UTR|SIN|DEF|NOM//obl//77 kan//VB|PRS|AKT//aux//77 nyttjas//VB|INF|SFO//acl//68 av//PP//case//79 allmänheten//NN|UTR|SIN|DEF|NOM//obl:agent//77 på//PP//case//82 samma//DT|UTR/NEU|SIN/PLU|IND//det//82 sätt//NN|NEU|SIN|IND|NOM//obl//77 som//KN//mark//84 i//PP//acl//82 dag//NN|UTR|SIN|IND|NOM//fixed//84 .//MAD//punct//57

11.5.2 Lantbrukarnas Riksförbund;Lantbrukarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//1 riksförbund//NN|NEU|SIN|IND|NOM//nsubj//6 (//PAD//punct//1 LRF//PM|NOM//appos//1 )//PAD//punct//1 har//VB|PRS|AKT//aux//6 framfört//VB|SUP|AKT//ROOT//6 att//SN//mark//9 förbundet//NN|NEU|SIN|DEF|NOM//nsubj//9 anser//VB|PRS|AKT//ccomp//6 att//SN//mark//14 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//12 markägare//NN|UTR|PLU|IND|NOM//nsubj//14 skall//VB|PRS|AKT//aux//14 ha//VB|INF|AKT//ccomp//9 återköpsrätt//NN|UTR|SIN|IND|NOM//obj//14 vid//PP//case//19 en//DT|UTR|SIN|IND//det//19 eventuell//JJ|POS|UTR|SIN|IND|NOM//amod//19 avyttring//NN|UTR|SIN|IND|NOM//obl//14 och//KN//cc//24 att//SN//mark//24 återköpsvärdet//NN|NEU|SIN|DEF|NOM//nsubj:pass//24 skall//VB|PRS|AKT//aux//24 beräknas//VB|INF|SFO//conj//14 med//PP//case//28 utgångspunkt//NN|UTR|SIN|IND|NOM//fixed//25 från//PP//fixed//25 vad//HP|NEU|SIN|IND//obl//32 staten//NN|UTR|SIN|DEF|NOM//nsubj//32 en//DT|UTR|SIN|IND//det//31 gång//NN|UTR|SIN|IND|NOM//obl//32 betalade//VB|PRT|AKT//ccomp//24 för//PP//case//34 marken//NN|UTR|SIN|DEF|NOM//obl//32 .//MID//punct//6
11.5.2 Lantbrukarnas Riksförbund;Ett//DT|NEU|SIN|IND//det//37 förslag//NN|NEU|SIN|IND|NOM//parataxis//6 från//PP//case//39 LRF//PM|NOM//nmod//37 är//VB|PRS|AKT//cop//37 att//SN//mark//43 expropriationspriset//NN|NEU|SIN|DEF|NOM//nsubj:pass//43 räknas//VB|PRS|SFO//acl//37 upp//PL//compound:prt//43 med//PP//case//47 ett//DT|NEU|SIN|IND//det//47 indextal//NN|NEU|SIN|IND|NOM//obl//43 och//KN//cc//53 att//SN//mark//53 den//DT|UTR|SIN|DEF//det//51 summan//NN|UTR|SIN|DEF|NOM//nsubj:pass//53 därefter//AB//advmod//53 dras//VB|INF|SFO//conj//43 av//PL//case//57 från//PP//case//57 ett//DT|NEU|SIN|IND//det//57 marknadspris//NN|NEU|SIN|IND|NOM//obl:agent//53 .//MAD//punct//6
11.5.2 Lantbrukarnas Riksförbund;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//2 kan//VB|PRS|AKT//aux//2 uppkomma//VB|INF|AKT//ROOT//2 problem//NN|NEU|PLU|IND|NOM//obj//2 med//PP//case//5 vem//HP|UTR|SIN|IND//obl//2 som//HP|-|-|-//nsubj//8 skall//VB|PRS|AKT//aux//8 ha//VB|INF|AKT//acl:relcl//5 rätt//NN|UTR|SIN|IND|NOM//obj//8 att//IE//mark//11 återköpa//VB|INF|AKT//acl//9 marken//NN|UTR|SIN|DEF|NOM//obj//11 .//MAD//punct//2
11.5.2 Lantbrukarnas Riksförbund;Den//DT|UTR|SIN|DEF//det//15 ägare//NN|UTR|SIN|IND|NOM//nsubj//27 som//HP|-|-|-//nsubj//22 en//DT|UTR|SIN|IND//det//18 gång//NN|UTR|SIN|IND|NOM//obl//22 i//PP//case//20 tiden//NN|UTR|SIN|DEF|NOM//nmod//18 fick//VB|PRT|AKT//aux//22 avstå//VB|INF|AKT//acl:relcl//15 marken//NN|UTR|SIN|DEF|NOM//obj//22 är//VB|PRS|AKT//cop//27 troligtvis//AB//advmod//27 inte//AB//advmod//27 längre//AB|KOM//parataxis//2 i//PP//case//29 livet//NN|NEU|SIN|DEF|NOM//obl//27 .//MAD//punct//27
11.5.2 Lantbrukarnas Riksförbund;Enligt//PP//case//32 förordningen//NN|UTR|SIN|DEF|NOM//obl//42 om//PP//case//34 överlåtelse//NN|UTR|SIN|IND|NOM//nmod//32 av//PP//case//38 statens//NN|UTR|SIN|DEF|GEN//nmod:poss//38 fasta//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//38 egendom//NN|UTR|SIN|IND|NOM//nmod//34 m.m.//AB|AN//nmod//32 skall//VB|PRS|AKT//aux//42 försäljning//NN|UTR|SIN|IND|NOM//nsubj//42 ske//VB|INF|AKT//advcl//2 genom//PP//case//45 ett//DT|NEU|SIN|IND//det//45 anbudsförfarande//NN|NEU|SIN|IND|NOM//obl//42 .//MAD//punct//2
11.5.2 Lantbrukarnas Riksförbund;Enligt//PP//case//48 LRF//PM|NOM//obl//50 bör//VB|PRS|AKT//aux//50 införas//VB|INF|SFO//conj//2 regler//NN|UTR|PLU|IND|NOM//nsubj:pass//50 om//PP//mark//56 när//HA//mark//56 man//PN|UTR|SIN|IND|SUB//nsubj//56 kan//VB|PRS|AKT//aux//56 avstå//VB|INF|AKT//acl//51 från//PP//case//59 ett//DT|NEU|SIN|IND//det//59 anbudsförfarande//NN|NEU|SIN|IND|NOM//obl//56 .//MAD//punct//2

11.5.3 Övriga;Flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//2 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 intressenter//NN|UTR|PLU|IND|NOM//nsubj//17 såsom//KN//advmod//2 bl.a.//AB|AN//advmod//6 Värmdö//PM|GEN//amod//6 kommun//NN|UTR|SIN|IND|NOM//nmod//2 ,//MID//punct//8 Norrtälje//PM|GEN//amod//9 kommun//NN|UTR|SIN|IND|NOM//conj//6 ,//MID//punct//11 Centrum//NN|NEU|SIN|IND|NOM//conj//6 för//PP//case//13 Turistforskning//NN|UTR|SIN|IND|NOM//nmod//11 och//KN//cc//15 Sjöfartverket//NN|NEU|SIN|DEF|NOM//conj//13 har//VB|PRS|AKT//aux//17 tillskrivit//VB|SUP|AKT//ROOT//17 kommittén//NN|UTR|SIN|DEF|NOM//obj//17 och//KN//cc//20 framfört//VB|SUP|AKT//conj//18 vikten//NN|UTR|SIN|DEF|NOM//obj//17 av//PP//mark//34 att//SN//mark//34 så//AB//advmod//25 stor//JJ|POS|UTR|SIN|IND|NOM//amod//26 del//NN|UTR|SIN|IND|NOM//nsubj//34 som//KN//mark//28 möjligt//JJ|POS|NEU|SIN|IND|NOM//acl//26 av//PP//case//32 den//DT|UTR|SIN|DEF//det//32 aktuella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//32 marken//NN|UTR|SIN|DEF|NOM//obl//28 inte//AB//advmod//34 blir//VB|PRS|AKT//acl//21 föremål//NN|NEU|SIN|IND|NOM//xcomp//34 för//PP//case//37 försäljning//NN|UTR|SIN|IND|NOM//obl//34 .//MAD//punct//17


11.6.1 Allmänt;Av//PP//case//2 en//DT|UTR|SIN|IND//det//2 utredning//NN|UTR|SIN|IND|NOM//obl//5 från//PP//case//4 Fortifikationsverket//NN|NEU|SIN|DEF|NOM//nmod//2 framgår//VB|PRS|AKT//ROOT//5 bl.a.//AB|AN//advmod//5 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//5 .//MAD//punct//5
11.6.1 Allmänt;Under//PP//case//10 vintern//NN|UTR|SIN|DEF|NOM//obl//5 ///MID//cc//13 våren//NN|UTR|SIN|DEF|NOM//nmod//13 2003//RG|NOM//conj//10 har//VB|PRS|AKT//aux//17 ett//DT|NEU|SIN|IND//det//16 antal//NN|NEU|SIN|IND|NOM//nmod//17 intressenter//NN|UTR|PLU|IND|NOM//conj//5 efterhört//VB|SUP|AKT//xcomp//17 möjligheterna//NN|UTR|PLU|DEF|NOM//obj//18 att//IE//mark//21 få//VB|INF|AKT//acl//19 tillgång//NN|UTR|SIN|IND|NOM//obj//21 till//PP//case//25 statlig//JJ|POS|UTR|SIN|IND|NOM//amod//25 mark//NN|UTR|SIN|IND|NOM//obl//21 som//HP|-|-|-//nsubj:pass//27 förvaltas//VB|PRS|SFO//acl:relcl//25 av//PP//case//29 Fortifikationsverket//NN|NEU|SIN|DEF|NOM//obl:agent//27 och//KN//cc//34 som//HP|-|-|-//nsubj//34 i//PP//advmod//34 dag//NN|UTR|SIN|IND|NOM//fixed//32 förhyrs//PC|PRF|UTR|SIN|IND|NOM//conj//27 av//PP//case//36 Försvarsmakten//NN|UTR|SIN|DEF|NOM//obl:agent//34 .//MAD//punct//17
11.6.1 Allmänt;Intressenternas//NN|UTR|PLU|DEF|GEN//nmod:poss//39 avsikt//NN|UTR|SIN|IND|NOM//parataxis//17 är//VB|PRS|AKT//cop//39 att//IE//mark//42 skapa//VB|INF|AKT//csubj//39 förutsättningar//NN|UTR|PLU|IND|NOM//obj//42 för//PP//mark//46 att//IE//mark//46 främja//VB|INF|AKT//advcl//42 friluftsliv//NN|NEU|SIN|IND|NOM//obj//46 och//KN//cc//49 turism//NN|UTR|SIN|IND|NOM//conj//47 .//MAD//punct//5
11.6.1 Allmänt;Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 övervägt//VB|SUP|AKT//ROOT//2 om//SN//mark//5 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//5 behövs//VB|PRS|SFO//advcl//2 införas//VB|INF|SFO//xcomp//5 några//DT|UTR/NEU|PLU|IND//det//9 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//9 regler//NN|UTR|PLU|IND|NOM//nsubj:pass//6 som//HP|-|-|-//nsubj//11 styr//VB|PRS|AKT//acl:relcl//9 försäljning//NN|UTR|SIN|IND|NOM//obj//11 och//KN//cc//14 förvaltning//NN|UTR|SIN|IND|NOM//conj//12 av//PP//case//18 den//DT|UTR|SIN|DEF//det//18 statliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//18 mark//NN|UTR|SIN|IND|NOM//nmod//14 i//PP//case//20 skärgården//NN|UTR|SIN|DEF|NOM//nmod//14 och//KN//cc//24 i//PP//case//24 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 områden//NN|NEU|PLU|IND|NOM//conj//12 i//PP//case//27 bl.a.//AB|AN//advmod//27 Stockholmsområdet//NN|NEU|SIN|DEF|NOM//nmod//24 men//KN//cc//32 även//AB//advmod//32 i//PP//case//32 övriga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//32 landet//NN|NEU|SIN|DEF|NOM//conj//24 ,//MID//punct//32 som//HP|-|-|-//case//35 Fortifikationsverket//NN|NEU|SIN|DEF|NOM//nsubj//36 förvaltar//VB|PRS|AKT//conj//5 ,//MID//punct//43 men//KN//cc//43 som//HP|-|-|-//obj//43 staten//NN|UTR|SIN|DEF|NOM//nsubj//43 inte//AB//advmod//42 längre//AB|KOM//advmod//43 har//VB|PRS|AKT//conj//2 något//DT|NEU|SIN|IND//det//46 direkt//JJ|POS|NEU|SIN|IND|NOM//amod//46 användningsområde//NN|NEU|SIN|IND|NOM//obj//43 för//PP//case//43 .//MAD//punct//2
11.6.1 Allmänt;Till//PP//mark//2 att//IE//mark//2 börja//VB|INF|AKT//advcl//5 med//PP//compound:prt//2 kan//VB|PRS|AKT//aux//5 nämnas//VB|INF|SFO//ROOT//5 att//SN//mark//10 Lantbrukarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//8 Riksförbund//NN|NEU|SIN|IND|NOM//nsubj//10 har//VB|PRS|AKT//aux//10 framfört//VB|SUP|AKT//ccomp//5 att//SN//mark//13 förbundet//NN|NEU|SIN|DEF|NOM//nsubj//13 anser//VB|PRS|AKT//ccomp//10 att//SN//mark//23 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 markägare//NN|UTR|PLU|IND|NOM//nsubj//23 från//PP//mark//20 vilka//HP|UTR/NEU|PLU|IND//advmod//20 staten//NN|UTR|SIN|DEF|NOM//nsubj//20 exproprierat//VB|SUP|AKT//acl//16 marken//NN|UTR|SIN|DEF|NOM//obj//20 skall//VB|PRS|AKT//aux//23 ha//VB|INF|AKT//ccomp//13 återköpsrätt//NN|UTR|SIN|IND|NOM//obj//23 till//PP//case//26 marken//NN|UTR|SIN|DEF|NOM//obl//23 när//HA//mark//29 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//29 försäljs//VB|PRS|SFO//advcl//23 .//MAD//punct//5
